step,time,base_z,qpos_norm,qvel_norm,ctrl_norm,n_contact,contact_pairs
67,0.1360000000000001,0.4458625336101064,0.24758009871901185,3.530739977547868,0.8168972666912017,1,floor<->foot_geom
68,0.1380000000000001,0.4458175908844512,0.2500766434537813,3.6088401000629498,0.8226003640934884,1,floor<->foot_geom
69,0.1400000000000001,0.4457780317828833,0.25254781689891365,3.692118749537839,0.8282444910460206,1,floor<->foot_geom
70,0.1420000000000001,0.44574310407893236,0.25504385895761694,3.777807738217966,0.833827316037108,1,floor<->foot_geom
71,0.1440000000000001,0.44571211472073685,0.25760722438238565,3.864269714848612,0.8393465709829111,1,floor<->foot_geom
72,0.1460000000000001,0.44568442677386777,0.26027358599357164,3.9506034741592093,0.8448000496471915,1,floor<->foot_geom
73,0.1480000000000001,0.4456594562731165,0.26307271655127007,4.036372672286511,0.8501856061229875,1,floor<->foot_geom
74,0.1500000000000001,0.4456366690168698,0.2660292648430072,4.12142419043693,0.8555011533751673,1,floor<->foot_geom
75,0.1520000000000001,0.44561557734202933,0.2691634394498132,4.2057690363060125,0.860744661842643,1,floor<->foot_geom
76,0.1540000000000001,0.4455957369168525,0.2724916117089955,4.289505830158069,0.8659141580988964,1,floor<->foot_geom
77,0.1560000000000001,0.445576743585708,0.27602684766710994,4.372772823483626,0.8710077235693547,1,floor<->foot_geom
78,0.1580000000000001,0.445558230294936,0.2797793773355707,4.455718786954064,0.8760234933040757,1,floor<->foot_geom
79,0.16000000000000011,0.44553986412368546,0.28375700832277845,4.538486212948806,0.8809596548041368,1,floor<->foot_geom
80,0.16200000000000012,0.44552134343831595,0.2879654899030102,4.621202426159914,0.8858144469000845,1,floor<->foot_geom
81,0.16400000000000012,0.44550239518403284,0.2924088327664341,4.703975661892258,0.890586158680766,1,floor<->foot_geom
82,0.16600000000000012,0.44548277232303296,0.29708958904478455,4.786894165833905,0.8952731284708596,1,floor<->foot_geom
83,0.16800000000000012,0.44546225142465284,0.30200909669096687,4.870027040629027,0.8998737428554129,1,floor<->foot_geom
84,0.17000000000000012,0.44544063040983023,0.30716769187763787,4.953426016705567,0.9043864357497107,1,floor<->foot_geom
85,0.17200000000000013,0.44541772644958866,0.3125648927427962,5.037127627859956,0.9088096875128061,1,floor<->foot_geom
86,0.17400000000000013,0.445393374015176,0.31819955752742224,5.121155473891872,0.9131420241030805,1,floor<->foot_geom
87,0.17600000000000013,0.4453674230758734,0.3240700199039384,5.2055223856139685,0.9173820162742188,1,floor<->foot_geom
88,0.17800000000000013,0.4453397374392767,0.3301742040720458,5.2902323939820155,0.9215282788100265,1,floor<->foot_geom
89,0.18000000000000013,0.44531019322797255,0.3365097219917572,5.375282460034089,0.9255794697965571,1,floor<->foot_geom
90,0.18200000000000013,0.4452786774859381,0.3430739549269215,5.460663956153985,0.9295342899300484,1,floor<->foot_geom
91,0.18400000000000014,0.44524508690762243,0.3498641212834918,5.5463639089797825,0.9333914818592245,1,floor<->foot_geom
92,0.18600000000000014,0.44520932668248964,0.3568773325442983,5.632366024913995,0.9371498295605588,1,floor<->foot_geom
93,0.18800000000000014,0.44517130944776495,0.3641106389263415,5.718651523958668,0.9408081577451389,1,floor<->foot_geom
94,0.19000000000000014,0.44513095434220673,0.37156106621845736,5.805199808727886,0.9443653312958299,1,floor<->foot_geom
95,0.19200000000000014,0.4450881861538911,0.3792256450976904,5.891988994472409,0.9478202547334752,1,floor<->foot_geom
96,0.19400000000000014,0.44504293455522687,0.38710143407287395,5.978996323767431,0.9511718717109273,1,floor<->foot_geom
97,0.19600000000000015,0.4449951334186932,0.39518553706462173,6.0661984867964795,0.9544191645337458,1,floor<->foot_geom
98,0.19800000000000015,0.44494472020710124,0.4034751165027346,6.1535718653060725,0.9575611537064534,1,floor<->foot_geom
99,0.20000000000000015,0.44489163543250515,0.4119674027052076,6.241092715541328,0.960596897503286,1,floor<->foot_geom
100,0.20200000000000015,0.4448358221782247,0.420659700197556,6.3287373029311755,0.9635254915624214,1,floor<->foot_geom
101,0.20400000000000015,0.44477722567878036,0.42954939153679994,6.416481999033434,0.9663460685027185,1,floor<->foot_geom
102,0.20600000000000016,0.4447157929528763,0.4386339391206854,6.504303349292617,0.9690577975620461,1,floor<->foot_geom
103,0.20800000000000016,0.4446514724848949,0.4479108853889452,6.592178118498788,0.9716598842563223,1,floor<->foot_geom
104,0.21000000000000016,0.44458421395068387,0.45737785175889695,6.680083319441726,0.9741515700584348,1,floor<->foot_geom
105,0.21200000000000016,0.4445139679837211,0.4670325365816469,6.767996229102045,0.9765321320962507,1,floor<->foot_geom
106,0.21400000000000016,0.44444068597803343,0.47687271235681217,6.855894395778111,0.9788008828689723,1,floor<->foot_geom
107,0.21600000000000016,0.44436431992452075,0.4868962224021896,6.943755639783997,0.9809571699811309,1,floor<->foot_geom
108,0.21800000000000017,0.44428482227759614,0.49710097713941004,7.031558049740688,0.9830003758935567,1,floor<->foot_geom
109,0.22000000000000017,0.44420214584929757,0.5074849501265932,7.119279975994588,0.9849299176906963,1,floor<->foot_geom
110,0.22200000000000017,0.44411624372825415,0.5180461739436836,7.206900022311816,0.986745246863695,1,floor<->foot_geom
111,0.22400000000000017,0.44402706922110396,0.5287827360148762,7.294397036694734,0.9884458491086919,1,floor<->foot_geom
112,0.22600000000000017,0.44393457581415835,0.5396927744347831,7.381750101932255,0.9900312441398147,1,floor<->foot_geom
113,0.22800000000000017,0.4438387171532914,0.5507744738502348,7.468938526314593,0.9915009855163994,1,floor<->foot_geom
114,0.23000000000000018,0.4437394470402043,0.562026061437422,7.555941834804931,0.9928546604839917,1,floor<->foot_geom
115,0.23200000000000018,0.44363671944337174,0.5734458030040721,7.642739760856104,0.9940918898287204,1,floor<->foot_geom
116,0.23400000000000018,0.44353048852212146,0.5850319992381807,7.729312238982405,0.995212327744671,1,floor<->foot_geom
117,0.23600000000000018,0.4434207086624337,0.5967829821181879,7.815639398139244,0.9962156617139146,1,floor<->foot_geom
118,0.23800000000000018,0.44330733452316845,0.6086971114941583,7.901701555921854,0.997101612398883,1,floor<->foot_geom
119,0.24000000000000019,0.4431903210915416,0.6207727718452652,7.98747921356479,0.9978699335468115,1,floor<->foot_geom
120,0.2420000000000002,0.44306962374677417,0.6330083692155142,8.072953051703827,0.9985204119060007,1,floor<->foot_geom
121,0.2440000000000002,0.4429451983309327,0.6454023283270189,8.158103926848504,0.9990528671536796,1,floor<->foot_geom
122,0.2460000000000002,0.4428170012260655,0.6579530898681228,8.24291286850543,0.9994671518352819,1,floor<->foot_geom
123,0.2480000000000002,0.4426849894368167,0.670659107952134,8.327361076888042,0.9997631513149785,1,floor<->foot_geom
124,0.25000000000000017,0.44254912067777274,0.683518847741322,8.411429921146688,0.9999407837373359,1,floor<->foot_geom
125,0.25200000000000017,0.44240935346485843,0.6965307832300256,8.49510093805316,1.0,1,floor<->foot_geom
126,0.25400000000000017,0.44226564721016126,0.7096933951801907,8.578355831075122,0.9999407837373359,1,floor<->foot_geom
127,0.25600000000000017,0.4421179623196124,0.72300516920232,8.661176469778185,0.9997631513149784,1,floor<->foot_geom
128,0.2580000000000002,0.4419662602930039,0.736464593974658,8.743544889496151,0.9994671518352818,1,floor<->foot_geom
129,0.2600000000000002,0.4418105038258617,0.750070159593393,8.825443291212942,0.9990528671536795,1,floor<->foot_geom
130,0.2620000000000002,0.441650656912736,0.7638203560467152,8.906854041602903,0.9985204119060005,1,floor<->foot_geom
131,0.2640000000000002,0.4414866849515031,0.7777136718057058,8.987759673179335,0.9978699335468113,1,floor<->foot_geom
132,0.2660000000000002,0.4413185548483054,0.7917485925252127,9.068142884504049,0.9971016123988827,1,floor<->foot_geom
133,0.2680000000000002,0.44114623512278356,0.8059235998480956,9.147986540413845,0.9962156617139144,1,floor<->foot_geom
134,0.2700000000000002,0.44096969601328134,0.8202371703064744,9.227273672222463,0.9952123277446709,1,floor<->foot_geom
135,0.2720000000000002,0.4407889095817241,0.8346877743138736,9.305987477859283,0.9940918898287202,1,floor<->foot_geom
136,0.2740000000000002,0.4406038498178935,0.8492738754856269,9.384111146186248,0.9928546604839915,1,floor<->foot_geom
137,0.2760000000000002,0.4404144926369641,0.8639939299658159,9.461627778056117,0.9915009855163992,1,floor<->foot_geom
138,0.2780000000000002,0.44022081581961936,0.8788463851395446,9.538520831442066,0.9900312441398145,1,floor<->foot_geom
139,0.2800000000000002,0.4400227992049254,0.8938296786401271,9.614774081923656,0.9884458491086917,1,floor<->foot_geom
140,0.2820000000000002,0.43982042486804046,0.9089422375923125,9.690371580480086,0.9867452468636948,1,floor<->foot_geom
141,0.2840000000000002,0.43961367727889533,0.9241824780290119,9.765297619749914,0.9849299176906959,1,floor<->foot_geom
142,0.2860000000000002,0.43940254344465723,0.9395488044348344,9.839536706886383,0.9830003758935564,1,floor<->foot_geom
143,0.2880000000000002,0.4391870130382109,0.9550396093816148,9.91307354161267,0.9809571699811306,1,floor<->foot_geom
144,0.2900000000000002,0.4389670785144667,0.9706532732300979,9.985892998415816,0.9788008828689719,1,floor<->foot_geom
145,0.2920000000000002,0.4387427352159953,0.9863881638787733,10.057980112054784,0.9765321320962503,1,floor<->foot_geom
146,0.2940000000000002,0.4385139814692497,1.002242636546072,10.129320065727761,0.9741515700584343,1,floor<->foot_geom
147,0.2960000000000002,0.43828081867244906,1.0182150335761204,10.199898181367022,0.971659884256322,1,floor<->foot_geom
148,0.2980000000000002,0.4380432513760453,1.0343036842612667,10.269699911620908,0.9690577975620457,1,floor<->foot_geom
149,0.3000000000000002,0.4378012873565617,1.0505069046768791,10.33871083315208,0.9663460685027181,1,floor<->foot_geom
150,0.3020000000000002,0.4375549376844801,1.066822997525602,10.406916640935743,0.9635254915624208,1,floor<->foot_geom
151,0.3040000000000002,0.4373042167867459,1.0832502519894711,10.474303143286175,0.9605968975032856,1,floor<->foot_geom
152,0.3060000000000002,0.4370491425043687,1.099786943589145,10.540856257377436,0.957561153706453,1,floor<->foot_geom
153,0.3080000000000002,0.4367897361455054,1.116431334050071,10.606562005057052,0.9544191645337452,1,floor<->foot_geom
154,0.3100000000000002,0.4365260225343334,1.1331816711757243,10.671406508780791,0.9511718717109268,1,floor<->foot_geom
155,0.3120000000000002,0.43625803005594554,1.1500361887282406,10.73537598752352,0.9478202547334745,1,floor<->foot_geom
156,0.3140000000000002,0.4359857906974318,1.1669931063167716,10.798456752545697,0.9443653312958293,1,floor<->foot_geom
157,0.3160000000000002,0.43570934008525175,1.1840506292938549,10.86063520291796,0.9408081577451384,1,floor<->foot_geom
158,0.3180000000000002,0.43542871751894635,1.201206948659965,10.92189782072723,0.9371498295605583,1,floor<->foot_geom
159,0.32000000000000023,0.4351439660011935,1.218460240976251,10.98223116590715,0.9333914818592239,1,floor<->foot_geom
160,0.32200000000000023,0.4348551322641695,1.235808668285311,11.041621870653342,0.9295342899300476,1,floor<->foot_geom
161,0.32400000000000023,0.43456226679214716,1.2532503780396713,11.10005663339995,0.9255794697965565,1,floor<->foot_geom
162,0.32600000000000023,0.43426542384023303,1.2707835030374848,11.157522212348223,0.9215282788100259,1,floor<->foot_geom
163,0.32800000000000024,0.4339646614491269,1.2884061613648172,11.214005418550675,0.917382016274218,1,floor<->foot_geom
164,0.33000000000000024,0.4336600414557705,1.3061164563437735,11.269493108565365,0.9131420241030799,1,floor<->foot_geom
165,0.33200000000000024,0.4333516294997422,1.3239124764856238,11.32397217670458,0.9088096875128052,1,floor<->foot_geom
166,0.33400000000000024,0.4330394950252484,1.3417922954480248,11.377429546910369,0.9043864357497098,1,floor<->foot_geom
167,0.33600000000000024,0.4327237112785592,1.3597539719953966,11.429852164296431,0.8998737428554122,1,floor<->foot_geom
168,0.33800000000000024,0.43240435530073806,1.3777955499615022,11.481226986401518,0.8952731284708588,1,floor<->foot_geom
169,0.34000000000000025,0.432081507915518,1.3959150582132915,11.53154097420445,0.8905861586807653,1,floor<->foot_geom
170,0.34200000000000025,0.4317552537121814,1.4141105106151124,11.580781082954593,0.8858144469000836,1,floor<->foot_geom
171,0.34400000000000025,0.43142568102330947,1.4323799059924391,11.628934252874743,0.8809596548041361,1,floor<->foot_geom
172,0.34600000000000025,0.43109288189727585,1.450721228094344,11.675987399795803,0.8760234933040748,1,floor<->foot_geom
173,0.34800000000000025,0.43075695206536635,1.469132445554027,11.721927405784392,0.871007723569354,1,floor<->foot_geom
174,0.35000000000000026,0.4304179909034208,1.4876115118468047,11.76674110982594,0.8659141580988955,1,floor<->foot_geom
175,0.35200000000000026,0.43007610138790076,1.5061563652450782,11.810415298626681,0.860744661842642,1,floor<->foot_geom
176,0.35400000000000026,0.42973139004629946,1.5247649287699019,11.852936697598636,0.8555011533751664,1,floor<->foot_geom
177,0.35600000000000026,0.4293839669018216,1.5434351101388943,11.894291962091916,0.8501856061229868,1,floor<->foot_geom
178,0.35800000000000026,0.4290339454122723,1.5621648017103578,11.934467668938801,0.8448000496471906,1,floor<->foot_geom
179,0.36000000000000026,0.4286814424031044,1.580951880423581,11.973450308373934,0.83934657098291,1,floor<->foot_geom
180,0.36200000000000027,0.42832657799458757,1.5997942077354386,12.011226276394572,0.833827316037107,1,floor<->foot_geom
181,0.36400000000000027,0.4279694755230705,1.6186896295535047,12.047781867624487,0.8282444910460197,1,floor<->foot_geom
182,0.36600000000000027,0.4276102614563222,1.6376359761660277,12.083103268744336,0.8226003640934875,1,floor<->foot_geom
183,0.36800000000000027,0.4272490653029457,1.6566310621692257,12.117176552550628,0.8168972666912006,1,floor<->foot_geom
184,0.3700000000000003,0.42688601951587285,1.6756726863924727,12.149987672704441,0.8111375954217184,1,floor<->foot_geom
185,0.3720000000000003,0.42652125938995555,1.6947586318220633,12.18152245922989,0.805323813644854,1,floor<->foot_geom
186,0.3740000000000003,0.42615492295368373,1.710061241680685,9.777320973400931,0.7994584532677257,1,floor<->foot_geom
187,0.3760000000000003,0.4258396361439218,1.7221645138695205,7.7402099639484465,0.7935441165784396,1,floor<->foot_geom
188,0.3780000000000003,0.42557068836165884,1.7315706411922605,6.019340500117732,0.7875834781429467,1,floor<->foot_geom
189,0.3800000000000003,0.4253436079374437,1.7387123147311585,4.571933974693329,0.7815792867641601,1,floor<->foot_geom
190,0.3820000000000003,0.42515402371990074,1.7439603638584185,3.3595048085773507,0.7755343675018577,1,floor<->foot_geom
191,0.3840000000000003,0.42499786675387924,1.7476316853686424,2.3483360762907157,0.7694516237512727,1,floor<->foot_geom
192,0.3860000000000003,0.42487141514895055,1.7499966946777685,1.50941954296031,0.7633340393775474,1,floor<->foot_geom
193,0.3880000000000003,0.42477127095963035,1.7512857751344173,0.8181940277930264,0.7571846809023934,1,floor<->foot_geom
194,0.3900000000000003,0.4246943377917644,1.7516948565539736,0.2583001121476043,0.7510066997383694,1,floor<->foot_geom
195,0.3920000000000003,0.42463779933693624,1.751390238099347,0.2278818603904832,0.7448033344651137,1,floor<->foot_geom
196,0.3940000000000003,0.4245990989446409,1.7505127560772242,0.591077546756096,0.7385779131406708,1,floor<->foot_geom
197,0.3960000000000003,0.4245759202806241,1.749181384215446,0.88453433993049,0.7323338556396952,1,floor<->foot_geom
198,0.3980000000000003,0.42456616908013917,1.7474963425048209,1.114596453604655,0.7260746760088023,1,floor<->foot_geom
199,0.4000000000000003,0.42456795598014335,1.7455417806235176,1.290862799561777,0.7198039848276458,1,floor<->foot_geom
200,0.4020000000000003,0.4245795803997191,1.743388093180498,1.421937975952147,0.7135254915624204,1,floor<->foot_geom
201,0.4040000000000003,0.4245995154298053,1.7410939163755301,1.5152726550500066,0.7072430068964123,1,floor<->foot_geom
202,0.4060000000000003,0.4246263936892605,1.7387078490410386,1.5772635261197525,0.7009604450199238,1,floor<->foot_geom
203,0.4080000000000003,0.4246589941027642,1.7362699352794404,1.6133811742942796,0.694681825859381,1,floor<->foot_geom
204,0.4100000000000003,0.42469622955603153,1.7338129409252085,1.628291548421165,0.68841127722269,1,floor<->foot_geom
205,0.4120000000000003,0.42473713538461233,1.7313634517428935,1.6259646966059522,0.6821530368349148,1,floor<->foot_geom
206,0.4140000000000003,0.42478085865375464,1.7289428175322843,1.6097703027546049,0.6759114542351214,1,floor<->foot_geom
207,0.4160000000000003,0.4248266481881943,1.7265679630725146,1.582561001432226,0.6696909925017649,1,floor<->foot_geom
208,0.4180000000000003,0.4248738453121572,1.7242520840310658,1.5467447740707083,0.6634962297702899,1,floor<->foot_geom
209,0.4200000000000003,0.42492187526126324,1.7220052435330682,1.5043477289607932,0.6573318605026947,1,floor<->foot_geom
210,0.4220000000000003,0.4249702392293762,1.7198348829806172,1.4570684677930816,0.6512026964646838,1,floor<->foot_geom
211,0.4240000000000003,0.42501850701474975,1.7177462588873955,1.4063251162831465,0.6451136673617512,1,floor<->foot_geom
212,0.4260000000000003,0.42506631023107916,1.7157428159130055,1.3532959711247814,0.6390698210811151,1,floor<->foot_geom
213,0.4280000000000003,0.42511333605030105,1.7138265049114454,1.2989545990328653,0.6330763234819553,1,floor<->foot_geom
214,0.4300000000000003,0.4251593214451881,1.7119980536209287,1.2441001186374434,0.6271384576719271,1,floor<->foot_geom
215,0.43200000000000033,0.4252040479009845,1.7102571965933016,1.1893833027396514,0.6212616227035436,1,floor<->foot_geom
216,0.43400000000000033,0.425247336566518,1.7086028700696156,1.1353290562718061,0.6154513316198448,1,floor<->foot_geom
217,0.43600000000000033,0.42528904381641286,1.7070333767356216,1.0823557532246655,0.6097132087749245,1,floor<->foot_geom
218,0.43800000000000033,0.42532905719722025,1.7055465246212853,1.030791852749322,0.6040529863515263,1,floor<->foot_geom
219,0.44000000000000034,0.42536729173146903,1.7041397438281736,0.9808901595808808,0.5984764999952104,1,floor<->foot_geom
220,0.44200000000000034,0.4254036865548303,1.7028101842658294,0.9328400459175931,0.5929896834827479,1,floor<->foot_geom
221,0.44400000000000034,0.4254382018627686,1.7015547971427791,0.8867779100681472,0.5875985623416131,1,floor<->foot_geom
222,0.44600000000000034,0.4254708161442267,1.700370402580631,0.8427961107918246,0.5823092463379798,1,floor<->foot_geom
223,0.44800000000000034,0.4255015236810508,1.699253745393158,0.8009505846308962,0.5771279207527265,1,floor<->foot_geom
224,0.45000000000000034,0.42553033229300447,1.698201541496135,0.7612665891600378,0.5720608363688785,1,floor<->foot_geom
225,0.45200000000000035,0.42555726123490834,1.6972105173792875,0.7237424792817463,0.5671142980999454,1,floor<->foot_geom
226,0.45400000000000035,0.4255823391290005,1.6962774392732194,0.6883575129022073,0.5622946521969943,1,floor<->foot_geom
227,0.45600000000000035,0.4256056024017288,1.6953991360828498,0.655075897248808,0.5576082719832948,1,floor<->foot_geom
228,0.45800000000000035,0.4256270939100132,1.6945725173118509,0.6238499326415012,0.5530615420791702,1,floor<->foot_geom
229,0.46000000000000035,0.4256468617144908,1.6937945867589919,0.5946226616567553,0.5486608410964701,1,floor<->foot_geom
230,0.46200000000000035,0.42566495798954607,1.693062452663732,0.5673300870111706,0.5444125228019193,1,floor<->foot_geom
231,0.46400000000000036,0.42568143805955394,1.6923733348865857,0.5419030157934309,0.5403228957715193,1,floor<->foot_geom
232,0.46600000000000036,0.4256963595507434,1.6917245696286414,0.5182685823815049,0.5363982015840566,1,floor<->foot_geom
233,0.46800000000000036,0.4257097816483309,1.6911136121231058,0.49635149743557716,0.5326445916304098,1,floor<->foot_geom
234,0.47000000000000036,0.4257217644490008,1.6905380376689971,0.4760750656973455,0.5290681026463399,1,floor<->foot_geom
235,0.47200000000000036,0.42573236839936063,1.6899955413221803,0.4573620108933205,0.5256746311093061,1,floor<->foot_geom
236,0.47400000000000037,0.4257416538116248,1.6894839365025298,0.4401351512482388,0.5224699066738645,1,floor<->foot_geom
237,0.47600000000000037,0.4257496804493404,1.6890011519397836,0.424318838627147,0.5194594648545451,1,floor<->foot_geom
238,0.47800000000000037,0.4257565072599802,1.6885452286151463,0.409838669896349,0.5166486191987822,1,floor<->foot_geom
239,0.48000000000000037,0.42576219209676,1.6881143168505062,0.39662111320960075,0.5140424332243568,1,floor<->foot_geom
