stage,control_mode,simulation_only_project,hardware_deployment_completed,torque_enable_ready,torque_publisher_enabled,control_law_changed,mixed_baseline_modified,mpc_assisted_candidate_switch_present,mpc_assisted_candidate_executed,mpc_assisted_candidate_scale,wbc_script,swing_target_csv,total_steps,transition_count,trot_FR_RL_steps,trot_FL_RR_steps,stance_kp,stance_kd,swing_kp,swing_kd,stance_wbc_scale,swing_pd_scale,swing_target_scale,torque_limit,initial_z,final_z,min_z,max_z,delta_z,final_roll,final_pitch,max_abs_roll,roll_margin_to_0p20,max_abs_pitch,pitch_margin_to_0p20,z_margin_to_0p22,max_joint_error,max_swing_joint_error,max_stance_joint_error,max_tau_stance_pd_abs,max_tau_stance_wbc_abs,max_tau_swing_pd_abs,max_tau_total_raw_abs,max_tau_total_abs,max_cmd_step_jump_norm,max_cmd_step_jump_abs,max_dyn_res_norm,max_stance_acc_res_norm,max_swing_acc_error_norm,qp_fail_steps,saturation_steps,pass,pass_margin
14.5D-R2,baseline,True,False,False,False,False,False,True,False,0.0,scripts/stage13_2_2400step_online_full_wbc_scheduler_runner.py,results/logs_sample/stage13_2_2400step_swing_trajectory_tracking_check.csv,2400,11,1200,1200,60.0,2.0,80.0,2.0,0.2,1.0,0.35,23.7,0.284805846483,0.286030728906,0.274552192756,0.293169864411,0.001224882422,-0.000918501417,-0.016903082043,0.056707402709,0.143292597291,0.048329482530,0.151670517470,0.054552192756,0.077233662573,0.051395902876,0.077233662573,11.083222358114,2.125887056052,9.659563043535,9.659563043535,9.659563043535,25.788963931985,11.568156828496,7.732488454756e-08,3.520891005970e-09,2.545718566371e-01,0,0,True,True
