case_id,perturbation_id,perturbation_type,axis,qpos_axis,nominal_ref,injection_written,after_forward_preserved,written_delta,after_forward_delta,first_step_qvel_delta,qpos_delta_first_step,first_step_base_vx_fd,first_step_base_vy_fd,aligned_after_step_count,max_abs_pre_step_qvel_axis_diff_vs_nominal,mean_abs_pre_step_qvel_axis_diff_vs_nominal,max_abs_pre_step_qpos_axis_diff_vs_nominal,mean_abs_pre_step_qpos_axis_diff_vs_nominal,max_abs_qvel_axis_diff_vs_nominal,mean_abs_qvel_axis_diff_vs_nominal,max_abs_qpos_axis_diff_vs_nominal,mean_abs_qpos_axis_diff_vs_nominal,max_abs_base_vx_fd_diff_vs_nominal,mean_abs_base_vx_fd_diff_vs_nominal,max_abs_base_vy_fd_diff_vs_nominal,mean_abs_base_vy_fd_diff_vs_nominal,post_step_max_abs_state_delta,post_step_mean_abs_state_delta,early_window_max_abs_state_delta,early_window_mean_abs_state_delta,pre_step_trace_separation_detected,post_step_trace_separation_detected,early_window_trace_separation_detected,trace_csv
nominal_0p010,nominal,none,qvel_0,qpos_0,self,True,True,0.000000000000,0.000000000000,-0.016621033634,-0.000033242067,-0.016621033634,0.000213879716,12,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,False,False,False,results/logs_sample/stage23_2_qvel_injection_trace_nominal_0p010.csv
vx_plus_0p010,vx_plus,base_vx,qvel_0,qpos_0,nominal_0p010,True,True,0.050000000000,0.050000000000,-0.016621033634,-0.000033242067,-0.016621033634,0.000213879716,12,0.050000000000,0.033333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.050000000000,0.001851851852,True,False,True,results/logs_sample/stage23_2_qvel_injection_trace_vx_plus_0p010.csv
vx_minus_0p010,vx_minus,base_vx,qvel_0,qpos_0,nominal_0p010,True,True,-0.050000000000,-0.050000000000,-0.016621033634,-0.000033242067,-0.016621033634,0.000213879716,12,0.050000000000,0.033333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.050000000000,0.001851851852,True,False,True,results/logs_sample/stage23_2_qvel_injection_trace_vx_minus_0p010.csv
vy_plus_0p010,vy_plus,base_vy,qvel_1,qpos_1,nominal_0p010,True,True,0.030000000000,0.030000000000,0.000213879716,0.000000427759,-0.016621033634,0.000213879716,12,0.030000000000,0.020000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.030000000000,0.001111111111,True,False,True,results/logs_sample/stage23_2_qvel_injection_trace_vy_plus_0p010.csv
vy_minus_0p010,vy_minus,base_vy,qvel_1,qpos_1,nominal_0p010,True,True,-0.030000000000,-0.030000000000,0.000213879716,0.000000427759,-0.016621033634,0.000213879716,12,0.030000000000,0.020000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.030000000000,0.001111111111,True,False,True,results/logs_sample/stage23_2_qvel_injection_trace_vy_minus_0p010.csv
yawrate_plus_0p010,yawrate_plus,base_yawrate,qvel_5,qpos_3,nominal_0p010,True,True,0.050000000000,0.050000000000,-0.031726322323,-0.000000022225,-0.016621033634,0.000213879716,12,0.050000000000,0.033333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.050000000000,0.001851851852,True,False,True,results/logs_sample/stage23_2_qvel_injection_trace_yawrate_plus_0p010.csv
yawrate_minus_0p010,yawrate_minus,base_yawrate,qvel_5,qpos_3,nominal_0p010,True,True,-0.050000000000,-0.050000000000,-0.031726322323,-0.000000022225,-0.016621033634,0.000213879716,12,0.050000000000,0.033333333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.050000000000,0.001851851852,True,False,True,results/logs_sample/stage23_2_qvel_injection_trace_yawrate_minus_0p010.csv
