mode,scale,sim_steps,kp,kd,torque_limit,initial_z,final_z,min_z,max_z,delta_z,max_abs_roll,roll_margin_to_0p15,max_abs_pitch,pitch_margin_to_0p15,z_margin_to_0p22,max_tau_pd_abs,max_tau_wbc_abs,max_tau_total_abs,saturation_steps,pass,pass_margin
trot_FR_RL,0.6,1000,80.0,2.0,23.7,0.284805846483,0.295056299833,0.284715134142,0.297270799256,0.010250453350,0.110752061094,0.039247938906,0.052921077590,0.097078922410,0.064715134142,15.454378652100,6.382991401645,9.331342107139,0,True,True
trot_FR_RL,0.7,1000,80.0,2.0,23.7,0.284805846483,0.296591268062,0.284805846483,0.301063665244,0.011785421579,0.121897064021,0.028102935979,0.064435488205,0.085564511795,0.064805846483,15.932209050687,7.446823301919,11.310227737375,0,True,True
trot_FR_RL,0.8,1000,80.0,2.0,23.7,0.284805846483,0.297875788120,0.284805846483,0.304597282998,0.013069941637,0.145498241123,0.004501758877,0.065170683776,0.084829316224,0.064805846483,17.254361796431,8.510655202193,11.297348929450,0,True,False
trot_FR_RL,0.9,1000,80.0,2.0,23.7,0.284805846483,0.303734347377,0.284805846483,0.309069943992,0.018928500893,0.123066868700,0.026933131300,0.070330378020,0.079669621980,0.064805846483,18.586561794802,9.574487102467,11.638366611161,0,True,True
trot_FR_RL,1.0,1000,80.0,2.0,23.7,0.284805846483,0.303327670538,0.284805846483,0.313361243682,0.018521824055,0.156525005128,-0.006525005128,0.081633141369,0.068366858631,0.064805846483,19.681902676572,10.638319002741,11.390155099269,0,False,False
