scheduler,total_steps,dt,period_steps,half_period_steps,trot_FR_RL_steps,trot_FL_RR_steps,transition_count,kp_posture,kd_posture,torque_limit,base_qdd_z_ref,swing_acc_ref_x,swing_acc_ref_y,swing_acc_ref_z,ramp_alpha,initial_z,final_z,min_z,max_z,delta_z,final_roll,final_pitch,max_abs_roll,roll_margin_to_limit,max_abs_pitch,pitch_margin_to_limit,z_margin_to_limit,max_tau_pd_abs,max_tau_wbc_abs,max_tau_total_abs,max_cmd_step_jump_norm,max_cmd_step_jump_abs,max_dyn_res_norm,max_stance_acc_res_norm,max_swing_acc_error_norm,qp_fail_steps,saturation_steps,pass,pass_margin
phase_trot,2400,0.002,400,200,1200,1200,11,60.0,2.0,23.7,0.03,0.1,0.0,0.2,0.15,0.284805846483,0.304968764218,0.284525843843,0.325211798729,0.020162917735,0.116402583877,0.060223800924,0.163118252883,0.036881747117,0.106881861177,0.093118138823,0.064525843843,17.914484841257,10.722716789116,11.520998707973,3.444357031147,1.782238605127,1.072235565455e-07,4.121509819804e-09,6.846131992978e-01,0,0,True,True
