osqp_status,objective,w_wrench,w_force_ref,w_tau_ref,w_reg,mu,fz_min,fz_max,torque_limit,tau_max_abs,min_fz,force_diff_norm,tau_diff_norm,wrench_error_norm,torque_pass,fz_pass,pass,desired_Fx,wbc_Fx,error_Fx,desired_Fy,wbc_Fy,error_Fy,desired_Fz,wbc_Fz,error_Fz,desired_Mx,wbc_Mx,error_Mx,desired_My,wbc_My,error_My,desired_Mz,wbc_Mz,error_Mz,FR_fx,FR_fy,FR_fz,FL_fx,FL_fy,FL_fz,RR_fx,RR_fy,RR_fz,RL_fx,RL_fy,RL_fz,FR_tau_hip,FR_tau_thigh,FR_tau_calf,FL_tau_hip,FL_tau_thigh,FL_tau_calf,RR_tau_hip,RR_tau_thigh,RR_tau_calf,RL_tau_hip,RL_tau_thigh,RL_tau_calf
solved,-160324.612190404790,10.0,1.0,1.0,1e-06,0.6,1.0,120.0,23.7,5.309219364818,30.686044870227,0.000010473048,0.000003100096,0.000014313895,True,True,True,0.000000000000,0.000008717381,0.000008717381,-0.000000000000,-0.000000010048,-0.000000010048,125.013224880000,125.013236130790,0.000011250790,0.000000000000,0.000000082571,0.000000082571,0.000000000000,-0.000001519076,-0.000001519076,-0.000000000000,0.000000008350,0.000000008350,0.000002351077,-0.000003810770,30.686044870227,0.000002312743,0.000003781937,31.118427278492,0.000002045821,-0.000003666114,31.388190787788,0.000002007740,0.000003684900,31.820573194283,2.454884598732,0.000000622579,5.119924911726,-2.489475183758,0.000000612428,5.192067319862,2.511056233832,0.000000541745,5.237076956943,-2.545646831326,0.000000531661,5.309219364818
