step,contact_mode,px,py,pz,vx,vy,vz,status,solve_time,u0_FR_fx,u0_FR_fy,u0_FR_fz,u0_FL_fx,u0_FL_fy,u0_FL_fz,u0_RR_fx,u0_RR_fy,u0_RR_fz,u0_RL_fx,u0_RL_fy,u0_RL_fz,sum_fx,sum_fy,sum_fz,max_swing_force_norm,min_stance_fz,max_stance_fz,max_friction_violation,total_fz_upper_violation,force_delta_norm
58,FL_RR,0.3941204970553376,0.0,0.299519623952327,0.3499999999956463,0.0,0.03157133878054948,solved,0.012396763000000002,6.789753466797901e-21,0.0,-1.7174714686529256e-09,-5.582533965056286e-12,0.0,62.308858772397535,-5.562811385811064e-12,0.0,62.30885877239965,6.785725751889827e-21,0.0,-1.7174714686543994e-09,-1.1145345337291869e-11,0.0,124.61771754136225,1.7174714686543994e-09,62.308858772397535,62.30885877239965,0.0,0.0,2.3741230048749036
59,FL_RR,0.4011204970552505,0.0,0.300151050727938,0.3499999999956277,0.0,0.043067534682819875,solved,0.012220153,-1.6589287522795393e-20,0.0,1.0986533215971525e-10,-1.0174962724631428e-11,0.0,46.20156491683508,-1.008510890087914e-11,0.0,46.20156491683444,-3.797803979874671e-20,0.0,1.0986533156840886e-10,-2.0260071680077894e-11,0.0,92.40312983388925,1.0986533215971525e-10,46.20156491683444,46.20156491683508,0.0,0.0,22.779153423667193
60,FR_RL,0.40812049705516307,0.0,0.3010124014215944,0.34999999999559395,0.0,0.0008727510726352916,solved,0.012068859,-4.6905523869342244e-12,0.0,46.224988814292374,-9.112916726994168e-20,0.0,-2.4330832489774284e-10,-9.112916726988918e-20,0.0,-2.43308325475796e-10,-4.97296115359764e-12,0.0,46.224988814290754,-9.663513722790199e-12,0.0,92.4499776280965,2.43308325475796e-10,46.224988814290754,46.224988814292374,0.0,0.0,92.4265566994487
61,FR_RL,0.4151204970550749,0.0,0.30102985644304714,0.34999999999557785,0.0,-0.04124395288053722,solved,0.014689539000000001,-6.500247231272665e-12,0.0,62.090981395837055,1.8819411916955673e-19,0.0,-1.1233833628261407e-09,1.8819411916955673e-19,0.0,-1.1233833628297321e-09,-6.589109202750179e-12,0.0,62.090981395828514,-1.3089356057634606e-11,0.0,124.1819627894188,1.1233833628297321e-09,62.090981395828514,62.090981395837055,0.0,0.0,22.437901889326508
62,FR_RL,0.4221204970549865,0.0,0.3002049773854364,0.34999999999555603,0.0,-0.030474014898172565,solved,0.01530452,-6.784544176591743e-12,0.0,63.92355401965194,-1.6243860242298385e-21,0.0,-5.550960591008728e-10,-1.6243860242298385e-21,0.0,-5.550960591024416e-10,-6.796392775606461e-12,0.0,63.92355401964473,-1.3580936955446974e-11,0.0,127.84710803818648,5.550960591024416e-10,63.92355401964473,63.92355401965194,0.0,0.0,2.5916490586336005
63,FR_RL,0.42912049705489763,0.0,0.29959549708747296,0.3499999999955334,0.0,-0.013595501501195126,solved,0.013952454,-6.560345823698223e-12,0.0,61.80732899096822,-2.724473126530714e-20,0.0,-3.154965690698715e-11,-2.724473126530714e-20,0.0,-3.1549656903910215e-11,-6.595436855756105e-12,0.0,61.807328990951675,-1.3155782733943791e-11,0.0,123.6146579818568,3.154965690698715e-11,61.807328990951675,61.80732899096822,0.0,0.0,2.992794136604509
64,FR_RL,0.4361204970548083,0.0,0.29932358705744905,0.34999999999551146,0.0,-0.0037710715314338006,solved,0.011246065,-6.601463772301564e-12,0.0,60.074873772341824,6.058607938215669e-19,0.0,-1.428728800851541e-10,6.058607938215669e-19,0.0,-1.428728800848559e-10,-6.649866550002814e-12,0.0,60.07487377232312,-1.3251329110582791e-11,0.0,120.1497475443792,1.428728800851541e-10,60.07487377232312,60.074873772341824,0.0,0.0,2.450061666387021
65,FR_RL,0.44312049705471857,0.0,0.2992481656268204,0.34999999999548936,0.0,0.00027850770919817056,solved,0.011863130999999999,-6.608057277955749e-12,0.0,60.07251891111057,-3.306166763937552e-20,0.0,-8.775731578379402e-11,-3.306166763937552e-20,0.0,-8.775731578351387e-11,-6.4303107619317854e-12,0.0,60.07251891109869,-1.3038368106010869e-11,0.0,120.14503782203374,8.775731578379402e-11,60.07251891109869,60.07251891111057,0.0,0.0,0.003330276685922456
66,FR_RL,0.45012049705462837,0.0,0.29925373578100434,0.34999999999546766,0.0,0.00432023741258772,solved,0.012900258,-6.544089299596035e-12,0.0,61.779891582752484,-6.497395885589145e-20,0.0,-1.3895068152661707e-11,-6.497395885589145e-20,0.0,-1.3895068155496672e-11,-5.798532628410631e-12,0.0,61.779891582745805,-1.2342622057954583e-11,0.0,123.55978316547049,1.3895068155496672e-11,61.779891582745805,61.779891582752484,0.0,0.0,2.4145895882648563
67,FR_RL,0.4571204970545377,0.0,0.2993401405292561,0.34999999999544706,0.0,0.01405320935503853,solved,0.013497527,-5.528561032351327e-12,0.0,63.99931249735162,-3.473854574783597e-19,0.0,-1.8861382794402287e-09,-3.473854597652955e-19,0.0,-1.8861382793122167e-09,-5.147477489339922e-12,0.0,63.999312497349834,-1.0676039216462167e-11,0.0,127.99862499092919,1.8861382794402287e-09,63.999312497349834,63.99931249735162,0.0,0.0,3.1387351580440552
68,FR_RL,0.4641204970544467,0.0,0.2996212047163569,0.34999999999542925,0.0,0.031184251006587164,solved,0.013193113999999999,-5.552208467008101e-12,0.0,62.31878143628164,1.3790502616007102e-19,0.0,-1.7181128631296667e-09,1.3792850619561798e-19,0.0,-1.7181128631280758e-09,-5.260257042792781e-12,0.0,62.318781436281355,-1.081246523396735e-11,0.0,124.63756286912677,1.7181128631296667e-09,62.318781436281355,62.31878143628164,0.0,0.0,2.3766298185533503
69,FR_RL,0.47112049705435527,0.0,0.30024488973648866,0.3499999999954112,0.0,0.042713522455131755,solved,0.01159392,-1.0774820552999563e-11,0.0,46.20820652446929,-3.493132775854826e-19,0.0,1.098626995118177e-10,-3.6402172774235246e-19,0.0,1.0986269947114972e-10,-1.0655638763980493e-11,0.0,46.20820652446653,-2.1430460030315062e-11,0.0,92.41641304915555,1.098626995118177e-10,46.20820652446653,46.20820652446929,0.0,0.0,22.7837935379145
70,FL_RR,0.4781204970542635,0.0,0.3010991601855913,0.3499999999953755,0.0,0.0005408775370576643,solved,0.011508751,1.6938226713816286e-20,0.0,-2.2316075849158816e-10,-4.676550483781335e-12,0.0,46.235005014531495,-4.6508125919142355e-12,0.0,46.23500501453696,1.6938226713729583e-20,0.0,-2.2316075873507027e-10,-9.327363041819117e-12,0.0,92.47001002862213,2.2316075873507027e-10,46.235005014531495,46.23500501453696,0.0,0.0,92.44321542344088
71,FL_RR,0.48512049705417104,0.0,0.30110997773633247,0.34999999999535997,0.0,-0.04154243908190547,solved,0.013926448999999999,3.302079598890419e-19,0.0,-1.123316774539822e-09,-6.550246908314748e-12,0.0,62.09694804302082,-6.530456724697333e-12,0.0,62.09694804302257,3.302079598890419e-19,0.0,-1.1233167745442992e-09,-1.3080702972596161e-11,0.0,124.19389608379676,1.1233167745442992e-09,62.09694804302082,62.09694804302257,0.0,0.0,22.43217495647634
72,FL_RR,0.49212049705407823,0.0,0.3002791289546944,0.34999999999533815,0.0,-0.03075261227557756,solved,0.015235257,1.706734273609892e-20,0.0,-5.551805341551046e-10,-6.794261802280126e-12,0.0,63.92881193055383,-6.783201069610644e-12,0.0,63.92881193055511,1.706734273609892e-20,0.0,-5.551805341560294e-10,-1.3577462837756085e-11,0.0,127.85762385999858,5.551805341560294e-10,63.92881193055383,63.92881193055511,0.0,0.0,2.5906467541703546
73,FL_RR,0.499120497053985,0.0,0.2996640767091828,0.3499999999953155,0.0,-0.013856572508913263,solved,0.014461986000000001,-4.22637970651129e-19,0.0,-3.1550412950841674e-11,-6.6024620330372985e-12,0.0,61.81269851066911,-6.57394918031999e-12,0.0,61.81269851068822,-4.22637970651129e-19,0.0,-3.1550412948478296e-11,-1.3176412058633229e-11,0.0,123.62539702129423,3.1550412950841674e-11,61.81269851066911,61.81269851068822,0.0,0.0,2.992636297908076
74,FL_RR,0.5061204970538913,0.0,0.29938694525900456,0.3499999999952935,0.0,-0.004014244140089562,solved,0.011866541,-7.69443792056849e-20,0.0,-1.4288189550380396e-10,-6.590895999768791e-12,0.0,60.08027159093164,-6.664808926410099e-12,0.0,60.080271590945976,-7.69443792056849e-20,0.0,-1.4288189550566302e-10,-1.3255705080067649e-11,0.0,120.16054318159186,1.4288189550566302e-10,60.08027159093164,60.080271590945976,0.0,0.0,2.4500216457163524
75,FL_RR,0.5131204970537971,0.0,0.29930666037620274,0.3499999999952714,0.0,5.3327829230210254e-05,solved,0.011745471,-2.3123495331500905e-19,0.0,-8.776281888858076e-11,-6.530749373031433e-12,0.0,60.0777622496703,-6.590327764860225e-12,0.0,60.077762249688874,-2.3123495331500905e-19,0.0,-8.776281889065839e-11,-1.3121077600361566e-11,0.0,120.15552449918364,8.776281889065839e-11,60.0777622496703,60.077762249688874,0.0,0.0,0.0035487444414111155
76,FL_RR,0.5201204970537026,0.0,0.29930772693278734,0.34999999999524956,0.0,0.004112535327869591,solved,0.012746331,1.082979194970911e-20,0.0,-1.3897061217361878e-11,-6.222541006126852e-12,0.0,61.784919617850846,-6.212599369541115e-12,0.0,61.784919617871765,1.082979194970911e-20,0.0,-1.3897061215928954e-11,-1.2435140354008382e-11,0.0,123.56983923569481,1.3897061217361878e-11,61.784919617850846,61.784919617871765,0.0,0.0,2.4142851031877455
77,FL_RR,0.5271204970536075,0.0,0.2993899776393447,0.34999999999522885,0.0,0.013862267387360927,solved,0.012966318,2.0630942179873993e-19,0.0,-1.8866473661112337e-09,-5.0833181029201846e-12,0.0,64.00411216411453,-5.094614991273531e-12,0.0,64.00411216413065,2.0630941938172387e-19,0.0,-1.8866473661104697e-09,-1.0177932681574875e-11,0.0,128.00822432447185,1.8866473661112337e-09,64.00411216411453,64.00411216413065,0.0,0.0,3.1384121964399885
78,FL_RR,0.5341204970535121,0.0,0.2996672229870919,0.34999999999521186,0.0,0.031009307928147344,solved,0.012315468000000001,-2.2823108516851676e-19,0.0,-1.718379865006524e-09,-5.158222584637865e-12,0.0,62.323108819072424,-5.161538360733063e-12,0.0,62.32310881908502,-2.282086346121882e-19,0.0,-1.71837986500573e-09,-1.0319761401810648e-11,0.0,124.6462176347207,1.718379865006524e-09,62.323108819072424,62.32310881908502,0.0,0.0,2.3772977289555746
79,FL_RR,0.5411204970534162,0.0,0.3002874091456549,0.34999999999519465,0.0,0.04255300398601518,solved,0.011178878000000001,-5.58171453128187e-20,0.0,1.0986169301708999e-10,-1.1272866036207358e-11,0.0,46.211192761559914,-1.1323717695411093e-11,0.0,46.211192761565,-3.9603667282890524e-20,0.0,1.0986169323607896e-10,-2.259658382703926e-11,0.0,92.42238552334464,1.0986169323607896e-10,46.211192761559914,46.211192761565,0.0,0.0,22.78569020435635
80,FR_RL,0.5481204970533201,0.0,0.3011384692253752,0.349999999995157,0.0,0.0003903131915895808,solved,0.010757298,-4.602785898013033e-12,0.0,46.237648009017846,1.9731930238929656e-19,0.0,-2.2317150900859885e-10,1.97319302389311e-19,0.0,-2.2317150857507016e-10,-4.538181294189092e-12,0.0,46.237648009022266,-9.14096679756352e-12,0.0,92.47529601759376,2.2317150900859885e-10,46.237648009017846,46.237648009022266,0.0,0.0,92.44884455592494
81,FR_RL,0.5551204970532233,0.0,0.30114627548920697,0.3499999999951418,0.0,-0.04168419344575416,solved,0.013571428,-6.62083666541197e-12,0.0,62.10035090887762,-8.773747580564041e-20,0.0,-1.123318313125501e-09,-8.773747580564041e-20,0.0,-1.1233183131145045e-09,-6.3027256874307225e-12,0.0,62.100350908881325,-1.2923562528317643e-11,0.0,124.2007018155123,1.123318313125501e-09,62.10035090887762,62.100350908881325,0.0,0.0,22.433249576876214
82,FR_RL,0.5621204970531262,0.0,0.3003125916202919,0.34999999999512027,0.0,-0.03088302375323366,solved,0.01473301,-6.935871587683748e-12,0.0,63.9320993822591,-3.7558932066976924e-20,0.0,-5.552636273792991e-10,-3.7558932066976924e-20,0.0,-5.552636273874644e-10,-6.62323094738365e-12,0.0,63.93209938226629,-1.3559102610185262e-11,0.0,127.86419876341486,5.552636273874644e-10,63.9320993822591,63.93209938226629,0.0,0.0,2.5904835339147643
83,FR_RL,0.5691204970530286,0.0,0.2996949311452272,0.3499999999950977,0.0,-0.013976025814208908,solved,0.013826254000000001,-6.673588394988325e-12,0.0,61.81562702391187,1.90878191531099e-19,0.0,-3.1551211210161964e-11,1.90878191531099e-19,0.0,-3.1551211209076225e-11,-6.690195061743731e-12,0.0,61.815627023920264,-1.3363783074975672e-11,0.0,123.63125404776903,3.1551211210161964e-11,61.81562702391187,61.815627023920264,0.0,0.0,2.993143913561569
84,FR_RL,0.5761204970529306,0.0,0.29941541062894306,0.3499999999950754,0.0,-0.004123935734593862,solved,0.011211709,-6.6385860934497575e-12,0.0,60.08287201908947,-4.696656673680265e-19,0.0,-1.4288524309764416e-10,-4.696656673680265e-19,0.0,-1.4288524309821217e-10,-6.649942801642231e-12,0.0,60.0828720190955,-1.3288529834423323e-11,0.0,120.1657440378992,1.4288524309821217e-10,60.08287201908947,60.0828720190955,0.0,0.0,2.4504856280913705
85,FR_RL,0.5831204970528321,0.0,0.2993329319142512,0.34999999999505327,0.0,-4.769567142854682e-05,solved,0.011535344999999999,-6.547485613614465e-12,0.0,60.08013400149591,4.089910078022578e-20,0.0,-8.776567260282913e-11,4.089910078022578e-20,0.0,-8.77656726109265e-11,-6.518992894384976e-12,0.0,60.08013400149739,-1.306647842620124e-11,0.0,120.16026800281776,8.77656726109265e-11,60.08013400149591,60.08013400149739,0.0,0.0,0.003872141618045918
86,FR_RL,0.5901204970527332,0.0,0.2993319780008226,0.3499999999950315,0.0,0.004019417666601053,solved,0.012653566,-6.41725136207891e-12,0.0,61.78715246657833,-4.686050059299333e-19,0.0,-1.3898163461521472e-11,-4.686050059299333e-19,0.0,-1.3898163458736022e-11,-5.651611726457342e-12,0.0,61.787152466577666,-1.2068864025746263e-11,0.0,123.57430493312819,1.389816346152148e-11,61.787152466577666,61.78715246657833,0.0,0.0,2.414088664539345
87,FR_RL,0.5971204970526338,0.0,0.29941236635415464,0.3499999999950114,0.0,0.013776592555148038,solved,0.013079813,-5.244076545748273e-12,0.0,64.00624608050612,1.6166276066793416e-19,0.0,-1.8868750749396395e-09,1.6166276182901384e-19,0.0,-1.8868750748908503e-09,-4.6938745215135325e-12,0.0,64.00624608050809,-9.937950743936283e-12,0.0,128.01249215724044,1.8868750749396395e-09,64.00624608050612,64.00624608050809,0.0,0.0,3.138272284994069
88,FR_RL,0.604120497052534,0.0,0.2996878982052576,0.34999999999499487,0.0,0.030930746150548784,solved,0.012420749000000002,-5.121455771948857e-12,0.0,62.32504221185662,-4.0739995586242707e-20,0.0,-1.7184984191744686e-09,-4.076362740219039e-20,0.0,-1.7184984191786975e-09,-4.963599727637363e-12,0.0,62.325042211858495,-1.0085055581089843e-11,0.0,124.65008442027812,1.7184984191786975e-09,62.32504221185662,62.325042211858495,0.0,0.0,2.3775813121583047
89,FR_RL,0.6111204970524339,0.0,0.30030651312826856,0.34999999999497805,0.0,0.042480886851012305,solved,0.011350685,-1.1956143214048643e-11,0.0,46.212531228053095,4.9236806636024136e-20,0.0,1.0986114973431115e-10,1.1284180623533451e-19,0.0,1.0986114920201696e-10,-1.192595388867441e-11,0.0,46.212531228054175,-2.388209694064444e-11,0.0,92.425062456327,1.0986114973431115e-10,46.212531228053095,46.212531228054175,0.0,0.0,22.786531557180968
90,FL_RR,0.6181204970523334,0.0,0.3011561308652888,0.34999999999493825,0.0,0.0003226576115572949,solved,0.010808619,4.499787225414225e-19,0.0,-2.2317651993829034e-10,-4.420758136282663e-12,0.0,46.23883661451548,-4.36956136647612e-12,0.0,46.23883661451268,4.499787225415362e-19,0.0,-2.2317652007302454e-10,-8.790318602801338e-12,0.0,92.47767322858179,2.2317652007302454e-10,46.23883661451268,46.23883661451548,0.0,0.0,92.45137158504494
91,FL_RR,0.6251204970522322,0.0,0.30116258401751994,0.3499999999949236,0.0,-0.04174788700747307,solved,0.013846446,1.8715772422892057e-20,0.0,-1.1233193653870032e-09,-6.37375462438639e-12,0.0,62.10188061525673,-6.4251191965356375e-12,0.0,62.10188061525,1.8715772422892057e-20,0.0,-1.1233193653840064e-09,-1.2798873783490483e-11,0.0,124.20376122826009,1.1233193653870032e-09,62.10188061525,62.10188061525673,0.0,0.0,22.433731966366665
92,FL_RR,0.6321204970521306,0.0,0.3003276262773705,0.3499999999949023,0.0,-0.03094161829370627,solved,0.015343676,6.539246642366392e-22,0.0,-5.553005838287163e-10,-6.750034013594451e-12,0.0,63.93357676982284,-6.771595350954987e-12,0.0,63.93357676982594,6.539246642366392e-22,0.0,-5.553005838252512e-10,-1.3521629363241589e-11,0.0,127.86715353853818,5.553005838287163e-10,63.93357676982284,63.93357676982594,0.0,0.0,2.5904095439409867
93,FL_RR,0.6391204970520287,0.0,0.29970879391149635,0.34999999999487974,0.0,-0.014029695729475978,solved,0.014068656,-1.9659307753394997e-19,0.0,-3.1551559937261503e-11,-6.658171410775843e-12,0.0,61.8169428711706,-6.645986577570367e-12,0.0,61.8169428711715,-1.9659307753394997e-19,0.0,-3.1551559940274386e-11,-1.3304158381532366e-11,0.0,123.633885742279,3.1551559940274386e-11,61.8169428711706,61.8169428711715,0.0,0.0,2.993372366054193
94,FL_RR,0.6461204970519263,0.0,0.29942819999690684,0.3499999999948576,0.0,-0.004173219492344312,solved,0.011241778,-4.3999433587897e-20,0.0,-1.4288656490227203e-10,-6.627175826672118e-12,0.0,60.08404036252974,-6.6340432296589115e-12,0.0,60.0840403625293,-4.3999433587897e-20,0.0,-1.4288656490058867e-10,-1.3261219144329896e-11,0.0,120.16808072477328,1.4288656490227203e-10,60.0840403625293,60.08404036252974,0.0,0.0,2.4506942299912113
95,FL_RR,0.6531204970518235,0.0,0.29934473560705993,0.3499999999948355,0.0,-9.30849510555401e-05,solved,0.011509707000000001,1.369511527372594e-19,0.0,-8.77666254988542e-11,-6.6318573895318655e-12,0.0,60.081199589893856,-6.630651616851047e-12,0.0,60.081199589892734,1.369511527372594e-19,0.0,-8.776662549843777e-11,-1.3262508732480606e-11,0.0,120.16239917961106,8.77666254988542e-11,60.081199589892734,60.081199589893856,0.0,0.0,0.00401745918976927
96,FL_RR,0.6601204970517203,0.0,0.2993428739080388,0.3499999999948134,0.0,0.003977580348296212,solved,0.012849615,1.1485127653388862e-19,0.0,-1.3897479833682666e-11,-6.055544562351463e-12,0.0,61.788155658705655,-6.056398309687976e-12,0.0,61.788155658701214,1.1485127653388862e-19,0.0,-1.3897479833530412e-11,-1.2111942642336887e-11,0.0,123.57631131737907,1.3897479833682668e-11,61.788155658701214,61.788155658705655,0.0,0.0,2.4140004228863616
97,FL_RR,0.6671204970516166,0.0,0.29942242551500475,0.3499999999947932,0.0,0.013738099210594646,solved,0.013241484999999999,-3.8630873841164134e-20,0.0,-1.8869763896238494e-09,-4.696327149281964e-12,0.0,64.00720483421804,-4.699869794264412e-12,0.0,64.00720483421534,-3.863087576788535e-20,0.0,-1.8869763896238105e-09,-9.396197020808126e-12,0.0,128.01440966465944,1.8869763896238494e-09,64.00720483421534,64.00720483421804,0.0,0.0,3.1382094395836853
98,FL_RR,0.6741204970515124,0.0,0.29969718749921664,0.34999999999477754,0.0,0.03089544865169369,solved,0.013021293,-7.76693743656693e-21,0.0,-1.7185518769943215e-09,-4.8002522130483645e-12,0.0,62.32591087677278,-4.779169802600287e-12,0.0,62.32591087677181,-7.770313709548684e-21,0.0,-1.7185518769946305e-09,-9.579422031185903e-12,0.0,124.65182175010749,1.7185518769946305e-09,62.32591087677181,62.32591087677278,0.0,0.0,2.377708716953803
99,FL_RR,0.681120497051408,0.0,0.3003150964722505,0.34999999999476156,0.0,0.042448484901872835,solved,0.011296631000000001,-3.877663713843063e-20,0.0,1.0986119161500226e-10,-1.2520509906201778e-11,0.0,46.21313259636332,-1.2519518589662988e-11,0.0,46.213132596365284,-5.171317733209696e-20,0.0,1.0986119224308945e-10,-2.5040028586354582e-11,0.0,92.42626519294834,1.0986119224308945e-10,46.21313259636332,46.213132596365284,0.0,0.0,22.786909571663617
