step,contact_mode,px,py,pz,vx,vy,vz,status,solve_time,u0_FR_fx,u0_FR_fy,u0_FR_fz,u0_FL_fx,u0_FL_fy,u0_FL_fz,u0_RR_fx,u0_RR_fy,u0_RR_fz,u0_RL_fx,u0_RL_fy,u0_RL_fz,sum_fx,sum_fy,sum_fz,max_swing_force_norm,min_stance_fz,max_stance_fz,max_friction_violation,total_fz_upper_violation,force_delta_norm
12,FL_RR,0.07212049629920644,0.0,0.292715887423759,0.34999988733001475,0.0,-0.0011888298297905043,solved,0.014872836,-3.438872348002048e-19,0.0,-5.329618846091137e-10,6.60216369690308e-05,0.0,63.16615612318092,6.602163695112072e-05,0.0,63.166156123175604,-3.438872348002048e-19,0.0,-5.329618846142733e-10,0.00013204327392015084,0.0,126.3323122452906,5.329618846142733e-10,63.166156123175604,63.16615612318092,0.0,0.0,2.6358663714198873
13,FL_RR,0.07912049404580673,0.0,0.2926921108271632,0.35000010740213794,0.0,0.013165023912360477,solved,0.014242727,-1.532926113855076e-19,0.0,-2.6152726482595042e-11,-1.2628206203231324e-05,0.0,61.14382862919942,-1.2628206230980786e-05,0.0,61.143828629194374,-1.532926113855076e-19,0.0,-2.615272648031251e-11,-2.5256412434212413e-05,0.0,122.28765725834148,2.6152726482595042e-11,61.143828629194374,61.14382862919942,0.0,0.0,2.860002971711304
14,FL_RR,0.0861204961938495,0.0,0.29295541130541036,0.3500000653081172,0.0,0.02077778600959627,solved,0.012268002,1.9151059381451603e-19,0.0,-6.438118324582867e-11,-1.4540194685653564e-05,0.0,59.517225963345915,-1.4540194670415765e-05,0.0,59.51722596333703,1.9151059381451603e-19,0.0,-6.438118324167843e-11,-2.9080389356068944e-05,0.0,119.0344519265542,6.438118324582867e-11,59.51722596333703,59.517225963345915,0.0,0.0,2.3003635506465594
15,FL_RR,0.09312049750001183,0.0,0.2933709670256023,0.3500000168408016,0.0,0.022968539220519925,solved,0.012654084,-5.872752287545076e-20,0.0,-5.04719401249395e-11,-5.217053060453117e-06,0.0,59.54184320118763,-5.2170530486996724e-06,0.0,59.541843201187625,-5.872752287545076e-20,0.0,-5.0471940123773184e-11,-1.0434106109152908e-05,0.0,119.08368640227431,5.04719401249395e-11,59.541843201187625,59.54184320118763,0.0,0.0,0.034814034126918074
16,FL_RR,0.10012049783682786,0.0,0.29383033781001267,0.34999999945062477,0.0,0.025241349890977087,solved,0.01267018,6.506891431810847e-20,0.0,-1.183995473276838e-11,-5.706437990460534e-07,0.0,61.26516096513448,-5.706440892628085e-07,0.0,61.26516096512807,6.506891431810847e-20,0.0,-1.1839954735976716e-11,-1.141287888308732e-06,0.0,122.53032193023887,1.1839954735976716e-11,61.26516096512807,61.26516096513448,0.0,0.0,2.4371393540564354
17,FL_RR,0.10712049782584035,0.0,0.29433516480783223,0.34999999754847827,0.0,0.03325855310804185,solved,0.012964317,-7.053129856563845e-20,0.0,-1.8353875204008485e-09,4.0963002669591585e-07,0.0,63.510461610243766,4.0962962430481546e-07,0.0,63.510461610236916,-7.053134827919326e-20,0.0,-1.8353875204007511e-09,8.192596510005903e-07,0.0,127.0209232168099,1.8353875204008485e-09,63.510461610236916,63.510461610243766,0.0,0.0,3.1753346239186073
18,FL_RR,0.11412049777680991,0.0,0.2950003358699931,0.34999999891391104,0.0,0.04876009180272503,solved,0.012350865,4.017830938571901e-21,0.0,-1.6913057225896504e-09,2.698577723074473e-07,0.0,61.881331833576006,2.698577681776484e-07,0.0,61.88133183357347,4.0241040018359596e-21,0.0,-1.691305722587626e-09,5.397155404851037e-07,0.0,123.76266366376687,1.6913057225896504e-09,61.88133183357347,61.881331833576006,0.0,0.0,2.3039374250263567
19,FL_RR,0.12112049775508812,0.0,0.29597553770604756,0.34999999981343694,0.0,0.05883119790900315,solved,0.012838930000000002,4.781217581481483e-20,0.0,4.557031287095801e-11,7.86651708445799e-08,0.0,45.925674640638164,7.866522768666309e-08,0.0,45.92567464063719,-1.1202791400029732e-20,0.0,4.55703128052663e-11,1.573303985312796e-07,0.0,91.8513492813665,4.557031287095801e-11,45.92567464063719,45.925674640638164,0.0,0.0,22.56470679882742
20,FR_RL,0.12812049775135687,0.0,0.29715216166422764,0.35000000007565424,0.0,0.015716780044613972,solved,0.011833949000000002,-1.564375908923566e-08,0.0,45.97761708697124,5.203927888338601e-20,0.0,-1.3124109582804447e-10,5.203927888338601e-20,0.0,-1.3124109577693443e-10,-1.5643755535506643e-08,0.0,45.97761708696798,-3.128751462463822e-08,0.0,91.95523417367673,1.3124109582804447e-10,45.97761708696798,45.97761708697124,0.0,0.0,91.90330640626131
21,FR_RL,0.13512049775286994,0.0,0.2974664972651199,0.3500000000235084,0.0,-0.02722449633259149,solved,0.013529537,-7.383593993137125e-09,0.0,61.74227352803858,3.8270561597769945e-19,0.0,-1.1223057538142844e-09,3.8270561597769945e-19,0.0,-1.1223057538117621e-09,-7.3836123703729976e-09,0.0,61.74227352802671,-1.476720636274471e-08,0.0,123.48454705382068,1.1223057538142844e-09,61.74227352802671,61.74227352803858,0.0,0.0,22.29459094510371
22,FR_RL,0.1421204977533401,0.0,0.2969220073384681,0.34999999999889636,0.0,-0.01761691790955705,solved,0.014791775,-1.453361174190794e-09,0.0,63.58773570963397,1.2543936514465963e-19,0.0,-5.45331810348257e-10,1.2543936514465963e-19,0.0,-5.45331810237844e-10,-1.453415055913864e-09,0.0,63.58773570962417,-2.9067762298537794e-09,0.0,127.17547141816746,5.45331810348257e-10,63.58773570962417,63.58773570963397,0.0,0.0,2.609877646060303
23,FR_RL,0.14912049775331804,0.0,0.2965696689802769,0.34999999999405174,0.0,-0.0018577988792779707,solved,0.014010972,2.7006084089288824e-10,0.0,61.514531797303206,-1.6923684817744308e-19,0.0,-2.8734997057918692e-11,-1.6923684817744308e-19,0.0,-2.87349970592465e-11,2.7013332109823067e-10,0.0,61.51453179729795,5.401941616526451e-10,0.0,123.02906359454369,2.87349970592465e-11,61.51453179729795,61.514531797303206,0.0,0.0,2.931953090379914
24,FR_RL,0.15612049775319908,0.0,0.29653251300269134,0.34999999999495207,0.0,0.006990640444961508,solved,0.011858432,3.1199975626819966e-10,0.0,59.839725630978144,1.4045742958367811e-19,0.0,-8.215704734102577e-11,1.4045742958367811e-19,0.0,-8.215704734298271e-11,3.1196836569189643e-10,0.0,59.83972563097628,6.239681222410109e-10,0.0,119.6794512617901,8.215704734298271e-11,59.83972563097628,59.839725630978144,0.0,0.0,2.368533594760591
25,FR_RL,0.16312049775309811,0.0,0.2966723258115906,0.349999999995992,0.0,0.01025639254794502,solved,0.012141054,1.0807549975359648e-10,0.0,59.83923506271709,6.920017806145676e-21,0.0,-6.072259769861319e-11,6.920017806145676e-21,0.0,-6.072259769280228e-11,1.0754111157974972e-10,0.0,59.83923506270905,2.1561661134718623e-10,0.0,119.6784701253047,6.072259769861319e-11,59.83923506270905,59.83923506271709,0.0,0.0,0.0006937682924227377
26,FR_RL,0.17012049775301796,0.0,0.2968774536625495,0.3499999999963514,0.0,0.01352050942345283,solved,0.012746201,6.149375482248585e-12,0.0,61.54900668678955,4.057927519118844e-20,0.0,-1.189992059063899e-11,4.057927519118844e-20,0.0,-1.18999205954308e-11,6.1389093224192496e-12,0.0,61.549006686781425,1.2288284885826385e-11,0.0,123.09801337354716,1.18999205954308e-11,61.549006686781425,61.54900668678955,0.0,0.0,2.4179822193238847
27,FR_RL,0.177120497752945,0.0,0.29714786385101855,0.3499999999963719,0.0,0.022483865046031434,solved,0.013195223999999998,-1.5019990546174522e-11,0.0,63.78108033510946,7.980048948641678e-20,0.0,-1.8631735085075362e-09,7.98004957344172e-20,0.0,-1.863173508534571e-09,-1.5017018151002998e-11,0.0,63.78108033510341,-3.0037008537576536e-11,0.0,127.56216066648653,1.863173508534571e-09,63.78108033510341,63.78108033510946,0.0,0.0,3.15662882567108
28,FR_RL,0.18412049775287243,0.0,0.29759754115193915,0.3499999999963218,0.0,0.0388874661568423,solved,0.012471376999999999,-1.2149380007291116e-11,0.0,62.12535005546567,1.7529171310999603e-20,0.0,-1.7060372872483251e-09,1.7565933590591417e-20,0.0,-1.7060372872466747e-09,-1.196306204983251e-11,0.0,62.12535005546383,-2.411244202202852e-11,0.0,124.25070010751742,1.7060372872483251e-09,62.12535005546383,62.12535005546567,0.0,0.0,2.341556217101072
29,FR_RL,0.19112049775279885,0.0,0.298375290475076,0.3499999999962816,0.0,0.049771966336038,solved,0.010664964,-2.4257342740262673e-06,0.0,46.126250422068686,-4.880885615968687e-17,0.0,1.7419386808346186e-14,-4.880885615968766e-17,0.0,1.7419386808347196e-14,-2.4257341860696545e-06,0.0,46.12625042206782,-4.85146846019354e-06,0.0,92.25250084413653,1.7419455189048247e-14,46.12625042206782,46.126250422068686,0.0,0.0,22.626143687307994
30,FL_RR,0.19812049775272447,0.0,0.29937072980179674,0.34999999191050085,0.0,0.007326134409598874,solved,0.010533524,-4.250637329808933e-17,0.0,7.7113610565009e-14,2.8769015922985954e-07,0.0,46.15018109412519,2.8769015922985954e-07,0.0,46.15018109412519,-4.250637329808953e-17,0.0,7.7113610565009e-14,5.753803183747063e-07,0.0,92.30036218825053,7.711362228013698e-14,46.15018109412519,46.15018109412519,0.0,0.0,92.27643461924501
31,FL_RR,0.20512049759093448,0.0,0.29951725248998873,0.34999999286946804,0.0,-0.035039928609983576,solved,0.013808523999999999,2.3158924705034944e-19,0.0,-1.120738515084061e-09,1.4448617948031952e-06,0.0,61.907250818216255,1.4448618590840542e-06,0.0,61.90725081821257,2.3158924705034944e-19,0.0,-1.1207385150853287e-09,2.8897236538877127e-06,0.0,123.81450163418735,1.1207385150853287e-09,61.90725081821257,61.907250818216255,0.0,0.0,22.283861707065522
32,FL_RR,0.21212049744832384,0.0,0.29881645391778905,0.34999999768567414,0.0,-0.02488242588633801,solved,0.015383355,1.0317525197532223e-21,0.0,-5.495778952895864e-10,6.441455745245665e-07,0.0,63.74894778278263,6.441456242136648e-07,0.0,63.74894778277846,1.0317525197532223e-21,0.0,-5.495778952922525e-10,1.2882911987382335e-06,0.0,127.49789556446193,5.495778952922525e-10,63.74894778277846,63.74894778278263,0.0,0.0,2.6045528250710324
33,FL_RR,0.21912049740203732,0.0,0.2983188054000623,0.34999999983282615,0.0,-0.008585933278901461,solved,0.0138547,-1.1358694948077757e-20,0.0,-3.1544056864351884e-11,1.1600017247333181e-07,0.0,61.66744711392867,1.1600036509346633e-07,0.0,61.667447113928795,-1.1358694948077757e-20,0.0,-3.154405686149145e-11,2.3200053756677545e-07,0.0,123.33489422779436,3.1544056864351884e-11,61.66744711392867,61.667447113928795,0.0,0.0,2.943686475978997
34,FL_RR,0.22612049739869383,0.0,0.29814708673448426,0.35000000021949373,0.0,0.00077222376742247,solved,0.011429621000000001,-3.826149523437242e-20,0.0,-1.0443406191759384e-10,-2.9030534574603177e-08,0.0,59.97664254660134,-2.9030533750397596e-08,0.0,59.97664254660602,-3.826149523437242e-20,0.0,-1.0443406191815778e-10,-5.80610683250773e-08,0.0,119.95328509299848,1.0443406191815778e-10,59.97664254660134,59.97664254660602,0.0,0.0,2.391158750433466
35,FL_RR,0.23312049740308372,0.0,0.2981625312098327,0.3500000001227253,0.0,0.004494365589086601,solved,0.011749160000000002,-9.924684288457549e-20,0.0,-7.29886149350067e-11,-2.877940921813915e-08,0.0,59.97360502307689,-2.8779370444639892e-08,0.0,59.97360502307681,-9.924684288457549e-20,0.0,-7.29886149274886e-11,-5.7558779662977544e-08,0.0,119.94721004600773,7.29886149350067e-11,59.97360502307681,59.97360502307689,0.0,0.0,0.0042957069676726484
36,FL_RR,0.24012049740553823,0.0,0.29825241852161444,0.350000000026794,0.0,0.008206382332432812,solved,0.012563957,-2.2234329465740933e-20,0.0,-1.3874210955301547e-11,-9.803844583389252e-09,0.0,61.68069369801614,-9.803800761925292e-09,0.0,61.68069369801248,-2.2234329465740933e-20,0.0,-1.3874210955411901e-11,-1.9607645345359012e-08,0.0,123.36138739600088,1.3874210955411901e-11,61.68069369801248,61.68069369801614,0.0,0.0,2.414187956270076
37,FL_RR,0.2471204974060741,0.0,0.2984165461682631,0.3499999999941146,0.0,0.01760869465910092,solved,0.013482869,3.8599873309228927e-19,0.0,-1.876307943411894e-09,-8.780904635418018e-10,0.0,63.906384718717135,-8.780216261322213e-10,0.0,63.90638471871087,3.8599872991230507e-19,0.0,-1.876307943407993e-09,-1.7561120889020255e-09,0.0,127.8127694336754,1.876307943411894e-09,63.90638471871087,63.906384718717135,0.0,0.0,3.1476024271255163
38,FL_RR,0.2541204974059564,0.0,0.2987687200614451,0.3499999999911877,0.0,0.03442997704855992,solved,0.013846043,2.8977761618387916e-21,0.0,-1.7129624423615746e-09,8.756685704670529e-10,0.0,62.2369876692987,8.756549790903673e-10,0.0,62.236987669295914,2.8923279606866453e-21,0.0,-1.7129624423692613e-09,1.7513235495632102e-09,0.0,124.47397533516869,1.7129624423692613e-09,62.236987669295914,62.2369876692987,0.0,0.0,2.360883948270718
39,FL_RR,0.26112049740578014,0.0,0.29945731960241634,0.3499999999941066,0.0,0.04568660260717438,solved,0.012050517,-4.916277633304308e-17,0.0,1.7414096220333615e-14,-2.4429161860381038e-06,0.0,46.202736036558925,-2.4429161924543106e-06,0.0,46.20273603655761,-4.916277633304308e-17,0.0,1.741409622033316e-14,-4.88583237859074e-06,0.0,92.40547207311657,1.741416561738214e-14,46.20273603655761,46.202736036558925,0.0,0.0,22.675856121522756
40,FR_RL,0.2681204974056623,0.0,0.30037105165455985,0.3499999918510526,0.0,0.003495722729035325,solved,0.011965143,2.8983788359922886e-07,0.0,46.21731319932253,-4.2811256556663337e-17,0.0,7.721799869007408e-14,-4.281125655666324e-17,0.0,7.721799869006055e-14,2.8983788359922886e-07,0.0,46.21731319932253,5.796757671128352e-07,0.0,92.43462639864522,7.721801055779649e-14,46.21731319932253,46.21731319932253,0.0,0.0,92.42005038548886
41,FR_RL,0.27512049724268334,0.0,0.30044096610914056,0.3499999928171789,0.0,-0.038646566606555986,solved,0.015144588,1.4554246056408777e-06,0.0,61.9936969830076,2.0596738001128555e-19,0.0,-1.1207635842757487e-09,2.0596738001128555e-19,0.0,-1.1207635843112703e-09,1.455424607392086e-06,0.0,61.99369698301316,2.9108492130333755e-06,0.0,123.98739396377924,1.1207635843112703e-09,61.9936969830076,61.99369698301316,0.0,0.0,22.31117591209438
42,FR_RL,0.2821204970990269,0.0,0.29966803477700943,0.3499999976685943,0.0,-0.028200910000257276,solved,0.016100508,6.488488872763651e-07,0.0,63.832526834782236,-2.788979627217084e-20,0.0,-5.51824797628523e-10,-2.788979627217084e-20,0.0,-5.518247976247697e-10,6.488488657105447e-07,0.0,63.83252683479036,1.2976977529868541e-06,0.0,127.66505366846894,5.51824797628523e-10,63.832526834782236,63.83252683479036,0.0,0.0,2.600498115278259
43,FR_RL,0.2891204970523988,0.0,0.2991040165770043,0.3499999998314239,0.0,-0.011625820552809047,solved,0.014045341,1.168456402986107e-07,0.0,61.74194698511304,6.93791173503912e-20,0.0,-3.1554325032569926e-11,6.93791173503912e-20,0.0,-3.155432503667883e-11,1.1684563915868149e-07,0.0,61.74194698510738,2.3369127945743094e-07,0.0,123.48389397015731,3.155432503667883e-11,61.74194698510738,61.74194698511304,0.0,0.0,2.9565263766359227
44,FR_RL,0.29612049704902726,0.0,0.2988715001659481,0.3500000002209093,0.0,-0.0020193306025468594,solved,0.011182590999999999,-2.924312677082816e-08,0.0,60.03632446954065,-1.305200725512559e-19,0.0,-1.2228327698445378e-10,-1.305200725512559e-19,0.0,-1.222832769846171e-10,-2.9243239135808858e-08,0.0,60.03632446954141,-5.848636590689806e-08,0.0,120.07264893883749,1.222832769846171e-10,60.03632446954065,60.03632446954141,0.0,0.0,2.412114493806856
45,FR_RL,0.30312049705344546,0.0,0.2988311135538972,0.350000000123432,0.0,0.0019017509621822902,solved,0.011846693,-2.898961259605715e-08,0.0,60.03432570348459,5.1467991868857836e-20,0.0,-8.003760399325459e-11,5.1467991868857836e-20,0.0,-8.003760399073199e-11,-2.8989967770136186e-08,0.0,60.03432570348554,-5.79795803660904e-08,0.0,120.06865140681006,8.003760399325459e-11,60.03432570348459,60.03432570348554,0.0,0.0,0.0028266820643577215
46,FR_RL,0.3101204970559141,0.0,0.29886914857314084,0.3500000000267994,0.0,0.005816169973532396,solved,0.012639198,-9.875277727134236e-09,0.0,61.74120196231243,3.533708418485676e-23,0.0,-1.3888068901332567e-11,3.533708418485676e-23,0.0,-1.3888068899140075e-11,-9.87525819921537e-09,0.0,61.741201962310136,-1.9750535926349536e-08,0.0,123.48240392459479,1.3888068901332567e-11,61.741201962310136,61.74120196231243,0.0,0.0,2.413887554524685
47,FR_RL,0.31712049705645007,0.0,0.2989854719726115,0.3499999999938818,0.0,0.015420176514523716,solved,0.013041761,-8.841546320710589e-10,0.0,63.96324063924007,-5.4012177498253537e-20,0.0,-1.8823120640538525e-09,-5.4012177372599626e-20,0.0,-1.882312064059763e-09,-8.841585916751072e-10,0.0,63.9632406392368,-1.7683132238541905e-09,0.0,127.92648127471224,1.882312064059763e-09,63.9632406392368,63.96324063924007,0.0,0.0,3.142437233027947
48,FR_RL,0.3241204970563277,0.0,0.299293875502902,0.3499999999909346,0.0,0.03243097863904412,solved,0.012698474000000001,8.823796307767133e-10,0.0,62.28721919659735,-8.212711319703996e-20,0.0,-1.716111124240406e-09,-8.212813940204654e-20,0.0,-1.7161111242395891e-09,8.824042862094526e-10,0.0,62.28721919659398,1.7647839168219105e-09,0.0,124.57443838975911,1.716111124240406e-09,62.28721919659398,62.28721919659735,0.0,0.0,2.370252255013527
49,FR_RL,0.33112049705614643,0.0,0.2999424950756829,0.34999999999387593,0.0,0.043855042621975954,solved,0.011729655000000002,5.268942845504759e-10,0.0,46.18260370550654,1.8660604449397882e-19,0.0,1.2653298608852868e-10,1.8342926906222796e-19,0.0,1.2653298545181664e-10,5.268945050195433e-10,0.0,46.18260370550542,1.0537887899400546e-09,0.0,92.36520741126503,1.2653298608852868e-10,46.18260370550542,46.18260370550654,0.0,0.0,22.775365644302873
50,FL_RR,0.3381204970560239,0.0,0.3008195959281224,0.34999999999563225,0.0,0.0015970549740843276,solved,0.010675546,-1.6614103279545589e-19,0.0,-2.651303883586685e-10,3.0744696380090136e-11,0.0,46.209610255212354,3.05971465505949e-11,0.0,46.20961025521977,-1.6614103279631033e-19,0.0,-2.651303884913921e-10,6.134184259840296e-11,0.0,92.41922050990186,2.651303884913921e-10,46.209610255212354,46.20961025521977,0.0,0.0,92.39221790791234
51,FL_RR,0.34512049705593656,0.0,0.3008515370276041,0.3499999999957345,0.0,-0.04057091084274591,solved,0.013892505,-2.792777563274724e-19,0.0,-1.123584804549312e-09,1.0162492141097287e-11,0.0,62.077639475982096,1.0160163103351113e-11,0.0,62.07763947598804,-2.792777563274724e-19,0.0,-1.1235848049695517e-09,2.032265468589289e-11,0.0,124.15527894972297,1.1235848049695517e-09,62.077639475982096,62.07763947598804,0.0,0.0,22.440782132144104
52,FL_RR,0.35212049705585124,0.0,0.30004011881074916,0.34999999999576836,0.0,-0.02984544592654098,solved,0.014893451999999998,2.849713566873865e-19,0.0,-5.548409427703724e-10,-3.5031096489400006e-12,0.0,63.91033594145393,-3.5002840268165456e-12,0.0,63.91033594145615,2.849713566873865e-19,0.0,-5.548409427597415e-10,-7.003393105813833e-12,0.0,127.82067188180041,5.548409427703724e-10,63.91033594145393,63.91033594145615,0.0,0.0,2.5918241971808644
53,FL_RR,0.3591204970557666,0.0,0.29944320989221834,0.3499999999957567,0.0,-0.013010992790206989,solved,0.0139481,4.082420995394795e-20,0.0,-3.1546492150860116e-11,-7.222929274993376e-12,0.0,61.79431041022774,-7.214642095460798e-12,0.0,61.79431041022567,4.082420995394795e-20,0.0,-3.154649215101154e-11,-1.4437571288805754e-11,0.0,123.5886208203903,3.154649215101154e-11,61.79431041022567,61.79431041022774,0.0,0.0,2.992512004590844
54,FL_RR,0.3661204970556817,0.0,0.2991829900364142,0.34999999999573267,0.0,-0.00322995808955648,solved,0.011181973,8.951823254835696e-20,0.0,-1.322125387791711e-10,-7.38596218961494e-12,0.0,60.06669924205433,-7.381704289569307e-12,0.0,60.06669924205898,8.951823254835696e-20,0.0,-1.3221253878254055e-10,-1.4767666300147782e-11,0.0,120.13339848384888,1.3221253878254055e-10,60.06669924205433,60.06669924205898,0.0,0.0,2.4432111445333105
55,FL_RR,0.37312049705559636,0.0,0.29911839087462305,0.3499999999957081,0.0,0.0007923727168583196,solved,0.011342665,3.7895956363300084e-21,0.0,-8.774215493889253e-11,-6.657036215781891e-12,0.0,60.059288147995666,-6.688018810678731e-12,0.0,60.0592881480026,3.7895956363300084e-21,0.0,-8.774215493998793e-11,-1.3345055018881431e-11,0.0,120.11857629582278,8.774215493998793e-11,60.059288147995666,60.0592881480026,0.0,0.0,0.01048086972816782
56,FL_RR,0.38012049705551054,0.0,0.29913423832896024,0.3499999999956858,0.0,0.004789999876562926,solved,0.012725071,1.7120144685060267e-19,0.0,-1.3893541099464365e-11,-6.3896307340989125e-12,0.0,61.76678442457666,-6.373854559607019e-12,0.0,61.766784424579626,1.7120144685060267e-19,0.0,-1.3893541101264508e-11,-1.2763484951303037e-11,0.0,123.5335688491285,1.3893541101264508e-11,61.76678442457666,61.766784424579626,0.0,0.0,2.414764392039599
57,FL_RR,0.3871204970554243,0.0,0.2992300383264915,0.34999999999566456,0.0,0.014479281291777094,solved,0.013064772,-1.1341073017017572e-19,0.0,-1.884901975442371e-09,-5.47138297667122e-12,0.0,63.98761724851431,-5.478206370680102e-12,0.0,63.98761724851893,-1.134107241319959e-19,0.0,-1.884901975447143e-09,-1.0949589574172776e-11,0.0,127.97523449326344,1.884901975447143e-09,63.98761724851431,63.98761724851893,0.0,0.0,3.1407318993771334
