step,time,base_x,base_y,base_z,roll,pitch,yaw,torque_norm,torque_max_abs,torque_saturation,n_contact,contact_pairs
25,0.05200000000000003,-0.00014326141141608297,-1.2058486957614672e-05,0.2781414723942866,-0.0008697342360721919,-0.001818549177645298,-3.3831282324811437e-06,27.241304757982267,13.188895434502852,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
26,0.054000000000000034,-0.00012644909143258817,2.1267662915152037e-05,0.2776203572976557,0.0008654764192475904,-0.002158618279143855,-9.765082046062848e-05,19.03156135431178,10.815849712118672,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
27,0.056000000000000036,-0.00011747573093407551,2.3263960793284472e-05,0.27714889371716295,0.0011779194426865974,-0.0023879137643000046,-0.0004366204571255153,26.272582308585246,16.11856829601073,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
28,0.05800000000000004,-0.00012083926719708554,7.926572072248963e-05,0.2766335191878483,0.004050895766789776,-0.002875363917979756,-0.000712214709841596,21.804833210254387,14.766911243705099,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
29,0.06000000000000004,-0.00011068521697522875,0.000152227255624286,0.2762347208790934,0.0031748532525371575,-0.003953054946491016,-0.0012286902155761652,12.985647961988743,5.6947289594978585,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
30,0.06200000000000004,-9.60231322484423e-05,0.0001736685031738718,0.27578325710147905,0.0059845927908541725,-0.0043596637984885,-0.0017369144754087163,30.207911400331653,15.044710884776709,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
31,0.06400000000000004,-7.728511726047103e-05,0.0002705269425102788,0.2754081874153427,0.004407977394765373,-0.005507259081561592,-0.0021293844418528063,17.346422876695005,12.386358688971654,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
32,0.06600000000000004,-1.0000035421714443e-05,0.0003030206630856058,0.2751234551151806,0.007145541880773952,-0.006791198232618381,-0.0026623575696773823,19.50759045127752,12.371391829077677,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
33,0.06800000000000005,4.5257762957851164e-05,0.00038346353389863587,0.27482466657904825,0.004600074560342177,-0.007277469255824352,-0.003043889706030079,26.164818237160212,13.943514537538821,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
34,0.07000000000000005,0.00010067024535640977,0.00042704112347466183,0.27460336513960765,0.007428685568960119,-0.008262775388538845,-0.0031024841371449213,19.758148061767113,8.403044239690567,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
35,0.07200000000000005,0.000155139486734957,0.0004931165631287095,0.27442412572537683,0.00426689067232535,-0.00917769346486771,-0.003309863330050827,22.943198042805733,12.421063566217247,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
36,0.07400000000000005,0.00022613400552659157,0.000556717439094674,0.2742493138323909,0.006357426788999885,-0.008913393210543255,-0.0035930268156187293,25.26795020736539,12.18619440840522,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
37,0.07600000000000005,0.0002534552442066887,0.0006561145257168415,0.27418306157344696,0.003146697333849102,-0.009618419518776981,-0.004051436043173866,18.17203041985858,12.551263674970846,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
38,0.07800000000000006,0.00031368222700797874,0.0007290471994953277,0.2741568525715119,0.00483153406333439,-0.009715785650769176,-0.004407756447034786,25.336134983321937,14.766384353557484,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
39,0.08000000000000006,0.00034640083892483,0.0008275098468179284,0.27409413043944275,0.003932056395848236,-0.009719807552536697,-0.005128657148276498,27.630294232266777,15.307051493659538,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
40,0.08200000000000006,0.0003876385417223584,0.0008985683897820343,0.27419276206766957,0.004842170011737259,-0.009927075209449847,-0.006303965782617113,11.700356755248134,6.531815438223642,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
41,0.08400000000000006,0.0004602188166227476,0.0010203427912963848,0.27440800794782827,0.0010659881899217024,-0.00992585606235223,-0.007054810133065137,10.864942986062507,6.999148677756226,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
42,0.08600000000000006,0.0005731974196879777,0.0010953344823394562,0.27466669937907334,0.002266049728180052,-0.01049056823756809,-0.007816324414795956,24.673219925803245,11.95077952563035,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
43,0.08800000000000006,0.0006885119420100468,0.0011959718073902817,0.27484649791227456,-0.0015637500711274135,-0.00980059319801691,-0.008413702097283551,27.945394918018867,15.212409135416832,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
44,0.09000000000000007,0.0007409239536665344,0.0012570608346461236,0.2751429636027061,-0.00036256087410078,-0.009527525445062142,-0.009177520465486215,22.162183330373928,13.502001194482727,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
45,0.09200000000000007,0.0008762241351544212,0.0013580354944213425,0.27545523708069525,-0.002356550634743981,-0.009506647268269388,-0.009984556661068466,21.406661467416416,15.506542738450124,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
46,0.09400000000000007,0.000993809262868733,0.0014583000029822404,0.2758398661748518,-0.0014011587060293734,-0.009172929938378423,-0.010184733028828103,18.51806708398329,12.913629536129967,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
47,0.09600000000000007,0.0011087384496249705,0.0015686525219202115,0.27625623950425443,-0.002367855302738217,-0.008622778840822385,-0.010994843020951163,24.83752912176365,12.753497103564184,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
48,0.09800000000000007,0.0012342979239493396,0.0016581677104095536,0.2767249869528329,-0.0015465227565904776,-0.008922536106415604,-0.012038277609347966,13.70726016723547,8.193674315550025,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
49,0.10000000000000007,0.0014327590066952082,0.0017948404262059779,0.2771802972773495,-0.0021251435913121754,-0.008347628660381811,-0.012647324801236499,22.26104360855366,15.511159476033146,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
50,0.10200000000000008,0.0015897766291361724,0.0018803974697913374,0.2776618347123496,-0.0029159069102890765,-0.008354521016317451,-0.01337659123450466,27.301867300329004,16.884118033082157,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
51,0.10400000000000008,0.0017973126411611922,0.001972542145537008,0.2781654464347891,-0.0005149050747156505,-0.008578027288684818,-0.013992525000910536,8.223885139403128,4.142284805846294,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
52,0.10600000000000008,0.0020412588407371737,0.0021267445730608027,0.2786554749067741,-0.001489217433558068,-0.008559974854629653,-0.014746385562280098,27.7316156938861,11.964780958290103,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
53,0.10800000000000008,0.0022554301448485074,0.0022102239366198757,0.27916782281943614,0.0009646557513851164,-0.008996574612138245,-0.015498544224695224,19.36690394030626,13.204705628997505,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
54,0.11000000000000008,0.0025468749157170722,0.0023511663847058375,0.2796711984951436,-0.000611238649669282,-0.009294493514816362,-0.01613315294712864,25.012815848631284,13.722048207842079,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
55,0.11200000000000009,0.002807255471275526,0.0024397544188991083,0.28018075887863136,-0.0002706933733424352,-0.009626941087422196,-0.01704430326521805,19.10273244327251,10.994566748135625,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
56,0.11400000000000009,0.003101907562530307,0.0025551842268228516,0.2806127530963992,-0.0014233245560697817,-0.010202153544765502,-0.01773882629199923,19.825021578213025,10.969107675168008,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
57,0.11600000000000009,0.0034085311904362247,0.0026363733691278294,0.28110068871251453,0.0005346933911798576,-0.010915269427308963,-0.01830837505149515,17.768426968020105,11.870618459911915,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
58,0.11800000000000009,0.0037471106197654513,0.0027768051030265446,0.2815448475724759,-0.0008127548239221965,-0.011395192277166741,-0.019000790565263163,28.452511817942543,13.490082027328016,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
59,0.12000000000000009,0.004055959579754112,0.002853651524274458,0.2819950900730005,0.0006804839105014896,-0.011891037835048671,-0.019601765516603076,18.16546174708595,12.732279660105672,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
60,0.1220000000000001,0.0044011203189749356,0.0029802252231829673,0.2824030031839075,-0.0010842258201052514,-0.012174452304312381,-0.02032518970891438,23.041359458212025,13.243068270317291,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
61,0.1240000000000001,0.004718052394920801,0.0030463985707211137,0.2828120681370039,6.75644737202684e-05,-0.01303398132839628,-0.021078665313005042,23.554640511311373,12.863067004267668,0,3,floor<->FL|floor<->RR|floor<->RL
62,0.12600000000000008,0.0050953893057494185,0.003175479949975514,0.2831504857833551,-0.0023520770411695584,-0.013034952983596582,-0.021787256109843556,26.392433036271928,13.258655943096809,0,3,floor<->FL|floor<->RR|floor<->RL
63,0.12800000000000009,0.005422799483579883,0.003246504447953696,0.28354159525902983,-0.0012838204546052193,-0.013823372142506915,-0.022490815843522857,27.626438542447694,17.088843787467248,0,3,floor<->FL|floor<->RR|floor<->RL
64,0.1300000000000001,0.005797948080078202,0.00336629050715378,0.28381532713787977,-0.0038342623185932552,-0.013755854672922238,-0.023157986972368733,28.32818663226103,13.763725987093041,0,3,floor<->FL|floor<->RR|floor<->RL
65,0.1320000000000001,0.0061234644258632885,0.003429444236192357,0.2841406134731679,-0.0029299020999453513,-0.014467924471200714,-0.023819464411836133,24.523609443776728,13.223144681268897,0,3,floor<->FL|floor<->RR|floor<->RL
66,0.1340000000000001,0.006497062427071676,0.0035412776027910872,0.28434970489200545,-0.005645522386335994,-0.014323773140641167,-0.02444674254440383,30.171784705164182,15.131211535729248,0,2,floor<->RR|floor<->RL
67,0.1360000000000001,0.006821698870744527,0.0035983385418633454,0.28460748389153917,-0.00677450485148933,-0.014677404519346618,-0.02485038046189574,23.078725238996054,11.950006501344927,0,3,floor<->FL|floor<->RR|floor<->RL
68,0.1380000000000001,0.007198089356785412,0.003684304793615959,0.28478816239325916,-0.009306474998646138,-0.014412071838569964,-0.02547158701383335,28.462836762612863,16.19313606420426,0,2,floor<->RR|floor<->RL
69,0.1400000000000001,0.007522994259044596,0.0037423632648957567,0.2849840849182743,-0.008434810526954543,-0.014924717859726013,-0.02608559661138035,21.92803313512291,11.980688564380381,0,3,floor<->FL|floor<->RR|floor<->RL
70,0.1420000000000001,0.007896487536442297,0.0038488901394530613,0.2850642598852336,-0.011165351511754847,-0.014601032282949693,-0.026674508561027918,32.15413851953651,16.47784092686385,0,2,floor<->RR|floor<->RL
71,0.1440000000000001,0.00822182389019027,0.003902294304400134,0.2851910348814337,-0.011641162552755643,-0.014864309419456604,-0.027114222364828293,21.77436637690063,11.859884172465069,0,3,floor<->FL|floor<->RR|floor<->RL
72,0.1460000000000001,0.00859917330445599,0.003990535030406414,0.28522989253448716,-0.01500908624963892,-0.014369420940656533,-0.027605055075298927,27.965686518475074,13.667925203957376,0,2,floor<->RR|floor<->RL
73,0.1480000000000001,0.008927754655361855,0.00403411981148579,0.28530448419011956,-0.014911523461034845,-0.01466654429797052,-0.028091110511642203,23.454138898270944,11.724422318193096,0,3,floor<->FL|floor<->RR|floor<->RL
74,0.1500000000000001,0.009305102931501507,0.004126785552553752,0.2852614046727029,-0.018322248893436786,-0.014127434183477179,-0.02856169599878131,29.869757305720242,14.916379993103495,0,2,floor<->RR|floor<->RL
75,0.1520000000000001,0.009634392769664121,0.00416753003529517,0.28526491400481313,-0.018279135639093502,-0.014379524024375248,-0.029023626934527723,23.1537270787266,11.698968686374291,0,3,floor<->FL|floor<->RR|floor<->RL
76,0.1540000000000001,0.0100125334144519,0.004256908473710062,0.2851508533953369,-0.02174937166675941,-0.013796318845500545,-0.02947435786134943,30.947048142532633,16.107501319904706,0,3,floor<->FL|floor<->RR|floor<->RL
77,0.1560000000000001,0.010342418988735414,0.004293496576364362,0.28508662786353695,-0.023377488758408158,-0.014187122612539682,-0.029673384553360504,22.909833796809163,11.667808968411029,0,3,floor<->FL|floor<->RR|floor<->RL
78,0.1580000000000001,0.0107228073705698,0.004351286149802929,0.2848903541080427,-0.02623387446861576,-0.013531615526439068,-0.030122833110234632,21.600834180399456,13.577255085862163,0,3,floor<->FL|floor<->RR|floor<->RL
79,0.16000000000000011,0.01105754080340402,0.004385209133015671,0.2847696054068136,-0.025699960751486367,-0.013678275414516123,-0.030563310221904116,26.153781977486318,13.044681759841634,0,3,floor<->FL|floor<->RR|floor<->RL
80,0.16200000000000012,0.011441039127645663,0.004467421807785815,0.2845294912443164,-0.028753143130312214,-0.012902015921063254,-0.030981375419317326,27.577103502077403,13.428035457166665,0,3,floor<->FL|floor<->RR|floor<->RL
81,0.16400000000000012,0.011774899859899716,0.004493124358307629,0.284351779341335,-0.03023097717348016,-0.013191855440124745,-0.031149374980591737,23.477055359382536,11.765075543390353,0,3,floor<->FL|floor<->RR|floor<->RL
82,0.16600000000000012,0.012153234829870909,0.004544610306774682,0.28402137392868854,-0.03271473827300998,-0.012403229435725175,-0.03156598852828376,25.44925760770563,14.262510207025812,0,3,floor<->FL|floor<->RR|floor<->RL
83,0.16800000000000012,0.012483571536144811,0.0045718864368272,0.28377379162960703,-0.03178712493831466,-0.012394861675773576,-0.031967278735741525,21.728651926905926,11.904613252243351,0,3,floor<->FL|floor<->RR|floor<->RL
84,0.17000000000000012,0.01286290358529076,0.004646020976468077,0.28340964751171116,-0.03445267095755027,-0.01142269991050495,-0.03234989101588101,32.15122629587358,16.240018181845087,0,3,floor<->FL|floor<->RR|floor<->RL
85,0.17200000000000013,0.01319169647012144,0.00466030923779137,0.2831202754305578,-0.03436862856243054,-0.011166286570955992,-0.032537024890592806,21.277220146601866,11.839582751055229,0,3,floor<->FL|floor<->RR|floor<->RL
86,0.17400000000000013,0.013582499924452264,0.004691357297507514,0.28274751290991185,-0.03820778307517054,-0.010328742307461935,-0.0327825826853615,25.199702075195674,15.528986576231489,0,3,floor<->FL|floor<->RR|floor<->RL
87,0.17600000000000013,0.013913826617864325,0.004680330051491479,0.2823921316743165,-0.03714827383380526,-0.010447485527892257,-0.033043539135119,26.52182937269664,11.424738023865864,0,3,floor<->FL|floor<->RR|floor<->RL
88,0.17800000000000013,0.014319483788829954,0.004696723374493662,0.2820013797243702,-0.040236414551389356,-0.009799995517530122,-0.03340118571551843,23.168731558776777,12.305897984310667,0,3,floor<->FL|floor<->RR|floor<->RL
89,0.18000000000000013,0.014702936534669472,0.004669640931491567,0.28162658862805934,-0.03833434131623344,-0.010148788750438049,-0.033766694769345476,23.566406920971605,11.33900730866324,0,3,floor<->FL|floor<->RR|floor<->RL
90,0.18200000000000013,0.015160241854464757,0.004668551467977973,0.2812217582894506,-0.041129130085816326,-0.009715438614513601,-0.03421333451974299,21.2095156381778,12.382735266151103,0,3,floor<->FL|floor<->RR|floor<->RL
91,0.18400000000000014,0.015579406336093216,0.004639709936541056,0.2807779137518326,-0.03857220368686222,-0.009981677715440583,-0.03453252729226313,29.976007923594146,14.707114625018304,0,3,floor<->FL|floor<->RR|floor<->RL
92,0.18600000000000014,0.016035105106596028,0.004632074341444252,0.28033020881072185,-0.04012418151810963,-0.009495630494430148,-0.03495051350830066,20.769926777517906,12.541704833386449,0,3,floor<->FL|floor<->RR|floor<->RL
93,0.18800000000000014,0.016468391832864356,0.00457604382470794,0.2799155099616037,-0.036658078458156294,-0.010025848297648124,-0.035374319647339524,24.867480818071748,11.338987914826193,0,3,floor<->FL|floor<->RR|floor<->RL
94,0.19000000000000014,0.016977004025306885,0.004543251613206523,0.279478421816829,-0.037710676115362135,-0.010745829801828817,-0.036129133130075465,21.445585119872717,12.747780085542095,0,3,floor<->FL|floor<->RR|floor<->RL
95,0.19200000000000014,0.017483595269569597,0.004471965464723833,0.2790351607275376,-0.03560886886045426,-0.010864732631679377,-0.03632483590718129,26.720507815333438,15.181659967335884,0,3,floor<->FL|floor<->RR|floor<->RL
96,0.19400000000000014,0.017982731790346464,0.004406583008783402,0.27861888604112217,-0.0328449382649931,-0.010430117522249923,-0.0371136122091891,22.45106156555547,13.941938564110194,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
97,0.19600000000000015,0.018455281417312924,0.004328936111402138,0.2782734573423116,-0.031951419926124915,-0.011107250911955214,-0.037717384204293686,19.71114735062754,11.96087490235809,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
98,0.19800000000000015,0.018982322908648156,0.004218067054266096,0.2778433439136231,-0.028539585728693577,-0.010609931546749883,-0.038518443592333945,24.825364652389073,14.39062407409529,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
99,0.20000000000000015,0.01944432491013485,0.004132415826528286,0.277485531999803,-0.024296658523268667,-0.010795960656493098,-0.039356799545201535,23.923446051236123,14.093754941480135,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
100,0.20200000000000015,0.019982210095685588,0.004021024527034194,0.2771305692348662,-0.021907813913197738,-0.010356462475814178,-0.04052008596659022,19.308076162322937,15.91065061311348,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
101,0.20400000000000015,0.020490254032531956,0.003864501261049846,0.2768513966823539,-0.016307534316458528,-0.011029684324277419,-0.04160306503920735,20.825264467282707,12.950279091115389,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
102,0.20600000000000016,0.021057368182314226,0.0037379112393696864,0.2765177456387754,-0.014990781287703718,-0.010273904072080607,-0.042476030244023584,27.7618225920902,17.16507440390857,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
103,0.20800000000000016,0.021564957245823534,0.00355223249881259,0.2762512697759736,-0.011391307592171444,-0.010060146889698673,-0.042973105864416536,19.637987583031467,8.950602195764557,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
104,0.21000000000000016,0.022134324312324927,0.0033681888250416516,0.2760366934199472,-0.009164166408074412,-0.010735157300814592,-0.04338837403417588,14.050577280729046,7.929642684694173,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
105,0.21200000000000016,0.022717627887058344,0.003157230594496089,0.275776603774746,-0.0042655581934520565,-0.010260114666632864,-0.04378700258589405,26.40995024870732,14.77475549398889,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
106,0.21400000000000016,0.02327155261936857,0.0029895265064069304,0.27557538682791444,-0.0035247703085476423,-0.010015899000894399,-0.04393048790351411,14.915404914211026,10.379625213125069,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
107,0.21600000000000016,0.023867328610378425,0.0027458320539967104,0.27547113310454646,0.0015037930921635815,-0.010300114174286128,-0.04438573770231168,19.87223365191069,10.2947387023436,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
108,0.21800000000000017,0.02447091542269905,0.0025410667098958164,0.2752900348461039,0.001361082225938496,-0.00973442224572221,-0.04465819883669687,26.664840120036672,14.293843088419262,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
109,0.22000000000000017,0.025070088779816875,0.0022932731354336996,0.27518897059918596,0.005992749892923951,-0.009216680365996288,-0.044635042607778924,21.434980736002014,13.531842765892911,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
110,0.22200000000000017,0.0256833961984364,0.0020883973168126114,0.27519431274427153,0.006950935211828081,-0.009123050803640493,-0.044558757977117426,19.155024313168276,8.925296630431667,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
111,0.22400000000000017,0.02631757785228474,0.0018477779985355458,0.2750789238565679,0.012255287323959311,-0.008196265709902334,-0.04452605510739825,32.37822732981392,16.206043373565453,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
112,0.22600000000000017,0.026886962731859403,0.0016766312368000555,0.27513485879187494,0.012110895627699337,-0.0077574271638663145,-0.04472495880605732,14.654951899538716,8.076576475535683,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
113,0.22800000000000017,0.027483514313462482,0.00148104214266233,0.2752171497563279,0.017205974529165544,-0.0068369181118035,-0.044665054471409255,27.08751120904556,16.27646200861502,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
114,0.23000000000000018,0.028067763781972406,0.00130478877108987,0.275243435301021,0.01701970723257575,-0.0059185610640778985,-0.044943077624010716,25.554681140910507,15.170959614114208,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
115,0.23200000000000018,0.028651304261113186,0.0010951862982627562,0.2753840486418383,0.019955334299100205,-0.004931263520319417,-0.04514439913173462,15.16071895196726,10.10554988665885,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
116,0.23400000000000018,0.0292540307502232,0.0009717090621695609,0.2755582511372653,0.019998456570000246,-0.004195919338954667,-0.04533202817598901,23.73444128897772,15.018766793182195,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
117,0.23600000000000018,0.029855034472763747,0.0007728480171123859,0.2757307958400387,0.02348603841374698,-0.0034634407398296484,-0.04571227337982094,27.053940474209224,16.29671657352843,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
118,0.23800000000000018,0.03049871046115414,0.000654772765900484,0.27598054954518936,0.024356846624297622,-0.002699444589514434,-0.04629346546074195,18.111693434292896,8.160444711667195,0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
