step,segment_i,segment_step,mode,time,osqp_status,base_z,roll,pitch,base_qdd_z,dyn_res_norm,stance_acc_res_norm,swing_acc_error_norm,tau_pd_max_abs,tau_wbc_max_abs,tau_total_max_abs,cmd_step_jump_norm,cmd_step_jump_abs,saturated
228,1,28,trot_FL_RR,0.458000000,solved,0.310311473256,0.021867690210,-0.003863659548,0.077951402198,7.115164677226e-08,2.690613322783e-09,1.519436911065e-01,16.670394654419,9.877596601306,6.792798053113,0.082153800322,0.053885879251,False
229,1,29,trot_FL_RR,0.460000000,solved,0.310492773968,0.020489679305,-0.001431618710,0.085757661833,7.704832732774e-08,2.934284083341e-09,1.460796714154e-01,9.828724216563,9.823538959042,10.077398637496,0.129795863422,0.078436018454,False
230,1,30,trot_FL_RR,0.462000000,solved,0.310635098980,0.015193202199,0.000981252021,0.079907126498,6.924292695487e-08,2.633289810591e-09,1.567561749129e-01,14.423909376264,9.785291752391,5.936239376153,0.079102293779,0.050807159843,False
231,1,31,trot_FL_RR,0.464000000,solved,0.310741162262,0.013930072405,0.003450110211,0.087353801146,7.558688170250e-08,2.877910863969e-09,1.522088790551e-01,9.853310532777,9.771899975245,10.107326684128,0.129092019045,0.080639208837,False
232,1,32,trot_FL_RR,0.466000000,solved,0.310808912089,0.008738849402,0.005900575521,0.081251042873,6.785399188429e-08,2.583968649126e-09,1.605229186972e-01,13.318057332828,9.784756281638,6.069565128489,0.075321211684,0.047749647517,False
233,1,33,trot_FL_RR,0.468000000,solved,0.310837182782,0.007563902031,0.008382915817,0.088524267716,7.431603560804e-08,2.817973076984e-09,1.571708690001e-01,9.866370061703,9.782604857256,10.123547116458,0.127058107060,0.081259981865,False
234,1,34,trot_FL_RR,0.470000000,solved,0.310827566979,0.002453996418,0.010847206885,0.082237367807,6.670983726508e-08,2.535430526656e-09,1.632219177681e-01,12.886829116701,9.795367328624,6.158059566722,0.072671529631,0.045279651303,False
235,1,35,trot_FL_RR,0.472000000,solved,0.310777188390,0.001375936369,0.013326334001,0.089399867399,7.308498063211e-08,2.756957818214e-09,1.608643961092e-01,9.872840244933,9.793160408225,10.131656835445,0.124185843690,0.080494398165,False
236,1,36,trot_FL_RR,0.474000000,solved,0.310689358245,-0.003640469672,0.015786778956,0.082965546495,6.574759965641e-08,2.494257026020e-09,1.653317371300e-01,12.740327317810,9.805577996625,6.235819047647,0.072039493789,0.043626984895,False
237,1,37,trot_FL_RR,0.476000000,solved,0.310559068984,-0.004612565171,0.018243311545,0.089999874076,7.180113930173e-08,2.699571962908e-09,1.636558671585e-01,9.880220060366,9.803035514242,10.139573200666,0.119841801233,0.078143428900,False
238,1,38,trot_FL_RR,0.478000000,solved,0.310403173793,-0.009357033783,0.020558212495,0.083470113322,6.486804773750e-08,2.459209458570e-09,1.669737039677e-01,12.824751523523,9.815161038823,6.300978612624,0.072770335935,0.042362115261,False
239,1,39,trot_FL_RR,0.480000000,solved,0.310203361769,-0.010010167740,0.022878378034,0.090340746944,6.953441076514e-08,2.612215255476e-09,1.685897150090e-01,9.908298700324,9.804814292951,10.167088275212,0.102475527911,0.064614547832,False
240,1,40,trot_FL_RR,0.482000000,solved,0.309983497338,-0.013480578936,0.025078990777,0.083912527661,6.298473560519e-08,2.383168061580e-09,1.737775973996e-01,16.356889315794,9.808362636087,6.548526679707,0.079834811730,0.045663072707,False
241,1,41,trot_FL_RR,0.484000000,solved,0.309718443711,-0.013026874446,0.027242368385,0.089832096475,6.703556707021e-08,2.482526833908e-09,1.711628771948e-01,10.044227838230,9.799007317383,10.301140760203,0.083899799558,0.050939275647,False
242,1,42,trot_FL_RR,0.486000000,solved,0.309416677362,-0.016605818858,0.029398251161,0.084275413279,6.088709330815e-08,2.280376534099e-09,1.756439207161e-01,13.237879358190,9.806277298934,6.411564974842,0.086604378371,0.054322278556,False
243,1,43,trot_FL_RR,0.488000000,solved,0.309082878377,-0.015916630307,0.031503777826,0.090391201041,6.764921898124e-08,2.491577829034e-09,1.721136392723e-01,10.058785610755,9.795026078314,10.310504205329,0.093443315660,0.055971177476,False
244,1,44,trot_FL_RR,0.490000000,solved,0.308770100241,-0.018703175509,0.033047076054,0.084479316551,6.141908429379e-08,2.295295365266e-09,1.785384583618e-01,12.841628170820,9.804088114366,6.558239862201,0.081716491369,0.051069593452,False
245,1,45,trot_FL_RR,0.492000000,solved,0.308363981146,-0.018319380576,0.034724437947,0.089757789344,6.538299707520e-08,2.416036132043e-09,1.782438152950e-01,12.592420576644,9.783996288600,10.363973955697,0.065053721735,0.035793150297,False
246,1,46,trot_FL_RR,0.494000000,solved,0.308024819234,-0.021175471756,0.036031361830,0.084764947853,6.105853212006e-08,2.251196530793e-09,1.784340484976e-01,12.902451349986,9.800897149376,6.937570027413,0.050249692866,0.027648681426,False
247,1,47,trot_FL_RR,0.496000000,solved,0.307669423932,-0.019645027381,0.037249751424,0.089515809362,6.362874912463e-08,2.326516873191e-09,1.773693602688e-01,10.134831337574,9.788567974583,10.377817234896,0.066642630388,0.036482447046,False
248,1,48,trot_FL_RR,0.498000000,solved,0.307279144995,-0.022141662924,0.038465283507,0.085745071093,5.858527880175e-08,2.165827552836e-09,1.826261434610e-01,12.897234874553,9.798360586010,7.051928269165,0.056140903645,0.034021318746,False
249,1,49,trot_FL_RR,0.500000000,solved,0.306886585053,-0.020159959249,0.039526155517,0.089061112107,6.308493931404e-08,2.305699857177e-09,1.786250822745e-01,10.154197299425,9.789219809005,10.392509063948,0.058094423206,0.032556747492,False
250,1,50,trot_FL_RR,0.502000000,solved,0.306575609867,-0.021396551360,0.040155510565,0.085643927415,5.784235963011e-08,2.145200994451e-09,1.867729958796e-01,12.900120359285,9.804729570166,7.336654693503,0.053373964984,0.031785641655,False
251,1,51,trot_FL_RR,0.504000000,solved,0.306201348703,-0.020195834520,0.040250052844,0.088329763515,6.112483986599e-08,2.247525322573e-09,1.848675600171e-01,10.358026843635,9.795734110928,10.592259391688,0.037700329463,0.019391428985,False
252,1,52,trot_FL_RR,0.506000000,solved,0.305917304874,-0.020828379074,0.040265780673,0.086381369924,5.801772570009e-08,2.156890321696e-09,1.834770637118e-01,13.000140750686,9.797557192686,3.887119662272,0.053683329588,0.037425310637,False
253,1,53,trot_FL_RR,0.508000000,solved,0.305580544156,-0.018470290710,0.039417415413,0.088231498674,6.035969961415e-08,2.191029820756e-09,1.876433875880e-01,10.892459328875,9.789532897624,9.908749155144,0.019883842554,0.012697670365,False
254,1,54,trot_FL_RR,0.510000000,solved,0.305253585568,-0.020065926654,0.039167891727,0.087614149662,5.701715426823e-08,2.098727352669e-09,1.889724516060e-01,12.733213071127,9.792194047341,4.735739123130,0.042272943550,0.023513453056,False
255,1,55,trot_FL_RR,0.512000000,solved,0.304918420629,-0.016689967463,0.038295245620,0.086969147273,6.002461672264e-08,2.173591942474e-09,1.683791328081e-01,9.765657271279,9.774566120696,9.992219366790,0.061277237526,0.035930859896,False
256,1,56,trot_FL_RR,0.514000000,solved,0.304705275749,-0.016679765564,0.037390789513,0.088014703066,5.537269827478e-08,2.065247138332e-09,1.905555651527e-01,12.255353889729,9.792421074068,5.320482926768,0.044354047617,0.027759578441,False
257,1,57,trot_FL_RR,0.516000000,solved,0.304447506565,-0.012035521834,0.035737023771,0.086353817963,6.046950768739e-08,2.202669563588e-09,1.709882106037e-01,9.756949220620,9.787675426405,9.984413645010,0.050391079079,0.035531844022,False
258,1,58,trot_FL_RR,0.518000000,solved,0.304281978695,-0.011072996231,0.033977022108,0.089929280369,5.581743046109e-08,2.088670159405e-09,1.954567308672e-01,12.068817993546,9.813297654911,6.204134927347,0.085983009492,0.064404558447,False
259,1,59,trot_FL_RR,0.520000000,solved,0.304110498174,-0.005707506304,0.032014485382,0.086167585915,6.117159852704e-08,2.229563755333e-09,1.727158747634e-01,10.623751259751,9.809756520878,10.064128054797,0.054088921026,0.039552736229,False
260,1,60,trot_FL_RR,0.522000000,solved,0.303904131548,-0.004367036162,0.030027616630,0.089916684363,6.152150495625e-08,2.296571961392e-09,1.842898023409e-01,13.538158520515,9.827538823547,7.154046692553,0.093726533966,0.065861906438,False
261,1,61,trot_FL_RR,0.524000000,solved,0.303710658661,0.001465335960,0.027896677490,0.086163505093,6.053604370944e-08,2.179067125020e-09,1.694421939228e-01,9.767191370590,9.823548824975,10.011454289280,0.063598234458,0.048771963821,False
262,1,62,trot_FL_RR,0.526000000,solved,0.303600552490,0.003979700110,0.025317977988,0.090649297921,6.111561058158e-08,2.252926610860e-09,1.877701548385e-01,12.735556844802,9.846496358219,6.910584657888,0.102998473787,0.069984689530,False
263,1,63,trot_FL_RR,0.528000000,solved,0.303500185638,0.008181105690,0.022734310982,0.085902405822,6.405495726693e-08,2.275522773693e-09,1.749785501148e-01,10.012251728794,9.851363505101,10.260304669509,0.063839003753,0.038179327535,False
264,1,64,trot_FL_RR,0.530000000,solved,0.303369472272,0.008531046190,0.020179674260,0.090144841704,6.686792368495e-08,2.407496187998e-09,1.817730563712e-01,13.161902581916,9.850183846407,4.270299509786,0.073814886103,0.047859716082,False
265,1,65,trot_FL_RR,0.532000000,solved,0.303251198196,0.013395388857,0.017656772231,0.083742272826,6.588616837647e-08,2.319485462381e-09,1.675396336092e-01,9.831368691108,9.833472193735,10.079670345066,0.113661246200,0.083989387293,False
266,1,66,trot_FL_RR,0.534000000,solved,0.303233651565,0.014289189321,0.014864741346,0.090036596125,6.854569585464e-08,2.462840591283e-09,1.892870503855e-01,10.614286639414,9.842392188204,3.361022596953,0.104672338571,0.064917042870,False
267,1,67,trot_FL_RR,0.536000000,solved,0.303068896755,0.019171455142,0.011639246232,0.082881524955,7.210641564106e-08,2.584960329519e-09,1.779832649613e-01,13.757450179364,9.833558077822,10.308793632027,0.093738334831,0.064973064198,False
268,1,68,trot_FL_RR,0.538000000,solved,0.303034565247,0.019545162691,0.008797945606,0.091733527426,6.879468189083e-08,2.469181103835e-09,1.968699436982e-01,8.452242510424,9.845010076899,6.147695634853,0.132254409535,0.084676808806,False
269,1,69,trot_FL_RR,0.540000000,solved,0.302938561007,0.023053378340,0.005708701340,0.082630786961,7.293894794840e-08,2.601390526294e-09,1.727286099732e-01,11.335661913101,9.833074439846,10.290092243600,0.105846378685,0.076313548428,False
270,1,70,trot_FL_RR,0.542000000,solved,0.302883339855,0.021442857170,0.003401414126,0.089791634525,7.316050934093e-08,2.576904392394e-09,1.818463107606e-01,15.166450282793,9.829482387185,6.159668533654,0.087263083511,0.050472821511,False
271,1,71,trot_FL_RR,0.544000000,solved,0.302822734369,0.024468480032,0.000833114865,0.080628092467,7.384849217195e-08,2.609150571423e-09,1.592097667593e-01,9.913920865945,9.804855877001,10.162465026756,0.158937359073,0.108539233652,False
272,1,72,trot_FL_RR,0.546000000,solved,0.302776604656,0.022712408215,-0.001599449446,0.088313498869,7.495921759704e-08,2.650815435864e-09,1.720854897173e-01,12.034291653853,9.796129200911,4.348473272719,0.059307640480,0.040234924956,False
273,1,73,trot_FL_RR,0.548000000,solved,0.302648010520,0.026002038686,-0.004622047029,0.080490275791,7.311055144908e-08,2.591831383175e-09,1.567103762299e-01,12.416672055372,9.775579734913,10.196882910752,0.146479600571,0.100456797529,False
274,1,74,trot_FL_RR,0.550000000,solved,0.302641366918,0.024544918626,-0.007051677422,0.089344378550,7.334777043654e-08,2.594965172452e-09,1.785247386794e-01,10.873139239671,9.780295699755,6.772426305844,0.094743197172,0.056632316392,False
275,1,75,trot_FL_RR,0.552000000,solved,0.302619137069,0.023757187851,-0.008709668033,0.079910986160,7.436802554642e-08,2.621793869356e-09,1.584318351417e-01,15.034040416944,9.762966521001,10.330046302571,0.132649627836,0.089375741956,False
276,1,76,trot_FL_RR,0.554000000,solved,0.302661946709,0.023082198162,-0.010340984187,0.084001428966,7.556015962007e-08,2.661494515336e-09,1.578845880943e-01,10.207550490091,9.740645250240,5.181052071784,0.059568398288,0.037738512021,False
277,1,77,trot_FL_RR,0.556000000,solved,0.302688017075,0.021385937037,-0.012149261337,0.081585576242,7.652631135042e-08,2.710693970578e-09,1.559528312497e-01,12.097925984176,9.738371124781,10.577477352889,0.053341587485,0.026032190689,False
278,1,78,trot_FL_RR,0.558000000,solved,0.302811157842,0.019638876949,-0.013047626978,0.083282729954,7.569229219972e-08,2.644888959541e-09,1.387667090066e-01,10.779909285860,9.724369568341,7.380406764595,0.032727392840,0.021042461842,False
279,1,79,trot_FL_RR,0.560000000,solved,0.302838948175,0.018376043229,-0.014861875261,0.082079009315,7.669883117555e-08,2.707910518893e-09,1.418249314300e-01,12.902293524349,9.728337203255,10.627847500612,0.035048465071,0.019207494990,False
280,1,80,trot_FL_RR,0.562000000,solved,0.302949860155,0.016052430774,-0.015444651278,0.084673843693,7.592585857002e-08,2.652376033986e-09,1.462875856205e-01,14.863627458867,9.713975873955,6.006052315148,0.020708497359,0.014361329300,False
281,1,81,trot_FL_RR,0.564000000,solved,0.303107940540,0.011098170584,-0.015720817305,0.082473385716,7.468380715388e-08,2.620131424387e-09,1.333030541980e-01,10.327297374735,9.718475615053,10.571466370128,0.030781863865,0.013214031913,False
282,1,82,trot_FL_RR,0.566000000,solved,0.303325088016,0.010171845132,-0.016096174649,0.083901727863,7.406362581191e-08,2.592354145916e-09,1.260790578705e-01,9.897927192117,9.713248321144,5.612145647469,0.030911615124,0.022114893827,False
283,1,83,trot_FL_RR,0.568000000,solved,0.303519165915,0.005967588081,-0.016526509012,0.083414859545,7.469988191490e-08,2.620626600192e-09,1.203475259771e-01,15.163474961227,9.701384965116,10.368066573351,0.044953228052,0.030334102672,False
284,1,84,trot_FL_RR,0.570000000,solved,0.303739478253,0.004408400628,-0.017015020004,0.084751884448,7.239971464051e-08,2.507135601907e-09,1.203769310073e-01,11.114859401830,9.703437780468,5.175201246950,0.022707609563,0.014513920126,False
285,1,85,trot_FL_RR,0.572000000,solved,0.303936934921,-0.002493009018,-0.016835991308,0.084111605766,7.341400144009e-08,2.562259356744e-09,1.137787398554e-01,12.349360014173,9.698515849941,10.308561030646,0.035680928292,0.024206117701,False
286,1,86,trot_FL_RR,0.574000000,solved,0.304128651584,-0.003889334976,-0.016976827241,0.085975686936,7.094235003510e-08,2.473484349668e-09,1.259418402943e-01,12.425954168514,9.718525114831,7.157076210811,0.049921549282,0.028664380118,False
287,1,87,trot_FL_RR,0.576000000,solved,0.304354284348,-0.008015326388,-0.017123982527,0.083976829371,7.411617692833e-08,2.600223306285e-09,1.127467760564e-01,10.953501137858,9.714949684252,10.234030413122,0.034826877913,0.021783269871,False
288,1,88,trot_FL_RR,0.578000000,solved,0.304664487553,-0.008542103364,-0.016047207351,0.086305455544,7.056425531601e-08,2.450131592345e-09,1.180059026210e-01,13.346465392949,9.715275648143,5.541502006247,0.028358070749,0.016947074291,False
289,1,89,trot_FL_RR,0.580000000,solved,0.304884819777,-0.012506826638,-0.016015515976,0.083968227136,6.849199578401e-08,2.381989178167e-09,1.099520287458e-01,11.768846173603,9.713203365191,10.424589616483,0.057278316944,0.038311384307,False
290,1,90,trot_FL_RR,0.582000000,solved,0.305208464440,-0.012247614824,-0.015287098372,0.086024675869,7.109876149456e-08,2.467582949637e-09,1.121535260854e-01,9.044798423395,9.722578226506,7.268956554516,0.045087408441,0.030684338075,False
291,1,91,trot_FL_RR,0.584000000,solved,0.305431812393,-0.014856922456,-0.014944846342,0.084495094432,7.157137147368e-08,2.478640979158e-09,1.080814096689e-01,14.051080512828,9.713221764330,10.319891350202,0.040861984889,0.024333535484,False
292,1,92,trot_FL_RR,0.586000000,solved,0.305733490061,-0.014918970322,-0.014098593415,0.086946926137,7.098089520083e-08,2.464026455380e-09,1.154491119518e-01,10.365945321147,9.725667273124,5.243564147282,0.059729635346,0.039893325157,False
293,1,93,trot_FL_RR,0.588000000,solved,0.305947791152,-0.016296776278,-0.013696708304,0.085987721195,7.359351216482e-08,2.572573307165e-09,1.094666369870e-01,15.472662613723,9.725678039790,10.830597256985,0.037886584484,0.024422427843,False
294,1,94,trot_FL_RR,0.590000000,solved,0.306239129691,-0.015235672250,-0.012781585973,0.086858659308,7.301542459706e-08,2.546487394564e-09,1.147320925250e-01,9.255279345413,9.728491145099,4.306248487197,0.037703475018,0.027011552435,False
295,1,95,trot_FL_RR,0.592000000,solved,0.306363930258,-0.016182021335,-0.012600650646,0.086739995090,7.483599808598e-08,2.604038426904e-09,1.134400581953e-01,15.366353847082,9.717278417719,10.701779793450,0.024966019949,0.012388653846,False
296,1,96,trot_FL_RR,0.594000000,solved,0.306604810395,-0.015236852664,-0.011675336125,0.086105420690,7.261248974361e-08,2.533241170788e-09,1.129981106617e-01,5.750940891652,9.719336935308,4.008299961235,0.018372086921,0.012640703533,False
297,1,97,trot_FL_RR,0.596000000,solved,0.306737364072,-0.016237608633,-0.011439729799,0.086610319815,7.403960857035e-08,2.581902261380e-09,1.132857528375e-01,12.235821812928,9.708447957444,10.370116151413,0.014475724030,0.010888977864,False
298,1,98,trot_FL_RR,0.598000000,solved,0.306968859260,-0.015308106416,-0.010480784742,0.085532858449,7.256194567665e-08,2.511285735615e-09,1.118992966179e-01,6.683649664492,9.713837837492,7.258006097794,0.013933729335,0.009471200242,False
299,1,99,trot_FL_RR,0.600000000,solved,0.307156595814,-0.018425143113,-0.010381178895,0.086948608464,7.371713002358e-08,2.548219293512e-09,1.147047970700e-01,10.091878207589,9.707651758509,10.335251316779,0.012931196918,0.007206339029,False
300,1,100,trot_FL_RR,0.602000000,solved,0.307320445844,-0.017461632038,-0.009950802191,0.087327435471,7.082749084920e-08,2.459521020032e-09,1.239645916424e-01,13.289992123640,9.719418721300,5.840439193743,0.028887257752,0.015984819645,False
301,1,101,trot_FL_RR,0.604000000,solved,0.307489354668,-0.020730661320,-0.009633083556,0.087294350183,7.331591095387e-08,2.519087095127e-09,1.162390001699e-01,9.999788642305,9.713769537085,10.240634636579,0.018292336492,0.011251585324,False
302,1,102,trot_FL_RR,0.606000000,solved,0.307631125852,-0.019606363546,-0.009482859310,0.087056590336,7.087899424959e-08,2.458217140821e-09,1.198447882668e-01,12.163203999094,9.731224055700,6.043252888917,0.034845177011,0.019609407007,False
303,1,103,trot_FL_RR,0.608000000,solved,0.307775986543,-0.022733297279,-0.009433786870,0.087270583798,7.350746129119e-08,2.498485607380e-09,1.126957187632e-01,10.018863807438,9.720741916263,10.257680270041,0.021907410376,0.015059619843,False
304,1,104,trot_FL_RR,0.610000000,solved,0.307903601649,-0.022157941167,-0.009245080138,0.086733181957,6.964068909521e-08,2.374847304343e-09,1.158487754787e-01,15.604653995161,9.731594623514,6.204085445594,0.022011289247,0.012287376354,False
305,1,105,trot_FL_RR,0.612000000,solved,0.308033898200,-0.025712981997,-0.009226882456,0.087323021325,7.142974155500e-08,2.402417566682e-09,1.132068123101e-01,10.486861973512,9.724730750475,10.260500695581,0.024038674123,0.014834612460,False
306,1,106,trot_FL_RR,0.614000000,solved,0.308118980402,-0.025248608801,-0.009195387268,0.086875204358,6.808347653926e-08,2.315054211853e-09,1.157274861107e-01,17.464043863638,9.739740117509,8.121621463090,0.030844491372,0.019160834070,False
307,1,107,trot_FL_RR,0.616000000,solved,0.308211643185,-0.028940874873,-0.009279264672,0.087017548613,6.923060430023e-08,2.311578083474e-09,1.162279712820e-01,10.422214902820,9.740168635741,10.249623976583,0.037750114582,0.021123456098,False
308,1,108,trot_FL_RR,0.618000000,solved,0.308315665162,-0.030040222574,-0.009461020256,0.086579513547,6.519240612889e-08,2.194050130473e-09,1.178669003593e-01,14.712831234424,9.761314005509,6.951699821647,0.037977731660,0.023593578585,False
309,1,109,trot_FL_RR,0.620000000,solved,0.308338048601,-0.032240129284,-0.009050116112,0.086643522324,6.835895509934e-08,2.291993580893e-09,1.195583292772e-01,15.788205875440,9.760197726701,10.263374361786,0.024928245759,0.014545762192,False
310,1,110,trot_FL_RR,0.622000000,solved,0.308406137991,-0.034897993961,-0.009084000792,0.084791612335,6.761910496443e-08,2.276765952404e-09,1.192927369301e-01,12.808581447031,9.768007083561,4.091996564420,0.061151134919,0.033959484808,False
311,1,111,trot_FL_RR,0.624000000,solved,0.308402754260,-0.034362395782,-0.008850817515,0.086202766428,6.837875175151e-08,2.300927080768e-09,1.181457687599e-01,11.861661856337,9.766023434906,10.244020633152,0.023173419593,0.013974611451,False
312,1,112,trot_FL_RR,0.626000000,solved,0.308457352504,-0.037205087323,-0.008936880424,0.083381481323,6.928369187865e-08,2.322976605454e-09,1.187981559841e-01,11.205124903813,9.759981992279,7.364151284264,0.055658131540,0.036679151570,False
313,1,113,trot_FL_RR,0.628000000,solved,0.308477803670,-0.035989092727,-0.009228826393,0.085416518442,6.759805236088e-08,2.271777712450e-09,1.190863886215e-01,10.102672998057,9.767815782232,10.344829067650,0.029897722466,0.019870963461,False
314,1,114,trot_FL_RR,0.630000000,solved,0.308492192509,-0.038491763906,-0.009356157680,0.084456911889,7.122347748481e-08,2.385576837804e-09,1.245141979622e-01,12.091240651013,9.750871673197,5.694497846151,0.049059409173,0.022527700510,False
315,1,115,trot_FL_RR,0.632000000,solved,0.308473568026,-0.036906939487,-0.009723543690,0.084677178990,6.847358224404e-08,2.310450538526e-09,1.165183008470e-01,10.189131924386,9.761339668987,10.431404572619,0.034452913167,0.024101583552,False
316,1,116,trot_FL_RR,0.634000000,solved,0.308485726161,-0.038893121597,-0.010609940067,0.084196435263,7.345266365091e-08,2.484002524632e-09,1.218451652102e-01,11.144542233729,9.747520212186,5.999481117421,0.045612548107,0.028352200425,False
317,1,117,trot_FL_RR,0.636000000,solved,0.308435852198,-0.037310254002,-0.011381235026,0.084002836375,7.121022611584e-08,2.419252998935e-09,1.120229347384e-01,11.443553521585,9.756067464098,10.499362148082,0.031195416391,0.015387264555,False
318,1,118,trot_FL_RR,0.638000000,solved,0.308408827987,-0.037527091187,-0.012645842065,0.085118980879,7.537792650843e-08,2.549276009668e-09,1.197256537038e-01,13.310888513295,9.740808049398,5.970427255575,0.055066011857,0.040489617958,False
319,1,119,trot_FL_RR,0.640000000,solved,0.308252649386,-0.038370790590,-0.013652832796,0.085092366175,7.148694377711e-08,2.398150748496e-09,1.160554487138e-01,15.007076096538,9.738951265171,10.502524023224,0.021857924515,0.013518881549,False
320,1,120,trot_FL_RR,0.642000000,solved,0.308188389147,-0.037936775697,-0.014718439268,0.084596400172,7.045564634610e-08,2.366918105886e-09,1.144276295184e-01,12.198082542421,9.743651263523,4.410084467826,0.026800880398,0.014518375464,False
321,1,121,trot_FL_RR,0.644000000,solved,0.308045040724,-0.035892806542,-0.015541295916,0.084324249891,7.285217526349e-08,2.440859122194e-09,1.158620768832e-01,12.130003113926,9.736394261307,10.339153532912,0.014480836280,0.007257002216,False
322,1,122,trot_FL_RR,0.646000000,solved,0.307983447277,-0.036897545957,-0.016646946012,0.084279940889,7.253068454194e-08,2.449653554640e-09,1.215622701787e-01,10.601437006028,9.720248423752,5.922012586603,0.025067242151,0.016145837555,False
323,1,123,trot_FL_RR,0.648000000,solved,0.307833295885,-0.032978954071,-0.018315190589,0.083401707690,7.056760687944e-08,2.413747023851e-09,1.115810546019e-01,14.755582895418,9.733566033727,10.331519751256,0.031185794968,0.020880158679,False
324,1,124,trot_FL_RR,0.650000000,solved,0.307714756855,-0.034169690033,-0.019307467075,0.086833632397,7.775027662326e-08,2.671074999499e-09,1.277925184792e-01,15.306137534016,9.711228004461,5.594909529556,0.103215382261,0.071088428758,False
325,1,125,trot_FL_RR,0.652000000,solved,0.307512228322,-0.030421148915,-0.020869193608,0.083369574930,6.929683981509e-08,2.409409231082e-09,1.100367989243e-01,12.879811994384,9.726470923418,10.223190068629,0.047949205036,0.030767412920,False
326,1,126,trot_FL_RR,0.654000000,solved,0.307347133693,-0.031762148063,-0.021731217881,0.086885610307,7.675021044195e-08,2.667284118045e-09,1.236273292089e-01,12.963176464647,9.704666950129,6.194543940311,0.079251640036,0.051933967998,False
327,1,127,trot_FL_RR,0.656000000,solved,0.307122322559,-0.029473739545,-0.022984459981,0.082718451094,6.759943096099e-08,2.381524381423e-09,1.079682037226e-01,11.314512795458,9.724435918021,10.177300817683,0.066230847564,0.041343639753,False
328,1,128,trot_FL_RR,0.658000000,solved,0.306978136135,-0.029945571565,-0.023894557899,0.084604812328,7.465883866600e-08,2.628848652081e-09,1.130682046079e-01,11.368897095989,9.711735756274,7.577551346197,0.028421572349,0.013932557280,False
329,1,129,trot_FL_RR,0.660000000,solved,0.306829176676,-0.026169927603,-0.024529590267,0.082893783478,7.217788001617e-08,2.542103386479e-09,1.014649942521e-01,9.978306831275,9.719836718923,10.204995981883,0.047857175480,0.027815672007,False
330,1,130,trot_FL_RR,0.662000000,solved,0.306649665222,-0.026454281634,-0.025150550812,0.084522529724,7.805837653418e-08,2.751446139652e-09,1.145816966989e-01,15.457813844770,9.689981020701,6.507078240382,0.043881197787,0.029855698222,False
331,1,131,trot_FL_RR,0.664000000,solved,0.306480923643,-0.022555459571,-0.025420640456,0.082995700416,7.518765663047e-08,2.647101281704e-09,9.756183140343e-02,9.873070810414,9.699944038875,10.100586003156,0.039772792237,0.026402048832,False
332,1,132,trot_FL_RR,0.666000000,solved,0.306330664684,-0.023567151020,-0.025541638902,0.084714545260,8.095352966797e-08,2.843392603054e-09,1.045386707322e-01,13.075816826909,9.670997860623,7.356067631762,0.043841355921,0.028946178252,False
333,1,133,trot_FL_RR,0.668000000,solved,0.306088191802,-0.019856524659,-0.026294197474,0.083778370114,7.517610893135e-08,2.664773241654e-09,9.632156421507e-02,12.712014717136,9.690888705781,10.129845375905,0.045977581560,0.030611230606,False
334,1,134,trot_FL_RR,0.670000000,solved,0.305902460669,-0.021402904416,-0.026177387633,0.085517082877,8.008964516730e-08,2.816361963441e-09,1.003674389555e-01,11.919504399030,9.673363535769,6.425607588120,0.037718863071,0.021592588652,False
335,1,135,trot_FL_RR,0.672000000,solved,0.305717152705,-0.018557469596,-0.026064120071,0.083790299309,7.321522001822e-08,2.595057798236e-09,9.665380178987e-02,9.880417718067,9.700030689509,10.110231295049,0.050947418936,0.033118590029,False
336,1,136,trot_FL_RR,0.674000000,solved,0.305619483572,-0.018008163973,-0.026355526758,0.084570171756,7.913699974700e-08,2.799494311646e-09,9.586930343732e-02,10.814292879718,9.681806395493,7.037688894550,0.037640812860,0.024688920569,False
337,1,137,trot_FL_RR,0.676000000,solved,0.305365111616,-0.015187224459,-0.027127828326,0.084560862471,7.670518448672e-08,2.713961826745e-09,9.688097003007e-02,14.189494906474,9.683663082946,10.259111550907,0.031120863910,0.020450641676,False
338,1,138,trot_FL_RR,0.678000000,solved,0.305230531864,-0.017068017790,-0.027366621241,0.084372728762,7.706487021652e-08,2.723822388386e-09,9.790900384457e-02,8.164301931188,9.677318080204,6.907661921848,0.023925473467,0.016209172887,False
339,1,139,trot_FL_RR,0.680000000,solved,0.305110687468,-0.014995461814,-0.027318727289,0.082615792091,7.474106801262e-08,2.636374796948e-09,9.400993069127e-02,10.448462029075,9.697290671944,10.465524471561,0.040407574091,0.020548518940,False
340,1,140,trot_FL_RR,0.682000000,solved,0.305016109635,-0.017681129841,-0.027051190887,0.084926803023,7.729229641850e-08,2.705261442812e-09,9.672790039174e-02,14.038646620036,9.679055713828,4.359590906208,0.026923670082,0.018234958116,False
341,1,141,trot_FL_RR,0.684000000,solved,0.304836828500,-0.015265245953,-0.027355126469,0.084139177821,7.385353723547e-08,2.590726057791e-09,9.799927097840e-02,12.149551520191,9.707046838399,10.429337892585,0.044388500481,0.027991124572,False
342,1,142,trot_FL_RR,0.686000000,solved,0.304720147463,-0.018037612996,-0.026725521128,0.085212800786,7.838649090151e-08,2.736567505318e-09,9.695596923942e-02,12.598027402578,9.690487414439,6.959060735889,0.023487020554,0.016559423961,False
