step,contact_mode,px,pz,vx,vz,desired_ax,desired_az,max_tau_candidate_abs,max_tau_candidate_delta_abs,sum_fx,sum_fy,sum_fz,max_swing_force_norm,min_stance_fz,max_stance_fz,max_friction_violation,max_normal_force_violation,force_FR_fx,force_FR_fy,force_FR_fz,force_FL_fx,force_FL_fy,force_FL_fz,force_RR_fx,force_RR_fy,force_RR_fz,force_RL_fx,force_RL_fy,force_RL_fz,tau_candidate_00,tau_candidate_01,tau_candidate_02,tau_candidate_03,tau_candidate_04,tau_candidate_05,tau_candidate_06,tau_candidate_07,tau_candidate_08,tau_candidate_09,tau_candidate_10,tau_candidate_11,max_tau_scaled_abs_alpha_0p0,max_tau_scaled_delta_abs_alpha_0p0,max_tau_scaled_abs_alpha_0p02,max_tau_scaled_delta_abs_alpha_0p02,max_tau_scaled_abs_alpha_0p05,max_tau_scaled_delta_abs_alpha_0p05,max_tau_scaled_abs_alpha_0p1,max_tau_scaled_delta_abs_alpha_0p1,max_tau_scaled_abs_alpha_0p2,max_tau_scaled_delta_abs_alpha_0p2
10,FR_RL,0.009724895398725156,0.28563953225710015,0.10055020920254967,0.05085293353224468,0.39889958159490063,0.08379762072901809,11.09308900759501,0.03170670059210856,5.083336928096457,0.0,126.08062059999816,0.0,63.04031029999908,63.04031029999908,0.0,0.0,2.5416684640482283,0.0,63.04031029999908,0.0,0.0,0.0,0.0,0.0,0.0,2.5416684640482283,0.0,63.04031029999908,-1.8912093089999722,-11.09308900759501,8.978143549842766,0.0,0.0,0.0,0.0,0.0,0.0,1.8912093089999722,-11.09308900759501,8.978143549842766,0.0,0.0,0.2218617801519002,0.0006341340118421712,0.5546544503797505,0.0015853350296054281,1.109308900759501,0.0031706700592108563,2.218617801519002,0.0063413401184217125
11,FR_RL,0.01173589958277615,0.28665659092774504,0.10852820083444768,0.052528885946825025,0.3829435983311046,0.05675263765779895,11.072237628096927,0.030225156922599083,4.880003450972598,0.0,125.73597556272841,0.0,62.86798778136421,62.86798778136421,0.0,0.0,2.440001725486299,0.0,62.86798778136421,0.0,0.0,0.0,0.0,0.0,0.0,2.440001725486299,0.0,62.86798778136421,-1.8860396334409262,-11.072237628096927,8.947918392920167,0.0,0.0,0.0,0.0,0.0,0.0,1.8860396334409262,-11.072237628096927,8.947918392920167,0.0,0.0,0.22144475256193855,0.0006045031384519817,0.5536118814048464,0.0015112578461299543,1.1072237628096928,0.0030225156922599086,2.2144475256193856,0.006045031384519817
12,FR_RL,0.013906463599465103,0.28770716864668155,0.11618707280106977,0.05366393869998102,0.36762585439786044,0.031200872266444607,11.052692161960932,0.028649149837342236,4.684803312933695,0.0,125.4103591956402,0.0,62.7051795978201,62.7051795978201,0.0,0.0,2.3424016564668473,0.0,62.7051795978201,0.0,0.0,0.0,0.0,0.0,0.0,2.3424016564668473,0.0,62.7051795978201,-1.8811553879346028,-11.052692161960932,8.919269243082825,0.0,0.0,0.0,0.0,0.0,0.0,1.8811553879346028,-11.052692161960932,8.919269243082825,0.0,0.0,0.22105384323921864,0.0005729829967468448,0.5526346080980467,0.001432457491867112,1.1052692161960933,0.002864914983734224,2.2105384323921866,0.005729829967468448
13,FR_RL,0.0162302050554865,0.28878044742068115,0.12353958988902698,0.0542879561453099,0.35292082022194604,0.007239227005137128,11.034580013866734,0.026996462091126716,4.497411180416347,0.0,125.10500636541725,0.0,62.55250318270863,62.55250318270863,0.0,0.0,2.2487055902081736,0.0,62.55250318270863,0.0,0.0,0.0,0.0,0.0,0.0,2.2487055902081736,0.0,62.55250318270863,-1.8765750954812588,-11.034580013866734,8.892272780991698,0.0,0.0,0.0,0.0,0.0,0.0,1.8765750954812588,-11.034580013866734,8.892272780991698,0.0,0.0,0.22069160027733467,0.0005399292418225343,0.5517290006933367,0.0013498231045563358,1.1034580013866735,0.0026996462091126716,2.206916002773347,0.005399292418225343
14,FR_RL,0.018700996853267038,0.28986620654358736,0.1305980062934659,0.05443274068541264,0.33880398741306816,-0.015055093613397907,11.018005346144246,0.02528427459241378,4.317514733199693,0.0,124.82090092004702,0.0,62.41045046002351,62.41045046002351,0.0,0.0,2.1587573665998465,0.0,62.41045046002351,0.0,0.0,0.0,0.0,0.0,0.0,2.1587573665998465,0.0,62.41045046002351,-1.8723135138007052,-11.018005346144246,8.866988506399284,0.0,0.0,0.0,0.0,0.0,0.0,1.8723135138007052,-11.018005346144246,8.866988506399284,0.0,0.0,0.22036010692288494,0.0005056854918482756,0.5509002673072123,0.001264213729620689,1.1018005346144246,0.002528427459241378,2.2036010692288492,0.005056854918482756
15,FR_RL,0.021312956979136356,0.2909548613572956,0.13737408604172727,0.05413163881314467,0.32525182791654544,-0.03562378239849073,11.003050023030891,0.023529069686317072,4.144814143871705,0.0,124.55878589138308,0.0,62.27939294569154,62.27939294569154,0.0,0.0,2.0724070719358525,0.0,62.27939294569154,0.0,0.0,0.0,0.0,0.0,0.0,2.0724070719358525,0.0,62.27939294569154,-1.868381788370746,-11.003050023030891,8.843459436712967,0.0,0.0,0.0,0.0,0.0,0.0,1.868381788370746,-11.003050023030891,8.843459436712967,0.0,0.0,0.22006100046061783,0.00047058139372634143,0.5501525011515446,0.0011764534843158537,1.1003050023030891,0.0023529069686317075,2.2006100046061783,0.004705813937263415
16,FR_RL,0.0240604386999709,0.2920374941335585,0.14387912260005817,0.053419163165174866,0.31224175479988364,-0.05442653533186981,10.989774661162826,0.021746547093831836,3.979021578116837,0.0,124.31917488965186,0.0,62.15958744482593,62.15958744482593,0.0,0.0,1.9895107890584185,0.0,62.15958744482593,0.0,0.0,0.0,0.0,0.0,0.0,1.9895107890584185,0.0,62.15958744482593,-1.8647876233447778,-10.989774661162826,8.821712889619135,0.0,0.0,0.0,0.0,0.0,0.0,1.8647876233447778,-10.989774661162826,8.821712889619135,0.0,0.0,0.21979549322325653,0.00043493094187663673,0.5494887330581414,0.0010873273546915918,1.0989774661162828,0.0021746547093831835,2.1979549322325656,0.004349309418766367
17,FR_RL,0.026938021151972063,0.293105877396862,0.15012395769605585,0.05233063245853749,0.29975208460788827,-0.07144007777139022,10.978219770413917,0.019951552264405592,3.819860714992163,0.0,124.10236451292806,0.0,62.05118225646403,62.05118225646403,0.0,0.0,1.9099303574960815,0.0,62.05118225646403,0.0,0.0,0.0,0.0,0.0,0.0,1.9099303574960815,0.0,62.05118225646403,-1.8615354676939209,-10.978219770413917,8.80176133735473,0.0,0.0,0.0,0.0,0.0,0.0,1.8615354676939209,-10.978219770413917,8.80176133735473,0.0,0.0,0.21956439540827835,0.00039903104528811185,0.5489109885206959,0.0009975776132202796,1.0978219770413917,0.001995155226440559,2.1956439540827835,0.003990310452881118
18,FR_RL,0.02994050030589318,0.2941524900460328,0.1561189993882136,0.050901830903109686,0.28776200122357276,-0.08665712453309452,10.968406969610625,0.018158016817206857,3.667066286392477,0.0,123.90844759922497,0.0,61.954223799612485,61.954223799612485,0.0,0.0,1.8335331431962385,0.0,61.954223799612485,0.0,0.0,0.0,0.0,0.0,0.0,1.8335331431962385,0.0,61.954223799612485,-1.8586267139883745,-10.968406969610625,8.783603320537523,0.0,0.0,0.0,0.0,0.0,0.0,1.8586267139883745,-10.968406969610625,8.783603320537523,0.0,0.0,0.2193681393922125,0.0003631603363441371,0.5484203484805312,0.0009079008408603428,1.0968406969610625,0.0018158016817206857,2.193681393922125,0.0036316033634413714
19,FR_RL,0.033062880293657455,0.295170526664095,0.16187423941268506,0.04916868841244781,0.27625152117462987,-0.10008528693169125,10.960340262159484,0.01637891067339048,3.520383634936778,0.0,123.73732715451469,0.0,61.868663577257344,61.868663577257344,0.0,0.0,1.760191817468389,0.0,61.868663577257344,0.0,0.0,0.0,0.0,0.0,0.0,1.760191817468389,0.0,61.868663577257344,-1.8560599073177202,-10.960340262159484,8.767224409864133,0.0,0.0,0.0,0.0,0.0,0.0,1.8560599073177202,-10.960340262159484,8.767224409864133,0.0,0.0,0.2192068052431897,0.0003275782134678096,0.5480170131079742,0.000818945533669524,1.0960340262159485,0.001637891067339048,2.192068052431897,0.003275782134678096
20,FR_RL,0.03630036508191116,0.29615390043234396,0.16739926983617764,0.04716698267381399,0.2652014603276447,-0.11174593934213545,10.954007357215902,0.014626205416831795,3.379568289539307,0.0,123.58873079658743,0.0,61.794365398293714,61.794365398293714,0.0,0.0,1.6897841447696536,0.0,61.794365398293714,0.0,0.0,0.0,0.0,0.0,0.0,1.6897841447696536,0.0,61.794365398293714,-1.8538309619488114,-10.954007357215902,8.7525982044473,0.0,0.0,0.0,0.0,0.0,0.0,1.8538309619488114,-10.954007357215902,8.7525982044473,0.0,0.0,0.21908014714431803,0.0002925241083366359,0.5477003678607951,0.0007313102708415898,1.0954007357215902,0.0014626205416831796,2.1908014714431805,0.0029252410833663593
21,FR_RL,0.039648350478634714,0.2970972400858202,0.17270329904273055,0.044932063886971275,0.2545934019145389,-0.12167305726428981,10.949381022687355,0.0129108483644913,3.2443855579577345,0.0,123.46222556205824,0.0,61.73111278102912,61.73111278102912,0.0,0.0,1.6221927789788673,0.0,61.73111278102912,0.0,0.0,0.0,0.0,0.0,0.0,1.6221927789788673,0.0,61.73111278102912,-1.8519333834308735,-10.949381022687355,8.73968735608281,0.0,0.0,0.0,0.0,0.0,0.0,1.8519333834308735,-10.949381022687355,8.73968735608281,0.0,0.0,0.2189876204537471,0.000258216967289826,0.5474690511343677,0.000645542418224565,1.0949381022687354,0.00129108483644913,2.189876204537471,0.00258216967289826
22,FR_RL,0.043102416459489326,0.29799588136355964,0.17779516708102133,0.042498602741685466,0.2444096658379573,-0.12991203823793498,10.946420457090712,0.011242746779316803,3.114610135639425,0.0,123.3572329319187,0.0,61.67861646595935,61.67861646595935,0.0,0.0,1.5573050678197125,0.0,61.67861646595935,0.0,0.0,0.0,0.0,0.0,0.0,1.5573050678197125,0.0,61.67861646595935,-1.8503584939787805,-10.946420457090712,8.728444609303493,0.0,0.0,0.0,0.0,0.0,0.0,1.8503584939787805,-10.946420457090712,8.728444609303493,0.0,0.0,0.21892840914181425,0.00022485493558633608,0.5473210228545357,0.0005621373389658402,1.0946420457090713,0.0011242746779316804,2.1892840914181426,0.0022485493558633608
23,FR_RL,0.04665831980110975,0.29884585341839337,0.1826833603977805,0.03990036197692677,0.234633279204439,-0.1365185162755747,10.945072668061755,0.009630761618508288,2.9900257302138478,0.0,123.27304393969385,0.0,61.636521969846925,61.636521969846925,0.0,0.0,1.4950128651069239,0.0,61.636521969846925,0.0,0.0,0.0,0.0,0.0,0.0,1.4950128651069239,0.0,61.636521969846925,-1.8490956590954077,-10.945072668061755,8.718813847684984,0.0,0.0,0.0,0.0,0.0,0.0,1.8490956590954077,-10.945072668061755,8.718813847684984,0.0,0.0,0.2189014533612351,0.00019261523237016576,0.5472536334030877,0.0004815380809254144,1.0945072668061755,0.0009630761618508288,2.189014533612351,0.0019261523237016577
24,FR_RL,0.05031198700906536,0.2996438606579319,0.18737602598186928,0.03716999165141529,0.22524794803626141,-0.14155717976429968,10.945273846134981,0.008082710177411911,2.8704247010052937,0.0,123.20883423539162,0.0,61.60441711769581,61.60441711769581,0.0,0.0,1.4352123505026468,0.0,61.60441711769581,0.0,0.0,0.0,0.0,0.0,0.0,1.4352123505026468,0.0,61.60441711769581,-1.8481325135308742,-10.945273846134981,8.710731137507572,0.0,0.0,0.0,0.0,0.0,0.0,1.8481325135308742,-10.945273846134981,8.710731137507572,0.0,0.0,0.21890547692269963,0.00016165420354823822,0.5472636923067491,0.0004041355088705956,1.0945273846134982,0.0008082710177411912,2.1890547692269964,0.0016165420354823823
25,FR_RL,0.05405950752870275,0.3003872604909602,0.1918809849425945,0.03433884805612929,0.21623803011481096,-0.1451006020437215,10.94695072326419,0.006605376964495591,2.755607712965082,0.0,123.16367898791604,0.0,61.58183949395802,61.58183949395802,0.0,0.0,1.377803856482541,0.0,61.58183949395802,0.0,0.0,0.0,0.0,0.0,0.0,1.377803856482541,0.0,61.58183949395802,-1.8474551848187406,-10.94695072326419,8.704125760543077,0.0,0.0,0.0,0.0,0.0,0.0,1.8474551848187406,-10.94695072326419,8.704125760543077,0.0,0.0,0.2189390144652838,0.00013210753928991181,0.5473475361632095,0.0003302688482247796,1.094695072326419,0.0006605376964495592,2.189390144652838,0.0013210753928991183
26,FR_RL,0.05789712722755464,0.3010740374520828,0.19620574554489073,0.03143683601525487,0.20758850891021852,-0.14722809310267523,10.950021906429658,0.005204532124805539,2.6453834044464783,0.0,123.13656751835536,0.0,61.56828375917768,61.56828375917768,0.0,0.0,1.3226917022232392,0.0,61.56828375917768,0.0,0.0,0.0,0.0,0.0,0.0,1.3226917022232392,0.0,61.56828375917768,-1.8470485127753304,-10.950021906429658,8.698921228418271,0.0,0.0,0.0,0.0,0.0,0.0,1.8470485127753304,-10.950021906429658,8.698921228418271,0.0,0.0,0.21900043812859316,0.00010409064249611077,0.547501095321483,0.00026022660624027696,1.095002190642966,0.0005204532124805539,2.190004381285932,0.0010409064249611078
27,FR_RL,0.061821242138452456,0.3017027741723879,0.2003575157230951,0.028492274153201352,0.19928496855380978,-0.1480245800605634,10.954399177567629,0.004377271137970595,2.5395680682686192,0.0,123.12641756645623,0.0,61.56320878322811,61.56320878322811,0.0,0.0,1.2697840341343096,0.0,61.56320878322811,0.0,0.0,0.0,0.0,0.0,0.0,1.2697840341343096,0.0,61.56320878322811,-1.8468962634968433,-10.954399177567629,8.695036271699996,0.0,0.0,0.0,0.0,0.0,0.0,1.8468962634968433,-10.954399177567629,8.695036271699996,0.0,0.0,0.2190879835513526,8.754542275941191e-05,0.5477199588783814,0.00021886355689852978,1.0954399177567629,0.00043772711379705956,2.1908798355135257,0.0008754542275941191
28,FR_RL,0.06582839245291436,0.30227261965545194,0.2043432150941713,0.0255317825519901,0.19131356981165737,-0.1475795233169993,10.9599887519537,0.005589574386071661,2.4379853455378746,0.0,123.13208910256216,0.0,61.56604455128108,61.56604455128108,0.0,0.0,1.2189926727689373,0.0,61.56604455128108,0.0,0.0,0.0,0.0,0.0,0.0,1.2189926727689373,0.0,61.56604455128108,-1.8469813365384324,-10.9599887519537,8.692385797545489,0.0,0.0,0.0,0.0,0.0,0.0,1.8469813365384324,-10.9599887519537,8.692385797545489,0.0,0.0,0.219199775039074,0.00011179148772143321,0.547999437597685,0.00027947871930358306,1.09599887519537,0.0005589574386071661,2.19199775039074,0.0011179148772143322
29,FR_RL,0.06991525675479779,0.30278325530649175,0.20816948649040445,0.022580192085650118,0.18366102701919107,-0.1459858744724357,10.966692488066498,0.006703736112797287,2.340465931716359,0.0,123.15239760724796,0.0,61.57619880362398,61.57619880362398,0.0,0.0,1.1702329658581796,0.0,61.57619880362398,0.0,0.0,0.0,0.0,0.0,0.0,1.1702329658581796,0.0,61.57619880362398,-1.8472859641087194,-10.966692488066498,8.69088181045885,0.0,0.0,0.0,0.0,0.0,0.0,1.8472859641087194,-10.966692488066498,8.69088181045885,0.0,0.0,0.21933384976132997,0.00013407472225594576,0.5483346244033249,0.0003351868056398644,1.0966692488066498,0.0006703736112797288,2.1933384976132997,0.0013407472225594576
30,FR_RL,0.07407864648460588,0.30323485914820475,0.21184270703078828,0.019660474596201412,0.17631458593842342,-0.14333908134890086,10.974409042844073,0.0077165547775752685,2.2468472944477047,0.0,123.18612675073842,0.0,61.59306337536921,61.59306337536921,0.0,0.0,1.1234236472238524,0.0,61.59306337536921,0.0,0.0,0.0,0.0,0.0,0.0,1.1234236472238524,0.0,61.59306337536921,-1.8477919012610764,-10.974409042844073,8.690434291385122,0.0,0.0,0.0,0.0,0.0,0.0,1.8477919012610764,-10.974409042844073,8.690434291385122,0.0,0.0,0.21948818085688146,0.00015433109555150538,0.5487204521422037,0.00038582773887876345,1.0974409042844073,0.0007716554777575269,2.1948818085688147,0.0015433109555150538
31,FR_RL,0.07831550062522165,0.30362806864012876,0.21536899874955676,0.01679369296922341,0.16926200250088647,-0.139736144679469,10.983034967116758,0.008625924272685381,2.1569734026697964,0.0,123.23204041389165,0.0,61.61602020694583,61.61602020694583,0.0,0.0,1.0784867013348982,0.0,61.61602020694583,0.0,0.0,0.0,0.0,0.0,0.0,1.0784867013348982,0.0,61.61602020694583,-1.8484806062083747,-10.983034967116758,8.690952031052511,0.0,0.0,0.0,0.0,0.0,0.0,1.8484806062083747,-10.983034967116758,8.690952031052511,0.0,0.0,0.21966069934233518,0.00017251848545370762,0.5491517483558379,0.0004312962136342691,1.0983034967116758,0.0008625924272685382,2.1966069934233516,0.0017251848545370763
32,FR_RL,0.08262288060021278,0.30396394249951325,0.21875423879957448,0.013998970075634021,0.16249152240085102,-0.13527473029280132,10.992465736850653,0.00943076973389445,2.0706944665630047,0.0,123.28889400198672,0.0,61.64444700099336,61.64444700099336,0.0,0.0,1.0353472332815024,0.0,61.64444700099336,0.0,0.0,0.0,0.0,0.0,0.0,1.0353472332815024,0.0,61.64444700099336,-1.8493334100298007,-10.992465736850653,8.69234341413596,0.0,0.0,0.0,0.0,0.0,0.0,1.8493334100298007,-10.992465736850653,8.69234341413596,0.0,0.0,0.21984931473701305,0.00018861539467788903,0.5496232868425327,0.0004715384866947226,1.0992465736850654,0.0009430769733894452,2.198493147370131,0.0018861539467788903
33,FR_RL,0.08699796537620427,0.30424392190102595,0.2220040692475915,0.011293475469777997,0.15599186150481698,-0.1300523398996312,11.002596716660047,0.010130979809394702,1.9878666879004845,0.0,123.35544501172303,0.0,61.67772250586152,61.67772250586152,0.0,0.0,0.9939333439502422,0.0,61.67772250586152,0.0,0.0,0.0,0.0,0.0,0.0,0.9939333439502422,0.0,61.67772250586152,-1.8503316751758454,-11.002596716660047,8.694517151457628,0.0,0.0,0.0,0.0,0.0,0.0,1.8503316751758454,-11.002596716660047,8.694517151457628,0.0,0.0,0.22005193433320094,0.00020261959618789405,0.5501298358330023,0.0005065489904697351,1.1002596716660047,0.0010130979809394702,2.2005193433320094,0.0020261959618789404
34,FR_RL,0.0914380467611561,0.3044697914104215,0.22512390647768785,0.008692428671785372,0.14975218704462429,-0.1241655428955721,11.013324052840588,0.010727336180540448,1.908352020384465,0.0,123.43046282066457,0.0,61.71523141033229,61.71523141033229,0.0,0.0,0.9541760101922325,0.0,61.71523141033229,0.0,0.0,0.0,0.0,0.0,0.0,0.9541760101922325,0.0,61.71523141033229,-1.8514569423099685,-11.013324052840588,8.697382958058055,0.0,0.0,0.0,0.0,0.0,0.0,1.8514569423099685,-11.013324052840588,8.697382958058055,0.0,0.0,0.22026648105681176,0.00021454672361080897,0.5506662026420294,0.0005363668090270224,1.1013324052840587,0.0010727336180540448,2.2026648105681175,0.0021454672361080895
35,FR_RL,0.09594052489070987,0.30464363998385724,0.22811895021858034,0.006209117813873939,0.1437620995628393,-0.11770927093264077,11.024545493933273,0.01122144109268497,1.8320179395690863,0.0,123.51273767679697,0.0,61.75636883839849,61.75636883839849,0.0,0.0,0.9160089697845432,0.0,61.75636883839849,0.0,0.0,0.0,0.0,0.0,0.0,0.9160089697845432,0.0,61.75636883839849,-1.8526910651519546,-11.024545493933273,8.700852175562861,0.0,0.0,0.0,0.0,0.0,0.0,1.8526910651519546,-11.024545493933273,8.700852175562861,0.0,0.0,0.22049090987866546,0.0002244288218536994,0.5512272746966637,0.0005610720546342485,1.1024545493933273,0.001122144109268497,2.2049090987866546,0.002244288218536994
36,FR_RL,0.10050290389508147,0.3047678223401347,0.23099419220983713,0.0038549323952211134,0.1380116155803257,-0.11077617638357908,11.036161137549298,0.011615643616025295,1.7587372219863227,0.0,123.6010888738735,0.0,61.80054443693675,61.80054443693675,0.0,0.0,0.8793686109931613,0.0,61.80054443693675,0.0,0.0,0.0,0.0,0.0,0.0,0.8793686109931613,0.0,61.80054443693675,-1.8540163331081023,-11.036161137549298,8.704838337830735,0.0,0.0,0.0,0.0,0.0,0.0,1.8540163331081023,-11.036161137549298,8.704838337830735,0.0,0.0,0.22072322275098596,0.0002323128723205059,0.5518080568774649,0.0005807821808012648,1.1036161137549299,0.0011615643616025295,2.2072322275098597,0.002323128723205059
