step,contact_mode,px,pz,vx,vz,desired_ax,desired_az,max_tau_candidate_abs,max_tau_candidate_delta_abs,sum_fx,sum_fy,sum_fz,max_swing_force_norm,min_stance_fz,max_stance_fz,max_friction_violation,max_normal_force_violation,force_FR_fx,force_FR_fy,force_FR_fz,force_FL_fx,force_FL_fy,force_FL_fz,force_RR_fx,force_RR_fy,force_RR_fz,force_RL_fx,force_RL_fy,force_RL_fz,tau_candidate_00,tau_candidate_01,tau_candidate_02,tau_candidate_03,tau_candidate_04,tau_candidate_05,tau_candidate_06,tau_candidate_07,tau_candidate_08,tau_candidate_09,tau_candidate_10,tau_candidate_11,max_tau_scaled_abs_alpha_0p0,max_tau_scaled_delta_abs_alpha_0p0,max_tau_scaled_abs_alpha_0p02,max_tau_scaled_delta_abs_alpha_0p02,max_tau_scaled_abs_alpha_0p05,max_tau_scaled_delta_abs_alpha_0p05,max_tau_scaled_abs_alpha_0p1,max_tau_scaled_delta_abs_alpha_0p1,max_tau_scaled_abs_alpha_0p2,max_tau_scaled_delta_abs_alpha_0p2
167,FR_RL,0.8521642053022969,0.29997135786538254,0.29967158939540606,0.0001889090464779623,0.0006568212091878634,-0.00018279349356281995,11.250519706275615,7.044692543800579e-05,0.008370135397164618,0.0,125.01042458939413,0.0,62.50521229469707,62.50521229469707,0.0,0.0,0.004185067698582309,0.0,62.50521229469707,0.0,0.0,0.0,0.0,0.0,0.0,0.004185067698582309,0.0,62.50521229469707,-1.8751563688409119,-11.250519706275615,8.750980825319505,0.0,0.0,0.0,0.0,0.0,0.0,1.8751563688409119,-11.250519706275615,8.750980825319505,0.0,0.0,0.2250103941255123,1.4089385087601158e-06,0.5625259853137807,3.5223462719002897e-06,1.1250519706275615,7.044692543800579e-06,2.250103941255123,1.4089385087601159e-05
168,FR_RL,0.858157637090205,0.2999751360463121,0.2996847258195898,0.00018525317660670265,0.0006305483608203266,-0.0002437336326689603,11.250466553935226,6.440508228422459e-05,0.008035329981277749,0.0,125.00964800482545,0.0,62.504824002412725,62.504824002412725,0.0,0.0,0.0040176649906388745,0.0,62.504824002412725,0.0,0.0,0.0,0.0,0.0,0.0,0.0040176649906388745,0.0,62.504824002412725,-1.8751447200723816,-11.250466553935226,8.750916420237221,0.0,0.0,0.0,0.0,0.0,0.0,1.8751447200723816,-11.250466553935226,8.750916420237221,0.0,0.0,0.22500933107870452,1.288101645684492e-06,0.5625233276967613,3.22025411421123e-06,1.1250466553935226,6.44050822842246e-06,2.250093310787045,1.288101645684492e-05
169,FR_RL,0.8641513316065967,0.29997884110984424,0.2996973367868062,0.00018037850395333048,0.0006053264263875535,-0.0002983362126983617,11.250420000568537,5.834997226195071e-05,0.007713916782027149,0.0,125.00895218230711,0.0,62.504476091153556,62.504476091153556,0.0,0.0,0.0038569583910135746,0.0,62.504476091153556,0.0,0.0,0.0,0.0,0.0,0.0,0.0038569583910135746,0.0,62.504476091153556,-1.8751342827346067,-11.250420000568537,8.75085807026496,0.0,0.0,0.0,0.0,0.0,0.0,1.8751342827346067,-11.250420000568537,8.75085807026496,0.0,0.0,0.22500840001137076,1.1669994452390143e-06,0.5625210000284269,2.917498613097536e-06,1.1250420000568537,5.834997226195072e-06,2.2500840001137075,1.1669994452390143e-05
170,FR_RL,0.8701452783423329,0.2999824486799233,0.29970944331533395,0.00017441177969937865,0.0005811133693320869,-0.00034662071726367636,11.250380050614108,5.232831302315333e-05,0.007405360110746516,0.0,125.00833687355163,0.0,62.504168436775814,62.504168436775814,0.0,0.0,0.003702680055373258,0.0,62.504168436775814,0.0,0.0,0.0,0.0,0.0,0.0,0.003702680055373258,0.0,62.504168436775814,-1.8751250531032744,-11.250380050614108,8.750805741951936,0.0,0.0,0.0,0.0,0.0,0.0,1.8751250531032744,-11.250380050614108,8.750805741951936,0.0,0.0,0.22500760101228218,1.0465662604630666e-06,0.5625190025307054,2.6164156511576665e-06,1.1250380050614108,5.232831302315333e-06,2.2500760101228217,1.0465662604630666e-05
171,FR_RL,0.8761394672086396,0.2999859369155173,0.2997210655827206,0.00016747936535412106,0.0005578688345587723,-0.00038865577176234003,11.250346651078114,4.638329807704622e-05,0.007109145706316259,0.0,125.00780120403812,0.0,62.50390060201906,62.50390060201906,0.0,0.0,0.0035545728531581294,0.0,62.50390060201906,0.0,0.0,0.0,0.0,0.0,0.0,0.0035545728531581294,0.0,62.50390060201906,-1.8751170180605716,-11.250346651078114,8.750759358653859,0.0,0.0,0.0,0.0,0.0,0.0,1.8751170180605716,-11.250346651078114,8.750759358653859,0.0,0.0,0.2250069330215623,9.276659615409245e-07,0.5625173325539058,2.3191649038523113e-06,1.1250346651078116,4.6383298077046225e-06,2.250069330215623,9.276659615409245e-06
172,FR_RL,0.882133888520294,0.29998928650282436,0.29973222295941176,0.00015970624991885768,0.0005355540811764481,-0.0004245550561628402,11.250319696264853,4.055450070694633e-05,0.006824779878063948,0.0,125.00734372509729,0.0,62.50367186254864,62.50367186254864,0.0,0.0,0.003412389939031974,0.0,62.50367186254864,0.0,0.0,0.0,0.0,0.0,0.0,0.003412389939031974,0.0,62.50367186254864,-1.8751101558764591,-11.250319696264853,8.750718804153152,0.0,0.0,0.0,0.0,0.0,0.0,1.8751101558764591,-11.250319696264853,8.750718804153152,0.0,0.0,0.22500639392529706,8.110900141389266e-07,0.5625159848132427,2.0277250353473165e-06,1.1250319696264854,4.055450070694633e-06,2.250063939252971,8.110900141389266e-06
173,FR_RL,0.8881285329794821,0.29999248062782274,0.2997429340410353,0.00015121514879558857,0.0005141319179293724,-0.0004544731516374572,11.2502990325814,3.487781390276723e-05,0.006551788682941164,0.0,125.00696246683941,0.0,62.503481233419706,62.503481233419706,0.0,0.0,0.003275894341470582,0.0,62.503481233419706,0.0,0.0,0.0,0.0,0.0,0.0,0.003275894341470582,0.0,62.503481233419706,-1.875104437002591,-11.2502990325814,8.75068392633925,0.0,0.0,0.0,0.0,0.0,0.0,1.875104437002591,-11.2502990325814,8.75068392633925,0.0,0.0,0.22500598065162802,6.975562780553446e-07,0.5625149516290701,1.7438906951383615e-06,1.1250299032581401,3.487781390276723e-06,2.2500598065162802,6.975562780553446e-06
174,FR_RL,0.8941233916603029,0.29999550493079863,0.29975321667939386,0.0001421256857628232,0.0004935666412122508,-0.00047860135902409056,11.250284463372944,2.9385424280548023e-05,0.006289717135624196,0.0,125.00665499144141,0.0,62.503327495720704,62.503327495720704,0.0,0.0,0.003144858567812098,0.0,62.503327495720704,0.0,0.0,0.0,0.0,0.0,0.0,0.003144858567812098,0.0,62.503327495720704,-1.875099824871621,-11.250284463372944,8.750654540914969,0.0,0.0,0.0,0.0,0.0,0.0,1.875099824871621,-11.250284463372944,8.750654540914969,0.0,0.0,0.2250056892674589,5.877084856109605e-07,0.5625142231686472,1.4692712140274011e-06,1.1250284463372944,2.9385424280548023e-06,2.2500568926745887,5.8770848561096045e-06
175,FR_RL,0.9001184559938907,0.29999834744451387,0.2997630880122181,0.000132553658582341,0.00047382397556372524,-0.00049716352460696,11.250275753748136,2.4105817624686665e-05,0.006038128450198776,0.0,125.00641844634053,0.0,62.503209223170266,62.503209223170266,0.0,0.0,0.003019064225099388,0.0,62.503209223170266,0.0,0.0,0.0,0.0,0.0,0.0,0.003019064225099388,0.0,62.503209223170266,-1.8750962766951078,-11.250275753748136,8.750630435097344,0.0,0.0,0.0,0.0,0.0,0.0,1.8750962766951078,-11.250275753748136,8.750630435097344,0.0,0.0,0.22500551507496272,4.821163524937333e-07,0.5625137876874068,1.2052908812343333e-06,1.1250275753748136,2.4105817624686667e-06,2.250055150749627,4.821163524937333e-06
176,FR_RL,0.9061137177541351,0.3000009985176855,0.2997725644917294,0.00012261038809021117,0.00045487101654118067,-0.0005104119060715523,11.250272635356845,1.9063813846642574e-05,0.005796603312190882,0.0,125.00624961691616,0.0,62.50312480845808,62.50312480845808,0.0,0.0,0.002898301656095441,0.0,62.50312480845808,0.0,0.0,0.0,0.0,0.0,0.0,0.002898301656095441,0.0,62.50312480845808,-1.8750937442537423,-11.250272635356845,8.750611371283497,0.0,0.0,0.0,0.0,0.0,0.0,1.8750937442537423,-11.250272635356845,8.750611371283497,0.0,0.0,0.2250054527071369,3.812762769328515e-07,0.5625136317678423,9.531906923321288e-07,1.1250272635356846,1.9063813846642575e-06,2.250054527071369,3.812762769328515e-06
177,FR_RL,0.9121091690439697,0.3000034507254473,0.29978166191206024,0.00011240214996876816,0.00043667617587950236,-0.000518623108821658,11.250274811085768,1.4280628853668986e-05,0.00556473917970285,0.0,125.00614497827505,0.0,62.50307248913752,62.50307248913752,0.0,0.0,0.002782369589851425,0.0,62.50307248913752,0.0,0.0,0.0,0.0,0.0,0.0,0.002782369589851425,0.0,62.50307248913752,-1.8750921746741256,-11.250274811085768,8.750597090654644,0.0,0.0,0.0,0.0,0.0,0.0,1.8750921746741256,-11.250274811085768,8.750597090654644,0.0,0.0,0.22500549622171537,2.8561257707337974e-07,0.5625137405542885,7.140314426834494e-07,1.125027481108577,1.4280628853668988e-06,2.250054962217154,2.8561257707337975e-06
178,FR_RL,0.9181048022822109,0.3000056987684467,0.29979039543557784,0.00010202968779234808,0.00041920912884430006,-0.0005220941201032642,11.25028195964046,9.773960977454976e-06,0.005342149612514453,0.0,125.00610074578987,0.0,62.50305037289493,62.50305037289493,0.0,0.0,0.0026710748062572266,0.0,62.50305037289493,0.0,0.0,0.0,0.0,0.0,0.0,0.0026710748062572266,0.0,62.50305037289493,-1.8750915111868478,-11.25028195964046,8.750587316693666,0.0,0.0,0.0,0.0,0.0,0.0,1.8750915111868478,-11.25028195964046,8.750587316693666,0.0,0.0,0.22500563919280922,1.9547921954909954e-07,0.562514097982023,4.886980488727489e-07,1.125028195964046,9.773960977454977e-07,2.250056391928092,1.9547921954909954e-06
179,FR_RL,0.9241006101909225,0.30000773936220254,0.2997987796181547,9.15878053902712e-05,0.00040244076369055914,-0.0005211384656121315,11.250293739985558,1.1780345097633926e-05,0.0051284636280142714,0.0,125.00611292407733,0.0,62.503056462038664,62.503056462038664,0.0,0.0,0.0025642318140071357,0.0,62.503056462038664,0.0,0.0,0.0,0.0,0.0,0.0,0.0025642318140071357,0.0,62.503056462038664,-1.87509169386116,-11.250293739985558,8.750581758594253,0.0,0.0,0.0,0.0,0.0,0.0,1.87509169386116,-11.250293739985558,8.750581758594253,0.0,0.0,0.22500587479971118,2.3560690195267853e-07,0.562514686999278,5.890172548816964e-07,1.125029373998556,1.1780345097633928e-06,2.250058747997112,2.3560690195267856e-06
180,FR_RL,0.9300965857832856,0.30000957111831034,0.29980682843342854,8.116503607804291e-05,0.0003863431331428968,-0.0005160825105191219,11.250309795618046,1.605563248752162e-05,0.004923325082893191,0.0,125.00617735413546,0.0,62.50308867706773,62.50308867706773,0.0,0.0,0.0024616625414465953,0.0,62.50308867706773,0.0,0.0,0.0,0.0,0.0,0.0,0.0024616625414465953,0.0,62.50308867706773,-1.875092660312032,-11.250309795618046,8.75058011454197,0.0,0.0,0.0,0.0,0.0,0.0,1.875092660312032,-11.250309795618046,8.75058011454197,0.0,0.0,0.22500619591236093,3.211126497504324e-07,0.5625154897809023,8.02781624376081e-07,1.1250309795618045,1.605563248752162e-06,2.250061959123609,3.211126497504324e-06
181,FR_RL,0.9360927223519542,0.3000111944190319,0.2998145552960914,7.084338586767089e-05,0.0003708894078171543,-0.0005072619241089321,11.25032975865169,1.9963033643932704e-05,0.004726392079577124,0.0,125.0062897583963,0.0,62.50314487919815,62.50314487919815,0.0,0.0,0.002363196039788562,0.0,62.50314487919815,0.0,0.0,0.0,0.0,0.0,0.0,0.002363196039788562,0.0,62.50314487919815,-1.8750943463759446,-11.25032975865169,8.75058207485013,0.0,0.0,0.0,0.0,0.0,0.0,1.8750943463759446,-11.25032975865169,8.75058207485013,0.0,0.0,0.22500659517303379,3.992606728786541e-07,0.5625164879325845,9.981516821966352e-07,1.125032975865169,1.9963033643932704e-06,2.250065951730338,3.992606728786541e-06
182,FR_RL,0.942089013457876,0.3000126112867493,0.29982197308424774,6.0698147385475495e-05,0.0003560538315044992,-0.0004950183245276357,11.25035325369367,2.3495041979515463e-05,0.004537336396394435,0.0,125.0064457834832,0.0,62.5032228917416,62.5032228917416,0.0,0.0,0.0022686681981972175,0.0,62.5032228917416,0.0,0.0,0.0,0.0,0.0,0.0,0.0022686681981972175,0.0,62.5032228917416,-1.875096686752248,-11.25035325369367,8.750587324935717,0.0,0.0,0.0,0.0,0.0,0.0,1.875096686752248,-11.25035325369367,8.750587324935717,0.0,0.0,0.22500706507387339,4.699008395903093e-07,0.5625176626846835,1.1747520989757733e-06,1.125035325369367,2.3495041979515466e-06,2.250070650738734,4.699008395903093e-06
183,FR_RL,0.9480854529195609,0.300013825249697,0.29982909416087783,5.0797780894906025e-05,0.00034181167824431924,-0.00047969611751978725,11.250379901497613,2.6647803943902204e-05,0.004355842940538658,0.0,125.006641040496,0.0,62.503320520248,62.503320520248,0.0,0.0,0.002177921470269329,0.0,62.503320520248,0.0,0.0,0.0,0.0,0.0,0.0,0.002177921470269329,0.0,62.503320520248,-1.87509961560744,-11.250379901497613,8.750595548122938,0.0,0.0,0.0,0.0,0.0,0.0,1.87509961560744,-11.250379901497613,8.750595548122938,0.0,0.0,0.22500759802995227,5.329560788780441e-07,0.5625189950748807,1.3323901971951103e-06,1.1250379901497614,2.6647803943902206e-06,2.2500759802995227,5.329560788780441e-06
184,FR_RL,0.9540820348027785,0.3000148412053149,0.29983593039444273,4.1203858544515556e-05,0.0003281392111145198,-0.00046163954047645007,11.250409322380044,2.9420882430741813e-05,0.004181609222916772,0.0,125.00687114267988,0.0,62.50343557133994,62.50343557133994,0.0,0.0,0.002090804611458386,0.0,62.50343557133994,0.0,0.0,0.0,0.0,0.0,0.0,0.002090804611458386,0.0,62.50343557133994,-1.8751030671401983,-11.250409322380044,8.75060642826428,0.0,0.0,0.0,0.0,0.0,0.0,1.8751030671401983,-11.250409322380044,8.75060642826428,0.0,0.0,0.22500818644760087,5.884176486148362e-07,0.5625204661190022,1.4710441215370907e-06,1.1250409322380044,2.9420882430741814e-06,2.2500818644760088,5.884176486148363e-06
185,FR_RL,0.9600787534106674,0.3000156652824858,0.299842493178665,3.197106773497424e-05,0.0003150136426699479,-0.0004411899206561082,11.25044113939016,3.181701011634175e-05,0.004014344854000214,0.0,125.00713174036512,0.0,62.50356587018256,62.50356587018256,0.0,0.0,0.002007172427000107,0.0,62.50356587018256,0.0,0.0,0.0,0.0,0.0,0.0,0.002007172427000107,0.0,62.50356587018256,-1.8751069761054768,-11.25044113939016,8.75061965217118,0.0,0.0,0.0,0.0,0.0,0.0,1.8751069761054768,-11.25044113939016,8.75061965217118,0.0,0.0,0.2250088227878032,6.36340202326835e-07,0.5625220569695081,1.5908505058170876e-06,1.1250441139390162,3.181701011634175e-06,2.2500882278780323,6.36340202326835e-06
186,FR_RL,0.9660756032742407,0.3000163047038405,0.29984879345151844,2.3147269321863036e-05,0.0003024130969631056,-0.0004186831540976205,11.250474981225471,3.384183531096596e-05,0.0038537710598396395,0.0,125.00741855309406,0.0,62.50370927654703,62.50370927654703,0.0,0.0,0.0019268855299198198,0.0,62.50370927654703,0.0,0.0,0.0,0.0,0.0,0.0,0.0019268855299198198,0.0,62.50370927654703,-1.8751112782964108,-11.250474981225471,8.75063491184838,0.0,0.0,0.0,0.0,0.0,0.0,1.8751112782964108,-11.250474981225471,8.75063491184838,0.0,0.0,0.22500949962450942,6.768367062193193e-07,0.5625237490612736,1.6920917655482981e-06,1.1250474981225471,3.3841835310965963e-06,2.2500949962450942,6.7683670621931926e-06
187,FR_RL,0.972072579143271,0.3000167676492269,0.2998548417134577,1.4773606239894406e-05,0.00029031657308453696,-0.00039444740949803935,11.25051048488849,3.5503663019298415e-05,0.003699620217445488,0.0,125.0077273988818,0.0,62.5038636994409,62.5038636994409,0.0,0.0,0.001849810108722744,0.0,62.5038636994409,0.0,0.0,0.0,0.0,0.0,0.0,0.001849810108722744,0.0,62.5038636994409,-1.875115910983227,-11.25051048488849,8.750651906528251,0.0,0.0,0.0,0.0,0.0,0.0,1.875115910983227,-11.25051048488849,8.750651906528251,0.0,0.0,0.2250102096977698,7.100732603859683e-07,0.5625255242444246,1.775183150964921e-06,1.1250510484888492,3.550366301929842e-06,2.2501020969776984,7.100732603859684e-06
188,FR_RL,0.9780696759775402,0.30001706312135173,0.2998606480449194,6.884658049936406e-06,0.0002787039101611599,-0.0003688010592346619,11.25054729808192,3.68131934287419e-05,0.003551635408747725,0.0,125.00805422058174,0.0,62.50402711029087,62.50402711029087,0.0,0.0,0.0017758177043738625,0.0,62.50402711029087,0.0,0.0,0.0,0.0,0.0,0.0,0.0017758177043738625,0.0,62.50402711029087,-1.875120813308726,-11.25054729808192,8.750670344502986,0.0,0.0,0.0,0.0,0.0,0.0,1.875120813308726,-11.25054729808192,8.750670344502986,0.0,0.0,0.2250109459616384,7.362638685748379e-07,0.5625273649040959,1.840659671437095e-06,1.1250547298081919,3.68131934287419e-06,2.2501094596163838,7.36263868574838e-06
189,FR_RL,0.9840668889384386,0.3000172008145127,0.29986622212312264,-4.913631347609731e-07,0.0002675557537547002,-0.0003420508377155568,11.2505850813423,3.7783260379953276e-05,0.003409569992397646,0.0,125.00839510935465,0.0,62.504197554677326,62.504197554677326,0.0,0.0,0.001704784996198823,0.0,62.504197554677326,0.0,0.0,0.0,0.0,0.0,0.0,0.001704784996198823,0.0,62.504197554677326,-1.8751259266403197,-11.2505850813423,8.750689944754598,0.0,0.0,0.0,0.0,0.0,0.0,1.8751259266403197,-11.2505850813423,8.750689944754598,0.0,0.0,0.225011701626846,7.556652075990656e-07,0.562529254067115,1.889163018997664e-06,1.12505850813423,3.778326037995328e-06,2.25011701626846,7.556652075990656e-06
190,FR_RL,0.9900642133809011,0.30001719098725005,0.29987157323819774,-7.3323798890830004e-06,0.0002568535236044944,-0.0003144902254448628,11.25062350991386,3.842857156044488e-05,0.003273187192701514,0.0,125.00874632526106,0.0,62.50437316263053,62.50437316263053,0.0,0.0,0.001636593596350757,0.0,62.50437316263053,0.0,0.0,0.0,0.0,0.0,0.0,0.001636593596350757,0.0,62.50437316263053,-1.8751311948789158,-11.25062350991386,8.750710438384056,0.0,0.0,0.0,0.0,0.0,0.0,1.8751311948789158,-11.25062350991386,8.750710438384056,0.0,0.0,0.2250124701982772,7.685714312088977e-07,0.562531175495693,1.921428578022244e-06,1.125062350991386,3.842857156044488e-06,2.250124701982772,7.685714312088976e-06
191,FR_RL,0.9960616448456651,0.30001704433965226,0.29987671030866986,-1.3622184397992924e-05,0.00024657938266026136,-0.0002863980554534756,11.250662275366563,3.876545270387055e-05,0.0031422597049927743,0.0,125.00910431502014,0.0,62.50455215751007,62.50455215751007,0.0,0.0,0.0015711298524963872,0.0,62.50455215751007,0.0,0.0,0.0,0.0,0.0,0.0,0.0015711298524963872,0.0,62.50455215751007,-1.875136564725302,-11.250662275366563,8.75073156984256,0.0,0.0,0.0,0.0,0.0,0.0,1.875136564725302,-11.250662275366563,8.75073156984256,0.0,0.0,0.22501324550733126,7.75309054077411e-07,0.5625331137683282,1.9382726351935276e-06,1.1250662275366563,3.876545270387055e-06,2.2501324550733126,7.75309054077411e-06
192,FR_RL,1.0020591790518385,0.3000167718959643,0.29988164189632305,-1.9350145507045082e-05,0.000236716207353882,-0.00025803733725840493,11.250701086963833,3.8811597269372555e-05,0.0030165693167934597,0.0,125.00946572699637,0.0,62.504732863498184,62.504732863498184,0.0,0.0,0.0015082846583967299,0.0,62.504732863498184,0.0,0.0,0.0,0.0,0.0,0.0,0.0015082846583967299,0.0,62.504732863498184,-1.8751419859049454,-11.250701086963833,8.75075309796925,0.0,0.0,0.0,0.0,0.0,0.0,1.8751419859049454,-11.250701086963833,8.75075309796925,0.0,0.0,0.22501402173927665,7.762319453874511e-07,0.5625350543481916,1.9405798634686278e-06,1.1250701086963832,3.8811597269372555e-06,2.2501402173927665,7.762319453874511e-06
193,FR_RL,1.008056811889765,0.30001638489305416,0.29988637622047015,-2.4510892252228157e-05,0.00022724755905967342,-0.0002296542920744188,11.250739672787288,3.8585823455505874e-05,0.0028959065441210422,0.0,125.00982742349439,0.0,62.50491371174719,62.50491371174719,0.0,0.0,0.0014479532720605211,0.0,62.50491371174719,0.0,0.0,0.0,0.0,0.0,0.0,0.0014479532720605211,0.0,62.50491371174719,-1.8751474113524158,-11.250739672787288,8.750774796840933,0.0,0.0,0.0,0.0,0.0,0.0,1.8751474113524158,-11.250739672787288,8.750774796840933,0.0,0.0,0.22501479345574577,7.717164691101175e-07,0.5625369836393644,1.929291172775294e-06,1.1250739672787289,3.858582345550588e-06,2.2501479345574578,7.717164691101176e-06
194,FR_RL,1.0140545394141744,0.3000158946752091,0.29989092117165134,-2.910397809370593e-05,0.00021815765669730425,-0.00020147759180771886,11.25077778062697,3.8107839682055555e-05,0.002780070282356427,0.0,125.01018649045655,0.0,62.505093245228274,62.505093245228274,0.0,0.0,0.0013900351411782134,0.0,62.505093245228274,0.0,0.0,0.0,0.0,0.0,0.0,0.0013900351411782134,0.0,62.505093245228274,-1.875152797356848,-11.25077778062697,8.75079645644043,0.0,0.0,0.0,0.0,0.0,0.0,1.875152797356848,-11.25077778062697,8.75079645644043,0.0,0.0,0.22501555561253941,7.621567936411111e-07,0.5625388890313485,1.9053919841027779e-06,1.125077778062697,3.8107839682055557e-06,2.250155556125394,7.621567936411111e-06
195,FR_RL,1.0200523578376075,0.30001531259564723,0.2998952843247853,-3.313352992987475e-05,0.00020943135042938987,-0.00017371779322536697,11.25081517864709,3.7398020118928343e-05,0.0026688674710618867,0.0,125.0105402446738,0.0,62.5052701223369,62.5052701223369,0.0,0.0,0.0013344337355309433,0.0,62.5052701223369,0.0,0.0,0.0,0.0,0.0,0.0,0.0013344337355309433,0.0,62.5052701223369,-1.875158103670107,-11.25081517864709,8.7508178831513,0.0,0.0,0.0,0.0,0.0,0.0,1.875158103670107,-11.25081517864709,8.7508178831513,0.0,0.0,0.22501630357294178,7.479604023785669e-07,0.5625407589323544,1.8699010059464173e-06,1.125081517864709,3.7398020118928345e-06,2.250163035729418,7.479604023785669e-06
196,FR_RL,1.0260502635241031,0.3000146499250486,0.29989947295179387,-3.660788579439369e-05,0.00020105409641224536,-0.00014656695779495524,11.250851655838092,3.64771910028594e-05,0.0025621127722198073,0.0,125.01088623863004,0.0,62.50544311931502,62.50544311931502,0.0,0.0,0.0012810563861099036,0.0,62.50544311931502,0.0,0.0,0.0,0.0,0.0,0.0,0.0012810563861099036,0.0,62.50544311931502,-1.8751632935794504,-11.250851655838092,8.750838900087269,0.0,0.0,0.0,0.0,0.0,0.0,1.8751632935794504,-11.250851655838092,8.750838900087269,0.0,0.0,0.22501703311676186,7.29543820057188e-07,0.5625425827919046,1.82385955014297e-06,1.1250851655838092,3.64771910028594e-06,2.2501703311676184,7.29543820057188e-06
197,FR_RL,1.032048252983139,0.3000139177673327,0.29990349403372213,-3.953922495030084e-05,0.00019301193255572002,-0.00012019844685334295,11.250887022267047,3.5366428955185825e-05,0.0024596282613305624,0.0,125.01122226311237,0.0,62.505611131556186,62.505611131556186,0.0,0.0,0.0012298141306652812,0.0,62.505611131556186,0.0,0.0,0.0,0.0,0.0,0.0,0.0012298141306652812,0.0,62.505611131556186,-1.8751683339466856,-11.250887022267047,8.750859347265706,0.0,0.0,0.0,0.0,0.0,0.0,1.8751683339466856,-11.250887022267047,8.750859347265706,0.0,0.0,0.22501774044534095,7.073285791037165e-07,0.5625443511133524,1.7683214477592914e-06,1.1250887022267049,3.536642895518583e-06,2.2501774044534097,7.073285791037166e-06
198,FR_RL,1.0380463228638135,0.3000131269828337,0.29990735427237325,-4.1943193887353365e-05,0.0001852914552534779,-9.476688112525171e-05,11.250921109138893,3.4086871846028544e-05,0.00236124313087717,0.0,125.01154634772708,0.0,62.50577317386354,62.50577317386354,0.0,0.0,0.001180621565438585,0.0,62.50577317386354,0.0,0.0,0.0,0.0,0.0,0.0,0.001180621565438585,0.0,62.50577317386354,-1.875173195215906,-11.250921109138893,8.750879081634823,0.0,0.0,0.0,0.0,0.0,0.0,1.875173195215906,-11.250921109138893,8.750879081634823,0.0,0.0,0.22501842218277787,6.817374369205709e-07,0.5625460554569447,1.7043435923014273e-06,1.1250921109138894,3.4086871846028547e-06,2.2501842218277788,6.817374369205709e-06
199,FR_RL,1.044044469949261,0.30001228811895597,0.29991106010147833,-4.3838531509846196e-05,0.00017787979704331214,-7.040825308027803e-05,11.25095376868181,3.2659542917201634e-05,0.0022667934056417437,0.0,125.0118567594677,0.0,62.50592837973385,62.50592837973385,0.0,0.0,0.0011333967028208719,0.0,62.50592837973385,0.0,0.0,0.0,0.0,0.0,0.0,0.0011333967028208719,0.0,62.50592837973385,-1.8751778513920154,-11.25095376868181,8.750897976964911,0.0,0.0,0.0,0.0,0.0,0.0,1.8751778513920154,-11.25095376868181,8.750897976964911,0.0,0.0,0.22501907537363622,6.531908583440327e-07,0.5625476884340905,1.6329771458600818e-06,1.125095376868181,3.2659542917201636e-06,2.250190753736362,6.531908583440327e-06
200,FL_RR,1.0500426911512906,0.30001141134832576,0.2999146176974192,-4.52466965714511e-05,0.00017076460516163294,-4.72401802296724e-05,11.250984873870381,11.250984873870381,0.002176121669416753,0.0,125.01215199948726,0.0,62.50607599974363,62.50607599974363,0.0,0.0,0.0,0.0,0.0,0.0010880608347083765,0.0,62.50607599974363,0.0010880608347083765,0.0,62.50607599974363,0.0,0.0,0.0,0.0,0.0,0.0,1.8751822799923088,-11.250984873870381,8.75091592361419,-1.8751822799923088,-11.250984873870381,8.75091592361419,0.0,0.0,0.0,0.0,0.0,0.22501969747740763,0.22501969747740763,0.5625492436935191,0.5625492436935191,1.1250984873870382,1.1250984873870382,2.2501969747740764,2.2501969747740764
201,FL_RR,1.056040983505239,0.3000105064143943,0.2999180329895224,-4.61915001760478e-05,0.00016393402095515874,-2.5362287182166304e-05,11.251014318000523,2.9444130142053382e-05,0.0020890768026399697,0.0,125.01243079822952,0.0,62.50621539911476,62.50621539911476,0.0,0.0,0.0,0.0,0.0,0.0010445384013199849,0.0,62.50621539911476,0.0010445384013199849,0.0,62.50621539911476,0.0,0.0,0.0,0.0,0.0,0.0,1.8751864619734426,-11.251014318000523,8.750932828180146,-1.8751864619734426,-11.251014318000523,8.750932828180146,0.0,0.0,0.0,0.0,0.0,0.22502028636001048,5.888826028410677e-07,0.5625507159000261,1.4722065071026691e-06,1.1251014318000523,2.9444130142053383e-06,2.2502028636001046,5.8888260284106765e-06
202,FL_RR,1.0620393441650293,0.3000095825843908,0.2999213116699415,-4.6698745919696154e-05,0.00015737666011694795,-4.8567041376452135e-06,11.251042014130357,2.7696129833998384e-05,0.0020055137305343145,0.0,125.0126921090765,0.0,62.50634605453825,62.50634605453825,0.0,0.0,0.0,0.0,0.0,0.0010027568652671572,0.0,62.50634605453825,0.0010027568652671572,0.0,62.50634605453825,0.0,0.0,0.0,0.0,0.0,0.0,1.8751903816361475,-11.251042014130357,8.750948613047273,-1.8751903816361475,-11.251042014130357,8.750948613047273,0.0,0.0,0.0,0.0,0.0,0.22502084028260716,5.539225966799677e-07,0.5625521007065178,1.3848064916999192e-06,1.1251042014130357,2.7696129833998384e-06,2.2502084028260714,5.539225966799677e-06
