knot,time,mode,leg,active,fx,fy,fz,mu_fz_minus_abs_fx,mu_fz_minus_abs_fy,achieved_Fx,achieved_Fy,achieved_Fz,achieved_Mx,achieved_My,achieved_Mz,error_Fx,error_Fy,error_Fz,error_Mx,error_My,error_Mz,wrench_error_norm,knot_pass
4,0.2,trot_FL_RR,FL,1,-0.06256652149373215,0.0928179230213367,62.158661039353795,37.23263010211854,37.20237870059094,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
4,0.2,trot_FL_RR,RR,1,-0.06323703227197887,0.09387685372790425,62.854382861783485,37.64939268479811,37.61875286334218,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
4,0.2,trot_FL_RR,RL,0,-1.525982662569724e-14,5.7079656558436926e-15,-4.272583142602088e-12,-2.5788097121869495e-12,-2.569257851217096e-12,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
5,0.22,trot_FL_RR,FR,0,-1.491271766803454e-14,6.148094514189124e-15,-4.276016763441847e-12,-2.580522775733143e-12,-2.5717581525792975e-12,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
5,0.22,trot_FL_RR,FL,1,-0.06256652149373215,0.0928179230213367,62.158661039353795,37.23263010211854,37.20237870059094,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
5,0.22,trot_FL_RR,RR,1,-0.06323703227197887,0.09387685372790425,62.854382861783485,37.64939268479811,37.61875286334218,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
5,0.22,trot_FL_RR,RL,0,-1.525982662569724e-14,5.7079656558436926e-15,-4.272583142602088e-12,-2.5788097121869495e-12,-2.569257851217096e-12,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
6,0.24,trot_FL_RR,FR,0,-1.491271766803454e-14,6.148094514189124e-15,-4.276016763441847e-12,-2.580522775733143e-12,-2.5717581525792975e-12,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
6,0.24,trot_FL_RR,FL,1,-0.06256652149373215,0.0928179230213367,62.158661039353795,37.23263010211854,37.20237870059094,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
6,0.24,trot_FL_RR,RR,1,-0.06323703227197887,0.09387685372790425,62.854382861783485,37.64939268479811,37.61875286334218,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
6,0.24,trot_FL_RR,RL,0,-1.525982662569724e-14,5.7079656558436926e-15,-4.272583142602088e-12,-2.5788097121869495e-12,-2.569257851217096e-12,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
7,0.26,trot_FL_RR,FR,0,-1.491271766803454e-14,6.148094514189124e-15,-4.276016763441847e-12,-2.580522775733143e-12,-2.5717581525792975e-12,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
7,0.26,trot_FL_RR,FL,1,-0.06256652149373215,0.0928179230213367,62.158661039353795,37.23263010211854,37.20237870059094,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
7,0.26,trot_FL_RR,RR,1,-0.06323703227197887,0.09387685372790425,62.854382861783485,37.64939268479811,37.61875286334218,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
7,0.26,trot_FL_RR,RL,0,-1.525982662569724e-14,5.7079656558436926e-15,-4.272583142602088e-12,-2.5788097121869495e-12,-2.569257851217096e-12,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
8,0.28,trot_FL_RR,FR,0,-1.491271766803454e-14,6.148094514189124e-15,-4.276016763441847e-12,-2.580522775733143e-12,-2.5717581525792975e-12,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
8,0.28,trot_FL_RR,FL,1,-0.06256652149373215,0.0928179230213367,62.158661039353795,37.23263010211854,37.20237870059094,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
8,0.28,trot_FL_RR,RR,1,-0.06323703227197887,0.09387685372790425,62.854382861783485,37.64939268479811,37.61875286334218,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
8,0.28,trot_FL_RR,RL,0,-1.525982662569724e-14,5.7079656558436926e-15,-4.272583142602088e-12,-2.5788097121869495e-12,-2.569257851217096e-12,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
9,0.3,trot_FL_RR,FR,0,-1.491271766803454e-14,6.148094514189124e-15,-4.276016763441847e-12,-2.580522775733143e-12,-2.5717581525792975e-12,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
9,0.3,trot_FL_RR,FL,1,-0.06256652149373215,0.0928179230213367,62.158661039353795,37.23263010211854,37.20237870059094,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
9,0.3,trot_FL_RR,RR,1,-0.06323703227197887,0.09387685372790425,62.854382861783485,37.64939268479811,37.61875286334218,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
9,0.3,trot_FL_RR,RL,0,-1.525982662569724e-14,5.7079656558436926e-15,-4.272583142602088e-12,-2.5788097121869495e-12,-2.569257851217096e-12,-0.1258035537657412,0.18669477674925283,125.01304390112873,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,-0.1258035537657412,0.18669477674925283,-0.000180978871270554,-0.15189921181057278,-0.10235669680614776,2.7626374266229944e-09,0.29022710157501463,True
