trace_case_id,perturbation_id,perturbation_type,axis,qpos_axis,expected_delta,before_axis,after_injection_axis,after_mj_forward_axis,after_first_step_axis,written_delta,after_forward_delta,first_step_qvel_delta,qpos_delta_first_step,first_step_base_vx_fd,first_step_base_vy_fd,injection_written,after_forward_preserved,first_step_state_changed,trace_csv
nominal_0p010,nominal,none,qvel_0,qpos_0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.016621033634,0.000000000000,0.000000000000,-0.016621033634,-0.000033242067,-0.016621033634,0.000213879716,True,True,True,results/logs_sample/stage23_2_qvel_injection_trace_nominal_0p010.csv
vx_plus_0p010,vx_plus,base_vx,qvel_0,qpos_0,0.050000000000,0.000000000000,0.050000000000,0.050000000000,-0.016621033634,0.050000000000,0.050000000000,-0.016621033634,-0.000033242067,-0.016621033634,0.000213879716,True,True,True,results/logs_sample/stage23_2_qvel_injection_trace_vx_plus_0p010.csv
vx_minus_0p010,vx_minus,base_vx,qvel_0,qpos_0,-0.050000000000,0.000000000000,-0.050000000000,-0.050000000000,-0.016621033634,-0.050000000000,-0.050000000000,-0.016621033634,-0.000033242067,-0.016621033634,0.000213879716,True,True,True,results/logs_sample/stage23_2_qvel_injection_trace_vx_minus_0p010.csv
vy_plus_0p010,vy_plus,base_vy,qvel_1,qpos_1,0.030000000000,0.000000000000,0.030000000000,0.030000000000,0.000213879716,0.030000000000,0.030000000000,0.000213879716,0.000000427759,-0.016621033634,0.000213879716,True,True,True,results/logs_sample/stage23_2_qvel_injection_trace_vy_plus_0p010.csv
vy_minus_0p010,vy_minus,base_vy,qvel_1,qpos_1,-0.030000000000,0.000000000000,-0.030000000000,-0.030000000000,0.000213879716,-0.030000000000,-0.030000000000,0.000213879716,0.000000427759,-0.016621033634,0.000213879716,True,True,True,results/logs_sample/stage23_2_qvel_injection_trace_vy_minus_0p010.csv
yawrate_plus_0p010,yawrate_plus,base_yawrate,qvel_5,qpos_3,0.050000000000,0.000000000000,0.050000000000,0.050000000000,-0.031726322323,0.050000000000,0.050000000000,-0.031726322323,-0.000000022225,-0.016621033634,0.000213879716,True,True,True,results/logs_sample/stage23_2_qvel_injection_trace_yawrate_plus_0p010.csv
yawrate_minus_0p010,yawrate_minus,base_yawrate,qvel_5,qpos_3,-0.050000000000,0.000000000000,-0.050000000000,-0.050000000000,-0.031726322323,-0.050000000000,-0.050000000000,-0.031726322323,-0.000000022225,-0.016621033634,0.000213879716,True,True,True,results/logs_sample/stage23_2_qvel_injection_trace_yawrate_minus_0p010.csv
