mode,osqp_status,objective,swing_legs,stance_legs,swing_dx,swing_dz,max_dq_limit,w_swing,w_stance,w_reg,max_abs_dq,FR_dq_hip,FR_dq_thigh,FR_dq_calf,FR_foot_dx,FR_foot_dy,FR_foot_dz,FR_swing_error_norm,FL_dq_hip,FL_dq_thigh,FL_dq_calf,FL_foot_dx,FL_foot_dy,FL_foot_dz,FL_swing_error_norm,RR_dq_hip,RR_dq_thigh,RR_dq_calf,RR_foot_dx,RR_foot_dy,RR_foot_dz,RR_swing_error_norm,RL_dq_hip,RL_dq_thigh,RL_dq_calf,RL_foot_dx,RL_foot_dy,RL_foot_dz,RL_swing_error_norm,swing_error_norm,swing_target_norm,swing_relative_error,max_swing_error,max_stance_dq,dq_pass,swing_pass,stance_pass,pass
trot_FR_RL,solved,-0.899503810771,"FL,RR","FR,RL",0.03,0.06,0.35,100.0,10.0,0.0001,0.350000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,,0.001675810966,0.061708569952,-0.350000000000,0.030000233033,0.000443764541,0.058531085990,0.001534482125,-0.001675810966,0.061708569952,-0.350000000000,0.030000233033,-0.000443764541,0.058531085990,0.001534482125,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,,0.002170085432,0.094868329805,0.022874708942,0.001534482125,0.000000000000,True,True,True,True
trot_FL_RR,solved,-0.899503810771,"FR,RL","FL,RR",0.03,0.06,0.35,100.0,10.0,0.0001,0.350000000000,-0.001675810966,0.061708569952,-0.350000000000,0.030000233033,-0.000443764541,0.058531085990,0.001534482125,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,,0.001675810966,0.061708569952,-0.350000000000,0.030000233033,0.000443764541,0.058531085990,0.001534482125,0.002170085432,0.094868329805,0.022874708942,0.001534482125,0.000000000000,True,True,True,True
