step,time,base_z,roll,pitch,yaw,torque_norm,torque_max_abs,torque_saturation,FR_contact_cmd,FL_contact_cmd,RR_contact_cmd,RL_contact_cmd,FR_phase,FL_phase,RR_phase,RL_phase,FR_swing_phase,FL_swing_phase,RR_swing_phase,RL_swing_phase,n_contact,contact_pairs
10,0.022000000000000006,0.28381130437808877,0.0017413602227400891,0.0010673425180165858,-0.00035828993189622596,16.928613873163666,6.555771511564485,0,1,1,1,1,0.020000000000000004,0.52,0.52,0.020000000000000004,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
11,0.024000000000000007,0.2836297091927252,0.004031416976870234,0.0006362069648178769,-0.000559788300427889,9.475476277110706,4.26025488120574,0,1,1,1,1,0.022000000000000006,0.522,0.522,0.022000000000000006,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
12,0.02600000000000001,0.2833174369043823,0.001875753280346031,0.0006643237352892437,-0.000717247408145479,16.38549664603436,6.888000637305901,0,1,1,1,1,0.024000000000000007,0.524,0.524,0.024000000000000007,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
13,0.02800000000000001,0.28310607243497354,0.003316968896097454,0.00021518535895063528,-0.0009665846645460029,11.71262721530117,7.189734701408192,0,1,1,1,1,0.02600000000000001,0.526,0.526,0.02600000000000001,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
14,0.030000000000000013,0.2827644293534023,0.0003466336829991446,0.00020081846745840596,-0.0011866153196600094,15.18107939138404,6.878109533325763,0,1,1,1,1,0.02800000000000001,0.528,0.528,0.02800000000000001,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
15,0.032000000000000015,0.282532529812843,-0.0006721800566022951,-0.00010181355822900027,-0.0016224690810884962,11.3931883959721,5.477720092802981,0,1,1,1,1,0.030000000000000013,0.53,0.53,0.030000000000000013,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
16,0.034000000000000016,0.2821205150228427,-0.003479049204331941,3.35817029424145e-07,-0.001728188574913145,13.712435313486807,6.88078785357476,0,1,1,1,1,0.032000000000000015,0.532,0.532,0.032000000000000015,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
17,0.03600000000000002,0.2818400067186553,-0.006155614133048809,-0.00041418556776266145,-0.0014408529848158314,9.681343853178506,4.595445482902251,0,1,1,1,1,0.034000000000000016,0.534,0.534,0.034000000000000016,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
18,0.03800000000000002,0.2814201566911642,-0.008517481868005931,-0.0004446965509822019,-0.0016316477946298296,14.54833664305795,7.478900179673542,0,1,1,1,1,0.03600000000000002,0.536,0.536,0.03600000000000002,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
19,0.04000000000000002,0.28110998169909557,-0.010287633785653649,-0.0009575222800110258,-0.0019819724546839067,8.75151399296175,4.8378994948543195,0,1,1,1,1,0.03800000000000002,0.538,0.538,0.03800000000000002,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
20,0.04200000000000002,0.2807560602019363,-0.012688039722596158,-0.0010241656902394492,-0.002328680813247488,10.783576072455533,6.677043231394195,0,1,1,1,1,0.04000000000000002,0.54,0.54,0.04000000000000002,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
21,0.044000000000000025,0.2804565376582731,-0.012541172834108228,-0.0016814967290844794,-0.002928431920847248,13.45586570131755,6.917411079821031,0,1,1,1,1,0.04200000000000002,0.542,0.542,0.04200000000000002,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
22,0.04600000000000003,0.28006612111191087,-0.016557982147533113,-0.0016973890813784087,-0.003446667278326574,12.669515358841423,6.6825694286482085,0,1,1,1,1,0.044000000000000025,0.544,0.544,0.044000000000000025,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
23,0.04800000000000003,0.2798282165061146,-0.016853874705899875,-0.0021992065195324067,-0.0039419504904070375,11.577781557517023,5.467101154940923,0,1,1,1,1,0.04600000000000003,0.546,0.546,0.04600000000000003,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
24,0.05000000000000003,0.27944996966465846,-0.021135309298620508,-0.002031292100920867,-0.004342561381955837,13.374945122711049,6.889389373597452,0,1,1,1,1,0.04800000000000003,0.548,0.548,0.04800000000000003,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
25,0.05200000000000003,0.2792409955359025,-0.021001843220029865,-0.002793531143972248,-0.004871443539533621,9.915309998126332,5.601853666436612,0,1,1,1,1,0.05000000000000003,0.55,0.55,0.05000000000000003,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
26,0.054000000000000034,0.27892445875805305,-0.025453414750157374,-0.002486551943915597,-0.005250528434515774,15.655099765997749,7.120092503911059,0,1,1,1,1,0.05200000000000003,0.552,0.552,0.05200000000000003,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
27,0.056000000000000036,0.27869130513893153,-0.025917583453408055,-0.0020099453229714638,-0.005076216211764683,12.323790298383647,6.624118139038984,0,1,1,1,1,0.054000000000000034,0.554,0.554,0.054000000000000034,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
28,0.05800000000000004,0.27847853195709515,-0.03030854040662539,-0.0016990019345593486,-0.004956902120768712,11.588695240929862,7.177672904256694,0,1,1,1,1,0.056000000000000036,0.556,0.556,0.056000000000000036,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
29,0.06000000000000004,0.2783988668323804,-0.029871764807196395,-0.002229413583993799,-0.004801473594898869,9.703991569441465,5.428527372604815,0,1,1,1,1,0.05800000000000004,0.558,0.558,0.05800000000000004,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
30,0.06200000000000004,0.2782644274057836,-0.03274385655822228,-0.0017401795114840102,-0.004645251680664111,12.43844381487298,7.5752443181591005,0,1,1,1,1,0.06000000000000004,0.56,0.56,0.06000000000000004,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
31,0.06400000000000004,0.2782865662738255,-0.03210466752440859,-0.0021424044508915672,-0.004458525398871028,9.70110115127169,5.623896411424529,0,1,1,1,1,0.06200000000000004,0.562,0.562,0.06200000000000004,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
32,0.06600000000000004,0.27820352310800767,-0.03469798719566104,-0.0015073051477449918,-0.004251476773334652,15.127795587794042,7.140652309229233,0,1,1,1,1,0.06400000000000004,0.5640000000000001,0.5640000000000001,0.06400000000000004,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
33,0.06800000000000005,0.27828616167485887,-0.03626240157417222,-0.0010133855448318442,-0.003721999840752075,9.540611336530407,5.869810745125028,0,1,1,1,1,0.06600000000000004,0.5660000000000001,0.5660000000000001,0.06600000000000004,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
34,0.07000000000000005,0.27842950323748966,-0.040328573716048685,-0.00047521901183329723,-0.003041802062576378,8.635569873691782,6.5736033690039966,0,1,1,1,1,0.06800000000000005,0.5680000000000001,0.5680000000000001,0.06800000000000005,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
35,0.07200000000000005,0.27854728286287156,-0.03954246118516188,-4.116415009504725e-05,-0.0025158820927945946,9.765190458865236,5.546873912811266,0,1,1,1,1,0.07000000000000005,0.5700000000000001,0.5700000000000001,0.07000000000000005,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
36,0.07400000000000005,0.2787615728811921,-0.04204687925343507,7.937018963874411e-05,-0.0018051879561863835,12.957068211591187,9.332052199045107,0,1,1,1,1,0.07200000000000005,0.5720000000000001,0.5720000000000001,0.07200000000000005,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
37,0.07600000000000005,0.278886732338004,-0.03979845571111549,0.0005397475566450193,-0.001209376246049671,11.223595313361336,6.053475401163,0,1,1,1,1,0.07400000000000005,0.5740000000000001,0.5740000000000001,0.07400000000000005,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
38,0.07800000000000006,0.27911298390049294,-0.04057240217902389,0.00034860543339543227,-0.0005728187581482823,11.821372051453316,7.521686553855606,0,1,1,1,1,0.07600000000000005,0.5760000000000001,0.5760000000000001,0.07600000000000005,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
39,0.08000000000000006,0.27932432572162,-0.03678687309331146,0.0005034880381357873,-6.765434678433138e-05,9.902277805928877,6.203166433216817,0,1,1,1,1,0.07800000000000006,0.5780000000000001,0.5780000000000001,0.07800000000000006,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
40,0.08200000000000006,0.2796297560992186,-0.03641765162664446,-0.00042095194302318816,0.0003779327234369276,12.36351278422739,6.259269010378977,0,1,1,1,1,0.08000000000000006,0.5800000000000001,0.5800000000000001,0.08000000000000006,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
41,0.08400000000000006,0.2798671944065771,-0.03213060859178462,-0.00031013662582174217,0.0008246652505342772,12.36363571206539,6.081614594501881,0,1,1,1,1,0.08200000000000006,0.5820000000000001,0.5820000000000001,0.08200000000000006,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
42,0.08600000000000006,0.2801682254566351,-0.02848988728007515,-0.0008401755190592308,0.000987938601340233,13.017029769129387,5.830409903954104,0,1,1,1,1,0.08400000000000006,0.5840000000000001,0.5840000000000001,0.08400000000000006,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
43,0.08800000000000006,0.28048155941573555,-0.02592779809250455,-0.0013115558967305722,0.000616487439329326,9.742082164401886,6.506132816922102,0,1,1,1,1,0.08600000000000006,0.5860000000000001,0.5860000000000001,0.08600000000000006,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
44,0.09000000000000007,0.28086327990933924,-0.021948752990951885,-0.002329204043401465,0.0006487053379264592,9.284889973049854,4.766283792124835,0,1,1,1,1,0.08800000000000006,0.5880000000000001,0.5880000000000001,0.08800000000000006,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
45,0.09200000000000007,0.2812114203398944,-0.020264779360536,-0.0025303067902288936,0.0006170024301041529,10.278266393194107,6.0736685441091876,0,1,1,1,1,0.09000000000000007,0.5900000000000001,0.5900000000000001,0.09000000000000007,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
46,0.09400000000000007,0.28159581157425084,-0.01397291409597763,-0.0036470765176867944,0.0004594022359819358,12.2624861126798,5.026724899027587,0,1,1,1,1,0.09200000000000007,0.5920000000000001,0.5920000000000001,0.09200000000000007,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
47,0.09600000000000007,0.281872583062801,-0.01213856063184302,-0.004404378890157821,0.0002667908449551637,13.596997667797472,6.346736428798145,0,1,1,1,1,0.09400000000000007,0.5940000000000001,0.5940000000000001,0.09400000000000007,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
48,0.09800000000000007,0.2822461583346409,-0.00812783953511948,-0.005246675581780343,0.00028367318506323613,10.429770460828433,4.835968124446408,0,1,1,1,1,0.09600000000000007,0.5960000000000001,0.5960000000000001,0.09600000000000007,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
49,0.10000000000000007,0.2825212438390527,-0.006175762876899588,-0.00575691246954186,0.00012361159292321411,13.850904576777612,7.153294504389636,0,1,1,1,1,0.09800000000000007,0.5980000000000001,0.5980000000000001,0.09800000000000007,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
50,0.10200000000000008,0.28287092033651384,-0.002638913068067541,-0.006662914114630712,0.00026134772555940725,10.024862031109825,3.9760525036565273,0,1,1,1,1,0.10000000000000007,0.6000000000000001,0.6000000000000001,0.10000000000000007,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
51,0.10400000000000008,0.2831062365537388,-0.0019850418870305192,-0.007423557611720036,3.9970806499985764e-05,12.862898365496337,6.317752370576967,0,1,1,1,1,0.10200000000000008,0.6020000000000001,0.6020000000000001,0.10200000000000008,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
52,0.10600000000000008,0.2834026764212755,0.0014933541866813174,-0.008192176889605421,0.0001815335709480193,11.604533472294836,4.57203425420186,0,1,1,1,1,0.10400000000000008,0.6040000000000001,0.6040000000000001,0.10400000000000008,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
53,0.10800000000000008,0.28358926531460865,0.002054813161338514,-0.008792371127468874,-1.818113173848122e-05,12.496321409769942,6.506273136835299,0,1,1,1,1,0.10600000000000008,0.6060000000000001,0.6060000000000001,0.10600000000000008,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
54,0.11000000000000008,0.2838334784576672,0.0054120361601919745,-0.009440134644925074,0.00014064667169343576,12.376741793587717,6.289001124183301,0,1,1,1,1,0.10800000000000008,0.6080000000000001,0.6080000000000001,0.10800000000000008,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
55,0.11200000000000009,0.2839640227373873,0.004038404105384937,-0.010177170875786828,0.0001856098087225783,12.52380240878607,6.761169847123156,0,1,1,1,1,0.11000000000000008,0.6100000000000001,0.6100000000000001,0.11000000000000008,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
56,0.11400000000000009,0.28411663806991044,0.007610660105031433,-0.010769470562080266,0.0003276832617989107,14.400475963569347,6.717607086505511,0,1,1,1,1,0.11200000000000009,0.6120000000000001,0.6120000000000001,0.11200000000000009,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
57,0.11600000000000009,0.28417982176748363,0.006973810077139495,-0.011358863477801096,0.0002916437995486662,12.881950916563078,7.039476201164936,0,1,1,1,1,0.11400000000000009,0.6140000000000001,0.6140000000000001,0.11400000000000009,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
58,0.11800000000000009,0.284273651407143,0.011132706854499085,-0.011814040665760186,0.0003573950918146101,13.176978285250934,7.038635826271966,0,1,1,1,1,0.11600000000000009,0.6160000000000001,0.6160000000000001,0.11600000000000009,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
59,0.12000000000000009,0.28427837771432224,0.010437859332336513,-0.012355611168151915,0.00031654512504617643,13.081748547465379,6.50656871289935,0,1,1,1,1,0.11800000000000009,0.6180000000000001,0.6180000000000001,0.11800000000000009,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
60,0.1220000000000001,0.2843024353260389,0.01454271483259334,-0.01277575840052426,0.0003772975595197855,13.284630733788676,7.004319497424312,0,1,1,1,1,0.12000000000000009,0.6200000000000001,0.6200000000000001,0.12000000000000009,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
61,0.1240000000000001,0.2842350609533228,0.013777581255008236,-0.01327556048415036,0.0003266413959432601,13.489397453816435,6.804074467234336,0,1,1,1,1,0.1220000000000001,0.6220000000000001,0.6220000000000001,0.1220000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
62,0.12600000000000008,0.28418783271666664,0.017788953826980154,-0.013654478422080946,0.0003775938488481451,13.127264203525591,6.95768949524293,0,1,1,1,1,0.1240000000000001,0.6240000000000001,0.6240000000000001,0.1240000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
63,0.12800000000000009,0.2840494553138726,0.016916600138795788,-0.01410735272944784,0.00031253697323925734,13.905762816412222,7.299567810347113,0,1,1,1,1,0.12600000000000008,0.6260000000000001,0.6260000000000001,0.12600000000000008,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
64,0.1300000000000001,0.283931959128699,0.02048564043662881,-0.014327733132484885,0.0003386079701276679,13.026540573724828,6.919902876366171,0,1,1,1,1,0.12800000000000009,0.6280000000000001,0.6280000000000001,0.12800000000000009,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
65,0.1320000000000001,0.28375099443527374,0.019505282782092286,-0.014714782511453977,0.0002568834051226933,12.061565013345835,6.6942284937737,0,1,1,1,1,0.1300000000000001,0.6300000000000001,0.6300000000000001,0.1300000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
66,0.1340000000000001,0.2835685697747628,0.022755727176208163,-0.01477341363609435,0.0002539206182360964,12.940667705542243,6.893190748140112,0,1,1,1,1,0.1320000000000001,0.6320000000000001,0.6320000000000001,0.1320000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
67,0.1360000000000001,0.28334563610238905,0.022008313421287496,-0.015519842556991379,0.0002979236609912749,12.890025295165639,6.793641004646108,0,1,1,1,1,0.1340000000000001,0.6340000000000001,0.6340000000000001,0.1340000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
68,0.1380000000000001,0.2830842266326546,0.025298123507655885,-0.01531796157064302,0.0002233173228492665,13.939995729426261,6.914815545648697,0,1,1,1,1,0.1360000000000001,0.6360000000000001,0.6360000000000001,0.1360000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
69,0.1400000000000001,0.2828158375141797,0.02422538965547447,-0.015749857216315114,0.000179696975224804,11.683871555393536,7.004872313633998,0,1,1,1,1,0.1380000000000001,0.6380000000000001,0.6380000000000001,0.1380000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
70,0.1420000000000001,0.2825275694055355,0.027247235307085206,-0.01519329103855456,7.386635780938823e-06,12.862947705388704,6.8879250275435755,0,1,1,1,1,0.1400000000000001,0.6400000000000001,0.6400000000000001,0.1400000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
71,0.1440000000000001,0.2822372833649143,0.026283285118368385,-0.015353542780666606,-0.00013547745130018858,12.669941889657439,7.217465009017111,0,1,1,1,1,0.1420000000000001,0.6420000000000001,0.6420000000000001,0.1420000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
72,0.1460000000000001,0.28190657609567565,0.02935122521114652,-0.01444352905879192,-0.00043218703569798054,14.25932282471945,6.881117388502645,0,1,1,1,1,0.1440000000000001,0.6440000000000001,0.6440000000000001,0.1440000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
73,0.1480000000000001,0.2815839615786235,0.029781233600181194,-0.01398374839276756,-0.001047566057561441,11.720737796629754,7.539081419834021,0,1,1,1,1,0.1460000000000001,0.6460000000000001,0.6460000000000001,0.1460000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
74,0.1500000000000001,0.28126913620199834,0.03437729978768157,-0.01375482920922987,-0.001498839718499913,11.211203268069902,6.654991350988107,0,1,1,1,1,0.1480000000000001,0.6480000000000001,0.6480000000000001,0.1480000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
75,0.1520000000000001,0.2808992146493687,0.034442909681443125,-0.013204368149949545,-0.0020960313311544,14.565083899599479,6.526935861786607,0,1,1,1,1,0.1500000000000001,0.6500000000000001,0.6500000000000001,0.1500000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
76,0.1540000000000001,0.28052663486360435,0.03770773585034032,-0.011760465679484206,-0.002839227251177258,11.82386573588491,6.76625567903673,0,1,1,1,1,0.1520000000000001,0.6520000000000001,0.6520000000000001,0.1520000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
77,0.1560000000000001,0.2802427065781674,0.037771430189721775,-0.010925403371683788,-0.0034857454541974897,11.145661837051788,6.020340766856954,0,1,1,1,1,0.1540000000000001,0.6540000000000001,0.6540000000000001,0.1540000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
78,0.1580000000000001,0.27986622715868664,0.04103013675118577,-0.009216921213641552,-0.004269227720990124,15.480603411919693,7.077865831595846,0,1,1,1,1,0.1560000000000001,0.6560000000000001,0.6560000000000001,0.1560000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
79,0.16000000000000011,0.2795889539178327,0.03945338618889859,-0.008372284310425393,-0.004936572735828846,9.787484789221002,6.011196490192567,0,1,1,1,1,0.1580000000000001,0.6580000000000001,0.6580000000000001,0.1580000000000001,0.0,0.0,0.0,0.0,3,floor<->FR|floor<->RR|floor<->RL
80,0.16200000000000012,0.2793145035140346,0.04177431847504196,-0.006482027077395137,-0.0057492460835563445,12.870284656643438,6.899023417181779,0,1,1,1,1,0.16000000000000011,0.6600000000000001,0.6600000000000001,0.16000000000000011,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
81,0.16400000000000012,0.27905648540513556,0.04061452047541206,-0.0057679130425883915,-0.006522023097287188,11.237823521678177,6.055814804006822,0,1,1,1,1,0.16200000000000012,0.6620000000000001,0.6620000000000001,0.16200000000000012,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
82,0.16600000000000012,0.2787486173376617,0.04273892178469017,-0.004224409529804705,-0.00738948441546364,11.536620646607393,6.936666677579089,0,1,1,1,1,0.16400000000000012,0.6640000000000001,0.6640000000000001,0.16400000000000012,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
83,0.16800000000000012,0.2785590938279556,0.04084626789659988,-0.0031367538690412265,-0.008182514537750785,10.326426247392613,5.955441900647951,0,1,1,1,1,0.16600000000000012,0.6660000000000001,0.6660000000000001,0.16600000000000012,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
84,0.17000000000000012,0.27832769604906693,0.04287109417828346,-0.0022623999733049262,-0.008841517289898983,14.890825853717313,7.013974276636837,0,1,1,1,1,0.16800000000000012,0.6680000000000001,0.6680000000000001,0.16800000000000012,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
85,0.17200000000000013,0.2781172135259303,0.04185100023921037,-0.0014583808283331735,-0.009345188499802448,10.365778299634515,5.886511245278591,0,1,1,1,1,0.17000000000000012,0.6700000000000002,0.6700000000000002,0.17000000000000012,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
86,0.17400000000000013,0.2779532891096119,0.04412298734283982,-5.3774808482374314e-05,-0.009857147730859436,10.353203976332013,6.7663890461998975,0,1,1,1,1,0.17200000000000013,0.6720000000000002,0.6720000000000002,0.17200000000000013,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
87,0.17600000000000013,0.2778954195576393,0.04222523797871905,0.00023887170465351616,-0.010266053354321968,10.715275786990068,6.109643445134399,0,1,1,1,1,0.17400000000000013,0.6740000000000002,0.6740000000000002,0.17400000000000013,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
88,0.17800000000000013,0.27779459854605465,0.04408885416941032,0.0017678594443331138,-0.010841948723965192,14.473151995625967,6.909960382859584,0,1,1,1,1,0.17600000000000013,0.6760000000000002,0.6760000000000002,0.17600000000000013,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
89,0.18000000000000013,0.2777251173065157,0.042717035617677354,0.003278844084984665,-0.01191680673049137,12.884741260238549,6.457113752936062,0,1,1,1,1,0.17800000000000013,0.6780000000000002,0.6780000000000002,0.17800000000000013,0.0,0.0,0.0,0.0,4,floor<->FR|floor<->FL|floor<->RR|floor<->RL
