osqp_status,objective,w_wrench,w_force_ref,w_tau_ref,w_posture,w_reg,mu,fz_min,fz_max,torque_limit,tau_max_abs,min_fz,force_diff_norm,tau_diff_norm,wrench_error_norm,posture_norm_ref,posture_norm_wbc,posture_reduction,torque_pass,fz_pass,pass,desired_Fx,wbc_Fx,error_Fx,desired_Fy,wbc_Fy,error_Fy,desired_Fz,wbc_Fz,error_Fz,desired_Mx,wbc_Mx,error_Mx,desired_My,wbc_My,error_My,desired_Mz,wbc_Mz,error_Mz,posture_ref_0,posture_ref_1,posture_ref_2,posture_ref_3,posture_ref_4,posture_ref_5,posture_wbc_0,posture_wbc_1,posture_wbc_2,posture_wbc_3,posture_wbc_4,posture_wbc_5,posture_error_0,posture_error_1,posture_error_2,posture_error_3,posture_error_4,posture_error_5,FR_fx,FR_fy,FR_fz,FL_fx,FL_fy,FL_fz,RR_fx,RR_fy,RR_fz,RL_fx,RL_fy,RL_fz,FR_tau_hip,FR_tau_thigh,FR_tau_calf,FL_tau_hip,FL_tau_thigh,FL_tau_calf,RR_tau_hip,RR_tau_thigh,RR_tau_calf,RL_tau_hip,RL_tau_thigh,RL_tau_calf
solved,-160324.594749306038,10.0,1.0,1.0,0.5,1e-06,0.6,1.0,120.0,23.7,5.307369014842,30.691562853080,0.020991197769,0.006458004533,0.003524449331,0.190138330073,0.183491481687,0.006646848386,True,True,True,0.000000000000,-0.000800804990,-0.000800804990,-0.000000000000,-0.000330790272,-0.000330790272,125.013224880000,125.013229233646,0.000004353646,0.000000000000,-0.000465952014,-0.000465952014,0.000000000000,-0.003384359753,-0.003384359753,-0.000000000000,-0.000003328469,-0.000003328469,-0.034590562640,-0.034590562640,-0.056171535630,0.056171535630,-0.117151798291,-0.117151798290,-0.034428081072,-0.034422681186,-0.052051931016,0.052046531130,-0.113755483315,-0.113755682038,-0.034428081072,-0.034422681186,-0.052051931016,0.052046531130,-0.113755483315,-0.113755682038,0.006615608580,-0.006426961100,30.691562853080,0.006638642885,0.006271947673,31.122426972253,-0.007039020923,0.006254039540,31.384187029643,-0.007016035533,-0.006429816384,31.815052378670,2.457026925121,0.001751851830,5.121721194241,-2.491455006193,0.001757951449,5.193613332804,2.509078856137,-0.001863973894,5.235476677556,-2.543501537323,-0.001857887228,5.307369014842
