step,time,base_x,base_y,base_z,qpos_norm,qvel_norm,ctrl_norm,n_contact,contact_pairs
39,0.08000000000000006,-0.004614921833390082,-0.001475447147571581,0.4182900043180886,1.9092199389625737,9.106430279432738,0.6451136673617524,1,floor<->FR
40,0.08200000000000006,-0.004727713027242387,-0.0015247551345790305,0.4169078531385803,1.9168754958483731,8.623460517187828,0.6512026964646849,1,floor<->FR
41,0.08400000000000006,-0.004834175903352375,-0.0015738335354960355,0.41549062318331254,1.9233428983587675,8.18928537279464,0.6573318605026957,1,floor<->FR
42,0.08600000000000006,-0.00493474445614701,-0.0016226592564367963,0.41403831476548764,1.9287916542312655,7.788932338175482,0.6634962297702911,1,floor<->FR
43,0.08800000000000006,-0.005029890324551514,-0.0016712178027825583,0.4125510882790185,1.933374424206387,7.409022601061697,0.6696909925017661,1,floor<->FR
44,0.09000000000000007,-0.00512000418731694,-0.0017194474818096224,0.4110293276925641,1.937223708439232,7.041194946760187,0.6759114542351226,1,floor<->FR
45,0.09200000000000007,-0.005205541969253089,-0.0017673112166865022,0.4094736090256869,1.9404544204513652,6.680111367731696,0.6821530368349158,1,floor<->FR
46,0.09400000000000007,-0.005287027832723339,-0.001814821742645591,0.4078846964333418,1.9431667941782766,6.324438935293514,0.688411277222691,1,floor<->FR
47,0.09600000000000007,-0.005365065892164731,-0.0018621057179191798,0.4062635020586105,1.9454406475468875,5.964851914666464,0.6946818258593822,1,floor<->FR
48,0.09800000000000007,-0.005440360842152606,-0.0019091513503974931,0.40461095476787245,1.9473216911518374,5.602049184479817,0.7009604450199249,1,floor<->FR
49,0.10000000000000007,-0.005513654193861431,-0.001956103020441626,0.4029287410285818,1.9489048872904198,5.2342334729140445,0.7072430068964134,2,floor<->FR|floor<->FL
50,0.10200000000000008,-0.005585973756694074,-0.0020033839681819123,0.40121883169260875,1.9503056430728098,4.862051092206587,0.7135254915624214,2,floor<->FR|floor<->FL
51,0.10400000000000008,-0.00565855043176744,-0.002051562119718574,0.39948381002708516,1.9517170312793035,4.603428559458623,0.7198039848276468,2,floor<->FR|floor<->FL
52,0.10600000000000008,-0.0057328870619232,-0.0021022333844110726,0.3977303097673564,1.9534169392676748,4.491463849236503,0.7260746760088036,2,floor<->FR|floor<->FL
53,0.10800000000000008,-0.005810571860852856,-0.00215732647152579,0.3959665316214442,1.9556486442076557,4.561519025057112,0.7323338556396963,2,floor<->FR|floor<->FL
54,0.11000000000000008,-0.005893966061164463,-0.0022190414103019185,0.39420348766175917,1.9586651738967276,4.822056342801222,0.7385779131406719,2,floor<->FR|floor<->FL
55,0.11200000000000009,-0.005987288588980962,-0.0022899785562589293,0.3924563283914966,1.9626643396710333,5.258359201140177,0.7448033344651148,2,floor<->FR|floor<->FL
56,0.11400000000000009,-0.006095871631422702,-0.00237282727197344,0.3907410894891907,1.9677418341328778,5.823507784585773,0.7510066997383704,2,floor<->FR|floor<->FL
57,0.11600000000000009,-0.006225572756346497,-0.002470049841786927,0.3890728265081092,1.9738742087083716,6.442112653760244,0.7571846809023947,2,floor<->FR|floor<->FL
58,0.11800000000000009,-0.006382221154362405,-0.0025836600184082474,0.38746420219549044,1.9809273855175042,7.030790700193519,0.7633340393775485,2,floor<->FR|floor<->FL
59,0.12000000000000009,-0.006571118173174141,-0.002715110950763915,0.38592464231608165,1.98868609649595,7.519687125115371,0.7694516237512737,2,floor<->FR|floor<->FL
60,0.1220000000000001,-0.006796782355753311,-0.0028653159235674667,0.38446018635913437,1.9968926326971834,7.869515450422841,0.7755343675018587,2,floor<->FR|floor<->FL
61,0.1240000000000001,-0.007062994286950153,-0.0030348693507733725,0.3830736979772885,2.005273277031422,8.050124081247363,0.7815792867641612,2,floor<->FR|floor<->FL
62,0.12600000000000008,-0.007372770859039211,-0.00322378283213452,0.38176573979571415,2.0135821108550123,8.05232758942784,0.7875834781429478,3,floor<->FR|floor<->FL|floor<->RL
63,0.12800000000000009,-0.00772869621070239,-0.0034318867656583296,0.3805351708038412,2.0215954977106714,7.884010966456016,0.7935441165784406,3,floor<->FR|floor<->FL|floor<->RL
64,0.1300000000000001,-0.008132857553589905,-0.0036588792701647372,0.3793796190928738,2.0290865577773274,7.551589642984598,0.7994584532677266,3,floor<->FR|floor<->FL|floor<->RL
65,0.1320000000000001,-0.008586817126838835,-0.0039042226878142354,0.3782964002102636,2.0358973715714797,7.094251500216459,0.8053238136448548,3,floor<->FR|floor<->FL|floor<->RL
66,0.1340000000000001,-0.009091700383057302,-0.004167380550921083,0.377281714950396,2.041937007248801,6.544043282976944,0.8111375954217195,3,floor<->FR|floor<->FL|floor<->RL
67,0.1360000000000001,-0.009648205846844164,-0.0044480144643932115,0.3763326800362281,2.047120928171851,5.959091868255035,0.8168972666912017,3,floor<->FR|floor<->FL|floor<->RL
68,0.1380000000000001,-0.0102564372551975,-0.004745652944321563,0.37544674764157204,2.0514125455513406,5.374290845585825,0.8226003640934884,3,floor<->FR|floor<->FL|floor<->RL
69,0.1400000000000001,-0.01091671022337747,-0.005059953166070972,0.3746236122488681,2.0548546655479965,4.84692099664796,0.8282444910460206,3,floor<->FR|floor<->FL|floor<->RL
70,0.1420000000000001,-0.011628675250727508,-0.005390608721500128,0.3738636153302006,2.0575099816417204,4.4437084818446015,0.833827316037108,3,floor<->FR|floor<->FL|floor<->RL
71,0.1440000000000001,-0.012391742349267026,-0.00573749901840585,0.37316724741823387,2.0594380685373714,4.2084864201131,0.8393465709829111,3,floor<->FR|floor<->FL|floor<->RL
72,0.1460000000000001,-0.01320547747568152,-0.006100599576933071,0.37253479066764905,2.0606968591204464,4.147359879932362,0.8448000496471915,3,floor<->FR|floor<->FL|floor<->RL
73,0.1480000000000001,-0.01406900810347612,-0.0064798641152683314,0.37196562643958264,2.061347929082338,4.216331880809265,0.8501856061229875,3,floor<->FR|floor<->FL|floor<->RL
74,0.1500000000000001,-0.014980902287497738,-0.006875183265226467,0.3714579882112153,2.0614649837469186,4.349595289221939,0.8555011533751673,3,floor<->FR|floor<->FL|floor<->RL
75,0.1520000000000001,-0.015939177939088525,-0.007286451649514536,0.3710090229542123,2.0611077596928538,4.4816335619432826,0.860744661842643,3,floor<->FR|floor<->FL|floor<->RL
76,0.1540000000000001,-0.016941583232851613,-0.007713433034943068,0.37061538011187156,2.0603318144923115,4.570176087780728,0.8659141580988964,3,floor<->FR|floor<->FL|floor<->RL
77,0.1560000000000001,-0.017985749307619342,-0.008155798846772342,0.3702735138266133,2.0592102175189266,4.607323148149506,0.8710077235693547,3,floor<->FR|floor<->FL|floor<->RL
78,0.1580000000000001,-0.019069013871773136,-0.008613286381698393,0.3699794043347171,2.057803841486669,4.587635262769611,0.8760234933040757,3,floor<->FR|floor<->FL|floor<->RL
79,0.16000000000000011,-0.02018907633211553,-0.009085778780408428,0.36972911487238197,2.056163253006883,4.51217218603748,0.8809596548041368,3,floor<->FR|floor<->FL|floor<->RL
80,0.16200000000000012,-0.02134373779470737,-0.009572985899440186,0.36951865684847474,2.0543310339246617,4.398796560633861,0.8858144469000845,3,floor<->FR|floor<->FL|floor<->RL
81,0.16400000000000012,-0.022530869430755013,-0.01007457760381173,0.3693438972397093,2.052344555819613,4.269545593572205,0.890586158680766,3,floor<->FR|floor<->FL|floor<->RL
82,0.16600000000000012,-0.023748425681426183,-0.01059018653365643,0.3692006449856871,2.0502607742114205,4.153157158806195,0.8952731284708596,3,floor<->FR|floor<->FL|floor<->RL
83,0.16800000000000012,-0.02499423273000025,-0.011119342635914709,0.36908395479680295,2.048113161343812,4.058438612261011,0.8998737428554129,3,floor<->FR|floor<->FL|floor<->RL
84,0.17000000000000012,-0.02626648430831334,-0.011661630109429845,0.36899004359221727,2.0459074776944273,3.9973739829097683,0.9043864357497107,3,floor<->FR|floor<->FL|floor<->RL
85,0.17200000000000013,-0.027563402473737567,-0.012216337537260258,0.3689151958813506,2.043654050422635,3.976320666868311,0.9088096875128061,3,floor<->FR|floor<->FL|floor<->RL
86,0.17400000000000013,-0.028883321080819233,-0.012782778357572055,0.368855895265346,2.041367848102972,3.9942733360773137,0.9131420241030805,3,floor<->FR|floor<->FL|floor<->RL
87,0.17600000000000013,-0.030224697103300974,-0.013360299306744585,0.3688088578162133,2.039067097663637,4.045347258924139,0.9173820162742188,3,floor<->FR|floor<->FL|floor<->RL
88,0.17800000000000013,-0.03158611052120561,-0.013948281185589518,0.3687710302324019,2.0367716094954824,4.121488385658959,0.9215282788100265,3,floor<->FR|floor<->FL|floor<->RL
89,0.18000000000000013,-0.032966259498438,-0.01454613651294183,0.36873956991240125,2.0345013344581546,4.214782153003092,0.9255794697965571,3,floor<->FR|floor<->FL|floor<->RL
90,0.18200000000000013,-0.03436395356666107,-0.015153306475909102,0.3687118182771338,2.032279030867057,4.323506910604507,0.9295342899300484,3,floor<->FR|floor<->FL|floor<->RL
91,0.18400000000000014,-0.03577810817049271,-0.015769330216996693,0.3686854285741045,2.0301247040567634,4.441012379446942,0.9333914818592245,3,floor<->FR|floor<->FL|floor<->RL
92,0.18600000000000014,-0.03720783372282549,-0.016393740596720125,0.3686581124436799,2.0280552037653514,4.560453499397277,0.9371498295605588,3,floor<->FR|floor<->FL|floor<->RL
93,0.18800000000000014,-0.038652321236211075,-0.01702603892421328,0.36862766517302104,2.026088322576293,4.679762683358168,0.9408081577451389,3,floor<->FR|floor<->FL|floor<->RL
94,0.19000000000000014,-0.04011083373497203,-0.017665753378576808,0.36859217952568774,2.0242393396396907,4.801006991550143,0.9443653312958299,3,floor<->FR|floor<->FL|floor<->RL
95,0.19200000000000014,-0.04158266140275032,-0.018312429581374016,0.3685499529181179,2.022517804436348,4.93083958100528,0.9478202547334752,3,floor<->FR|floor<->FL|floor<->RL
96,0.19400000000000014,-0.04306714314983715,-0.018965625183341567,0.36849929302525464,2.020927274832779,5.077482343897598,0.9511718717109273,3,floor<->FR|floor<->FL|floor<->RL
97,0.19600000000000015,-0.04456363782701883,-0.019624899218740454,0.36843842677038374,2.019466030765282,5.2491976294762415,0.9544191645337458,3,floor<->FR|floor<->FL|floor<->RL
98,0.19800000000000015,-0.0460715010456812,-0.02028980011888211,0.3683654495324266,2.018127901812702,5.45351794779283,0.9575611537064534,3,floor<->FR|floor<->FL|floor<->RL
99,0.20000000000000015,-0.047590063117205254,-0.020959851970791542,0.36827828702355153,2.016902964156844,5.696895216857097,0.960596897503286,3,floor<->FR|floor<->FL|floor<->RL
100,0.20200000000000015,-0.04911860666166403,-0.021634538707866018,0.36817466220561634,2.0159601909844227,5.949114465904295,0.9635254915624214,3,floor<->FR|floor<->FL|floor<->RL
101,0.20400000000000015,-0.05065638376526658,-0.022313342783127195,0.3680512355328284,2.0152573641402634,6.247788143978569,0.9663460685027185,3,floor<->FR|floor<->FL|floor<->RL
102,0.20600000000000016,-0.052202771697023705,-0.02299571089713751,0.3679057248033667,2.014760560481525,6.583849899656765,0.9690577975620461,3,floor<->FR|floor<->FL|floor<->RL
103,0.20800000000000016,-0.05375690844872164,-0.02368106620017902,0.3677358392198975,2.014429650366087,6.950896973767751,0.9716598842563223,3,floor<->FR|floor<->FL|floor<->RL
104,0.21000000000000016,-0.055317908838771135,-0.024368830570175123,0.3675393672728549,2.014227755954406,7.339182340543671,0.9741515700584348,3,floor<->FR|floor<->FL|floor<->RL
105,0.21200000000000016,-0.05688485424794856,-0.025058427180096873,0.36731419815554495,2.0141232489546232,7.737928045769801,0.9765321320962507,3,floor<->FR|floor<->FL|floor<->RL
106,0.21400000000000016,-0.05845680882493007,-0.025749297518480305,0.36705838588708706,2.0140907779807837,8.135418156424185,0.9788008828689723,3,floor<->FR|floor<->FL|floor<->RL
107,0.21600000000000016,-0.06003284912384473,-0.026440929241082954,0.3667702345934649,2.014114872962869,8.518441352486716,0.9809571699811309,3,floor<->FR|floor<->FL|floor<->RL
108,0.21800000000000017,-0.06161210086308609,-0.027132894172960845,0.3664483928225423,2.014193577789366,8.872097881715549,0.9830003758935567,3,floor<->FR|floor<->FL|floor<->RL
109,0.22000000000000017,-0.06319379156050514,-0.027824901045480615,0.3660919689707174,2.0143246378529254,9.196571385497064,0.9849299176906963,2,floor<->FL|floor<->RL
110,0.22200000000000017,-0.0647771909494686,-0.02851666175012005,0.3657001596366723,2.0145147171063145,9.476874907113132,0.986745246863695,2,floor<->FL|floor<->RL
111,0.22400000000000017,-0.06636165147857284,-0.029208040518443636,0.36527262229164664,2.014780507205277,9.676928878696195,0.9884458491086919,2,floor<->FL|floor<->RL
112,0.22600000000000017,-0.06794600316891951,-0.029898860148360122,0.3648089850680472,2.015132809106649,9.80000911950217,0.9900312441398147,2,floor<->FL|floor<->RL
113,0.22800000000000017,-0.06952916531848022,-0.030588958400235046,0.3643089832662129,2.015576693252571,9.850481990479375,0.9915009855163994,2,floor<->FL|floor<->RL
114,0.23000000000000018,-0.07111014842603386,-0.03127818947422747,0.3637724566728778,2.0154659400236046,8.9884220523961,0.9928546604839917,3,floor<->FL|floor<->RL|unnamed_18<->unnamed_29
115,0.23200000000000018,-0.07268576767539937,-0.031961019588042504,0.36319401837108395,2.0151233655396816,8.182578565220942,0.9940918898287204,4,floor<->FL|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
116,0.23400000000000018,-0.07425481491709132,-0.03263804106984009,0.3625760065772974,2.0146620502389454,7.5325766726553915,0.995212327744671,4,floor<->FL|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
117,0.23600000000000018,-0.0758169406329902,-0.03331033901628237,0.361919842781801,2.01416645395186,7.002746997108958,0.9962156617139146,4,floor<->FL|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
118,0.23800000000000018,-0.07737190457636879,-0.03397890018936964,0.361226671160446,2.013699367771515,6.562786429246948,0.997101612398883,4,floor<->FL|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
119,0.24000000000000019,-0.07891954399992018,-0.0346446109229713,0.3604973909210843,2.0133059273442893,6.188444524365602,0.9978699335468115,4,floor<->FL|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
120,0.2420000000000002,-0.0804597624350212,-0.035308255891078985,0.35973271051465877,2.0130162501013786,5.861573512031369,0.9985204119060007,4,floor<->FL|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
121,0.2440000000000002,-0.08199252039012006,-0.03597051987160295,0.3589331927380377,2.0128486424000553,5.569542444032839,0.9990528671536796,4,floor<->FL|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
122,0.2460000000000002,-0.08351782637796883,-0.036631993858770265,0.35809928863448703,2.0128079230270144,5.310560744079297,0.9994671518352819,3,floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
123,0.2480000000000002,-0.08503572582356923,-0.037293111117349995,0.3572311462257193,2.0128957321592282,5.074405887779427,0.9997631513149785,3,floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
124,0.25000000000000017,-0.08654630476546918,-0.037954283448306314,0.35632901254420807,2.0131108613936246,4.855720666755465,0.9999407837373359,3,floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
125,0.25200000000000017,-0.08804969340925822,-0.038615890459462184,0.35539322210263563,2.0134492386757645,4.654010145235492,1.0,3,floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
126,0.25400000000000017,-0.08954609189732732,-0.03927826538541057,0.35442418945939946,2.01390668607306,4.470099332981533,0.9999407837373359,3,floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
127,0.25600000000000017,-0.09103582584819189,-0.03994172271197481,0.35342252520375284,2.0144800562301812,4.305173220238635,0.9997631513149784,3,floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
128,0.2580000000000002,-0.09251936195562838,-0.04060657305329643,0.3523890422602516,2.015166403150137,4.1602120033537044,0.9994671518352818,3,floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
129,0.2600000000000002,-0.09399727435230022,-0.041273121286352535,0.35132467656434163,2.015962261214955,4.035926219876226,0.9990528671536795,3,floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
130,0.2620000000000002,-0.09547021445440408,-0.04194166503089476,0.35023043528286246,2.016863326761326,3.932696789902716,0.9985204119060005,3,floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
131,0.2640000000000002,-0.09693889141787845,-0.04261249596367258,0.34910737198961433,2.0178642736644967,3.8505061419819353,0.9978699335468113,3,floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
132,0.2660000000000002,-0.0984040572795891,-0.043285902002466035,0.347956570798125,2.018954773723085,3.7911846479123392,0.9971016123988827,3,floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
133,0.2680000000000002,-0.09986650046605446,-0.04396211021542527,0.3467791546088298,2.020124068506506,3.7475304120900645,0.9962156617139144,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
134,0.2700000000000002,-0.10132710206818817,-0.044641207751390216,0.34557632324614596,2.0213845764114957,3.7086660754170877,0.9952123277446709,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
135,0.2720000000000002,-0.10278662116946806,-0.04532341293355311,0.3443492760987567,2.0227737412852362,3.6688426201351034,0.9940918898287202,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
136,0.2740000000000002,-0.10424612329155977,-0.04600893419620833,0.34309913722972346,2.0243048269700976,3.638388833950674,0.9928546604839915,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
137,0.2760000000000002,-0.1057066945371189,-0.04669788607290725,0.34182698785581184,2.0259577416995826,3.639820283660795,0.9915009855163992,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
138,0.2780000000000002,-0.10716947649240588,-0.047390320651003334,0.3405342339354341,2.027713056962468,3.7038526528334246,0.9900312441398145,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
139,0.2800000000000002,-0.10863596611867492,-0.04808534701813553,0.3392237615727598,2.02958045144317,3.8548928239552565,0.9884458491086917,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
140,0.2820000000000002,-0.11010822448613874,-0.04878134714438517,0.3378999153808158,2.0315707781073282,4.115290079824699,0.9867452468636948,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
141,0.2840000000000002,-0.11158841844585077,-0.04947656284289223,0.33656728176811646,2.0336827671894167,4.498740244637692,0.9849299176906959,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
142,0.2860000000000002,-0.11307855083898359,-0.05016894181744092,0.3352302108095785,2.03595558216106,4.987754545259531,0.9830003758935564,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
143,0.2880000000000002,-0.11458046285116974,-0.05085698840650604,0.333892649397612,2.038394740102058,5.546800373436737,0.9809571699811306,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
144,0.2900000000000002,-0.11609533877184346,-0.051539313480069154,0.33255812548887653,2.0410085750387106,6.1256149013972205,0.9788008828689719,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
145,0.2920000000000002,-0.11762390888770735,-0.052214839417508235,0.3312297460475477,2.0438015651111607,6.686015549856402,0.9765321320962503,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
146,0.2940000000000002,-0.11916639565374924,-0.052882599419016026,0.3299099287627511,2.046728888236438,7.202269483316725,0.9741515700584343,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
147,0.2960000000000002,-0.1207224168446708,-0.05354114181190115,0.3285995752336092,2.049737175679798,7.647532864079544,0.971659884256322,4,floor<->RR|floor<->RL|unnamed_18<->unnamed_29|unnamed_19<->unnamed_29
148,0.2980000000000002,-0.12229124101817641,-0.0541892175321862,0.3272989281182946,2.052772742494153,8.006239222502666,0.9690577975620457,3,floor<->RR|floor<->RL|unnamed_19<->unnamed_29
149,0.3000000000000002,-0.12387185294195749,-0.05482581429201991,0.3260077445083592,2.055788810598122,8.271287840389572,0.9663460685027181,3,floor<->RR|floor<->RL|unnamed_19<->unnamed_29
150,0.3020000000000002,-0.12546302421487415,-0.05545020793152389,0.32472549340030354,2.0587579899069914,8.405333226188437,0.9635254915624208,4,floor<->RR|floor<->RL|unnamed_19<->unnamed_29|FR<->unnamed_30
151,0.3040000000000002,-0.12706325853124686,-0.05606195589665585,0.3234514941953005,2.0618432552118384,8.162635337011325,0.9605968975032856,3,floor<->RR|floor<->RL|FR<->unnamed_30
152,0.3060000000000002,-0.12867062543445096,-0.05666249393939756,0.32218811743324144,2.065166601191553,7.251515363288919,0.957561153706453,5,floor<->RR|floor<->RL|unnamed_19<->unnamed_29|unnamed_19<->unnamed_30|FR<->unnamed_30
