run_id,control_mode,perturbation_id,command,returncode,stdout_tail,stderr_tail,runner_summary_csv,runner_log_csv,trace_csv
stage25_6_stabilized_primary_mpc_wbc_smoke,stabilized_primary_mpc_wbc,nominal,/usr/bin/python3 /home/zanshi/robot-mpc-wbc-locomotion/scripts/stage25_5_stabilized_primary_mpc_wbc_runner.py --control-mode stabilized_primary_mpc_wbc --allow-stabilized-primary-mpc-wbc --mpc-assisted-candidate-scale 0.0 --stabilized-primary-scale 0.05 --stabilized-primary-ramp-steps 600 --stabilized-posture-residual-scale 1.0 --stabilized-wbc-residual-scale 1.0 --scale-tag stab0p05 --run-id stage25_6_stabilized_primary_mpc_wbc_smoke --perturbation-id nominal --perturbation-type none --perturb-vx 0.0 --perturb-vy 0.0 --perturb-yawrate 0.0 --trace-csv /home/zanshi/robot-mpc-wbc-locomotion/results/logs_sample/stage25_6_stabilized_primary_mpc_wbc_smoke_trace.csv --trace-steps 12,0,=60.0\nstance_kd=2.0\nswing_kp=80.0\nswing_kd=2.0\nstance_wbc_scale=0.2\nswing_pd_scale=1.0\nswing_target_scale=0.35\ntorque_limit=23.7\ninitial_z=0.284805846483\nfinal_z=0.285182202791\nmin_z=0.275183959092\nmax_z=0.288863887724\ndelta_z=0.000376356308\nfinal_roll=0.025116828244\nfinal_pitch=0.016016866659\nmax_abs_roll=0.088212790238\nroll_margin_to_0p20=0.111787209762\nmax_abs_pitch=0.050696666834\npitch_margin_to_0p20=0.149303333166\nz_margin_to_0p22=0.055183959092\nmax_joint_error=0.071567343785\nmax_swing_joint_error=0.053867059918\nmax_stance_joint_error=0.071567343785\nmax_tau_stance_pd_abs=11.191082223535\nmax_tau_stance_wbc_abs=2.147236588743\nmax_tau_swing_pd_abs=10.890608907787\nmax_tau_baseline_raw_abs=10.890608907787\nmax_tau_candidate_abs=19.442509447300\nmax_tau_candidate_scaled_abs=0.000000000000\nmax_tau_primary_mpc_wbc_raw_abs=19.442509447300\nmax_tau_stabilized_primary_mpc_wbc_raw_abs=10.890608907787\nmax_tau_total_raw_abs=10.890608907787\nmax_tau_total_abs=10.890608907787\nmax_cmd_step_jump_norm=25.812044862343\nmax_cmd_step_jump_abs=11.462315551593\nmax_dyn_res_norm=8.134821720445e-08\nmax_stance_acc_res_norm=3.463315236026e-09\nmax_swing_acc_error_norm=4.095316941863e-01\nqp_fail_steps=0\nsaturation_steps=0\npass=True\npass_margin=True\nsaved_log=results/logs_sample/stage25_5_stabilized_primary_mpc_wbc_rollout_nominal_stab0p05_stabilized_primary_mpc_wbc_log.csv\nsaved_summary=results/logs_sample/stage25_5_stabilized_primary_mpc_wbc_rollout_nominal_stab0p05_stabilized_primary_mpc_wbc_summary.csv\n,,results/logs_sample/stage25_5_stabilized_primary_mpc_wbc_rollout_nominal_stab0p05_stabilized_primary_mpc_wbc_summary.csv,results/logs_sample/stage25_5_stabilized_primary_mpc_wbc_rollout_nominal_stab0p05_stabilized_primary_mpc_wbc_log.csv,results/logs_sample/stage25_6_stabilized_primary_mpc_wbc_smoke_trace.csv
