stage,control_mode,simulation_only_project,hardware_deployment_completed,torque_enable_ready,torque_publisher_enabled,control_law_changed,mixed_baseline_modified,mpc_assisted_candidate_switch_present,mpc_assisted_candidate_executed,mpc_assisted_candidate_scale,mpc_assisted_candidate_scale_max,candidate_csv,candidate_step_policy,candidate_row_count,candidate_available_in_run,real_robot_torque_commanded,ros_publisher_used,wbc_script,swing_target_csv,total_steps,transition_count,trot_FR_RL_steps,trot_FL_RR_steps,stance_kp,stance_kd,swing_kp,swing_kd,stance_wbc_scale,swing_pd_scale,swing_target_scale,torque_limit,initial_z,final_z,min_z,max_z,delta_z,final_roll,final_pitch,max_abs_roll,roll_margin_to_0p20,max_abs_pitch,pitch_margin_to_0p20,z_margin_to_0p22,max_joint_error,max_swing_joint_error,max_stance_joint_error,max_tau_stance_pd_abs,max_tau_stance_wbc_abs,max_tau_swing_pd_abs,max_tau_baseline_raw_abs,max_tau_candidate_abs,max_tau_candidate_scaled_abs,max_tau_total_raw_abs,max_tau_total_abs,max_cmd_step_jump_norm,max_cmd_step_jump_abs,max_dyn_res_norm,max_stance_acc_res_norm,max_swing_acc_error_norm,qp_fail_steps,saturation_steps,pass,pass_margin
14.5D-R6,mpc_assisted_candidate,True,False,False,False,True,False,True,True,0.05,0.25,results/logs_sample/stage14_5b_offline_mpc_force_to_torque_candidates.csv,repeat,100,True,False,False,scripts/stage13_2_2400step_online_full_wbc_scheduler_runner.py,results/logs_sample/stage13_2_2400step_swing_trajectory_tracking_check.csv,2400,11,1200,1200,60.0,2.0,80.0,2.0,0.2,1.0,0.35,23.7,0.284805846483,0.284820475299,0.276975761939,0.291199007237,0.000014628816,0.004616922341,-0.002816021037,0.102952660101,0.097047339899,0.053162351948,0.146837648052,0.056975761939,0.088041008300,0.060720115471,0.088041008300,10.929123399763,2.159904113787,9.555835089130,9.555835089130,19.442509447300,0.972125472365,10.019186119959,10.019186119959,26.026006701577,11.392386430769,8.374174656233e-08,3.770029579880e-09,3.586990349247e-01,0,0,True,True
