control_mode,primary_mpc_wbc_executed,smoke_stability_pass,failure_class,first_roll_exceed_step,first_pitch_exceed_step,first_z_exceed_step,first_saturation_step,max_abs_roll,max_abs_pitch,min_z,qp_fail_steps,saturation_steps,max_tau_stance_pd_abs,max_tau_stance_wbc_abs,max_tau_swing_pd_abs,max_tau_candidate_abs,max_tau_primary_mpc_wbc_raw_abs,max_tau_total_abs,dominant_raw_component
primary_mpc_wbc,True,False,posture_limit_violation_with_torque_saturation_no_qp_failure,140,575,,200,0.488712369676,0.356235143697,0.238243397800,0,555,71.264532613097,4.377325607949,75.856574627963,19.442509447300,75.856574627963,23.700000000000,swing_pd_or_posture_residual_dominates_candidate
