sign,initial_z,final_z,min_z,delta_z,tau_jtf_norm,tau_jtf_max_abs,max_abs_roll,max_abs_pitch,saturation_steps
plus,0.28480584648330304,0.27428167433940703,0.25879985069337896,-0.010524172143896005,11.567004356004157,5.309218454936277,0.03950665872738694,0.01289045149115495,0
minus,0.28480584648330304,0.29351710400099223,0.28480584648330304,0.008711257517689197,11.567004356004157,5.309218454936277,0.07846752080195041,0.01051598994698482,0
