stage,source_stage,velocity_metric_source,target_vx,initial_x,final_x,forward_displacement,initial_y,final_y,lateral_displacement,mean_vx,mean_abs_velocity_error,max_abs_velocity_error,control_mode,simulation_only_project,hardware_deployment_completed,torque_enable_ready,torque_publisher_enabled,control_law_changed,mixed_baseline_modified,mpc_assisted_candidate_switch_present,mpc_assisted_candidate_executed,mpc_assisted_candidate_scale,scale_tag,mpc_assisted_candidate_scale_max,candidate_csv,candidate_step_policy,candidate_row_count,candidate_available_in_run,real_robot_torque_commanded,ros_publisher_used,wbc_script,swing_target_csv,total_steps,transition_count,trot_FR_RL_steps,trot_FL_RR_steps,stance_kp,stance_kd,swing_kp,swing_kd,stance_wbc_scale,swing_pd_scale,swing_target_scale,torque_limit,initial_z,final_z,min_z,max_z,delta_z,final_roll,final_pitch,max_abs_roll,roll_margin_to_0p20,max_abs_pitch,pitch_margin_to_0p20,z_margin_to_0p22,max_joint_error,max_swing_joint_error,max_stance_joint_error,max_tau_stance_pd_abs,max_tau_stance_wbc_abs,max_tau_swing_pd_abs,max_tau_baseline_raw_abs,max_tau_candidate_abs,max_tau_candidate_scaled_abs,max_tau_total_raw_abs,max_tau_total_abs,max_cmd_step_jump_norm,max_cmd_step_jump_abs,max_dyn_res_norm,max_stance_acc_res_norm,max_swing_acc_error_norm,qp_fail_steps,saturation_steps,pass,pass_margin
19.2,14.5D-R6,finite_difference_from_qpos0,0.200000000000,0.000000000000,0.828053601409,0.828053601409,0.000000000000,0.191512134466,0.191512134466,0.172518069773,0.085663449190,0.273850481465,mpc_assisted_candidate,True,False,False,False,True,False,True,True,0.005,0p005,0.25,results/logs_sample/stage14_5b_offline_mpc_force_to_torque_candidates.csv,repeat,100,True,False,False,scripts/stage13_2_2400step_online_full_wbc_scheduler_runner.py,results/logs_sample/stage13_2_2400step_swing_trajectory_tracking_check.csv,2400,11,1200,1200,60.0,2.0,80.0,2.0,0.2,1.0,0.35,23.7,0.284805846483,0.281865534525,0.273833777216,0.295298754430,-0.002940311958,0.014537159091,-0.007495635774,0.109771656354,0.090228343646,0.064034461154,0.135965538846,0.053833777216,0.085932752340,0.079969860045,0.085932752340,10.581691388728,2.150223711331,11.291256069784,11.291256069784,19.442509447300,0.097212547237,11.291256069783,11.291256069783,29.648835702070,12.031536004518,7.685939765753e-08,3.488538847989e-09,4.511676844443e-01,0,0,True,True
