run_id,control_mode,perturbation_id,command,returncode,stdout_tail,stderr_tail,runner_summary_csv,runner_log_csv,trace_csv
stage25_3_primary_mpc_wbc_smoke,primary_mpc_wbc,nominal,/usr/bin/python3 /home/zanshi/robot-mpc-wbc-locomotion/scripts/stage25_2_primary_mpc_wbc_runner.py --control-mode primary_mpc_wbc --allow-primary-mpc-wbc --mpc-assisted-candidate-scale 0.0 --scale-tag primary --run-id stage25_3_primary_mpc_wbc_smoke --perturbation-id nominal --perturbation-type none --perturb-vx 0.0 --perturb-vy 0.0 --perturb-yawrate 0.0 --trace-csv /home/zanshi/robot-mpc-wbc-locomotion/results/logs_sample/stage25_3_primary_mpc_wbc_smoke_trace.csv --trace-steps 12,2,ck.csv\ntotal_steps=2400\ntransition_count=11\ntrot_FR_RL_steps=1200\ntrot_FL_RR_steps=1200\nstance_kp=60.0\nstance_kd=2.0\nswing_kp=80.0\nswing_kd=2.0\nstance_wbc_scale=0.2\nswing_pd_scale=1.0\nswing_target_scale=0.35\ntorque_limit=23.7\ninitial_z=0.284805846483\nfinal_z=0.271131937121\nmin_z=0.238243397800\nmax_z=0.307841065959\ndelta_z=-0.013673909362\nfinal_roll=0.332761189180\nfinal_pitch=-0.136434426712\nmax_abs_roll=0.488712369676\nroll_margin_to_0p20=-0.288712369676\nmax_abs_pitch=0.356235143697\npitch_margin_to_0p20=-0.156235143697\nz_margin_to_0p22=0.018243397800\nmax_joint_error=0.980273239292\nmax_swing_joint_error=0.915656293921\nmax_stance_joint_error=0.980273239292\nmax_tau_stance_pd_abs=71.264532613097\nmax_tau_stance_wbc_abs=4.377325607949\nmax_tau_swing_pd_abs=75.856574627963\nmax_tau_baseline_raw_abs=75.856574627963\nmax_tau_candidate_abs=19.442509447300\nmax_tau_candidate_scaled_abs=0.000000000000\nmax_tau_primary_mpc_wbc_raw_abs=75.856574627963\nmax_tau_total_raw_abs=75.856574627963\nmax_tau_total_abs=23.700000000000\nmax_cmd_step_jump_norm=75.765840020908\nmax_cmd_step_jump_abs=31.410597942610\nmax_dyn_res_norm=9.986467556927e-05\nmax_stance_acc_res_norm=4.316273593820e-06\nmax_swing_acc_error_norm=6.740142379812e+00\nqp_fail_steps=0\nsaturation_steps=555\npass=False\npass_margin=False\nsaved_log=results/logs_sample/stage25_2_primary_mpc_wbc_rollout_nominal_primary_primary_mpc_wbc_log.csv\nsaved_summary=results/logs_sample/stage25_2_primary_mpc_wbc_rollout_nominal_primary_primary_mpc_wbc_summary.csv\n,,results/logs_sample/stage25_2_primary_mpc_wbc_rollout_nominal_primary_primary_mpc_wbc_summary.csv,results/logs_sample/stage25_2_primary_mpc_wbc_rollout_nominal_primary_primary_mpc_wbc_log.csv,results/logs_sample/stage25_3_primary_mpc_wbc_smoke_trace.csv
