step,FR_fx,FR_fy,FR_fz,FL_fx,FL_fy,FL_fz,RR_fx,RR_fy,RR_fz,RL_fx,RL_fy,RL_fz,FR_hip_tau_candidate,FR_thigh_tau_candidate,FR_calf_tau_candidate,FL_hip_tau_candidate,FL_thigh_tau_candidate,FL_calf_tau_candidate,RR_hip_tau_candidate,RR_thigh_tau_candidate,RR_calf_tau_candidate,RL_hip_tau_candidate,RL_thigh_tau_candidate,RL_calf_tau_candidate,force_total_norm,tau_abs_max,torque_limit_violation
62,-6.78454417659e-12,0,63.9235540197,-1.62438602423e-21,0,-5.55096059101e-10,-1.62438602423e-21,0,-5.55096059102e-10,-6.79639277561e-12,0,63.9235540196,-5.11388432157,1.79658696369e-12,-10.6655575248,-4.44076847281e-11,4.30146916162e-22,9.26170179514e-11,4.44076847282e-11,4.30146916162e-22,9.26170179516e-11,5.11388432157,1.79972454198e-12,-10.6655575248,90.4015570497,10.6655575248,False
63,-6.5603458237e-12,0,61.807328991,-2.72447312653e-20,0,-3.1549656907e-11,-2.72447312653e-20,0,-3.15496569039e-11,-6.59543685576e-12,0,61.807328991,-4.94458631928,1.73721792907e-12,-10.3124682743,-2.52397255256e-12,7.21456412492e-21,5.26401709074e-12,2.52397255231e-12,7.21456412492e-21,5.26401709023e-12,4.94458631928,1.74651023952e-12,-10.3124682743,87.4087629131,10.3124682743,False
64,-6.6014637723e-12,0,60.0748737723,6.05860793822e-19,0,-1.42872880085e-10,6.05860793822e-19,0,-1.42872880085e-10,-6.64986655e-12,0,60.0748737723,-4.80598990179,1.74810620225e-12,-10.0234104915,-1.14298304068e-11,-1.60435480359e-19,2.38381444763e-11,1.14298304068e-11,-1.60435480359e-19,2.38381444762e-11,4.80598990179,1.76092354077e-12,-10.0234104915,84.9587012467,10.0234104915,False
65,-6.60805727796e-12,0,60.0725189111,-3.30616676394e-20,0,-8.77573157838e-11,-3.30616676394e-20,0,-8.77573157835e-11,-6.43031076193e-12,0,60.0725189111,-4.80580151289,1.7498522011e-12,-10.0230175861,-7.0205852627e-12,8.75492288539e-21,1.4642188069e-11,7.02058526268e-12,8.75492288539e-21,1.4642188069e-11,4.80580151289,1.70278388446e-12,-10.0230175861,84.95537097,10.0230175861,False
66,-6.5440892996e-12,0,61.7798915828,-6.49739588559e-20,0,-1.38950681527e-11,-6.49739588559e-20,0,-1.38950681555e-11,-5.79853262841e-12,0,61.7798915827,-4.94239132662,1.73291310644e-12,-10.3078903803,-1.11160545221e-12,1.72054841742e-20,2.31837311796e-12,1.11160545244e-12,1.72054841742e-20,2.31837311843e-12,4.94239132662,1.53548534103e-12,-10.3078903803,87.3699605583,10.3078903803,False
67,-5.52856103235e-12,0,63.9993124974,-3.47385457478e-19,0,-1.88613827944e-09,-3.47385459765e-19,0,-1.88613827931e-09,-5.14747748934e-12,0,63.9993124973,-5.11994499979,1.46399528401e-12,-10.6781977232,-1.50891062355e-10,9.19897001235e-20,3.14699591263e-10,1.50891062345e-10,9.19897007291e-20,3.14699591242e-10,5.11994499979,1.36308213382e-12,-10.6781977232,90.5086957163,10.6781977232,False
68,-5.55220846701e-12,0,62.3187814363,1.3790502616e-19,0,-1.71811286313e-09,1.37928506196e-19,0,-1.71811286313e-09,-5.26025704279e-12,0,62.3187814363,-4.9855025149,1.47025726296e-12,-10.397803415,-1.3744902905e-10,-3.65180571866e-20,2.86664780388e-10,1.3744902905e-10,-3.65242748373e-20,2.86664780388e-10,4.9855025149,1.39294681894e-12,-10.397803415,88.1320658978,10.397803415,False
69,-1.0774820553e-11,0,46.2082065245,-3.49313277585e-19,0,1.09862699512e-10,-3.64021727742e-19,0,1.09862699471e-10,-1.0655638764e-11,0,46.2082065245,-3.69665652196,2.85323547724e-12,-7.70977603426,8.78901596095e-12,9.25001981589e-20,-1.83304410477e-11,-8.78901595769e-12,9.63950817531e-20,-1.8330441039e-11,3.69665652196,2.82167544272e-12,-7.70977603426,65.3482723598,7.70977603426,False
70,1.69382267138e-20,0,-2.23160758492e-10,-4.67655048378e-12,0,46.2350050145,-4.65081259191e-12,0,46.2350050145,1.69382267137e-20,0,-2.23160758735e-10,1.78528606793e-11,-4.48534146288e-21,3.72340672125e-11,3.69880040116,1.23837790948e-12,-7.71424732566,-3.69880040116,1.23156236524e-12,-7.71424732566,-1.78528606988e-11,-4.48534146286e-21,3.72340672531e-11,65.3861711479,7.71424732566,False
71,3.30207959889e-19,0,-1.12331677454e-09,-6.55024690831e-12,0,62.096948043,-6.5304567247e-12,0,62.096948043,3.30207959889e-19,0,-1.12331677454e-09,8.98653419632e-11,-8.74409983339e-20,1.87423866811e-10,4.96775584344,1.73454367723e-12,-10.3607908169,-4.96775584344,1.72930312091e-12,-10.3607908169,-8.98653419635e-11,-8.74409983339e-20,1.87423866812e-10,87.8183461044,10.3607908169,False
72,1.70673427361e-20,0,-5.55180534155e-10,-6.79426180228e-12,0,63.9288119306,-6.78320106961e-12,0,63.9288119306,1.70673427361e-20,0,-5.55180534156e-10,4.44144427324e-11,-4.51953214045e-21,9.26311124961e-11,5.11430495444,1.79916024778e-12,-10.6664348001,-5.11430495444,1.7962313011e-12,-10.6664348001,-4.44144427325e-11,-4.51953214045e-21,9.26311124963e-11,90.4089928586,10.6664348001,False
73,-4.22637970651e-19,0,-3.15504129508e-11,-6.60246203304e-12,0,61.8126985107,-6.57394918032e-12,0,61.8126985107,-4.22637970651e-19,0,-3.15504129485e-11,2.52403303607e-12,1.11917005574e-19,5.26414328797e-12,4.94501588085,1.74837054753e-12,-10.3133641713,-4.94501588086,1.74082017743e-12,-10.3133641713,-2.52403303588e-12,1.11917005574e-19,5.26414328758e-12,87.4163565607,10.3133641713,False
74,-7.69443792057e-20,0,-1.42881895504e-10,-6.59089599977e-12,0,60.0802715909,-6.66480892641e-12,0,60.0802715909,-7.69443792057e-20,0,-1.42881895506e-10,1.14305516403e-11,2.03753214677e-20,2.38396487769e-11,4.80642172727,1.7453077943e-12,-10.0243111102,-4.80642172728,1.76488036941e-12,-10.0243111102,-1.14305516405e-11,2.03753214677e-20,2.38396487772e-11,84.966334915,10.0243111102,False
75,-2.31234953315e-19,0,-8.77628188886e-11,-6.53074937303e-12,0,60.0777622497,-6.59032776486e-12,0,60.0777622497,-2.31234953315e-19,0,-8.77628188907e-11,7.02102551109e-12,6.12323675491e-20,1.46431062808e-11,4.80622097997,1.7293806159e-12,-10.02389243,-4.80622097998,1.74515732238e-12,-10.02389243,-7.02102551125e-12,6.12323675491e-20,1.46431062811e-11,84.9627861705,10.02389243,False
76,1.08297919497e-20,0,-1.38970612174e-11,-6.22254100613e-12,0,61.7849196179,-6.21259936954e-12,0,61.7849196179,1.08297919497e-20,0,-1.38970612159e-11,1.11176489739e-12,-2.86779222448e-21,2.31870564804e-12,4.94279356943,1.6477652384e-12,-10.3087293011,-4.94279356943,1.64513263491e-12,-10.3087293011,-1.11176489727e-12,-2.86779222448e-21,2.3187056478e-12,87.3770712737,10.3087293011,False
77,2.06309421799e-19,0,-1.88664736611e-09,-5.08331810292e-12,0,64.0041121641,-5.09461499127e-12,0,64.0041121641,2.06309419382e-19,0,-1.88664736611e-09,1.50931789289e-10,-5.46319410769e-20,3.14784531604e-10,5.12032897313,1.34609235319e-12,-10.678998541,-5.12032897313,1.34908383527e-12,-10.678998541,-1.50931789289e-10,-5.46319404369e-20,3.14784531604e-10,90.5154834702,10.678998541,False
78,-2.28231085169e-19,0,-1.71837986501e-09,-5.15822258464e-12,0,62.3231088191,-5.16153836073e-12,0,62.3231088191,-2.28208634612e-19,0,-1.71837986501e-09,1.37470389201e-10,6.04369257019e-20,2.86709329334e-10,4.98584870553,1.36592749787e-12,-10.3985254329,-4.98584870553,1.36680553477e-12,-10.3985254329,-1.374703892e-10,6.04309806633e-20,2.86709329334e-10,88.1381857412,10.3985254329,False
79,-5.58171453128e-20,0,1.09861693017e-10,-1.12728660362e-11,0,46.2111927616,-1.13237176954e-11,0,46.2111927616,-3.96036672829e-20,0,1.09861693236e-10,-8.78893544137e-12,1.47807064128e-20,-1.83302731543e-11,3.69689542092,2.98512083301e-12,-7.71027428383,-3.69689542093,2.99858664967e-12,-7.71027428383,8.78893545889e-12,1.04872826387e-20,-1.8330273193e-11,65.3524955368,7.71027428383,False
80,-4.60278589801e-12,0,46.237648009,1.97319302389e-19,0,-2.23171509009e-10,1.97319302389e-19,0,-2.23171508575e-10,-4.53818129419e-12,0,46.237648009,-3.69901184072,1.2188446159e-12,-7.71468830567,-1.78537207207e-11,-5.22513048967e-20,3.72358608977e-11,1.7853720686e-11,-5.22513048967e-20,3.72358608254e-11,3.69901184072,1.2017369391e-12,-7.71468830567,65.3899089066,7.71468830567,False
81,-6.62083666541e-12,0,62.1003509089,-8.77374758056e-20,0,-1.12331831313e-09,-8.77374758056e-20,0,-1.12331831311e-09,-6.30272568743e-12,0,62.1003509089,-4.96802807271,1.75323625761e-12,-10.3613585804,-8.986546505e-11,2.3233396549e-20,1.87424123577e-10,8.98654650492e-11,2.3233396549e-20,1.87424123575e-10,4.96802807271,1.66899861081e-12,-10.3613585804,87.8231584835,10.3613585804,False
82,-6.93587158768e-12,0,63.9320993823,-3.7558932067e-20,0,-5.55263627379e-10,-3.7558932067e-20,0,-5.55263627387e-10,-6.62323094738e-12,0,63.9320993823,-5.11456795058,1.83665934688e-12,-10.6669833069,-4.44210901903e-11,9.945824799e-21,9.26449764941e-11,4.4421090191e-11,9.945824799e-21,9.26449764955e-11,5.11456795058,1.75387027748e-12,-10.6669833069,90.4136420174,10.6669833069,False
83,-6.67358839499e-12,0,61.8156270239,1.90878191531e-19,0,-3.15512112102e-11,1.90878191531e-19,0,-3.15512112091e-11,-6.69019506174e-12,0,61.8156270239,-4.94525016191,1.76720522402e-12,-10.3138527897,-2.52409689681e-12,-5.05456610836e-20,5.26427639522e-12,2.52409689673e-12,-5.05456610836e-20,5.26427639504e-12,4.94525016191,1.77160276646e-12,-10.3138527897,87.4204981038,10.3138527897,False
84,-6.63858609345e-12,0,60.0828720191,-4.69665667368e-19,0,-1.42885243098e-10,-4.69665667368e-19,0,-1.42885243098e-10,-6.64994280164e-12,0,60.0828720191,-4.80662976153,1.75793640993e-12,-10.024744988,-1.14308194478e-11,1.24370214612e-19,2.38402073704e-11,1.14308194479e-11,1.24370214612e-19,2.38402073705e-11,4.80662976153,1.76094373265e-12,-10.024744988,84.9700124757,10.024744988,False
85,-6.54748561361e-12,0,60.0801340015,4.08991007802e-20,0,-8.77656726028e-11,4.08991007802e-20,0,-8.77656726109e-11,-6.51899289438e-12,0,60.0801340015,-4.80641072012,1.73381247025e-12,-10.0242881535,-7.02125380823e-12,-1.08303210025e-20,1.4643582383e-11,7.02125380887e-12,-1.08303210025e-20,1.46435823844e-11,4.80641072012,1.72626743162e-12,-10.0242881535,84.9661403341,10.0242881535,False
86,-6.41725136208e-12,0,61.7871524666,-4.6860500593e-19,0,-1.38981634615e-11,-4.6860500593e-19,0,-1.38981634587e-11,-5.65161172646e-12,0,61.7871524666,-4.94297219733,1.69932567903e-12,-10.3091018488,-1.11185307692e-12,1.24089345262e-19,2.31888961945e-12,1.1118530767e-12,1.24089345262e-19,2.31888961898e-12,4.94297219733,1.49657982722e-12,-10.3091018488,87.3802289986,10.3091018488,False
87,-5.24407654575e-12,0,64.0062460805,1.61662760668e-19,0,-1.88687507494e-09,1.61662761829e-19,0,-1.88687507489e-09,-4.69387452151e-12,0,64.0062460805,-5.12049968644,1.38866212872e-12,-10.679354582,-1.50950005995e-10,-4.28092441835e-20,3.14822524517e-10,1.50950005991e-10,-4.2809244491e-20,3.14822524509e-10,5.12049968644,1.24296541596e-12,-10.679354582,90.5185012836,10.679354582,False
88,-5.12145577195e-12,0,62.3250422119,-4.07399955862e-20,0,-1.71849841917e-09,-4.07636274022e-20,0,-1.71849841918e-09,-4.96359972764e-12,0,62.3250422119,-4.98600337695,1.35619143092e-12,-10.3988480168,-1.37479873534e-10,1.07881890169e-20,2.8672910991e-10,1.37479873534e-10,1.079444686e-20,2.86729109911e-10,4.98600337695,1.31439022748e-12,-10.3988480168,88.1409199715,10.3988480168,False
89,-1.1956143214e-11,0,46.2125312281,4.9236806636e-20,0,1.09861149734e-10,1.12841806235e-19,0,1.09861149202e-10,-1.19259538887e-11,0,46.2125312281,-3.69700249824,3.16605662447e-12,-7.71049760513,8.78889197874e-12,-1.30381942594e-20,-1.83301825222e-11,-8.78889193616e-12,-2.98811700189e-20,-1.83301824419e-11,3.69700249824,3.15806231461e-12,-7.71049760513,65.3543884143,7.71049760513,False
90,4.49978722541e-19,0,-2.23176519938e-10,-4.42075813628e-12,0,46.2388366145,-4.36956136648e-12,0,46.2388366145,4.49978722542e-19,0,-2.23176520073e-10,1.78541215951e-11,-1.19156996522e-19,3.7236696931e-11,3.69910692916,1.17064260038e-12,-7.71488662287,-3.69910692916,1.15708539641e-12,-7.71488662287,-1.78541216058e-11,-1.19156996522e-19,3.72366969535e-11,65.3915898486,7.71488662287,False
91,1.87157724229e-20,0,-1.12331936539e-09,-6.37375462439e-12,0,62.1018806153,-6.42511919654e-12,0,62.1018806153,1.87157724229e-20,0,-1.12331936538e-09,8.9865549231e-11,-4.95604595903e-21,1.87424299131e-10,4.96815044922,1.68780748859e-12,-10.3616138098,-4.96815044922,1.70140912759e-12,-10.3616138098,-8.98655492307e-11,-4.95604595903e-21,1.87424299131e-10,87.825321815,10.3616138098,False
92,6.53924664237e-22,0,-5.55300583829e-10,-6.75003401359e-12,0,63.9335767698,-6.77159535095e-12,0,63.9335767698,6.53924664237e-22,0,-5.55300583825e-10,4.44240467063e-11,-1.73163074249e-22,9.26511426221e-11,5.11468614159,1.78744847076e-12,-10.667229807,-5.11468614159,1.79315803895e-12,-10.667229807,-4.4424046706e-11,-1.73163074249e-22,9.26511426215e-11,90.4157313589,10.667229807,False
93,-1.96593077534e-19,0,-3.15515599373e-11,-6.65817141078e-12,0,61.8169428712,-6.64598657757e-12,0,61.8169428712,-1.96593077534e-19,0,-3.15515599403e-11,2.52412479498e-12,5.20589963091e-20,5.26433463116e-12,4.94535542969,1.76312271646e-12,-10.3140723371,-4.94535542969,1.75989610139e-12,-10.3140723371,-2.52412479522e-12,5.20589963091e-20,5.26433463166e-12,87.4223589929,10.3140723371,False
94,-4.39994335879e-20,0,-1.42886564902e-10,-6.62717582667e-12,0,60.0840403625,-6.63404322966e-12,0,60.0840403625,-4.39994335879e-20,0,-1.42886564901e-10,1.14309251922e-11,1.1651307256e-20,2.38404278553e-11,4.806723229,1.75491490458e-12,-10.0249399245,-4.806723229,1.75673343304e-12,-10.0249399245,-1.1430925192e-11,1.1651307256e-20,2.3840427855e-11,84.9716647629,10.0249399245,False
95,1.36951152737e-19,0,-8.77666254989e-11,-6.63185738953e-12,0,60.0811995899,-6.63065161685e-12,0,60.0811995899,1.36951152737e-19,0,-8.77666254984e-11,7.02133003991e-12,-3.62654659275e-20,1.46437413597e-11,4.80649596719,1.75615460979e-12,-10.0244659455,-4.80649596719,1.75583531414e-12,-10.0244659455,-7.02133003988e-12,-3.62654659275e-20,1.46437413597e-11,84.9676473037,10.0244659455,False
96,1.14851276534e-19,0,-1.38974798337e-11,-6.05554456235e-12,0,61.7881556587,-6.05639830969e-12,0,61.7881556587,1.14851276534e-19,0,-1.38974798335e-11,1.11179838669e-12,-3.04132895022e-20,2.31877547983e-12,4.9430524527,1.60354360375e-12,-10.3092692301,-4.9430524527,1.60376968104e-12,-10.30926923,-1.11179838668e-12,-3.04132895022e-20,2.3187754798e-12,87.3816477266,10.3092692301,False
97,-3.86308738412e-20,0,-1.88697638962e-09,-4.69632714928e-12,0,64.0072048342,-4.69986979426e-12,0,64.0072048342,-3.86308757679e-20,0,-1.88697638962e-09,1.5095811117e-10,1.02296812479e-20,3.1483942876e-10,5.12057638674,1.24361488613e-12,-10.6795145488,-5.12057638674,1.24455299923e-12,-10.6795145488,-1.5095811117e-10,1.02296817581e-20,3.1483942876e-10,90.5198571661,10.6795145488,False
98,-7.76693743657e-21,0,-1.71855187699e-09,-4.80025221305e-12,0,62.3259108768,-4.7791698026e-12,0,62.3259108768,-7.77031370955e-21,0,-1.71855187699e-09,1.3748415016e-10,2.05673044247e-21,2.8673802927e-10,4.98607287014,1.27113485061e-12,-10.3989929524,-4.98607287014,1.26555210507e-12,-10.3989929524,-1.3748415016e-10,2.0576244993e-21,2.8673802927e-10,88.1421484492,10.3989929524,False
99,-3.87766371384e-20,0,1.09861191615e-10,-1.25205099062e-11,0,46.2131325964,-1.25195185897e-11,0,46.2131325964,-5.17131773321e-20,0,1.09861192243e-10,-8.7888953292e-12,1.02682802212e-20,-1.83301894983e-11,3.69705060771,3.31550422411e-12,-7.71059794261,-3.69705060771,3.3152417177e-12,-7.71059794261,8.78889537945e-12,1.36939516978e-20,-1.83301896014e-11,65.3552388775,7.71059794261,False
