step,FR_fx,FR_fy,FR_fz,FL_fx,FL_fy,FL_fz,RR_fx,RR_fy,RR_fz,RL_fx,RL_fy,RL_fz,FR_hip_tau_candidate,FR_thigh_tau_candidate,FR_calf_tau_candidate,FL_hip_tau_candidate,FL_thigh_tau_candidate,FL_calf_tau_candidate,RR_hip_tau_candidate,RR_thigh_tau_candidate,RR_calf_tau_candidate,RL_hip_tau_candidate,RL_thigh_tau_candidate,RL_calf_tau_candidate,force_total_norm,tau_abs_max,torque_limit_violation
10,-9.99550137568e-20,0,-6.99043800706e-11,0.00071374814841,0,45.6431666407,0.000713748148397,0,45.6431666407,-9.99074186721e-20,0,-6.9904380369e-11,5.59235040565e-12,2.64686720281e-20,1.16634501814e-11,3.65145333126,-0.000189004682616,-7.61559440512,-3.65145333126,-0.000189004682612,-7.61559440512,-5.59235042952e-12,2.64560685714e-20,1.16634502312e-11,64.5491853009,7.61559440512,False
11,-1.34349900274e-19,0,-1.1185319622e-09,0.000336680227661,0,61.3023171573,0.000336680227661,0,61.3023171573,-1.34349900274e-19,0,-1.11853196221e-09,8.94825569764e-11,3.5576639067e-20,1.86625527481e-10,4.90418537258,-8.91548926799e-05,-10.2282523183,-4.90418537258,-8.91548926799e-05,-10.2282523183,-8.94825569771e-11,3.5576639067e-20,1.86625527483e-10,86.6945683301,10.2282523183,False
12,-3.438872348e-19,0,-5.32961884609e-10,6.6021636969e-05,0,63.1661561232,6.60216369511e-05,0,63.1661561232,-3.438872348e-19,0,-5.32961884614e-10,4.26369507687e-11,9.10633503061e-20,8.89239612678e-11,5.05329248985,-1.74829154638e-05,-10.5391954636,-5.05329248985,-1.74829154591e-05,-10.5391954636,-4.26369507691e-11,9.10633503061e-20,8.89239612687e-11,89.3304346724,10.5391954636,False
13,-1.53292611386e-19,0,-2.61527264826e-11,-1.26282062032e-05,0,61.1438286292,-1.2628206231e-05,0,61.1438286292,-1.53292611386e-19,0,-2.61527264803e-11,2.09221811861e-12,4.05927797176e-20,4.36354665047e-12,4.89150629034,3.34402283321e-06,-10.2017624748,-4.89150629034,3.34402284056e-06,-10.2017624748,-2.09221811843e-12,4.05927797176e-20,4.36354665009e-12,86.4704317028,10.2017624748,False
14,1.91510593815e-19,0,-6.43811832458e-11,-1.45401946857e-05,0,59.5172259633,-1.45401946704e-05,0,59.5172259633,1.91510593815e-19,0,-6.43811832417e-11,5.15049465967e-12,-5.07131249056e-20,1.07419123097e-11,4.76137807707,3.85032856177e-06,-9.93036579241,-4.76137807707,3.85032855773e-06,-9.93036579241,-5.15049465933e-12,-5.07131249056e-20,1.0741912309e-11,84.1700681522,9.93036579241,False
15,-5.87275228755e-20,0,-5.04719401249e-11,-5.21705306045e-06,0,59.5418432012,-5.2170530487e-06,0,59.5418432012,-5.87275228755e-20,0,-5.04719401238e-11,4.03775521e-12,1.55513914069e-20,8.42117415942e-12,4.7633474561,1.38150615182e-06,-9.93447437928,-4.7633474561,1.38150614871e-06,-9.93447437928,-4.0377552099e-12,1.55513914069e-20,8.42117415923e-12,84.2048821838,9.93447437928,False
16,6.50689143181e-20,0,-1.18399547328e-11,-5.70643799046e-07,0,61.2651609651,-5.70644089263e-07,0,61.2651609651,6.50689143181e-20,0,-1.1839954736e-11,9.47196378621e-13,-1.72306289358e-20,1.97548023854e-12,4.90121287721,1.51109814247e-07,-10.2220082055,-4.90121287721,1.51109891098e-07,-10.2220082055,-9.47196378878e-13,-1.72306289358e-20,1.97548023907e-12,86.6420215379,10.2220082055,False
17,-7.05312985656e-20,0,-1.8353875204e-09,4.09630026696e-07,0,63.5104616102,4.09629624305e-07,0,63.5104616102,-7.05313482792e-20,0,-1.8353875204e-09,1.46831001632e-10,1.86771002202e-20,3.0623189652e-10,5.08083692882,-1.08472425964e-07,-10.5966336758,-5.08083692882,-1.08472319409e-07,-10.5966336758,-1.46831001632e-10,1.86771133847e-20,3.0623189652e-10,89.8173561618,10.5966336758,False
18,4.01783093857e-21,0,-1.69130572259e-09,2.69857772307e-07,0,61.8813318336,2.69857768178e-07,0,61.8813318336,4.02410400184e-21,0,-1.69130572259e-09,1.35304457807e-10,-1.06394512272e-21,2.82192045686e-10,4.95050654669,-7.1459915826e-08,-10.3248155831,-4.95050654669,-7.14599147324e-08,-10.3248155831,-1.35304457807e-10,-1.06560626654e-21,2.82192045685e-10,87.5134187368,10.3248155831,False
19,4.78121758148e-20,0,4.5570312871e-11,7.86651708446e-08,0,45.9256746406,7.86652276867e-08,0,45.9256746406,-1.12027914e-20,0,4.55703128053e-11,-3.64562502968e-12,-1.26609436889e-20,-7.6033443573e-12,3.67405397125,-2.08309971543e-08,-7.66263598643,-3.67405397125,-2.08310122064e-08,-7.66263598643,3.64562502442e-12,2.96656465966e-21,-7.60334433852e-12,64.9487119379,7.66263598643,False
20,-1.56437590892e-08,0,45.977617087,5.20392788834e-20,0,-1.31241095828e-10,5.20392788834e-20,0,-1.31241095777e-10,-1.56437555355e-08,0,45.977617087,-3.67820936696,4.14255886781e-09,-7.67130250005,-1.04992876662e-11,-1.37803052951e-20,2.18973972615e-11,1.04992876622e-11,-1.37803052951e-20,2.18973972529e-11,3.67820936696,4.14255792676e-09,-7.67130250004,65.02216965,7.67130250005,False
21,-7.38359399314e-09,0,61.742273528,3.82705615978e-19,0,-1.12230575381e-09,3.82705615978e-19,0,-1.12230575381e-09,-7.38361237037e-09,0,61.742273528,-4.93938188224,1.95521885744e-09,-10.3016138584,-8.97844603051e-11,-1.01342684593e-19,1.87255179379e-10,8.97844603049e-11,-1.01342684593e-19,1.87255179379e-10,4.93938188224,1.95522372384e-09,-10.3016138583,87.3167605951,10.3016138584,False
22,-1.45336117419e-09,0,63.5877357096,1.25439365145e-19,0,-5.45331810348e-10,1.25439365145e-19,0,-5.45331810238e-10,-1.45341505591e-09,0,63.5877357096,-5.08701885677,3.84858535978e-10,-10.6095266991,-4.36265448279e-11,-3.32170772695e-20,9.09878663901e-11,4.3626544819e-11,-3.32170772695e-20,9.09878663717e-11,5.08701885677,3.84872804173e-10,-10.6095266991,89.9266382412,10.6095266991,False
23,2.70060840893e-10,0,61.5145317973,-1.69236848177e-19,0,-2.87349970579e-11,-1.69236848177e-19,0,-2.87349970592e-11,2.70133321098e-10,0,61.5145317973,-4.92116254378,-7.15136895746e-11,-10.2636154632,-2.29879976463e-12,4.48149068378e-20,4.79439496488e-12,2.29879976474e-12,4.48149068378e-20,4.7943949651e-12,4.92116254378,-7.15328827568e-11,-10.2636154632,86.9946851508,10.2636154632,False
24,3.11999756268e-10,0,59.839725631,1.40457429584e-19,0,-8.2157047341e-11,1.40457429584e-19,0,-8.2157047343e-11,3.11968365692e-10,0,59.839725631,-4.78717805048,-8.26193595612e-11,-9.9841763459,-6.57256378728e-12,-3.71939485358e-20,1.37077909189e-11,6.57256378744e-12,-3.71939485358e-20,1.37077909193e-11,4.78717805048,-8.26110471531e-11,-9.9841763459,84.626151556,9.9841763459,False
25,1.08075499754e-10,0,59.8392350627,6.92001780615e-21,0,-6.07225976986e-11,6.92001780615e-21,0,-6.07225976928e-11,1.0754111158e-10,0,59.8392350627,-4.78713880502,-2.86190241964e-11,-9.98409449523,-4.85780781589e-12,-1.83246117284e-21,1.01314823414e-11,4.85780781542e-12,-1.83246117284e-21,1.01314823405e-11,4.78713880502,-2.84775150836e-11,-9.98409449523,84.6254577877,9.98409449523,False
26,6.14937548225e-12,0,61.5490066868,4.05792751912e-20,0,-1.18999205906e-11,4.05792751912e-20,0,-1.18999205954e-11,6.13890932242e-12,0,61.5490066868,-4.92392053494,-1.62839057992e-12,-10.2693675513,-9.51993647251e-13,-1.07456293167e-20,1.98548546312e-12,9.51993647634e-13,-1.07456293167e-20,1.98548546392e-12,4.92392053494,-1.62561907961e-12,-10.2693675513,87.043440007,10.2693675513,False
27,-1.50199905462e-11,0,63.7810803351,7.98004894864e-20,0,-1.86317350851e-09,7.98004957344e-20,0,-1.86317350853e-09,-1.5017018151e-11,0,63.7810803351,-5.10248642681,3.97738131075e-12,-10.6417859855,-1.49053880681e-10,-2.11316361682e-20,3.10867950598e-10,1.49053880683e-10,-2.11316378227e-20,3.10867950602e-10,5.10248642681,3.97659420313e-12,-10.6417859855,90.2000688327,10.6417859855,False
28,-1.21493800073e-11,0,62.1253500555,1.7529171311e-20,0,-1.70603728725e-09,1.75659335906e-20,0,-1.70603728725e-09,-1.19630620498e-11,0,62.1253500555,-4.97002800444,3.21722685708e-12,-10.3655296538,-1.3648298298e-10,-4.64182704716e-21,2.84649987091e-10,1.3648298298e-10,-4.65156191373e-21,2.8464998709e-10,4.97002800444,3.16788877264e-12,-10.3655296538,87.8585126156,10.3655296538,False
29,-2.42573427403e-06,0,46.1262504221,-4.88088561597e-17,0,1.74193868083e-14,-4.88088561597e-17,0,1.74193868083e-14,-2.42573418607e-06,0,46.1262504221,-3.69010003377,6.42348617777e-07,-7.69610144954,1.39355094467e-15,1.29248704712e-17,-2.89993841967e-15,-1.39355094467e-15,1.29248704712e-17,-2.89993841967e-15,3.69010003377,6.42348594486e-07,-7.69610144954,65.2323689283,7.69610144954,False
30,-4.25063732981e-17,0,7.7113610565e-14,2.8769015923e-07,0,46.1501810941,2.8769015923e-07,0,46.1501810941,-4.25063732981e-17,0,7.7113610565e-14,-6.1690888452e-15,1.12559361621e-17,-1.2860672444e-14,3.69201448753,-7.61820361398e-08,-7.70009460869,-3.69201448753,-7.61820361398e-08,-7.70009460869,6.1690888452e-15,1.12559361621e-17,-1.2860672444e-14,65.2662120093,7.70009460869,False
31,2.3158924705e-19,0,-1.12073851508e-09,1.4448617948e-06,0,61.9072508182,1.44486185908e-06,0,61.9072508182,2.3158924705e-19,0,-1.12073851509e-09,8.96590812067e-11,-6.13261866016e-20,1.86993687761e-10,4.95258006546,-3.82607850624e-07,-10.3291402858,-4.95258006546,-3.82607867646e-07,-10.3291402858,-8.96590812068e-11,-6.13261866016e-20,1.86993687762e-10,87.5500737164,10.3291402858,False
32,1.03175251975e-21,0,-5.4957789529e-10,6.44145574525e-07,0,63.7489477828,6.44145624214e-07,0,63.7489477828,1.03175251975e-21,0,-5.49577895292e-10,4.39662316232e-11,-2.73214099355e-22,9.16963198693e-11,5.09991582262,-1.7057351412e-07,-10.6364247984,-5.09991582262,-1.70573527278e-07,-10.6364247984,-4.39662316234e-11,-2.73214099355e-22,9.16963198698e-11,90.1546265414,10.6364247984,False
33,-1.13586949481e-20,0,-3.15440568644e-11,1.16000172473e-07,0,61.6674471139,1.16000365093e-07,0,61.6674471139,-1.13586949481e-20,0,-3.15440568615e-11,2.52352454915e-12,3.00784883067e-21,5.26308272919e-12,4.93339576911,-3.0717523864e-08,-10.2891291899,-4.93339576911,-3.07175748709e-08,-10.2891291899,-2.52352454892e-12,3.00784883067e-21,5.26308272871e-12,87.2109400654,10.2891291899,False
34,-3.82614952344e-20,0,-1.04434061918e-10,-2.90305345746e-08,0,59.9766425466,-2.90305337504e-08,0,59.9766425466,-3.82614952344e-20,0,-1.04434061918e-10,8.35472495341e-12,1.01318676333e-20,1.74246803442e-11,4.79813140373,7.68745528189e-09,-10.0070207421,-4.79813140373,7.68745506364e-09,-10.0070207421,-8.35472495345e-12,1.01318676333e-20,1.74246803443e-11,84.819781315,10.0070207421,False
35,-9.92468428846e-20,0,-7.2988614935e-11,-2.87794092181e-08,0,59.9736050231,-2.87793704446e-08,0,59.9736050231,-9.92468428846e-20,0,-7.29886149275e-11,5.8390891948e-12,2.62811442408e-20,1.21780505484e-11,4.79788840185,7.6209558193e-09,-10.0065139354,-4.79788840185,7.62094555185e-09,-10.0065139354,-5.8390891942e-12,2.62811442408e-20,1.21780505472e-11,84.815485608,10.0065139354,False
36,-2.22343294657e-20,0,-1.38742109553e-11,-9.80384458339e-09,0,61.680693698,-9.80380076193e-09,0,61.680693698,-2.22343294657e-20,0,-1.38742109554e-11,1.10993687642e-12,5.88778043516e-21,2.31489311746e-12,4.93445549584,2.5961153637e-09,-10.2913393476,-4.93445549584,2.59610375952e-09,-10.2913393476,-1.10993687643e-12,5.88778043516e-21,2.31489311747e-12,87.2296735643,10.2913393476,False
37,3.85998733092e-19,0,-1.87630794341e-09,-8.78090463542e-10,0,63.9063847187,-8.78021626132e-10,0,63.9063847187,3.85998729912e-19,0,-1.87630794341e-09,1.50104635473e-10,-1.02214721258e-19,3.1305941305e-10,5.1125107775,2.32523488487e-10,-10.6626928503,-5.1125107775,2.32505259939e-10,-10.6626928503,-1.50104635473e-10,-1.02214720416e-19,3.13059413049e-10,90.3772759914,10.6626928503,False
38,2.89777616184e-21,0,-1.71296244236e-09,8.75668570467e-10,0,62.2369876693,8.7565497909e-10,0,62.2369876693,2.89232796069e-21,0,-1.71296244237e-09,1.37036995389e-10,-7.67348069455e-22,2.85805439748e-10,4.97895901354,-2.31882157041e-10,-10.384156237,-4.97895901354,-2.31878557965e-10,-10.384156237,-1.3703699539e-10,-7.65905353937e-22,2.85805439749e-10,88.0163920432,10.384156237,False
39,-4.9162776333e-17,0,1.74140962203e-14,-2.44291618604e-06,0,46.2027360366,-2.44291619245e-06,0,46.2027360366,-4.9162776333e-17,0,1.74140962203e-14,-1.39312769763e-15,1.30185906023e-17,-2.89900883224e-15,3.69621888292,6.46898488532e-07,-7.70886296739,-3.69621888292,6.46898490231e-07,-7.70886296739,1.39312769763e-15,1.30185906023e-17,-2.89900883224e-15,65.3405359216,7.70886296739,False
40,2.89837883599e-07,0,46.2173131993,-4.28112565567e-17,0,7.72179986901e-14,-4.28112565567e-17,0,7.72179986901e-14,2.89837883599e-07,0,46.2173131993,-3.69738505595,-7.67507661094e-08,-7.71129550887,6.17743989521e-15,1.13366710315e-17,-1.28780490924e-14,-6.1774398952e-15,1.13366710315e-17,-1.28780490924e-14,3.69738505595,-7.67507661094e-08,-7.71129550887,65.3611511429,7.71129550887,False
41,1.45542460564e-06,0,61.993696983,2.05967380011e-19,0,-1.12076358428e-09,2.05967380011e-19,0,-1.12076358431e-09,1.45542460739e-06,0,61.993696983,-4.95949575864,-3.85404944689e-07,-10.3435637115,-8.96610867421e-11,-5.45413664118e-20,1.86997870525e-10,8.96610867449e-11,-5.45413664118e-20,1.86997870531e-10,4.95949575864,-3.85404945153e-07,-10.3435637115,87.672327055,10.3435637115,False
42,6.48848887276e-07,0,63.8325268348,-2.78897962722e-20,0,-5.51824797629e-10,-2.78897962722e-20,0,-5.51824797625e-10,6.48848865711e-07,0,63.8325268348,-5.10660214678,-1.71818978835e-07,-10.6503698495,-4.41459838103e-11,7.3853811101e-21,9.20712124541e-11,4.414598381e-11,7.3853811101e-21,9.20712124535e-11,5.10660214678,-1.71818973124e-07,-10.6503698495,90.2728251703,10.6503698495,False
43,1.16845640299e-07,0,61.7419469851,6.93791173504e-20,0,-3.15543250326e-11,6.93791173504e-20,0,-3.15543250367e-11,1.16845639159e-07,0,61.7419469851,-4.93935575881,-3.09414086872e-08,-10.3015593916,-2.52434600261e-12,-1.83719958982e-20,5.26479594831e-12,2.52434600293e-12,-1.83719958982e-20,5.264795949e-12,4.93935575881,-3.09414083853e-08,-10.3015593916,87.3162987937,10.3015593916,False
44,-2.92431267708e-08,0,60.0363244695,-1.30520072551e-19,0,-1.22283276984e-10,-1.30520072551e-19,0,-1.22283276985e-10,-2.92432391358e-08,0,60.0363244695,-4.80290595756,7.74375093837e-09,-10.0169785892,-9.78266215876e-12,3.4562478295e-20,2.04027974681e-11,9.78266215877e-12,3.4562478295e-20,2.04027974682e-11,4.80290595756,7.74378069327e-09,-10.0169785892,84.9041842999,10.0169785892,False
45,-2.89896125961e-08,0,60.0343257035,5.14679918689e-20,0,-8.00376039933e-11,5.14679918689e-20,0,-8.00376039907e-11,-2.89899677701e-08,0,60.0343257035,-4.80274605628,7.67661890272e-09,-10.0166450979,-6.40300831946e-12,-1.36290251536e-20,1.33541647081e-11,6.40300831926e-12,-1.36290251536e-20,1.33541647076e-11,4.80274605628,7.67671295489e-09,-10.0166450979,84.9013576178,10.0166450979,False
46,-9.87527772713e-09,0,61.7412019623,3.53370841849e-23,0,-1.38880689013e-11,3.53370841849e-23,0,-1.38880688991e-11,-9.87525819922e-09,0,61.7412019623,-4.93929615698,2.61503127779e-09,-10.3014350687,-1.11104551211e-12,-9.35746648982e-24,2.31720529384e-12,1.11104551193e-12,-9.35746648982e-24,2.31720529348e-12,4.93929615698,2.61502610668e-09,-10.3014350687,87.3152451723,10.3014350687,False
47,-8.84154632071e-10,0,63.9632406392,-5.40121774983e-20,0,-1.88231206405e-09,-5.40121773726e-20,0,-1.88231206406e-09,-8.84158591675e-10,0,63.9632406392,-5.11705925114,2.34129315768e-10,-10.6721791829,-1.50584965124e-10,1.43027403828e-20,3.14061192422e-10,1.50584965125e-10,1.43027403496e-20,3.14061192423e-10,5.11705925114,2.34130364294e-10,-10.6721791829,90.4576824053,10.6721791829,False
48,8.82379630777e-10,0,62.2872191966,-8.2127113197e-20,0,-1.71611112424e-09,-8.2128139402e-20,0,-1.71611112424e-09,8.82404286209e-10,0,62.2872191966,-4.98297753573,-2.33659285047e-10,-10.3925372986,-1.37288889939e-10,2.17477397294e-20,2.86330793022e-10,1.37288889939e-10,2.17480114745e-20,2.86330793022e-10,4.98297753573,-2.3366581395e-10,-10.3925372986,88.0874301503,10.3925372986,False
49,5.2689428455e-10,0,46.1826037055,1.86606044494e-19,0,1.26532986089e-10,1.83429269062e-19,0,1.26532985452e-10,5.2689450502e-10,0,46.1826037055,-3.69460829644,-1.39524687028e-10,-7.70550423902,1.01226388871e-11,-4.94143715711e-20,-2.11118556249e-11,-1.01226388361e-11,-4.85731428638e-20,-2.11118555182e-11,3.69460829644,-1.39524745409e-10,-7.70550423902,65.312064506,7.70550423902,False
50,-1.66141032795e-19,0,-2.65130388359e-10,3.07446963801e-11,0,46.2096102552,3.05971465506e-11,0,46.2096102552,-1.66141032796e-19,0,-2.65130388491e-10,2.12104310687e-11,4.3995116825e-20,4.42366425552e-11,3.69676882042,-8.1413753498e-12,-7.71001024482,-3.69676882042,-8.1023032923e-12,-7.71001024482,-2.12104310793e-11,4.39951168252e-20,4.42366425773e-11,65.3502575349,7.71001024482,False
51,-2.79277756327e-19,0,-1.12358480455e-09,1.01624921411e-11,0,62.077639476,1.01601631034e-11,0,62.077639476,-2.79277756327e-19,0,-1.12358480497e-09,8.98867843639e-11,7.39543826683e-20,1.87468587332e-10,4.96621115808,-2.6910873338e-12,-10.3575692089,-4.96621115808,-2.69047059099e-12,-10.3575692089,-8.98867843976e-11,7.39543826683e-20,1.87468587402e-10,87.791039667,10.3575692089,False
52,2.84971356687e-19,0,-5.5484094277e-10,-3.50310964894e-12,0,63.9103359415,-3.50028402682e-12,0,63.9103359415,2.84971356687e-19,0,-5.5484094276e-10,4.43872754216e-11,-7.54620813311e-20,9.25744521027e-11,5.11282687532,9.27643915911e-13,-10.6633521066,-5.11282687532,9.26895674653e-13,-10.6633521066,-4.43872754208e-11,-7.54620813311e-20,9.2574452101e-11,90.3828638642,10.6633521066,False
53,4.08242099539e-20,0,-3.15464921509e-11,-7.22292927499e-12,0,61.7943104102,-7.21464209546e-12,0,61.7943104102,4.08242099539e-20,0,-3.1546492151e-11,2.52371937207e-12,-1.08104894739e-20,5.2634890465e-12,4.94354483282,1.91267390075e-12,-10.3102961419,-4.94354483282,1.91047940716e-12,-10.3102961419,-2.52371937208e-12,-1.08104894739e-20,5.26348904652e-12,87.3903518596,10.3102961419,False
54,8.95182325484e-20,0,-1.32212538779e-10,-7.38596218961e-12,0,60.0666992421,-7.38170428957e-12,0,60.0666992421,8.95182325484e-20,0,-1.32212538783e-10,1.05770031023e-11,-2.37049513457e-20,2.20594811837e-11,4.80533593936,1.95584596971e-12,-10.0220465823,-4.80533593936,1.95471845289e-12,-10.0220465823,-1.05770031026e-11,-2.37049513457e-20,2.20594811843e-11,84.9471407151,10.0220465823,False
55,3.78959563633e-21,0,-8.77421549389e-11,-6.65703621578e-12,0,60.059288148,-6.68801881068e-12,0,60.059288148,3.78959563633e-21,0,-8.774215494e-11,7.01937239511e-12,-1.00350708031e-21,1.46396584979e-11,4.80474305184,1.76282211019e-12,-10.0208100514,-4.80474305184,1.77102648246e-12,-10.0208100514,-7.0193723952e-12,-1.00350708031e-21,1.46396584981e-11,84.9366598454,10.0208100514,False
56,1.71201446851e-19,0,-1.38935410995e-11,-6.3896307341e-12,0,61.7667844246,-6.37385455961e-12,0,61.7667844246,1.71201446851e-19,0,-1.38935411013e-11,1.11148328796e-12,-4.53351440524e-20,2.31811829995e-12,4.94134275397,1.69201157526e-12,-10.3057034689,-4.94134275397,1.68783395202e-12,-10.3057034689,-1.1114832881e-12,-4.53351440524e-20,2.31811830025e-12,87.3514242374,10.3057034689,False
57,-1.1341073017e-19,0,-1.88490197544e-09,-5.47138297667e-12,0,63.9876172485,-5.47820637068e-12,0,63.9876172485,-1.13410724132e-19,0,-1.88490197545e-09,1.50792158035e-10,3.0031824403e-20,3.14493315602e-10,5.11900937988,1.44885420057e-12,-10.6762463869,-5.11900937988,1.4506610752e-12,-10.6762463869,-1.50792158036e-10,3.00318228041e-20,3.14493315602e-10,90.4921561368,10.6762463869,False
58,6.7897534668e-21,0,-1.71747146865e-09,-5.58253396506e-12,0,62.3088587724,-5.56281138581e-12,0,62.3088587724,6.78572575189e-21,0,-1.71747146865e-09,1.37397717492e-10,-1.79796641419e-21,2.86557764615e-10,4.98470870179,1.47828763214e-12,-10.3961478321,-4.98470870179,1.47306497785e-12,-10.3961478321,-1.37397717492e-10,-1.79689985173e-21,2.86557764615e-10,88.1180331319,10.3961478321,False
59,-1.65892875228e-20,0,1.0986533216e-10,-1.01749627246e-11,0,46.2015649168,-1.00851089009e-11,0,46.2015649168,-3.79780397987e-20,0,1.09865331568e-10,-8.78922657278e-12,4.39294032503e-21,-1.83308803455e-11,3.69612519335,2.69438961723e-12,-7.70866789111,-3.69612519335,2.67059579937e-12,-7.70866789111,8.78922652547e-12,1.00568069767e-20,-1.8330880244e-11,65.3388797082,7.70866789111,False
60,-4.69055238693e-12,0,46.2249888143,-9.11291672699e-20,0,-2.43308324898e-10,-9.11291672699e-20,0,-2.43308325476e-10,-4.9729611536e-12,0,46.2249888143,-3.69799910514,1.2420856953e-12,-7.71257613635,-1.94646659918e-11,2.41315362782e-20,4.05956611148e-11,1.94646660381e-11,2.41315362782e-20,4.05956612112e-11,3.69799910514,1.31686918781e-12,-7.71257613635,65.3720061017,7.71257613635,False
61,-6.50024723127e-12,0,62.0909813958,1.8819411917e-19,0,-1.12338336283e-09,1.8819411917e-19,0,-1.12338336283e-09,-6.58910920275e-12,0,62.0909813958,-4.96727851167,1.72130347043e-12,-10.3597952899,-8.98706690261e-11,-4.98349030299e-20,1.87434976994e-10,8.98706690264e-11,-4.98349030299e-20,1.87434976995e-10,4.96727851167,1.74483464001e-12,-10.3597952899,87.809907991,10.3597952899,False
