step,contact_mode,px,pz,vx,vz,desired_ax,desired_az,max_tau_candidate_abs,max_tau_candidate_delta_abs,sum_fx,sum_fy,sum_fz,max_swing_force_norm,min_stance_fz,max_stance_fz,max_friction_violation,max_normal_force_violation,force_FR_fx,force_FR_fy,force_FR_fz,force_FL_fx,force_FL_fy,force_FL_fz,force_RR_fx,force_RR_fy,force_RR_fz,force_RL_fx,force_RL_fy,force_RL_fz,tau_pinocchio_candidate_00,tau_pinocchio_candidate_01,tau_pinocchio_candidate_02,tau_pinocchio_candidate_03,tau_pinocchio_candidate_04,tau_pinocchio_candidate_05,tau_pinocchio_candidate_06,tau_pinocchio_candidate_07,tau_pinocchio_candidate_08,tau_pinocchio_candidate_09,tau_pinocchio_candidate_10,tau_pinocchio_candidate_11,max_tau_scaled_abs_alpha_0p0,max_tau_scaled_delta_abs_alpha_0p0,max_tau_scaled_abs_alpha_0p02,max_tau_scaled_delta_abs_alpha_0p02,max_tau_scaled_abs_alpha_0p05,max_tau_scaled_delta_abs_alpha_0p05,max_tau_scaled_abs_alpha_0p1,max_tau_scaled_delta_abs_alpha_0p1,max_tau_scaled_abs_alpha_0p2,max_tau_scaled_delta_abs_alpha_0p2
95,FR_RL,0.42310354750812235,0.29973839138764813,0.2937929049837554,0.0028714414883717746,0.012414190032489225,-0.006253593706449895,9.556426834255943,0.0012217071238183053,0.15819898926002318,0.0,124.93306195396123,0.0,62.466530976980614,62.466530976980614,0.0,0.0,0.07909949463001159,0.0,62.466530976980614,0.0,0.0,0.0,0.0,0.0,0.0,0.07909949463001159,0.0,62.466530976980614,0.0,-0.023475595747552615,-9.556426834255943,0.0,0.0,0.0,0.0,0.0,0.0,-2.19545200436132e-11,-0.023475595769507137,-9.556426834255943,0.0,0.0,0.19112853668511887,2.4434142476366107e-05,0.47782134171279717,6.108535619091527e-05,0.9556426834255943,0.00012217071238183053,1.9112853668511887,0.00024434142476366106
96,FR_RL,0.42897940560779746,0.2997958202174156,0.29404118878440516,0.002746369614242769,0.011917622431189656,-0.006901882805282821,9.555326145817487,0.001100688438455677,0.15187102968962227,0.0,124.92480054665917,0.0,62.462400273329585,62.462400273329585,0.0,0.0,0.07593551484481113,0.0,62.462400273329585,0.0,0.0,0.0,0.0,0.0,0.0,0.07593551484481113,0.0,62.462400273329585,0.0,-0.022536535914342445,-9.555326145817487,0.0,0.0,0.0,0.0,0.0,0.0,-2.1076339241868674e-11,-0.022536535935418784,-9.555326145817487,0.0,0.0,0.19110652291634975,2.201376876911354e-05,0.4777663072908744,5.503442192278385e-05,0.9555326145817488,0.0001100688438455677,1.9110652291634975,0.0002201376876911354
97,FR_RL,0.43486022938348556,0.29985074760970043,0.29427954123302896,0.0026083319581371237,0.011440917533942052,-0.0074482800265573135,9.55434343802675,0.0009827077907367254,0.14579618850203713,0.0,124.91783758830958,0.0,62.45891879415479,62.45891879415479,0.0,0.0,0.07289809425101856,0.0,62.45891879415479,0.0,0.0,0.0,0.0,0.0,0.0,0.07289809425101856,0.0,62.45891879415479,0.0,-0.02163503846747517,-9.55434343802675,0.0,0.0,0.0,0.0,0.0,0.0,-2.023328567219389e-11,-0.021635038487708456,-9.55434343802675,0.0,0.0,0.19108686876053502,1.965415581473451e-05,0.47771717190133756,4.9135389536836275e-05,0.9554343438026751,9.827077907367255e-05,1.9108686876053502,0.0001965415581473451
98,FR_RL,0.4407458202081461,0.2999029142488632,0.2945083595837078,0.0024593663576059892,0.010983280832584374,-0.007895750407687634,9.553475072947611,0.0008683650791390107,0.1399643409619557,0.0,124.91213529425468,0.0,62.45606764712734,62.45606764712734,0.0,0.0,0.06998217048097785,0.0,62.45606764712734,0.0,0.0,0.0,0.0,0.0,0.0,0.06998217048097785,0.0,62.45606764712734,0.0,-0.020769600911395028,-9.553475072947611,0.0,0.0,0.0,0.0,0.0,0.0,-1.9423954245306143e-11,-0.02076960093081898,-9.553475072947611,0.0,0.0,0.19106950145895224,1.7367301582780214e-05,0.4776737536473806,4.341825395695054e-05,0.9553475072947611,8.683650791390108e-05,1.9106950145895223,0.00017367301582780215
99,FR_RL,0.4466359873998203,0.2999521015760153,0.2947280252003595,0.0023014513494522388,0.010543949599280955,-0.008247836918115528,9.552716880033328,0.0008308200617396753,0.1343657673234769,0.0,124.90764851501768,0.0,62.45382425750884,62.45382425750884,0.0,0.0,0.06718288366173845,0.0,62.45382425750884,0.0,0.0,0.0,0.0,0.0,0.0,0.06718288366173845,0.0,62.45382425750884,0.0,-0.019938780850432308,-9.552716880033328,0.0,0.0,0.0,0.0,0.0,0.0,-1.864699607549382e-11,-0.019938780869079305,-9.552716880033328,0.0,0.0,0.19105433760066656,1.6616401234793506e-05,0.4776358440016664,4.154100308698377e-05,0.9552716880033328,8.308200617396753e-05,1.9105433760066657,0.00016616401234793507
100,FR_RL,0.4525305479038275,0.29999813060300434,0.29493890419234514,0.002136494611089918,0.010122191615309695,-0.008508590504446746,9.552064223030898,0.0007975872663740745,0.12899113663053755,0.0,124.90432562776564,0.0,62.45216281388282,62.45216281388282,0.0,0.0,0.06449556831526877,0.0,62.45216281388282,0.0,0.0,0.0,0.0,0.0,0.0,0.06449556831526877,0.0,62.45216281388282,0.0,-0.019141193584804112,-9.552064223030898,0.0,0.0,0.0,0.0,0.0,0.0,-1.7901116232474027e-11,-0.01914119360270523,-9.552064223030898,0.0,0.0,0.19104128446061797,1.595174532748149e-05,0.4776032111515449,3.9879363318703724e-05,0.9552064223030898,7.975872663740745e-05,1.9104128446061797,0.0001595174532748149
101,FR_RL,0.45842932598767444,0.30004086049522616,0.29514134802465136,0.001966322801000994,0.009717303950697254,-0.008682501108527363,9.551512065986241,0.0007656837827462529,0.12383149116531537,0.0,124.90210941537359,0.0,62.451054707686794,62.451054707686794,0.0,0.0,0.06191574558265769,0.0,62.451054707686794,0.0,0.0,0.0,0.0,0.0,0.0,0.06191574558265769,0.0,62.451054707686794,0.0,-0.018375509802773908,-9.551512065986241,0.0,0.0,0.0,0.0,0.0,0.0,-1.7185071583174974e-11,-0.018375509819958977,-9.551512065986241,0.0,0.0,0.19103024131972482,1.531367565492506e-05,0.4775756032993121,3.8284189137312645e-05,0.9551512065986242,7.656837827462529e-05,1.9103024131972484,0.00015313675654925058
102,FR_RL,0.4643321529481675,0.30008018695124616,0.2953356941036653,0.0017926727788304458,0.009328611792669417,-0.008774430140245284,9.551055037879307,0.0007350564383356711,0.11887823151870344,0.0,124.90093792695079,0.0,62.450468963475394,62.450468963475394,0.0,0.0,0.05943911575935172,0.0,62.450468963475394,0.0,0.0,0.0,0.0,0.0,0.0,0.05943911575935172,0.0,62.450468963475394,0.0,-0.01764045336512564,-9.551055037879307,0.0,0.0,0.0,0.0,0.0,0.0,-1.649766871984807e-11,-0.017640453381623306,-9.551055037879307,0.0,0.0,0.19102110075758613,1.4701128766713423e-05,0.47755275189396534,3.675282191678356e-05,0.9551055037879307,7.350564383356712e-05,1.9102110075758614,0.00014701128766713423
103,FR_RL,0.4702388668302408,0.30011604040682277,0.29552226633951867,0.0016171841760255273,0.00895546732096264,-0.008789544840557741,9.550687495463148,0.0007056541875281944,0.1141231022579553,0.0,124.90074531427882,0.0,62.45037265713941,62.45037265713941,0.0,0.0,0.05706155112897765,0.0,62.45037265713941,0.0,0.0,0.0,0.0,0.0,0.0,0.05706155112897765,0.0,62.45037265713941,0.0,-0.016934799178257347,-9.550687495463148,0.0,0.0,0.0,0.0,0.0,0.0,-1.5837761971054147e-11,-0.016934799194095112,-9.550687495463148,0.0,0.0,0.19101374990926295,1.4113083750563888e-05,0.4775343747731574,3.528270937640972e-05,0.9550687495463148,7.056541875281943e-05,1.9101374990926296,0.00014113083750563887
104,FR_RL,0.47614931215703116,0.3001483840903433,0.2957013756859379,0.0014413932792143552,0.008597248628124166,-0.008733254923723217,9.550403583926617,0.0006774280265379289,0.10955817816763748,0.0,124.90146263920504,0.0,62.45073131960252,62.45073131960252,0.0,0.0,0.05477908908381874,0.0,62.45073131960252,0.0,0.0,0.0,0.0,0.0,0.0,0.05477908908381874,0.0,62.45073131960252,0.0,-0.01625737115235293,-9.550403583926617,0.0,0.0,0.0,0.0,0.0,0.0,-1.5204251492212035e-11,-0.016257371167557183,-9.550403583926617,0.0,0.0,0.19100807167853234,1.3548560530758578e-05,0.47752017919633083,3.387140132689645e-05,0.9550403583926617,6.77428026537929e-05,1.9100807167853233,0.0001354856053075858
105,FR_RL,0.48206333967074994,0.30017721195592756,0.2958733206585004,0.001266728180739906,0.008253358682999146,-0.00861115184151102,9.550197295045145,0.0006503309117359465,0.10517585104093131,0.0,124.9030186476229,0.0,62.45150932381145,62.45150932381145,0.0,0.0,0.05258792552046566,0.0,62.45150932381145,0.0,0.0,0.0,0.0,0.0,0.0,0.05258792552046566,0.0,62.45150932381145,0.0,-0.015607040241225155,-9.550197295045145,0.0,0.0,0.0,0.0,0.0,0.0,-1.4596081432523462e-11,-0.015607040255821237,-9.550197295045145,0.0,0.0,0.1910039459009029,1.300661823471893e-05,0.47750986475225726,3.2516545586797323e-05,0.9550197295045145,6.503309117359465e-05,1.910039459009029,0.0001300661823471893
106,FR_RL,0.4879808060839199,0.30020254651954237,0.2960383878321604,0.0010945051439097025,0.007923224335679158,-0.008428950966486395,9.550062522528847,0.0006243176812423257,0.10096881699929378,0.0,124.90534050625368,0.0,62.45267025312684,62.45267025312684,0.0,0.0,0.05048440849964689,0.0,62.45267025312684,0.0,0.0,0.0,0.0,0.0,0.0,0.05048440849964689,0.0,62.45267025312684,0.0,-0.014982722560566672,-9.550062522528847,0.0,0.0,0.0,0.0,0.0,0.0,-1.4012238175222482e-11,-0.014982722574578911,-9.550062522528847,0.0,0.0,0.19100125045057695,1.2486353624846514e-05,0.4775031261264424,3.1215884062116284e-05,0.9550062522528848,6.243176812423257e-05,1.9100125045057696,0.00012486353624846513
107,FR_RL,0.4939015738405631,0.30022443662242054,0.296196852318874,0.000925926124579976,0.007606295362251991,-0.008192436946730986,9.549993114320575,0.0005993449796575651,0.09693006431932202,0.0,124.90835449901303,0.0,62.454177249506515,62.454177249506515,0.0,0.0,0.04846503215966101,0.0,62.454177249506515,0.0,0.0,0.0,0.0,0.0,0.0,0.04846503215966101,0.0,62.454177249506515,0.0,-0.014383377581469596,-9.549993114320575,0.0,0.0,0.0,0.0,0.0,0.0,-1.3451748648213583e-11,-0.014383377594921346,-9.549993114320575,0.0,0.0,0.1909998622864115,1.1986899593151302e-05,0.47749965571602876,2.9967248982878253e-05,0.9549993114320575,5.9934497965756506e-05,1.909998622864115,0.00011986899593151301
108,FR_RL,0.4998255108869406,0.3002429551449121,0.29634897822611905,0.0007620773856453649,0.007302043547761872,-0.007907412440824,9.549982921639188,0.0005753711858024792,0.09305286174654863,0.0,124.91198668030161,0.0,62.455993340150805,62.455993340150805,0.0,0.0,0.046526430873274315,0.0,62.455993340150805,0.0,0.0,0.0,0.0,0.0,0.0,0.046526430873274315,0.0,62.455993340150805,0.0,-0.013808006396205188,-9.549982921639188,0.0,0.0,0.0,0.0,0.0,0.0,-1.2913678702284968e-11,-0.013808006409118867,-9.549982921639188,0.0,0.0,0.19099965843278377,1.1507423716049584e-05,0.4774991460819594,2.876855929012396e-05,0.9549982921639188,5.753711858024792e-05,1.9099965843278377,0.00011507423716049583
109,FR_RL,0.505752490451463,0.30025819669262505,0.29649501909707426,0.000603929136828884,0.00700996180585145,-0.0075796503998166705,9.550025844604237,0.0005523563433488931,0.08933074727668737,0.0,124.91616348309496,0.0,62.45808174154748,62.45808174154748,0.0,0.0,0.044665373638343685,0.0,62.45808174154748,0.0,0.0,0.0,0.0,0.0,0.0,0.044665373638343685,0.0,62.45808174154748,0.0,-0.013255650053372842,-9.550025844604237,0.0,0.0,0.0,0.0,0.0,0.0,-1.2397131554193664e-11,-0.013255650065769974,-9.550025844604237,0.0,0.0,0.19100051689208475,1.1047126866977862e-05,0.47750129223021187,2.7617817167444656e-05,0.9550025844604237,5.523563433488931e-05,1.9100051689208475,0.00011047126866977862
110,FR_RL,0.5116823908334045,0.3002702752753616,0.2966352183331913,0.00045233612883253715,0.0067295633336174054,-0.007214850022562326,9.550115874317662,0.0005302620942268035,0.08575751738562004,0.0,124.92081228022248,0.0,62.46040614011124,62.46040614011124,0.0,0.0,0.04287875869281002,0.0,62.46040614011124,0.0,0.0,0.0,0.0,0.0,0.0,0.04287875869281002,0.0,62.46040614011124,0.0,-0.012725387959641923,-9.550115874317662,0.0,0.0,0.0,0.0,0.0,0.0,-1.1901246292025941e-11,-0.01272538797154317,-9.550115874317662,0.0,0.0,0.19100231748635324,1.0605241884536071e-05,0.4775057937158831,2.651310471134018e-05,0.9550115874317662,5.302620942268036e-05,1.9100231748635323,0.00010605241884536072
111,FR_RL,0.5176150952000683,0.3002793219979383,0.29676980959986365,0.0003080391283812982,0.006460380800272669,-0.006818596472290925,9.550247131315572,0.000509051614692245,0.08232721669019473,0.0,124.92586189771501,0.0,62.462930948857505,62.462930948857505,0.0,0.0,0.041163608345097365,0.0,62.462930948857505,0.0,0.0,0.0,0.0,0.0,0.0,0.041163608345097365,0.0,62.462930948857505,0.0,-0.01221633634542573,-9.550247131315572,0.0,0.0,0.0,0.0,0.0,0.0,-1.1425196440344833e-11,-0.012216336356850925,-9.550247131315572,0.0,0.0,0.19100494262631146,1.01810322938449e-05,0.4775123565657786,2.545258073461225e-05,0.9550247131315572,5.09051614692245e-05,1.9100494262631145,0.000101810322938449
112,FR_RL,0.5235504913920656,0.3002854827805059,0.2968990172158691,0.00017166719893547608,0.0062019655682618025,-0.006396324405859619,9.550413900338828,0.000488689553954735,0.07903412802258745,0.0,124.93124307956637,0.0,62.465621539783186,62.465621539783186,0.0,0.0,0.03951706401129373,0.0,62.465621539783186,0.0,0.0,0.0,0.0,0.0,0.0,0.03951706401129373,0.0,62.465621539783186,0.0,-0.011727646791928002,-9.550413900338828,0.0,0.0,0.0,0.0,0.0,0.0,-1.096818858273111e-11,-0.01172764680289619,-9.550413900338828,0.0,0.0,0.19100827800677656,9.7737910790947e-06,0.47752069501694144,2.443447769773675e-05,0.9550413900338829,4.88689553954735e-05,1.9100827800677658,9.7737910790947e-05
113,FR_RL,0.5294884717363829,0.3002889161244846,0.2970230565272343,4.3740710818293424e-05,0.005953886945531339,-0.005953285332965518,9.550610661404281,0.00046914197525970043,0.07587276290168407,0.0,124.93688890368789,0.0,62.46844445184394,62.46844445184394,0.0,0.0,0.037936381450842036,0.0,62.46844445184394,0.0,0.0,0.0,0.0,0.0,0.0,0.037936381450842036,0.0,62.46844445184394,0.0,-0.011258504817107029,-9.550610661404281,0.0,0.0,0.0,0.0,0.0,0.0,-1.0529461039421882e-11,-0.01125850482763649,-9.550610661404281,0.0,0.0,0.19101221322808562,9.382839505194008e-06,0.4775305330702141,2.3457098762985023e-05,0.9550610661404282,4.6914197525970046e-05,1.9101221322808564,9.382839505194009e-05
114,FR_RL,0.5354289328669276,0.30028979093870095,0.29714213426614494,-7.532499584102695e-05,0.0057157314677100945,-0.005494518790655138,9.550832117189847,0.00045037629932536023,0.07283785238561681,0.0,124.94273514924316,0.0,62.47136757462158,62.47136757462158,0.0,0.0,0.036418926192808405,0.0,62.47136757462158,0.0,0.0,0.0,0.0,0.0,0.0,0.036418926192808405,0.0,62.47136757462158,0.0,-0.010808128518202845,-9.550832117189847,0.0,0.0,0.0,0.0,0.0,0.0,-1.0108282597845022e-11,-0.01080812852831113,-9.550832117189847,0.0,0.0,0.19101664234379695,9.007525986507205e-06,0.47754160585949235,2.2518814966268014e-05,0.9550832117189847,4.503762993253603e-05,1.9101664234379694,9.007525986507205e-05
115,FR_RL,0.5413717755522505,0.30028828443878414,0.2972564488954991,-0.00018521537165413563,0.005487102209001726,-0.0050248272890664105,9.551073216775126,0.0004323612500445398,0.0699243382901926,0.0,124.94872061592451,0.0,62.47436030796226,62.47436030796226,0.0,0.0,0.0349621691450963,0.0,62.47436030796226,0.0,0.0,0.0,0.0,0.0,0.0,0.0349621691450963,0.0,62.47436030796226,0.0,-0.010375767268562638,-9.551073216775126,0.0,0.0,0.0,0.0,0.0,0.0,-9.703951293931284e-12,-0.01037576727826659,-9.551073216775126,0.0,0.0,0.19102146433550254,8.647225000890797e-06,0.47755366083875633,2.161806250222699e-05,0.9551073216775127,4.323612500445398e-05,1.9102146433550253,8.647225000890797e-05
116,FR_RL,0.5473169045301605,0.30028458013135106,0.29736619093967914,-0.0002857119174354612,0.005267618120641693,-0.004548754957279663,9.551329175805755,0.0004150668023573077,0.06712736475858534,0.0,124.95478739607739,0.0,62.477393698038696,62.477393698038696,0.0,0.0,0.03356368237929267,0.0,62.477393698038696,0.0,0.0,0.0,0.0,0.0,0.0,0.03356368237929267,0.0,62.477393698038696,0.0,-0.009960700466593489,-9.551329175805755,0.0,0.0,0.0,0.0,0.0,0.0,-9.315793242174096e-12,-0.009960700475909282,-9.551329175805755,0.0,0.0,0.1910265835161151,8.301336047146155e-06,0.47756645879028775,2.0753340117865386e-05,0.9551329175805755,4.150668023573077e-05,1.910265835161151,8.301336047146154e-05
117,FR_RL,0.5532642283489541,0.30027886589300234,0.29747154330209197,-0.0003766870165810705,0.005056913395816043,-0.0040705697937228336,9.551595493173501,0.00039846413220857337,0.06444227016824215,0.0,124.96088110089069,0.0,62.480440550445344,62.480440550445344,0.0,0.0,0.032221135084121076,0.0,62.480440550445344,0.0,0.0,0.0,0.0,0.0,0.0,0.032221135084121076,0.0,62.480440550445344,0.0,-0.009562236334757546,-9.551595493173501,0.0,0.0,0.0,0.0,0.0,0.0,-8.943161512487162e-12,-0.009562236343700709,-9.551595493173501,0.0,0.0,0.19103190986347002,7.969282644171468e-06,0.47757977465867507,1.9923206610428668e-05,0.9551595493173501,3.9846413220857337e-05,1.9103190986347003,7.969282644171467e-05
118,FR_RL,0.5592136592149959,0.3002713321526707,0.29757268157000827,-0.00045809841245551055,0.004854636859983441,-0.003594249403592406,9.551867964325446,0.0003825255685076939,0.06186457936151298,0.0,124.96695104215026,0.0,62.48347552107513,62.48347552107513,0.0,0.0,0.03093228968075649,0.0,62.48347552107513,0.0,0.0,0.0,0.0,0.0,0.0,0.03093228968075649,0.0,62.48347552107513,0.0,-0.009179710766607578,-9.551867964325446,0.0,0.0,0.0,0.0,0.0,0.0,-8.585435051987747e-12,-0.009179710775193015,-9.551867964325446,0.0,0.0,0.19103735928650892,7.650511370153878e-06,0.47759339821627234,1.9126278425384696e-05,0.9551867964325447,3.825255685076939e-05,1.9103735928650893,7.650511370153878e-05
119,FR_RL,0.565165112846396,0.3002621701844216,0.2976697743072079,-0.0005299834005273614,0.00466045138558413,-0.0031234700863224567,9.552142691334772,0.0003672245470099835,0.0593899961870528,0.0,124.97295037130196,0.0,62.48647518565098,62.48647518565098,0.0,0.0,0.0296949980935264,0.0,62.48647518565098,0.0,0.0,0.0,0.0,0.0,0.0,0.0296949980935264,0.0,62.48647518565098,0.0,-0.008812486219941013,-9.552142691334772,0.0,0.0,0.0,0.0,0.0,0.0,-8.242017649908283e-12,-0.008812486228183031,-9.552142691334772,0.0,0.0,0.19104285382669545,7.3444909401996706e-06,0.47760713456673864,1.8361227350499178e-05,0.9552142691334773,3.6722454700998355e-05,1.9104285382669546,7.344490940199671e-05
120,FR_RL,0.5711185083325402,0.30025157051641105,0.29776298333491963,-0.0005924528022538075,0.0044740333301607205,-0.0026615991192059565,9.552416089881929,0.00035253556604224016,0.057014396339570124,0.0,124.97883617778432,0.0,62.48941808889216,62.48941808889216,0.0,0.0,0.028507198169785062,0.0,62.48941808889216,0.0,0.0,0.0,0.0,0.0,0.0,0.028507198169785062,0.0,62.48941808889216,0.0,-0.008459950654228453,-9.552416089881929,0.0,0.0,0.0,0.0,0.0,0.0,-7.912336943911875e-12,-0.008459950662140791,-9.552416089881929,0.0,0.0,0.1910483217976386,7.050711320844803e-06,0.47762080449409644,1.762677830211201e-05,0.9552416089881929,3.525355660422402e-05,1.9104832179763858,7.050711320844804e-05
121,FR_RL,0.5770737679992386,0.300239721460366,0.2978524640015228,-0.0006456847846379195,0.004295071996954336,-0.0022116900687681944,9.552684893309346,0.0003384341439993249,0.054733820485987884,0.0,124.98456954877767,0.0,62.492284774388835,62.492284774388835,0.0,0.0,0.027366910242993942,0.0,62.492284774388835,0.0,0.0,0.0,0.0,0.0,0.0,0.027366910242993942,0.0,62.492284774388835,0.0,-0.008121516510545624,-9.552684893309346,0.0,0.0,0.0,0.0,0.0,0.0,-7.595843466155478e-12,-0.008121516518141466,-9.552684893309346,0.0,0.0,0.19105369786618692,6.768682879986499e-06,0.47763424466546733,1.6921707199966247e-05,0.9552684893309347,3.3843414399932495e-05,1.9105369786618693,6.768682879986499e-05
122,FR_RL,0.5830308172792691,0.3002268077646732,0.2979383654414619,-0.000689918586013268,0.004123269117076167,-0.0017764809494111113,9.552946153924491,0.00032489677854257316,0.052544467666548425,0.0,124.99011559266927,0.0,62.495057796334635,62.495057796334635,0.0,0.0,0.026272233833274213,0.0,62.495057796334635,0.0,0.0,0.0,0.0,0.0,0.0,0.026272233833274213,0.0,62.495057796334635,0.0,-0.007796619732306883,-9.552946153924491,0.0,0.0,0.0,0.0,0.0,0.0,-7.292009727509266e-12,-0.007796619739598893,-9.552946153924491,0.0,0.0,0.19105892307848982,6.497935570851463e-06,0.4776473076962246,1.624483892712866e-05,0.9552946153924492,3.248967785425732e-05,1.9105892307848984,6.497935570851463e-05
123,FR_RL,0.5889895845880984,0.3002130093929529,0.29802083082380343,-0.0007254482050014962,0.00395833835239312,-0.001358395039052699,9.553197241735745,0.0003119009074271026,0.05044268895988649,0.0,124.99544342865934,0.0,62.49772171432967,62.49772171432967,0.0,0.0,0.025221344479943245,0.0,62.49772171432967,0.0,0.0,0.0,0.0,0.0,0.0,0.025221344479943245,0.0,62.49772171432967,0.0,-0.00748471882517146,-9.553197241735745,0.0,0.0,0.0,0.0,0.0,0.0,-7.000329338408896e-12,-0.00748471883217179,-9.553197241735745,0.0,0.0,0.1910639448347149,6.2380181485420515e-06,0.4776598620867873,1.559504537135513e-05,0.9553197241735746,3.119009074271026e-05,1.9106394483471492,6.238018148542052e-05
124,FR_RL,0.5949500012045744,0.3001985004288529,0.2980999975908513,-0.0007526161057825339,0.0038000048182973423,-0.0009595441539276242,9.553435840812885,0.00029942487089915006,0.04842498140149035,0.0,125.00052614502884,0.0,62.50026307251442,62.50026307251442,0.0,0.0,0.024212490700745173,0.0,62.50026307251442,0.0,0.0,0.0,0.0,0.0,0.0,0.024212490700745173,0.0,62.50026307251442,0.0,-0.007185293954552324,-9.553435840812885,0.0,0.0,0.0,0.0,0.0,0.0,-6.720316164872445e-12,-0.00718529396127264,-9.553435840812885,0.0,0.0,0.1910687168162577,5.988497417983001e-06,0.47767179204064425,1.4971243544957504e-05,0.9553435840812885,2.9942487089915008e-05,1.910687168162577,5.9884974179830017e-05
125,FR_RL,0.6009120011563914,0.30018344810673725,0.29817599768721725,-0.0007718069888610775,0.0036480046255654708,-0.0005817341793009027,9.553659943469311,0.00028744787559523925,0.04648798214543102,0.0,125.0053407286595,0.0,62.50267036432975,62.50267036432975,0.0,0.0,0.02324399107271551,0.0,62.50267036432975,0.0,0.0,0.0,0.0,0.0,0.0,0.02324399107271551,0.0,62.50267036432975,0.0,-0.006897846079225897,-9.553659943469311,0.0,0.0,0.0,0.0,0.0,0.0,-6.451503518277588e-12,-0.006897846085677401,-9.553659943469311,0.0,0.0,0.19107319886938623,5.748957511904785e-06,0.4776829971734656,1.4372393779761962e-05,0.9553659943469311,2.8744787559523925e-05,1.9107319886938623,5.748957511904785e-05
126,FR_RL,0.6068755211101358,0.30016801196696,0.29824895777972854,-0.0007834416724470946,0.0035020844405428964,-0.00022647264941233177,9.553867842466552,0.00027594995988755415,0.044628462859614346,0.0,125.00986796843948,0.0,62.50493398421974,62.50493398421974,0.0,0.0,0.022314231429807173,0.0,62.50493398421974,0.0,0.0,0.0,0.0,0.0,0.0,0.022314231429807173,0.0,62.50493398421974,0.0,-0.0066218961195964035,-9.553867842466552,0.0,0.0,0.0,0.0,0.0,0.0,-6.193443377546563e-12,-0.006621896125789847,-9.553867842466552,0.0,0.0,0.19107735684933105,5.518999197751083e-06,0.4776933921233276,1.3797497994377708e-05,0.9553867842466552,2.7594995988755416e-05,1.9107735684933105,5.518999197751083e-05
127,FR_RL,0.6128405002657303,0.3001523431335111,0.2983189994685394,-0.0007879711254353458,0.0033620010629211716,0.000105021831519577,9.554058121442951,0.00026491196061330987,0.04284332434522966,0.0,125.01409233520778,0.0,62.50704616760389,62.50704616760389,0.0,0.0,0.02142166217261483,0.0,62.50704616760389,0.0,0.0,0.0,0.0,0.0,0.0,0.02142166217261483,0.0,62.50704616760389,0.0,-0.006356984159230831,-9.554058121442951,0.0,0.0,0.0,0.0,0.0,0.0,-5.9457056424446846e-12,-0.006356984165176537,-9.554058121442951,0.0,0.0,0.19108116242885903,5.298239212266198e-06,0.4777029060721476,1.3245598030665495e-05,0.9554058121442952,2.649119606133099e-05,1.9108116242885904,5.298239212266198e-05
128,FR_RL,0.6188068802551011,0.3001365837110024,0.2983862394897978,-0.0007858706888049602,0.003227521020404356,0.00041180853517201006,9.554229643768387,0.00025431548113591905,0.041129591371420866,0.0,125.01800184088712,0.0,62.50900092044356,62.50900092044356,0.0,0.0,0.020564795685710433,0.0,62.50900092044356,0.0,0.0,0.0,0.0,0.0,0.0,0.020564795685710433,0.0,62.50900092044356,0.0,-0.006102668678332741,-9.554229643768387,0.0,0.0,0.0,0.0,0.0,0.0,-5.7078774167469515e-12,-0.006102668684040618,-9.554229643768387,0.0,0.0,0.19108459287536775,5.086309622718381e-06,0.4777114821884194,1.2715774056795953e-05,0.9554229643768388,2.5431548113591906e-05,1.9108459287536776,5.086309622718381e-05
129,FR_RL,0.624774605044897,0.3001208662972263,0.2984507899102059,-0.0007776345181015051,0.0030984201795881683,0.0006932121278800927,9.554381540024908,0.0002441428606847918,0.03948440771656386,0.0,125.02158787943043,0.0,62.510793939715214,62.510793939715214,0.0,0.0,0.01974220385828193,0.0,62.510793939715214,0.0,0.0,0.0,0.0,0.0,0.0,0.01974220385828193,0.0,62.510793939715214,0.0,-0.005858525817876264,-9.554381540024908,0.0,0.0,0.0,0.0,0.0,0.0,-5.47956232007705e-12,-0.005858525823355826,-9.554381540024908,0.0,0.0,0.19108763080049815,4.882857213695837e-06,0.4777190770012454,1.220714303423959e-05,0.9554381540024908,2.441428606847918e-05,1.9108763080049815,4.882857213695836e-05
130,FR_RL,0.6307436208431011,0.30010531360686427,0.29851275831379764,-0.0007637702755439098,0.0029744833724046904,0.0009488089648901029,9.55451319430993,0.00023437714491917738,0.03790503140790193,0.0,125.02484505216319,0.0,62.51242252608159,62.51242252608159,0.0,0.0,0.018952515703950967,0.0,62.51242252608159,0.0,0.0,0.0,0.0,0.0,0.0,0.018952515703950967,0.0,62.51242252608159,0.0,-0.005624148673176269,-9.55451319430993,0.0,0.0,0.0,0.0,0.0,0.0,-5.260379827274055e-12,-0.005624148678436649,-9.55451319430993,0.0,0.0,0.1910902638861986,4.6875428983835475e-06,0.4777256597154965,1.1718857245958869e-05,0.955451319430993,2.3437714491917738e-05,1.910902638861986,4.6875428983835475e-05
