step,contact_mode,px,pz,vx,vz,desired_ax,desired_az,max_tau_candidate_abs,max_tau_candidate_delta_abs,sum_fx,sum_fy,sum_fz,max_swing_force_norm,min_stance_fz,max_stance_fz,max_friction_violation,max_normal_force_violation,force_FR_fx,force_FR_fy,force_FR_fz,force_FL_fx,force_FL_fy,force_FL_fz,force_RR_fx,force_RR_fy,force_RR_fz,force_RL_fx,force_RL_fy,force_RL_fz,tau_pinocchio_candidate_00,tau_pinocchio_candidate_01,tau_pinocchio_candidate_02,tau_pinocchio_candidate_03,tau_pinocchio_candidate_04,tau_pinocchio_candidate_05,tau_pinocchio_candidate_06,tau_pinocchio_candidate_07,tau_pinocchio_candidate_08,tau_pinocchio_candidate_09,tau_pinocchio_candidate_10,tau_pinocchio_candidate_11,max_tau_scaled_abs_alpha_0p0,max_tau_scaled_delta_abs_alpha_0p0,max_tau_scaled_abs_alpha_0p02,max_tau_scaled_delta_abs_alpha_0p02,max_tau_scaled_abs_alpha_0p05,max_tau_scaled_delta_abs_alpha_0p05,max_tau_scaled_abs_alpha_0p1,max_tau_scaled_delta_abs_alpha_0p1,max_tau_scaled_abs_alpha_0p2,max_tau_scaled_delta_abs_alpha_0p2
10,FR_RL,0.009724895398725156,0.28563953225710015,0.10055020920254967,0.05085293353224468,0.39889958159490063,0.08379762072901809,10.00954013390426,0.043385731248609005,5.083336928096457,0.0,126.08062059999816,0.0,63.04031029999908,63.04031029999908,0.0,0.0,2.5416684640482283,0.0,63.04031029999908,0.0,0.0,0.0,0.0,0.0,0.0,2.5416684640482283,0.0,63.04031029999908,0.0,-0.7543588134971727,-10.00954013390426,0.0,0.0,0.0,0.0,0.0,0.0,-7.054547124375e-10,-0.7543588142026274,-10.00954013390426,0.0,0.0,0.2001908026780852,0.0008677146249721801,0.500477006695213,0.00216928656243045,1.000954013390426,0.0043385731248609,2.001908026780852,0.0086771462497218
11,FR_RL,0.01173589958277615,0.28665659092774504,0.10852820083444768,0.052528885946825025,0.3829435983311046,0.05675263765779895,9.968122602226227,0.041417531678032304,4.880003450972598,0.0,125.73597556272841,0.0,62.86798778136421,62.86798778136421,0.0,0.0,2.440001725486299,0.0,62.86798778136421,0.0,0.0,0.0,0.0,0.0,0.0,2.440001725486299,0.0,62.86798778136421,0.0,-0.7241844270502212,-9.968122602226227,0.0,0.0,0.0,0.0,0.0,0.0,-6.7723652394e-10,-0.7241844277274577,-9.968122602226227,0.0,0.0,0.19936245204452455,0.000828350633560646,0.4984061301113114,0.002070876583901615,0.9968122602226228,0.00414175316780323,1.9936245204452456,0.00828350633560646
12,FR_RL,0.013906463599465103,0.28770716864668155,0.11618707280106977,0.05366393869998102,0.36762585439786044,0.031200872266444607,9.928762318701482,0.0393602835247453,4.684803312933695,0.0,125.4103591956402,0.0,62.7051795978201,62.7051795978201,0.0,0.0,2.3424016564668473,0.0,62.7051795978201,0.0,0.0,0.0,0.0,0.0,0.0,2.3424016564668473,0.0,62.7051795978201,0.0,-0.695217016023313,-9.928762318701482,0.0,0.0,0.0,0.0,0.0,0.0,-6.501470629824e-10,-0.69521701667346,-9.928762318701482,0.0,0.0,0.19857524637402965,0.000787205670494906,0.49643811593507414,0.001968014176237265,0.9928762318701483,0.00393602835247453,1.9857524637402966,0.00787205670494906
13,FR_RL,0.0162302050554865,0.28878044742068115,0.12353958988902698,0.0542879561453099,0.35292082022194604,0.007239227005137128,9.891529485681643,0.03723283301983926,4.497411180416347,0.0,125.10500636541725,0.0,62.55250318270863,62.55250318270863,0.0,0.0,2.2487055902081736,0.0,62.55250318270863,0.0,0.0,0.0,0.0,0.0,0.0,2.2487055902081736,0.0,62.55250318270863,0.0,-0.6674083013852421,-9.891529485681643,0.0,0.0,0.0,0.0,0.0,0.0,-6.241411804631041e-10,-0.6674083020093833,-9.891529485681643,0.0,0.0,0.19783058971363285,0.0007446566603967852,0.49457647428408213,0.0018616416509919633,0.9891529485681643,0.0037232833019839266,1.9783058971363285,0.007446566603967853
14,FR_RL,0.018700996853267038,0.28986620654358736,0.1305980062934659,0.05443274068541264,0.33880398741306816,-0.015055093613397907,9.856476093666933,0.03505339201471003,4.317514733199693,0.0,124.82090092004702,0.0,62.41045046002351,62.41045046002351,0.0,0.0,2.1587573665998465,0.0,62.41045046002351,0.0,0.0,0.0,0.0,0.0,0.0,2.1587573665998465,0.0,62.41045046002351,0.0,-0.6407119352675058,-9.856476093666933,0.0,0.0,0.0,0.0,0.0,0.0,-5.991755332445799e-10,-0.6407119358666814,-9.856476093666933,0.0,0.0,0.19712952187333865,0.0007010678402942005,0.49282380468334663,0.0017526696007355014,0.9856476093666933,0.0035053392014710028,1.9712952187333865,0.0070106784029420055
15,FR_RL,0.021312956979136356,0.2909548613572956,0.13737408604172727,0.05413163881314467,0.32525182791654544,-0.03562378239849073,9.823636662142636,0.03283943152429636,4.144814143871705,0.0,124.55878589138308,0.0,62.27939294569154,62.27939294569154,0.0,0.0,2.0724070719358525,0.0,62.27939294569154,0.0,0.0,0.0,0.0,0.0,0.0,2.0724070719358525,0.0,62.27939294569154,0.0,-0.6150834237177956,-9.823636662142636,0.0,0.0,0.0,0.0,0.0,0.0,-5.752085119147967e-10,-0.615083424293004,-9.823636662142636,0.0,0.0,0.19647273324285272,0.0006567886304859272,0.4911818331071318,0.001641971576214818,0.9823636662142636,0.003283943152429636,1.9647273324285273,0.006567886304859272
16,FR_RL,0.0240604386999709,0.2920374941335585,0.14387912260005817,0.053419163165174866,0.31224175479988364,-0.05442653533186981,9.793029073023103,0.03060758911953343,3.979021578116837,0.0,124.31917488965186,0.0,62.15958744482593,62.15958744482593,0.0,0.0,1.9895107890584185,0.0,62.15958744482593,0.0,0.0,0.0,0.0,0.0,0.0,1.9895107890584185,0.0,62.15958744482593,0.0,-0.5904800525433361,-9.793029073023103,0.0,0.0,0.0,0.0,0.0,0.0,-5.522001714382048e-10,-0.5904800530955363,-9.793029073023103,0.0,0.0,0.19586058146046206,0.0006121517823906687,0.48965145365115514,0.0015303794559766715,0.9793029073023103,0.003060758911953343,1.9586058146046206,0.006121517823906686
17,FR_RL,0.026938021151972063,0.293105877396862,0.15012395769605585,0.05233063245853749,0.29975208460788827,-0.07144007777139022,9.764655483120913,0.028373589902189522,3.819860714992163,0.0,124.10236451292806,0.0,62.05118225646403,62.05118225646403,0.0,0.0,1.9099303574960815,0.0,62.05118225646403,0.0,0.0,0.0,0.0,0.0,0.0,1.9099303574960815,0.0,62.05118225646403,0.0,-0.5668608161204811,-9.764655483120913,0.0,0.0,0.0,0.0,0.0,0.0,-5.301121645806766e-10,-0.5668608166505933,-9.764655483120913,0.0,0.0,0.19529310966241828,0.0005674717980437905,0.4882327741560457,0.0014186794951094762,0.9764655483120914,0.0028373589902189523,1.9529310966241828,0.005674717980437905
18,FR_RL,0.02994050030589318,0.2941524900460328,0.1561189993882136,0.050901830903109686,0.28776200122357276,-0.08665712453309452,9.738503302414301,0.02615218070661207,3.667066286392477,0.0,123.90844759922497,0.0,61.954223799612485,61.954223799612485,0.0,0.0,1.8335331431962385,0.0,61.954223799612485,0.0,0.0,0.0,0.0,0.0,0.0,1.8335331431962385,0.0,61.954223799612485,0.0,-0.544186349051915,-9.738503302414301,0.0,0.0,0.0,0.0,0.0,0.0,-5.089076779974496e-10,-0.5441863495608226,-9.738503302414301,0.0,0.0,0.19477006604828603,0.0005230436141322414,0.4869251651207151,0.0013076090353306036,0.9738503302414302,0.0026152180706612072,1.9477006604828604,0.0052304361413224145
19,FR_RL,0.033062880293657455,0.295170526664095,0.16187423941268506,0.04916868841244781,0.27625152117462987,-0.10008528693169125,9.714546225321387,0.023957077092914503,3.520383634936778,0.0,123.73732715451469,0.0,61.868663577257344,61.868663577257344,0.0,0.0,1.760191817468389,0.0,61.868663577257344,0.0,0.0,0.0,0.0,0.0,0.0,1.760191817468389,0.0,61.868663577257344,0.0,-0.5224188605575575,-9.714546225321387,0.0,0.0,0.0,0.0,0.0,0.0,-4.885513708775516e-10,-0.5224188610461088,-9.714546225321387,0.0,0.0,0.19429092450642774,0.00047914154185829005,0.4857273112660694,0.0011978538546457253,0.9714546225321388,0.0023957077092914506,1.9429092450642775,0.004791415418582901
20,FR_RL,0.03630036508191116,0.29615390043234396,0.16739926983617764,0.04716698267381399,0.2652014603276447,-0.11174593934213545,9.692745302695897,0.021800922625489605,3.379568289539307,0.0,123.58873079658743,0.0,61.794365398293714,61.794365398293714,0.0,0.0,1.6897841447696536,0.0,61.794365398293714,0.0,0.0,0.0,0.0,0.0,0.0,1.6897841447696536,0.0,61.794365398293714,0.0,-0.5015220714898256,-9.692745302695897,0.0,0.0,0.0,0.0,0.0,0.0,-4.690093160424496e-10,-0.5015220719588349,-9.692745302695897,0.0,0.0,0.19385490605391795,0.0004360184525097921,0.4846372651347949,0.0010900461312744803,0.9692745302695898,0.0021800922625489607,1.9385490605391795,0.004360184525097921
21,FR_RL,0.039648350478634714,0.2970972400858202,0.17270329904273055,0.044932063886971275,0.2545934019145389,-0.12167305726428981,9.67305004282647,0.02006091764030893,3.2443855579577345,0.0,123.46222556205824,0.0,61.73111278102912,61.73111278102912,0.0,0.0,1.6221927789788673,0.0,61.73111278102912,0.0,0.0,0.0,0.0,0.0,0.0,1.6221927789788673,0.0,61.73111278102912,0.0,-0.48146115386827704,-9.67305004282647,0.0,0.0,0.0,0.0,0.0,0.0,-4.502489434007515e-10,-0.481461154318526,-9.67305004282647,0.0,0.0,0.1934610008565294,0.0004012183528061786,0.4836525021413235,0.0010030458820154465,0.967305004282647,0.002006091764030893,1.934610008565294,0.004012183528061786
22,FR_RL,0.043102416459489326,0.29799588136355964,0.17779516708102133,0.042498602741685466,0.2444096658379573,-0.12991203823793498,9.655399530341734,0.01925848105342448,3.114610135639425,0.0,123.3572329319187,0.0,61.67861646595935,61.67861646595935,0.0,0.0,1.5573050678197125,0.0,61.67861646595935,0.0,0.0,0.0,0.0,0.0,0.0,1.5573050678197125,0.0,61.67861646595935,0.0,-0.46220267283286254,-9.655399530341734,0.0,0.0,0.0,0.0,0.0,0.0,-4.3223898566472144e-10,-0.4622026732651015,-9.655399530341734,0.0,0.0,0.1931079906068347,0.00038516962106848964,0.48276997651708675,0.0009629240526712241,0.9655399530341735,0.0019258481053424483,1.931079906068347,0.0038516962106848966
23,FR_RL,0.04665831980110975,0.29884585341839337,0.1826833603977805,0.03990036197692677,0.234633279204439,-0.1365185162755747,9.639723552587252,0.018488141931108926,2.9900257302138478,0.0,123.27304393969385,0.0,61.636521969846925,61.636521969846925,0.0,0.0,1.4950128651069239,0.0,61.636521969846925,0.0,0.0,0.0,0.0,0.0,0.0,1.4950128651069239,0.0,61.636521969846925,0.0,-0.44371453091904317,-9.639723552587252,0.0,0.0,0.0,0.0,0.0,0.0,-4.1494942623813255e-10,-0.4437145313339926,-9.639723552587252,0.0,0.0,0.19279447105174505,0.0003697628386221785,0.48198617762936263,0.0009244070965554463,0.9639723552587253,0.0018488141931108926,1.9279447105174505,0.003697628386221785
24,FR_RL,0.05031198700906536,0.2996438606579319,0.18737602598186928,0.03716999165141529,0.22524794803626141,-0.14155717976429968,9.625943723739582,0.01774861637374231,2.8704247010052937,0.0,123.20883423539162,0.0,61.60441711769581,61.60441711769581,0.0,0.0,1.4352123505026468,0.0,61.60441711769581,0.0,0.0,0.0,0.0,0.0,0.0,1.4352123505026468,0.0,61.60441711769581,0.0,-0.42596591456189886,-9.625943723739582,0.0,0.0,0.0,0.0,0.0,0.0,-3.9835144918860724e-10,-0.42596591496025027,-9.625943723739582,0.0,0.0,0.19251887447479163,0.0003549723274748462,0.4812971861869791,0.0008874308186871155,0.9625943723739582,0.001774861637374231,1.9251887447479163,0.003549723274748462
25,FR_RL,0.05405950752870275,0.3003872604909602,0.1918809849425945,0.03433884805612929,0.21623803011481096,-0.1451006020437215,9.6139745976491,0.017038671837763364,2.755607712965082,0.0,123.16367898791604,0.0,61.58183949395802,61.58183949395802,0.0,0.0,1.377803856482541,0.0,61.58183949395802,0.0,0.0,0.0,0.0,0.0,0.0,1.377803856482541,0.0,61.58183949395802,0.0,-0.40892724274006953,-9.6139745976491,0.0,0.0,0.0,0.0,0.0,0.0,-3.8241739122106294e-10,-0.4089272431224869,-9.6139745976491,0.0,0.0,0.19227949195298202,0.00034077343675526726,0.48069872988245504,0.0008519335918881683,0.9613974597649101,0.0017038671837763366,1.9227949195298202,0.003407734367552673
26,FR_RL,0.05789712722755464,0.3010740374520828,0.19620574554489073,0.03143683601525487,0.20758850891021852,-0.14722809310267523,9.603724761149264,0.016357125081430557,2.6453834044464783,0.0,123.13656751835536,0.0,61.56828375917768,61.56828375917768,0.0,0.0,1.3226917022232392,0.0,61.56828375917768,0.0,0.0,0.0,0.0,0.0,0.0,1.3226917022232392,0.0,61.56828375917768,0.0,-0.3925701176739357,-9.603724761149264,0.0,0.0,0.0,0.0,0.0,0.0,-3.6712069557222035e-10,-0.39257011804105635,-9.603724761149264,0.0,0.0,0.19207449522298528,0.00032714250162861115,0.48018623805746324,0.0008178562540715279,0.9603724761149265,0.0016357125081430557,1.920744952229853,0.0032714250162861115
27,FR_RL,0.061821242138452456,0.3017027741723879,0.2003575157230951,0.028492274153201352,0.19928496855380978,-0.1480245800605634,9.595097900327875,0.015702840192749312,2.5395680682686192,0.0,123.12641756645623,0.0,61.56320878322811,61.56320878322811,0.0,0.0,1.2697840341343096,0.0,61.56320878322811,0.0,0.0,0.0,0.0,0.0,0.0,1.2697840341343096,0.0,61.56320878322811,0.0,-0.3768672774958712,-9.595097900327875,0.0,0.0,0.0,0.0,0.0,0.0,-3.5243586774933154e-10,-0.37686727784830704,-9.595097900327875,0.0,0.0,0.19190195800655752,0.00031405680385498627,0.4797548950163938,0.0007851420096374657,0.9595097900327876,0.0015702840192749314,1.9190195800655752,0.003140568038549863
28,FR_RL,0.06582839245291436,0.30227261965545194,0.2043432150941713,0.0255317825519901,0.19131356981165737,-0.1475795233169993,9.587993833019118,0.015074726696284346,2.4379853455378746,0.0,123.13208910256216,0.0,61.56604455128108,61.56604455128108,0.0,0.0,1.2189926727689373,0.0,61.56604455128108,0.0,0.0,0.0,0.0,0.0,0.0,1.2189926727689373,0.0,61.56604455128108,0.0,-0.3617925508136843,-9.587993833019118,0.0,0.0,0.0,0.0,0.0,0.0,-3.383384330393583e-10,-0.3617925511520227,-9.587993833019118,0.0,0.0,0.19175987666038236,0.00030149453392568694,0.4793996916509559,0.0007537363348142173,0.9587993833019118,0.0015074726696284347,1.9175987666038237,0.0030149453392568693
29,FR_RL,0.06991525675479779,0.30278325530649175,0.20816948649040445,0.022580192085650118,0.18366102701919107,-0.1459858744724357,9.582309501537168,0.01447173773569721,2.340465931716359,0.0,123.15239760724796,0.0,61.57619880362398,61.57619880362398,0.0,0.0,1.1702329658581796,0.0,61.57619880362398,0.0,0.0,0.0,0.0,0.0,0.0,1.1702329658581796,0.0,61.57619880362398,0.0,-0.34732081309152063,-9.582309501537168,0.0,0.0,0.0,0.0,0.0,0.0,-3.248048957177839e-10,-0.3473208134163255,-9.582309501537168,0.0,0.0,0.19164619003074335,0.0002894347547139442,0.4791154750768584,0.0007235868867848605,0.9582309501537168,0.001447173773569721,1.9164619003074337,0.002894347547139442
30,FR_RL,0.07407864648460588,0.30323485914820475,0.21184270703078828,0.019660474596201412,0.17631458593842342,-0.14333908134890086,9.577939920426621,0.01389286832898079,2.2468472944477047,0.0,123.18612675073842,0.0,61.59306337536921,61.59306337536921,0.0,0.0,1.1234236472238524,0.0,61.59306337536921,0.0,0.0,0.0,0.0,0.0,0.0,1.1234236472238524,0.0,61.59306337536921,0.0,-0.33342794477553195,-9.577939920426621,0.0,0.0,0.0,0.0,0.0,0.0,-3.1181269988907256e-10,-0.3334279450873447,-9.577939920426621,0.0,0.0,0.19155879840853243,0.0002778573665796158,0.47889699602133107,0.0006946434164490395,0.9577939920426621,0.001389286832898079,1.9155879840853243,0.002778573665796158
31,FR_RL,0.07831550062522165,0.30362806864012876,0.21536899874955676,0.01679369296922341,0.16926200250088647,-0.139736144679469,9.574779074746989,0.013337153693486758,2.1569734026697964,0.0,123.23204041389165,0.0,61.61602020694583,61.61602020694583,0.0,0.0,1.0784867013348982,0.0,61.61602020694583,0.0,0.0,0.0,0.0,0.0,0.0,1.0784867013348982,0.0,61.61602020694583,0.0,-0.32009079109451777,-9.574779074746989,0.0,0.0,0.0,0.0,0.0,0.0,-2.993401918935096e-10,-0.32009079139385793,-9.574779074746989,0.0,0.0,0.19149558149493978,0.0002667430738697352,0.4787389537373494,0.0006668576846743379,0.9574779074746989,0.0013337153693486758,1.9149558149493977,0.0026674307386973517
32,FR_RL,0.08262288060021278,0.30396394249951325,0.21875423879957448,0.013998970075634021,0.16249152240085102,-0.13527473029280132,9.572720765132571,0.01280366763794799,2.0706944665630047,0.0,123.28889400198672,0.0,61.64444700099336,61.64444700099336,0.0,0.0,1.0353472332815024,0.0,61.64444700099336,0.0,0.0,0.0,0.0,0.0,0.0,1.0353472332815024,0.0,61.64444700099336,0.0,-0.30728712346854337,-9.572720765132571,0.0,0.0,0.0,0.0,0.0,0.0,-2.8736658421776926e-10,-0.30728712375590994,-9.572720765132571,0.0,0.0,0.19145441530265142,0.00025607335275895985,0.4786360382566286,0.0006401833818973996,0.9572720765132572,0.0012803667637947991,1.9145441530265144,0.0025607335275895982
33,FR_RL,0.08699796537620427,0.30424392190102595,0.2220040692475915,0.011293475469777997,0.15599186150481698,-0.1300523398996312,9.571659396570672,0.012291521018822305,1.9878666879004845,0.0,123.35544501172303,0.0,61.67772250586152,61.67772250586152,0.0,0.0,0.9939333439502422,0.0,61.67772250586152,0.0,0.0,0.0,0.0,0.0,0.0,0.9939333439502422,0.0,61.67772250586152,0.0,-0.2949956024612157,-9.571659396570672,0.0,0.0,0.0,0.0,0.0,0.0,-2.758719208490585e-10,-0.29499560273708764,-9.571659396570672,0.0,0.0,0.19143318793141345,0.0002458304203764461,0.4785829698285336,0.0006145760509411153,0.9571659396570672,0.0012291521018822306,1.9143318793141344,0.002458304203764461
34,FR_RL,0.0914380467611561,0.3044697914104215,0.22512390647768785,0.008692428671785372,0.14975218704462429,-0.1241655428955721,9.571490708516805,0.011799860258380146,1.908352020384465,0.0,123.43046282066457,0.0,61.71523141033229,61.71523141033229,0.0,0.0,0.9541760101922325,0.0,61.71523141033229,0.0,0.0,0.0,0.0,0.0,0.0,0.9541760101922325,0.0,61.71523141033229,0.0,-0.28319574221387045,-9.571490708516805,0.0,0.0,0.0,0.0,0.0,0.0,-2.6483704401509616e-10,-0.2831957424787075,-9.571490708516805,0.0,0.0,0.1914298141703361,0.00023599720516760293,0.4785745354258403,0.0005899930129190074,0.9571490708516806,0.0011799860258380147,1.914298141703361,0.0023599720516760295
35,FR_RL,0.09594052489070987,0.30464363998385724,0.22811895021858034,0.006209117813873939,0.1437620995628393,-0.11770927093264077,9.572112444611113,0.011327865922069524,1.8320179395690863,0.0,123.51273767679697,0.0,61.75636883839849,61.75636883839849,0.0,0.0,0.9160089697845432,0.0,61.75636883839849,0.0,0.0,0.0,0.0,0.0,0.0,0.9160089697845432,0.0,61.75636883839849,0.0,-0.2718678763023944,-9.572112444611113,0.0,0.0,0.0,0.0,0.0,0.0,-2.5424356225449227e-10,-0.27186787655663797,-9.572112444611113,0.0,0.0,0.19144224889222228,0.0002265573184413905,0.4786056222305557,0.0005663932961034763,0.9572112444611114,0.0011327865922069525,1.9144224889222228,0.002265573184413905
