time,leg,phase,state,contact,swing_phase,foot_x,foot_y,foot_z,foothold_x,foothold_y,foothold_z
0.56,RL,0.1200000000000001,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.5700000000000001,FR,0.14000000000000012,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.5700000000000001,FL,0.6400000000000001,swing,0,0.28000000000000025,0.19173462399999996,0.12675,0.06738400000000001,0.2071,0.12675,0.019
0.5700000000000001,RR,0.6400000000000001,swing,0,0.28000000000000025,-0.18446537599999996,-0.12675,0.06738400000000001,-0.16909999999999997,-0.12675,0.019
0.5700000000000001,RL,0.14000000000000012,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.58,FR,0.15999999999999992,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.58,FL,0.6599999999999999,swing,0,0.31999999999999984,0.192691616,0.12675,0.07122399999999998,0.2071,0.12675,0.019
0.58,RR,0.6599999999999999,swing,0,0.31999999999999984,-0.183508384,-0.12675,0.07122399999999998,-0.16909999999999997,-0.12675,0.019
0.58,RL,0.15999999999999992,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.59,FR,0.17999999999999994,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.59,FL,0.6799999999999999,swing,0,0.3599999999999999,0.193714272,0.12675,0.07429599999999999,0.2071,0.12675,0.019
0.59,RR,0.6799999999999999,swing,0,0.3599999999999999,-0.18248572799999999,-0.12675,0.07429599999999999,-0.16909999999999997,-0.12675,0.019
0.59,RL,0.17999999999999994,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.6,FR,0.19999999999999996,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.6,FL,0.7,swing,0,0.3999999999999999,0.194788,0.12675,0.07659999999999999,0.2071,0.12675,0.019
0.6,RR,0.7,swing,0,0.3999999999999999,-0.181412,-0.12675,0.07659999999999999,-0.16909999999999997,-0.12675,0.019
0.6,RL,0.19999999999999996,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.61,FR,0.21999999999999997,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.61,FL,0.72,swing,0,0.43999999999999995,0.19589820800000002,0.12675,0.078136,0.2071,0.12675,0.019
0.61,RR,0.72,swing,0,0.43999999999999995,-0.180301792,-0.12675,0.078136,-0.16909999999999997,-0.12675,0.019
0.61,RL,0.21999999999999997,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.62,FR,0.24,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.62,FL,0.74,swing,0,0.48,0.197030304,0.12675,0.078904,0.2071,0.12675,0.019
0.62,RR,0.74,swing,0,0.48,-0.179169696,-0.12675,0.078904,-0.16909999999999997,-0.12675,0.019
0.62,RL,0.24,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.63,FR,0.26,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.63,FL,0.76,swing,0,0.52,0.198169696,0.12675,0.07890399999999999,0.2071,0.12675,0.019
0.63,RR,0.76,swing,0,0.52,-0.17803030399999997,-0.12675,0.07890399999999999,-0.16909999999999997,-0.12675,0.019
0.63,RL,0.26,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.64,FR,0.28,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.64,FL,0.78,swing,0,0.56,0.199301792,0.12675,0.078136,0.2071,0.12675,0.019
0.64,RR,0.78,swing,0,0.56,-0.176898208,-0.12675,0.078136,-0.16909999999999997,-0.12675,0.019
0.64,RL,0.28,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.65,FR,0.30000000000000004,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.65,FL,0.8,swing,0,0.6000000000000001,0.200412,0.12675,0.07659999999999999,0.2071,0.12675,0.019
0.65,RR,0.8,swing,0,0.6000000000000001,-0.17578799999999997,-0.12675,0.07659999999999999,-0.16909999999999997,-0.12675,0.019
0.65,RL,0.30000000000000004,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.66,FR,0.32000000000000006,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.66,FL,0.8200000000000001,swing,0,0.6400000000000001,0.201485728,0.12675,0.07429599999999999,0.2071,0.12675,0.019
0.66,RR,0.8200000000000001,swing,0,0.6400000000000001,-0.17471427199999998,-0.12675,0.07429599999999999,-0.16909999999999997,-0.12675,0.019
0.66,RL,0.32000000000000006,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.67,FR,0.3400000000000001,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.67,FL,0.8400000000000001,swing,0,0.6800000000000002,0.202508384,0.12675,0.07122399999999998,0.2071,0.12675,0.019
0.67,RR,0.8400000000000001,swing,0,0.6800000000000002,-0.17369161599999997,-0.12675,0.07122399999999998,-0.16909999999999997,-0.12675,0.019
0.67,RL,0.3400000000000001,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.68,FR,0.3600000000000001,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.68,FL,0.8600000000000001,swing,0,0.7200000000000002,0.203465376,0.12675,0.06738399999999997,0.2071,0.12675,0.019
0.68,RR,0.8600000000000001,swing,0,0.7200000000000002,-0.17273462399999998,-0.12675,0.06738399999999997,-0.16909999999999997,-0.12675,0.019
0.68,RL,0.3600000000000001,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.6900000000000001,FR,0.3800000000000001,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.6900000000000001,FL,0.8800000000000001,swing,0,0.7600000000000002,0.204342112,0.12675,0.06277599999999997,0.2071,0.12675,0.019
0.6900000000000001,RR,0.8800000000000001,swing,0,0.7600000000000002,-0.17185788799999996,-0.12675,0.06277599999999997,-0.16909999999999997,-0.12675,0.019
0.6900000000000001,RL,0.3800000000000001,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.7000000000000001,FR,0.40000000000000013,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.7000000000000001,FL,0.9000000000000001,swing,0,0.8000000000000003,0.205124,0.12675,0.057399999999999965,0.2071,0.12675,0.019
0.7000000000000001,RR,0.9000000000000001,swing,0,0.8000000000000003,-0.17107599999999995,-0.12675,0.057399999999999965,-0.16909999999999997,-0.12675,0.019
0.7000000000000001,RL,0.40000000000000013,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.71,FR,0.41999999999999993,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.71,FL,0.9199999999999999,swing,0,0.8399999999999999,0.20579644800000002,0.12675,0.051256000000000024,0.2071,0.12675,0.019
0.71,RR,0.9199999999999999,swing,0,0.8399999999999999,-0.17040355199999996,-0.12675,0.051256000000000024,-0.16909999999999997,-0.12675,0.019
0.71,RL,0.41999999999999993,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.72,FR,0.43999999999999995,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.72,FL,0.94,swing,0,0.8799999999999999,0.20634486400000002,0.12675,0.04434400000000002,0.2071,0.12675,0.019
0.72,RR,0.94,swing,0,0.8799999999999999,-0.16985513599999996,-0.12675,0.04434400000000002,-0.16909999999999997,-0.12675,0.019
0.72,RL,0.43999999999999995,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.73,FR,0.45999999999999996,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.73,FL,0.96,swing,0,0.9199999999999999,0.206754656,0.12675,0.036664000000000016,0.2071,0.12675,0.019
0.73,RR,0.96,swing,0,0.9199999999999999,-0.16944534399999997,-0.12675,0.036664000000000016,-0.16909999999999997,-0.12675,0.019
0.73,RL,0.45999999999999996,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.74,FR,0.48,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.74,FL,0.98,swing,0,0.96,0.20701123200000002,0.12675,0.028216000000000005,0.2071,0.12675,0.019
0.74,RR,0.98,swing,0,0.96,-0.16918876799999996,-0.12675,0.028216000000000005,-0.16909999999999997,-0.12675,0.019
0.74,RL,0.48,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.75,FR,0.5,swing,0,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
0.75,FL,0.0,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.75,RR,0.0,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.75,RL,0.5,swing,0,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
0.76,FR,0.52,swing,0,0.040000000000000036,0.18818876799999998,-0.12675,0.028216000000000005,0.2071,-0.12675,0.019
0.76,FL,0.020000000000000018,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.76,RR,0.020000000000000018,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.76,RL,0.52,swing,0,0.040000000000000036,-0.188011232,0.12675,0.028216000000000005,-0.16909999999999997,0.12675,0.019
0.77,FR,0.54,swing,0,0.08000000000000007,0.188445344,-0.12675,0.036664000000000016,0.2071,-0.12675,0.019
0.77,FL,0.040000000000000036,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.77,RR,0.040000000000000036,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.77,RL,0.54,swing,0,0.08000000000000007,-0.18775465599999996,0.12675,0.036664000000000016,-0.16909999999999997,0.12675,0.019
0.78,FR,0.56,swing,0,0.1200000000000001,0.18885513599999998,-0.12675,0.044344000000000015,0.2071,-0.12675,0.019
0.78,FL,0.06000000000000005,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.78,RR,0.06000000000000005,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.78,RL,0.56,swing,0,0.1200000000000001,-0.187344864,0.12675,0.044344000000000015,-0.16909999999999997,0.12675,0.019
0.79,FR,0.5800000000000001,swing,0,0.16000000000000014,0.189403552,-0.12675,0.051256000000000024,0.2071,-0.12675,0.019
0.79,FL,0.08000000000000007,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.79,RR,0.08000000000000007,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.79,RL,0.5800000000000001,swing,0,0.16000000000000014,-0.186796448,0.12675,0.051256000000000024,-0.16909999999999997,0.12675,0.019
0.8,FR,0.6000000000000001,swing,0,0.20000000000000018,0.190076,-0.12675,0.05740000000000002,0.2071,-0.12675,0.019
0.8,FL,0.10000000000000009,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.8,RR,0.10000000000000009,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.8,RL,0.6000000000000001,swing,0,0.20000000000000018,-0.18612399999999998,0.12675,0.05740000000000002,-0.16909999999999997,0.12675,0.019
0.81,FR,0.6200000000000001,swing,0,0.2400000000000002,0.19085788800000003,-0.12675,0.06277600000000003,0.2071,-0.12675,0.019
0.81,FL,0.1200000000000001,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.81,RR,0.1200000000000001,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.81,RL,0.6200000000000001,swing,0,0.2400000000000002,-0.185342112,0.12675,0.06277600000000003,-0.16909999999999997,0.12675,0.019
0.8200000000000001,FR,0.6400000000000001,swing,0,0.28000000000000025,0.19173462399999996,-0.12675,0.06738400000000001,0.2071,-0.12675,0.019
0.8200000000000001,FL,0.14000000000000012,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.8200000000000001,RR,0.14000000000000012,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.8200000000000001,RL,0.6400000000000001,swing,0,0.28000000000000025,-0.18446537599999996,0.12675,0.06738400000000001,-0.16909999999999997,0.12675,0.019
0.8300000000000001,FR,0.6600000000000001,swing,0,0.3200000000000003,0.192691616,-0.12675,0.07122400000000002,0.2071,-0.12675,0.019
0.8300000000000001,FL,0.16000000000000014,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.8300000000000001,RR,0.16000000000000014,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.8300000000000001,RL,0.6600000000000001,swing,0,0.3200000000000003,-0.183508384,0.12675,0.07122400000000002,-0.16909999999999997,0.12675,0.019
0.84,FR,0.6799999999999999,swing,0,0.3599999999999999,0.193714272,-0.12675,0.07429599999999999,0.2071,-0.12675,0.019
0.84,FL,0.17999999999999972,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.84,RR,0.17999999999999972,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.84,RL,0.6799999999999999,swing,0,0.3599999999999999,-0.18248572799999999,0.12675,0.07429599999999999,-0.16909999999999997,0.12675,0.019
0.85,FR,0.7,swing,0,0.3999999999999999,0.194788,-0.12675,0.07659999999999999,0.2071,-0.12675,0.019
0.85,FL,0.20000000000000018,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.85,RR,0.20000000000000018,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.85,RL,0.7,swing,0,0.3999999999999999,-0.181412,0.12675,0.07659999999999999,-0.16909999999999997,0.12675,0.019
0.86,FR,0.72,swing,0,0.43999999999999995,0.19589820800000002,-0.12675,0.078136,0.2071,-0.12675,0.019
0.86,FL,0.21999999999999975,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.86,RR,0.21999999999999975,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.86,RL,0.72,swing,0,0.43999999999999995,-0.180301792,0.12675,0.078136,-0.16909999999999997,0.12675,0.019
0.87,FR,0.74,swing,0,0.48,0.197030304,-0.12675,0.078904,0.2071,-0.12675,0.019
0.87,FL,0.2400000000000002,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.87,RR,0.2400000000000002,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.87,RL,0.74,swing,0,0.48,-0.179169696,0.12675,0.078904,-0.16909999999999997,0.12675,0.019
0.88,FR,0.76,swing,0,0.52,0.198169696,-0.12675,0.07890399999999999,0.2071,-0.12675,0.019
0.88,FL,0.2599999999999998,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.88,RR,0.2599999999999998,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.88,RL,0.76,swing,0,0.52,-0.17803030399999997,0.12675,0.07890399999999999,-0.16909999999999997,0.12675,0.019
0.89,FR,0.78,swing,0,0.56,0.199301792,-0.12675,0.078136,0.2071,-0.12675,0.019
0.89,FL,0.28000000000000025,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.89,RR,0.28000000000000025,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.89,RL,0.78,swing,0,0.56,-0.176898208,0.12675,0.078136,-0.16909999999999997,0.12675,0.019
0.9,FR,0.8,swing,0,0.6000000000000001,0.200412,-0.12675,0.07659999999999999,0.2071,-0.12675,0.019
0.9,FL,0.2999999999999998,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.9,RR,0.2999999999999998,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.9,RL,0.8,swing,0,0.6000000000000001,-0.17578799999999997,0.12675,0.07659999999999999,-0.16909999999999997,0.12675,0.019
0.91,FR,0.8200000000000001,swing,0,0.6400000000000001,0.201485728,-0.12675,0.07429599999999999,0.2071,-0.12675,0.019
0.91,FL,0.3200000000000003,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.91,RR,0.3200000000000003,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.91,RL,0.8200000000000001,swing,0,0.6400000000000001,-0.17471427199999998,0.12675,0.07429599999999999,-0.16909999999999997,0.12675,0.019
0.92,FR,0.8400000000000001,swing,0,0.6800000000000002,0.202508384,-0.12675,0.07122399999999998,0.2071,-0.12675,0.019
0.92,FL,0.33999999999999986,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.92,RR,0.33999999999999986,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.92,RL,0.8400000000000001,swing,0,0.6800000000000002,-0.17369161599999997,0.12675,0.07122399999999998,-0.16909999999999997,0.12675,0.019
0.93,FR,0.8600000000000001,swing,0,0.7200000000000002,0.203465376,-0.12675,0.06738399999999997,0.2071,-0.12675,0.019
0.93,FL,0.3600000000000003,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.93,RR,0.3600000000000003,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.93,RL,0.8600000000000001,swing,0,0.7200000000000002,-0.17273462399999998,0.12675,0.06738399999999997,-0.16909999999999997,0.12675,0.019
0.9400000000000001,FR,0.8800000000000001,swing,0,0.7600000000000002,0.204342112,-0.12675,0.06277599999999997,0.2071,-0.12675,0.019
0.9400000000000001,FL,0.3799999999999999,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.9400000000000001,RR,0.3799999999999999,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.9400000000000001,RL,0.8800000000000001,swing,0,0.7600000000000002,-0.17185788799999996,0.12675,0.06277599999999997,-0.16909999999999997,0.12675,0.019
0.9500000000000001,FR,0.9000000000000001,swing,0,0.8000000000000003,0.205124,-0.12675,0.057399999999999965,0.2071,-0.12675,0.019
0.9500000000000001,FL,0.40000000000000036,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.9500000000000001,RR,0.40000000000000036,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.9500000000000001,RL,0.9000000000000001,swing,0,0.8000000000000003,-0.17107599999999995,0.12675,0.057399999999999965,-0.16909999999999997,0.12675,0.019
0.96,FR,0.9199999999999999,swing,0,0.8399999999999999,0.20579644800000002,-0.12675,0.051256000000000024,0.2071,-0.12675,0.019
0.96,FL,0.41999999999999993,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.96,RR,0.41999999999999993,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.96,RL,0.9199999999999999,swing,0,0.8399999999999999,-0.17040355199999996,0.12675,0.051256000000000024,-0.16909999999999997,0.12675,0.019
0.97,FR,0.94,swing,0,0.8799999999999999,0.20634486400000002,-0.12675,0.04434400000000002,0.2071,-0.12675,0.019
0.97,FL,0.43999999999999995,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.97,RR,0.43999999999999995,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.97,RL,0.94,swing,0,0.8799999999999999,-0.16985513599999996,0.12675,0.04434400000000002,-0.16909999999999997,0.12675,0.019
0.98,FR,0.96,swing,0,0.9199999999999999,0.206754656,-0.12675,0.036664000000000016,0.2071,-0.12675,0.019
0.98,FL,0.45999999999999996,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.98,RR,0.45999999999999996,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.98,RL,0.96,swing,0,0.9199999999999999,-0.16944534399999997,0.12675,0.036664000000000016,-0.16909999999999997,0.12675,0.019
0.99,FR,0.98,swing,0,0.96,0.20701123200000002,-0.12675,0.028216000000000005,0.2071,-0.12675,0.019
0.99,FL,0.48,stance,1,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
0.99,RR,0.48,stance,1,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
0.99,RL,0.98,swing,0,0.96,-0.16918876799999996,0.12675,0.028216000000000005,-0.16909999999999997,0.12675,0.019
1.0,FR,0.0,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
1.0,FL,0.5,swing,0,0.0,0.1881,0.12675,0.019,0.2071,0.12675,0.019
1.0,RR,0.5,swing,0,0.0,-0.1881,-0.12675,0.019,-0.16909999999999997,-0.12675,0.019
1.0,RL,0.0,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
1.01,FR,0.020000000000000018,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
1.01,FL,0.52,swing,0,0.040000000000000036,0.18818876799999998,0.12675,0.028216000000000005,0.2071,0.12675,0.019
1.01,RR,0.52,swing,0,0.040000000000000036,-0.188011232,-0.12675,0.028216000000000005,-0.16909999999999997,-0.12675,0.019
1.01,RL,0.020000000000000018,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
1.02,FR,0.040000000000000036,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
1.02,FL,0.54,swing,0,0.08000000000000007,0.188445344,0.12675,0.036664000000000016,0.2071,0.12675,0.019
1.02,RR,0.54,swing,0,0.08000000000000007,-0.18775465599999996,-0.12675,0.036664000000000016,-0.16909999999999997,-0.12675,0.019
1.02,RL,0.040000000000000036,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
1.03,FR,0.06000000000000005,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
1.03,FL,0.56,swing,0,0.1200000000000001,0.18885513599999998,0.12675,0.044344000000000015,0.2071,0.12675,0.019
1.03,RR,0.56,swing,0,0.1200000000000001,-0.187344864,-0.12675,0.044344000000000015,-0.16909999999999997,-0.12675,0.019
1.03,RL,0.06000000000000005,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
1.04,FR,0.08000000000000007,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
1.04,FL,0.5800000000000001,swing,0,0.16000000000000014,0.189403552,0.12675,0.051256000000000024,0.2071,0.12675,0.019
1.04,RR,0.5800000000000001,swing,0,0.16000000000000014,-0.186796448,-0.12675,0.051256000000000024,-0.16909999999999997,-0.12675,0.019
1.04,RL,0.08000000000000007,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
1.05,FR,0.10000000000000009,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
1.05,FL,0.6000000000000001,swing,0,0.20000000000000018,0.190076,0.12675,0.05740000000000002,0.2071,0.12675,0.019
1.05,RR,0.6000000000000001,swing,0,0.20000000000000018,-0.18612399999999998,-0.12675,0.05740000000000002,-0.16909999999999997,-0.12675,0.019
1.05,RL,0.10000000000000009,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
1.06,FR,0.1200000000000001,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
1.06,FL,0.6200000000000001,swing,0,0.2400000000000002,0.19085788800000003,0.12675,0.06277600000000003,0.2071,0.12675,0.019
1.06,RR,0.6200000000000001,swing,0,0.2400000000000002,-0.185342112,-0.12675,0.06277600000000003,-0.16909999999999997,-0.12675,0.019
1.06,RL,0.1200000000000001,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
1.07,FR,0.14000000000000012,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
1.07,FL,0.6400000000000001,swing,0,0.28000000000000025,0.19173462399999996,0.12675,0.06738400000000001,0.2071,0.12675,0.019
1.07,RR,0.6400000000000001,swing,0,0.28000000000000025,-0.18446537599999996,-0.12675,0.06738400000000001,-0.16909999999999997,-0.12675,0.019
1.07,RL,0.14000000000000012,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
1.08,FR,0.16000000000000014,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
1.08,FL,0.6600000000000001,swing,0,0.3200000000000003,0.192691616,0.12675,0.07122400000000002,0.2071,0.12675,0.019
1.08,RR,0.6600000000000001,swing,0,0.3200000000000003,-0.183508384,-0.12675,0.07122400000000002,-0.16909999999999997,-0.12675,0.019
1.08,RL,0.16000000000000014,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
1.09,FR,0.18000000000000016,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
1.09,FL,0.6800000000000002,swing,0,0.3600000000000003,0.19371427200000002,0.12675,0.07429600000000003,0.2071,0.12675,0.019
1.09,RR,0.6800000000000002,swing,0,0.3600000000000003,-0.18248572799999999,-0.12675,0.07429600000000003,-0.16909999999999997,-0.12675,0.019
1.09,RL,0.18000000000000016,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
1.1,FR,0.20000000000000018,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
1.1,FL,0.7000000000000002,swing,0,0.40000000000000036,0.19478800000000002,0.12674999999999997,0.07660000000000002,0.2071,0.12675,0.019
1.1,RR,0.7000000000000002,swing,0,0.40000000000000036,-0.18141199999999996,-0.12674999999999997,0.07660000000000002,-0.16909999999999997,-0.12675,0.019
1.1,RL,0.20000000000000018,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
1.11,FR,0.2200000000000002,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
1.11,FL,0.7200000000000002,swing,0,0.4400000000000004,0.19589820800000002,0.12675,0.07813600000000001,0.2071,0.12675,0.019
1.11,RR,0.7200000000000002,swing,0,0.4400000000000004,-0.18030179199999996,-0.12675,0.07813600000000001,-0.16909999999999997,-0.12675,0.019
1.11,RL,0.2200000000000002,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
1.12,FR,0.2400000000000002,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
1.12,FL,0.7400000000000002,swing,0,0.4800000000000004,0.19703030400000002,0.12675,0.078904,0.2071,0.12675,0.019
1.12,RR,0.7400000000000002,swing,0,0.4800000000000004,-0.179169696,-0.12675,0.078904,-0.16909999999999997,-0.12675,0.019
1.12,RL,0.2400000000000002,stance,1,0.0,-0.1881,0.12675,0.019,-0.16909999999999997,0.12675,0.019
1.1300000000000001,FR,0.26000000000000023,stance,1,0.0,0.1881,-0.12675,0.019,0.2071,-0.12675,0.019
