stage,source_stage,velocity_metric_source,target_vx,initial_x,final_x,forward_displacement,initial_y,final_y,lateral_displacement,mean_vx,mean_abs_velocity_error,max_abs_velocity_error,control_mode,simulation_only_project,hardware_deployment_completed,torque_enable_ready,torque_publisher_enabled,control_law_changed,mixed_baseline_modified,mpc_assisted_candidate_switch_present,mpc_assisted_candidate_executed,mpc_assisted_candidate_scale,scale_tag,perturbation_id,perturbation_type,perturb_vx,perturb_vy,perturb_yawrate,run_id,mpc_assisted_candidate_scale_max,candidate_csv,candidate_step_policy,candidate_row_count,candidate_available_in_run,real_robot_torque_commanded,ros_publisher_used,wbc_script,swing_target_csv,total_steps,transition_count,trot_FR_RL_steps,trot_FL_RR_steps,stance_kp,stance_kd,swing_kp,swing_kd,stance_wbc_scale,swing_pd_scale,swing_target_scale,torque_limit,initial_z,final_z,min_z,max_z,delta_z,final_roll,final_pitch,max_abs_roll,roll_margin_to_0p20,max_abs_pitch,pitch_margin_to_0p20,z_margin_to_0p22,max_joint_error,max_swing_joint_error,max_stance_joint_error,max_tau_stance_pd_abs,max_tau_stance_wbc_abs,max_tau_swing_pd_abs,max_tau_baseline_raw_abs,max_tau_candidate_abs,max_tau_candidate_scaled_abs,max_tau_total_raw_abs,max_tau_total_abs,max_cmd_step_jump_norm,max_cmd_step_jump_abs,max_dyn_res_norm,max_stance_acc_res_norm,max_swing_acc_error_norm,qp_fail_steps,saturation_steps,pass,pass_margin
23.2,14.5D-R6,finite_difference_from_qpos0,0.200000000000,0.000000000000,0.822437430936,0.822437430936,0.000000000000,-0.069621997257,-0.069621997257,0.171348056876,0.065264788625,0.252698308382,mpc_assisted_candidate,True,False,False,False,True,False,True,True,0.01,0p010,yawrate_plus,base_yawrate,0.0,0.0,0.05,yawrate_plus_0p010,0.25,results/logs_sample/stage14_5b_offline_mpc_force_to_torque_candidates.csv,repeat,100,True,False,False,scripts/stage13_2_2400step_online_full_wbc_scheduler_runner.py,results/logs_sample/stage13_2_2400step_swing_trajectory_tracking_check.csv,2400,11,1200,1200,60.0,2.0,80.0,2.0,0.2,1.0,0.35,23.7,0.284805846483,0.283404901088,0.274951998125,0.293538966132,-0.001400945395,0.019110841222,-0.006887541769,0.073651972724,0.126348027276,0.084147650336,0.115852349664,0.054951998125,0.082801532086,0.058737241685,0.082801532086,10.391128555767,2.163576698917,10.029039917490,10.029039917490,19.442509447300,0.194425094473,10.029039917490,10.029039917490,25.852207287497,11.665902146812,7.623725589763e-08,3.365806567267e-09,3.358615764685e-01,0,0,True,True
