mode,contact_sign,osqp_status,objective,active_legs,inactive_legs,nv,nu,num_vars,num_stance_acc_constraints,mu,torque_limit,base_qdd_z_ref,base_qdd_x,base_qdd_y,base_qdd_z,base_qdd_roll,base_qdd_pitch,base_qdd_yaw,base_z_task_error,dyn_res_norm,dyn_res_max_abs,stance_acc_res_norm,stance_acc_res_max_abs,max_abs_tau,max_abs_qdd,qdd_norm,min_active_fz,min_friction_margin,inactive_force_norm,tau_diff_norm,force_diff_norm,status_pass,dyn_pass,stance_acc_pass,base_z_task_pass,torque_pass,fz_pass,friction_pass,inactive_pass,pass,reason,FR_fx,FR_fy,FR_fz,FL_fx,FL_fy,FL_fz,RR_fx,RR_fy,RR_fz,RL_fx,RL_fy,RL_fz,FR_tau_hip,FR_tau_thigh,FR_tau_calf,FL_tau_hip,FL_tau_thigh,FL_tau_calf,RR_tau_hip,RR_tau_thigh,RR_tau_calf,RL_tau_hip,RL_tau_thigh,RL_tau_calf
all_stance,1.0,solved,-175.484872075946,"FR,FL,RR,RL",,18,12,42,12,0.6,23.7,0.200000000000,-0.025799562176,0.002104479824,0.172345449438,-0.001907156712,-0.111577714839,0.001001475109,-2.765455056232e-02,2.860912105997e-14,2.842170943040e-14,9.309604088703e-17,5.551115123126e-17,5.145971987477,1.163420196948,2.323659161835,31.352989831521,16.629454637670,0.000000000000e+00,0.737638027401,4.563785028776,True,True,True,True,True,True,True,True,True,,-0.091871520301,-2.182339261243,31.352989831521,-0.096583777777,2.193756445025,31.767466325665,-0.030001376822,-2.245087339995,31.753905352999,-0.034000377691,2.258553842237,32.165449753501,2.374622792854,0.322325218529,5.005300605237,-2.407201048713,0.321098738711,5.073740128210,2.425521135161,0.339580118342,5.077913880258,-2.458380876753,0.338537840495,5.145971987477
trot_FR_RL,1.0,solved,-342.379273273538,"FR,RL","FL,RR",18,12,42,6,0.6,23.7,0.200000000000,-0.035169380283,0.006246465143,0.185668089815,0.001955307268,-0.047641401358,-0.255515318404,-1.433191018511e-02,4.270753688660e-14,4.263256414561e-14,8.993834424997e-17,5.551115123126e-17,10.485941789045,1.090240185829,1.782039618727,63.235143005521,37.355381771031,2.235032848710e-20,1.370215585219,2.272236701795,True,True,True,True,True,True,True,True,True,,-0.585704032282,0.018149926308,63.235143005521,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.193385673479,0.065555206909,63.986683798784,4.345517970949,0.189380290375,10.258750801041,0.710608459632,0.353743184489,-0.229188028166,-0.703146062303,0.359387246345,-0.227193036867,-4.422940054913,0.398877123240,10.485941789045
trot_FL_RR,1.0,solved,-342.306339120134,"FL,RR","FR,RL",18,12,42,6,0.6,23.7,0.200000000000,-0.059587640430,0.043772836224,0.185791586133,-0.042198524745,-0.096886049826,0.259289830105,-1.420841386733e-02,2.895861563847e-14,2.842170943040e-14,7.351626287045e-17,5.551115123126e-17,10.424434041249,1.043367245659,1.818371090697,63.478490228568,37.358992434275,2.070563677862e-20,1.359225094770,2.327630396776,True,True,True,True,True,True,True,True,True,,0.000000000000,-0.000000000000,0.000000000000,-0.728101702867,0.297708329628,63.478490228568,0.036922843935,0.224527540471,63.739274104638,0.000000000000,-0.000000000000,-0.000000000000,-0.706098074496,0.355034913103,-0.229518302407,-4.446358475531,0.151280169861,10.280096080586,4.329182176992,0.356787062538,10.424434041249,0.707287053984,0.358939585010,-0.226569691288
