osqp_status,osqp_status_val,objective,w_track,w_reg,torque_limit,tau_ref_max_abs,tau_wbc_max_abs,diff_norm,diff_max_abs,limit_pass,pass,ref_FR_tau_hip,ref_FR_tau_thigh,ref_FR_tau_calf,ref_FL_tau_hip,ref_FL_tau_thigh,ref_FL_tau_calf,ref_RR_tau_hip,ref_RR_tau_thigh,ref_RR_tau_calf,ref_RL_tau_hip,ref_RL_tau_thigh,ref_RL_tau_calf,wbc_FR_tau_hip,wbc_FR_tau_thigh,wbc_FR_tau_calf,wbc_FL_tau_hip,wbc_FL_tau_thigh,wbc_FL_tau_calf,wbc_RR_tau_hip,wbc_RR_tau_thigh,wbc_RR_tau_calf,wbc_RL_tau_hip,wbc_RL_tau_thigh,wbc_RL_tau_calf,diff_FR_tau_hip,diff_FR_tau_thigh,diff_FR_tau_calf,diff_FL_tau_hip,diff_FL_tau_thigh,diff_FL_tau_calf,diff_RR_tau_hip,diff_RR_tau_thigh,diff_RR_tau_calf,diff_RL_tau_hip,diff_RL_tau_thigh,diff_RL_tau_calf
solved,1,-133.782211550666,1.0,0.0001,23.7,5.309218454936,5.308687586177,0.001156584777,0.000530868759,True,True,2.454883448465,0.000000000000,5.119924306046,-2.489474011105,-0.000000000000,5.192066656646,2.511054984095,0.000000000000,5.237076104337,-2.545645546735,-0.000000000000,5.309218454936,2.454637984667,0.000000000000,5.119412364810,-2.489225088596,0.000000000000,5.191547501896,2.510803903705,0.000000000000,5.236552449092,-2.545391007634,0.000000000000,5.308687586177,-0.000245463798,0.000000000000,-0.000511941236,0.000248922509,0.000000000000,-0.000519154750,-0.000251080390,0.000000000000,-0.000523655245,0.000254539101,0.000000000000,-0.000530868759
