scheduler,total_steps,dt,period_steps,half_period_steps,trot_FR_RL_steps,trot_FL_RR_steps,transition_count,kp_posture,kd_posture,torque_limit,base_qdd_z_ref,swing_acc_ref_x,swing_acc_ref_y,swing_acc_ref_z,ramp_alpha,initial_z,final_z,min_z,max_z,delta_z,final_roll,final_pitch,max_abs_roll,roll_margin_to_limit,max_abs_pitch,pitch_margin_to_limit,z_margin_to_limit,max_tau_pd_abs,max_tau_wbc_abs,max_tau_total_abs,max_cmd_step_jump_norm,max_cmd_step_jump_abs,max_dyn_res_norm,max_stance_acc_res_norm,max_swing_acc_error_norm,qp_fail_steps,saturation_steps,pass,pass_margin
phase_trot,1200,0.002,400,200,600,600,5,60.0,2.0,23.7,0.05,0.1,0.0,0.2,0.2,0.284805846483,0.306167691855,0.284602787921,0.324781172497,0.021361845372,0.047401678133,0.035868317312,0.148607466957,0.051392533043,0.067919909731,0.132080090269,0.064602787921,18.430845082537,10.264344153432,11.413605129606,4.585214741716,2.277670654797,9.745131047022e-08,3.725303596518e-09,6.383111519946e-01,0,0,True,True
