stance_wbc_scale,swing_pd_scale,target_scale,total_steps,transition_count,trot_FR_RL_steps,trot_FL_RR_steps,initial_z,final_z,min_z,max_z,delta_z,final_roll,final_pitch,max_abs_roll,roll_margin_to_0p20,max_abs_pitch,pitch_margin_to_0p20,z_margin_to_0p22,max_joint_error,max_swing_joint_error,max_stance_joint_error,max_tau_stance_wbc_abs,max_tau_swing_pd_abs,max_tau_total_raw_abs,max_tau_total_abs,max_cmd_step_jump_norm,max_cmd_step_jump_abs,max_dyn_res_norm,max_stance_acc_res_norm,max_swing_acc_error_norm,qp_fail_steps,saturation_steps,pass,pass_margin,recommended
0.25,0.5,0.45,1200,5,600,600,0.284805846483,0.106112199146,0.054416760743,0.476415721224,-0.178693647337,2.639088510264,0.055087154371,3.141565573146,-2.941565573146,0.461868893393,-0.261868893393,-0.165583239257,1.575497533545,1.560714348294,1.575497533545,4.520039700973,62.876352851349,62.876352851349,23.700000000000,62.355399627931,27.655245653493,3.299897998191e-06,3.055248139369e-07,1.170552341532e+01,0,100,False,False,False
0.25,0.5,0.6,1200,5,600,600,0.284805846483,0.101255706898,0.053881455598,0.476335348075,-0.183550139586,2.709894274134,0.059735575642,3.140710013713,-2.940710013713,0.443345921877,-0.243345921877,-0.166118544402,1.562509964753,1.548874495474,1.562509964753,4.592030061652,62.803190309392,62.803190309392,23.700000000000,62.261154289365,27.254596178029,1.341678228039e-04,3.546182792878e-06,1.122776719550e+01,0,146,False,False,False
0.25,0.75,0.35,1200,5,600,600,0.284805846483,0.110017861406,0.054783779261,0.475873179661,-0.174787985077,2.568720356411,0.056120919087,3.140907786622,-2.940907786622,0.420854995299,-0.220854995299,-0.165216220739,1.605509617735,1.557195732340,1.605509617735,5.125953484542,101.730562005164,101.730562005164,23.700000000000,62.671098248820,28.825953484542,4.126458922770e-06,4.933929305447e-07,1.174097223451e+01,0,178,False,False,False
0.25,0.75,0.45,1200,5,600,600,0.284805846483,0.105846959220,0.064660265202,0.476448929532,-0.178958887263,2.610992416310,0.063946760337,3.141432693570,-2.941432693570,0.417430871287,-0.217430871287,-0.155339734798,1.599650758675,1.572153625812,1.599650758675,5.602948196845,94.309980051427,94.309980051427,23.700000000000,62.636654219469,28.474007278585,7.870607686529e-06,2.948136280892e-07,1.242655729088e+01,0,505,False,False,False
0.25,0.75,0.6,1200,5,600,600,0.284805846483,0.110214423399,0.077561041751,0.476368851441,-0.174591423084,2.594370756036,0.046117443456,3.140154387128,-2.940154387128,0.445398809919,-0.245398809919,-0.142438958249,1.596087537586,1.510686241854,1.596087537586,4.794874359288,88.442198290573,88.442198290573,23.700000000000,62.920728589974,28.493295529888,5.245960563066e-06,4.384886727771e-07,1.221147823802e+01,0,129,False,False,False
0.25,1.0,0.35,1200,5,600,600,0.284805846483,0.103151082526,0.056250943985,0.476570789999,-0.181654763958,2.680490385542,0.058686653610,3.141545418618,-2.941545418618,0.426976497911,-0.226976497911,-0.163749056015,1.609072100011,1.443709975803,1.609072100011,4.612435822840,117.067368334190,117.067368334190,23.700000000000,63.123493201313,28.312435822840,1.295688480594e-05,4.180363547137e-07,1.154318660743e+01,0,172,False,False,False
0.25,1.0,0.45,1200,5,600,600,0.284805846483,0.105869863371,0.052986504887,0.477376722127,-0.178935983113,2.639528088738,0.057200535643,3.140483209384,-2.940483209384,0.446620790305,-0.246620790305,-0.167013495113,1.987525837642,1.987525837642,1.967025744555,5.604961712448,167.044298796790,167.044298796790,23.700000000000,63.539087636843,28.163900819614,7.645784276301e-06,4.017302238807e-07,1.138673837469e+01,0,210,False,False,False
0.25,1.0,0.6,1200,5,600,600,0.284805846483,0.105253308609,0.057742073011,0.477365100679,-0.179552537875,2.648974231448,0.068537974624,3.141372043088,-2.941372043088,0.475047647319,-0.275047647319,-0.162257926989,1.596394520306,1.559364039130,1.596394520306,5.197638191155,124.010233514590,124.010233514590,23.700000000000,63.472852254937,28.111983493664,1.605911937033e-05,1.909717015487e-06,1.131430550829e+01,0,189,False,False,False
0.5,0.5,0.35,1200,5,600,600,0.284805846483,0.085926363075,0.072730595049,0.467826497142,-0.198879483408,2.955859693644,0.070088797912,3.141207578855,-2.941207578855,0.517002514383,-0.317002514383,-0.147269404951,1.654135193184,1.654135193184,1.620685118973,10.804010107052,71.260557882384,71.260557882384,23.700000000000,65.924467189401,30.619139838868,1.010010117427e-05,4.211738819914e-07,3.057428836945e+01,0,206,False,False,False
0.5,0.5,0.45,1200,5,600,600,0.284805846483,0.085988777956,0.062583816869,0.467951953421,-0.198817068527,3.003092876918,0.071163856908,3.140600947665,-2.940600947665,0.530109262889,-0.330109262889,-0.157416183131,1.580691821779,1.580691821779,1.577654071739,8.049446249788,66.375692644359,66.375692644359,23.700000000000,64.666739716581,31.402200418131,5.674362377758e-06,4.219530384899e-07,1.891610791001e+01,0,158,False,False,False
