FR_fx,FR_fy,FR_fz,FL_fx,FL_fy,FL_fz,RR_fx,RR_fy,RR_fz,RL_fx,RL_fy,RL_fz,FR_tau_hip,FR_tau_thigh,FR_tau_calf,FL_tau_hip,FL_tau_thigh,FL_tau_calf,RR_tau_hip,RR_tau_thigh,RR_tau_calf,RL_tau_hip,RL_tau_thigh,RL_tau_calf,sign_convention,tau_norm,tau_max_abs,torque_limit,torque_limit_pass
0.000000000000,-0.000000000000,30.686043105811,-0.000000000000,-0.000000000000,31.118425138810,0.000000000000,0.000000000000,31.388187301190,-0.000000000000,0.000000000000,31.820569334189,2.454883448465,0.000000000000,5.119924306046,-2.489474011105,-0.000000000000,5.192066656646,2.511054984095,0.000000000000,5.237076104337,-2.545645546735,-0.000000000000,5.309218454936,actuator_tau = - J^T f_qp,11.567004356004,5.309218454936,23.700000000000,True
