stage,source_stage,velocity_metric_source,target_vx,initial_x,final_x,forward_displacement,initial_y,final_y,lateral_displacement,mean_vx,mean_abs_velocity_error,max_abs_velocity_error,control_mode,simulation_only_project,hardware_deployment_completed,torque_enable_ready,torque_publisher_enabled,control_law_changed,mixed_baseline_modified,mpc_assisted_candidate_switch_present,mpc_assisted_candidate_executed,primary_mpc_wbc_mode_present,primary_mpc_wbc_executed,primary_mpc_wbc_simulation_only,stabilized_primary_mpc_wbc_mode_present,stabilized_primary_mpc_wbc_executed,stabilized_primary_mpc_wbc_simulation_only,stabilized_primary_scale,stabilized_primary_ramp_steps,stabilized_posture_residual_scale,stabilized_wbc_residual_scale,mpc_assisted_candidate_scale,scale_tag,perturbation_id,perturbation_type,perturb_vx,perturb_vy,perturb_yawrate,run_id,mpc_assisted_candidate_scale_max,candidate_csv,candidate_step_policy,candidate_row_count,candidate_available_in_run,real_robot_torque_commanded,ros_publisher_used,wbc_script,swing_target_csv,total_steps,transition_count,trot_FR_RL_steps,trot_FL_RR_steps,stance_kp,stance_kd,swing_kp,swing_kd,stance_wbc_scale,swing_pd_scale,swing_target_scale,torque_limit,initial_z,final_z,min_z,max_z,delta_z,final_roll,final_pitch,max_abs_roll,roll_margin_to_0p20,max_abs_pitch,pitch_margin_to_0p20,z_margin_to_0p22,max_joint_error,max_swing_joint_error,max_stance_joint_error,max_tau_stance_pd_abs,max_tau_stance_wbc_abs,max_tau_swing_pd_abs,max_tau_baseline_raw_abs,max_tau_candidate_abs,max_tau_candidate_scaled_abs,max_tau_primary_mpc_wbc_raw_abs,max_tau_stabilized_primary_mpc_wbc_raw_abs,max_tau_total_raw_abs,max_tau_total_abs,max_cmd_step_jump_norm,max_cmd_step_jump_abs,max_dyn_res_norm,max_stance_acc_res_norm,max_swing_acc_error_norm,qp_fail_steps,saturation_steps,pass,pass_margin
25.5,14.5D-R6,finite_difference_from_qpos0,0.100000000000,0.000000000000,0.625069330445,0.625069330445,0.000000000000,0.298273472418,0.298273472418,0.130229659623,0.072860886488,0.229666638747,stabilized_primary_mpc_wbc,True,False,False,False,True,False,True,False,True,False,False,True,True,True,0.05,600,1.0,1.0,0.0,stage26_stab_vx0p10,stage26_nominal_vx0p10,none,0.0,0.0,0.0,stage26_1_stab_vx0p10,0.25,results/logs_sample/stage14_5b_offline_mpc_force_to_torque_candidates.csv,repeat,100,True,False,False,scripts/stage13_2_2400step_online_full_wbc_scheduler_runner.py,results/logs_sample/stage13_2_2400step_swing_trajectory_tracking_check.csv,2400,11,1200,1200,60.0,2.0,80.0,2.0,0.2,1.0,0.35,23.7,0.284805846483,0.285182202791,0.275183959092,0.288863887724,0.000376356308,0.025116828244,0.016016866659,0.088212790238,0.111787209762,0.050696666834,0.149303333166,0.055183959092,0.071567343785,0.053867059918,0.071567343785,11.191082223535,2.147236588743,10.890608907787,10.890608907787,19.442509447300,0.000000000000,19.442509447300,10.890608907787,10.890608907787,10.890608907787,25.812044862343,11.462315551593,8.134821720445e-08,3.463315236026e-09,4.095316941863e-01,0,0,True,True
