wbc_script,swing_target_csv,total_steps,period_steps,half_period_steps,transition_count,trot_FR_RL_steps,trot_FL_RR_steps,kp_swing,kd_swing,target_scale,wbc_torque_scale,swing_pd_torque_scale,ramp_alpha,torque_limit,initial_z,final_z,min_z,max_z,delta_z,final_roll,final_pitch,max_abs_roll,roll_margin_to_0p20,max_abs_pitch,pitch_margin_to_0p20,z_margin_to_0p22,max_joint_error,max_swing_joint_error,max_stance_joint_error,max_tau_wbc_abs,max_tau_swing_pd_abs,max_tau_total_raw_abs,max_tau_total_abs,max_cmd_step_jump_norm,max_cmd_step_jump_abs,max_dyn_res_norm,max_stance_acc_res_norm,max_swing_acc_error_norm,qp_fail_steps,saturation_steps,pass,pass_margin
scripts/stage07_online_full_wbc_scheduler_recommended_run.py,results/logs_sample/stage07_online_swing_trajectory_tracking_check.csv,1200,400,200,5,600,600,80.0,2.0,0.6,1.0,0.5,0.15,23.7,0.284805846483,0.317033862572,0.284805846483,0.347230420163,0.032228016089,-0.304970801090,-0.112323999648,0.370811239659,-0.170811239659,0.199495920616,0.000504079384,0.064805846483,0.269034444734,0.248387064797,0.269034444734,10.797622368748,14.584373922625,8.360043033063,8.360043033063,13.166168946315,6.621379605514,1.397032561137e-07,4.505990505402e-09,1.690217521052e+00,0,0,False,False
