mode,contact_sign,osqp_status,objective,active_legs,inactive_legs,nv,nu,num_vars,num_stance_acc_constraints,mu,torque_limit,base_qdd_ref_x,base_qdd_ref_y,base_qdd_ref_z,base_qdd_ref_roll,base_qdd_ref_pitch,base_qdd_ref_yaw,base_qdd_x,base_qdd_y,base_qdd_z,base_qdd_roll,base_qdd_pitch,base_qdd_yaw,base_task_error_norm,base_task_error_max_abs,dyn_res_norm,dyn_res_max_abs,stance_acc_res_norm,stance_acc_res_max_abs,max_abs_tau,max_abs_qdd,qdd_norm,min_active_fz,min_friction_margin,inactive_force_norm,tau_diff_norm,force_diff_norm,status_pass,dyn_pass,stance_acc_pass,base_task_pass,torque_pass,fz_pass,friction_pass,inactive_pass,pass,reason,FR_fx,FR_fy,FR_fz,FL_fx,FL_fy,FL_fz,RR_fx,RR_fy,RR_fz,RL_fx,RL_fy,RL_fz,FR_tau_hip,FR_tau_thigh,FR_tau_calf,FL_tau_hip,FL_tau_thigh,FL_tau_calf,RR_tau_hip,RR_tau_thigh,RR_tau_calf,RL_tau_hip,RL_tau_thigh,RL_tau_calf
all_stance,1.0,solved,-175.458822919039,"FR,FL,RR,RL",,18,12,42,12,0.6,23.7,0.000000000000,0.000000000000,0.200000000000,0.000000000000,0.000000000000,0.000000000000,-0.001693373040,0.000250467430,0.171980844606,-0.000005100435,-0.001961708478,0.000014712139,2.813986243344e-02,2.801915539361e-02,2.859307078545e-14,2.842170943040e-14,1.710969448647e-16,1.110223024625e-16,5.177643438967,1.033431217835,2.315231574382,31.195238750373,16.491691613492,0.000000000000e+00,0.764095610789,4.556313396309,True,True,True,True,True,True,True,True,True,,0.014363097001,-2.225451636731,31.195238750373,0.005780261930,2.221761441522,31.635347401982,0.009630628079,-2.215063597282,31.886279063852,0.002779711231,2.221718747652,32.318976432020,2.374326022689,0.350828926801,4.991735245790,-2.404812176814,0.348559134129,5.064021375715,2.426897229831,0.349591053781,5.106364364203,-2.459529606901,0.347779814539,5.177643438967
trot_FR_RL,1.0,solved,-342.249554246079,"FR,RL","FL,RR",18,12,42,6,0.6,23.7,0.000000000000,0.000000000000,0.200000000000,0.000000000000,0.000000000000,0.000000000000,-0.012369472450,-0.012273609524,0.184683631106,0.000428796367,-0.001921104135,-0.003364067109,2.352504942534e-02,1.531636889432e-02,5.693167428492e-14,5.684341886081e-14,6.816381731413e-17,5.551115123126e-17,10.524274162715,1.125925365086,1.831698212010,63.018323569967,37.505047171763,1.180742112690e-20,1.421061742189,2.205115326265,True,True,True,True,True,True,True,True,True,,-0.305946970217,0.073947086239,63.018323569967,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.186875906735,-0.216014292826,64.211852458284,4.311263060212,0.265356222618,10.259490289904,0.712551500742,0.355888859842,-0.228951847319,-0.706023306208,0.356186288846,-0.227571488596,-4.364405592560,0.395756649931,10.524274162715
trot_FL_RR,1.0,solved,-341.635057464770,"FL,RR","FR,RL",18,12,42,6,0.6,23.7,0.000000000000,0.000000000000,0.200000000000,0.000000000000,0.000000000000,0.000000000000,-0.043249971158,0.059208295361,0.184192457744,-0.001972171885,-0.005989837929,0.003656871367,7.536047349576e-02,5.920829536127e-02,2.037309893673e-15,1.776356839400e-15,7.076311083755e-17,5.551115123126e-17,10.451536719109,1.203710611263,2.013413935655,63.286258177557,37.481533307753,1.165570700804e-20,1.405556978374,2.255151925896,True,True,True,False,True,True,True,True,False,,0.000000000000,-0.000000000000,-0.000000000000,-0.490221598781,0.206704390920,63.286258177557,-0.005383458032,0.482576178428,63.923585616198,-0.000000000000,0.000000000000,-0.000000000000,-0.712529229618,0.361266047274,-0.229814663789,-4.405414580628,0.215569891072,10.279028508620,4.273094001119,0.343305794320,10.451536719109,0.704153006345,0.352920754071,-0.225698841730
