step,time,base_x,base_y,base_z,qpos_norm,qvel_norm,ctrl_norm,n_contact,contact_pairs
46,0.09400000000000007,-0.002845378230374529,-0.0013171669586016996,0.4015028280895635,1.9423305409313847,6.5318269778993425,0.688411277222691,0,
47,0.09600000000000007,-0.0028590707626166122,-0.0013515957789407456,0.3996947323516292,1.9439756244182753,6.394668983130362,0.6946818258593822,0,
48,0.09800000000000007,-0.002869545359360766,-0.0013856190843189859,0.3978488029241582,1.9452946123197357,6.266353016765923,0.7009604450199249,0,
49,0.10000000000000007,-0.0028771909869394364,-0.0014191129733968114,0.39596459760367936,1.946355731487523,6.146890280240971,0.7072430068964134,0,
50,0.10200000000000008,-0.0028823888780959398,-0.0014520436078677402,0.39404186097726224,1.9472179411283386,6.035164470741196,0.7135254915624214,0,
51,0.10400000000000008,-0.002885512520868906,-0.0014844034803875054,0.3920804486482354,1.947944990746936,5.92719393258993,0.7198039848276468,0,
52,0.10600000000000008,-0.002886934743822974,-0.0015161603529084205,0.39008022618492627,1.9485664999998602,5.825805014667632,0.7260746760088036,0,
53,0.10800000000000008,-0.0028870054693057455,-0.0015473069526409288,0.3880411169105981,1.9491097840316514,5.729893577065964,0.7323338556396963,0,
54,0.11000000000000008,-0.0028860584190504687,-0.0015778488204270663,0.38596303558361306,1.9495997827215035,5.638688598424316,0.7385779131406719,0,
55,0.11200000000000009,-0.002884409043315347,-0.001607802982089016,0.3838458897538581,1.9500595533832077,5.552677550207656,0.7448033344651148,0,
56,0.11400000000000009,-0.0028823520971250163,-0.0016372213109844438,0.381689557424888,1.9505097896177797,5.4712016850172205,0.7510066997383704,0,
57,0.11600000000000009,-0.0028801611956392986,-0.0016661554598515595,0.3794939181958691,1.9509689747763312,5.39378490511045,0.7571846809023947,0,
58,0.11800000000000009,-0.002878088053614678,-0.0016946560731839805,0.3772588537641501,1.9514535263686439,5.3201043619567,0.7633340393775485,0,
59,0.12000000000000009,-0.0028763620541537417,-0.0017227721250631825,0.3749842484233479,1.9519779317368877,5.249963954281709,0.7694516237512737,0,
60,0.1220000000000001,-0.0028751901137928134,-0.0017505503774073723,0.37266998955191394,1.952554875475379,5.183270585920647,0.7755343675018587,0,
61,0.1240000000000001,-0.002874756810889264,-0.001778034951760138,0.3703159680876469,1.953195359161532,5.120012885524844,0.7815792867641612,0,
62,0.12600000000000008,-0.0028752247447073067,-0.0018052670061749919,0.3679220789841941,1.9539088139895362,5.060242004810821,0.7875834781429478,0,
63,0.12800000000000009,-0.0028767350934967677,-0.0018322845074744383,0.3654882216462127,1.9547032068827126,5.004054094316721,0.7935441165784406,0,
64,0.1300000000000001,-0.002879408341142164,-0.0018591220881911574,0.36301430034050375,1.9555851406163174,4.951574096023491,0.7994584532677266,0,
65,0.1320000000000001,-0.002883345143556812,-0.001885810976844923,0.3605002245810615,1.9565599484209382,4.902940578584238,0.8053238136448548,0,
66,0.1340000000000001,-0.0028886273078373593,-0.0019123789898754507,0.3579459094865642,1.957631783466966,4.858291458995609,0.8111375954217195,0,
67,0.1360000000000001,-0.0028953188592100057,-0.0019388505735341416,0.35535127610934525,1.958803703560597,4.817750588375313,0.8168972666912017,0,
68,0.1380000000000001,-0.0029034671729278403,-0.0019652468843240393,0.3527162517353017,1.9600777513174608,4.781415312197185,0.8226003640934884,0,
69,0.1400000000000001,-0.0029131041504625844,-0.001991585897146421,0.3500407701545024,1.9614550300258184,4.749345230223129,0.8282444910460206,0,
70,0.1420000000000001,-0.002924247421524199,-0.0020178825311356146,0.3473247719024403,1.962935775370199,4.721552463574029,0.833827316037108,0,
71,0.1440000000000001,-0.002936901555596506,-0.002044148784205163,0.34456820447192654,1.9645194231599028,4.6979937745701985,0.8393465709829111,0,
72,0.1460000000000001,-0.002951059268761912,-0.0020703938685466975,0.3417710224955558,1.966204673195149,4.6785648730863345,0.8448000496471915,0,
73,0.1480000000000001,-0.0029667026135765952,-0.0020966243406717417,0.3389331878984924,1.9679889462031004,4.663092500938842,0.8501856061229875,0,
74,0.1500000000000001,-0.0029838046875482155,-0.002122844434183453,0.33605467144965134,1.969867964731925,4.651332554378959,0.8555011533751673,0,
75,0.1520000000000001,-0.003002330849904834,-0.002149056367857303,0.33313545413971046,1.971836135794529,4.642978524361929,0.860744661842643,0,
76,0.1540000000000001,-0.0030222020131762633,-0.002175259851068017,0.33017552680255813,1.9738873516767177,4.637630343863375,0.8659141580988964,0,
77,0.1560000000000001,-0.0030432866962330786,-0.0022014505648587633,0.32717488939218325,1.976015027783462,4.634832398354519,0.8710077235693547,0,
78,0.1580000000000001,-0.0030654026652994102,-0.002227616940757116,0.3241335538631089,1.978213566933691,4.634019936616762,0.8760234933040757,0,
79,0.16000000000000011,-0.003088404999873115,-0.002253746759686274,0.3210515348170598,1.9804780139715032,4.636025434933482,0.8809596548041368,0,
80,0.16200000000000012,-0.00311216851334652,-0.00227985025537489,0.31792890748908126,1.982804986749734,4.64132316621429,0.8858144469000845,0,
81,0.16400000000000012,-0.0031365852493716673,-0.002305957374629525,0.3147658050628398,1.9851901049188296,4.6483525772311305,0.890586158680766,0,
82,0.16600000000000012,-0.003161567715541115,-0.0023320805346022486,0.3115623450828051,1.98762774551992,4.654873777199016,0.8952731284708596,0,
83,0.16800000000000012,-0.0031870514863183495,-0.0023581984920847806,0.3083185922644766,1.9901076184070936,4.65605796718423,0.8998737428554129,0,
84,0.17000000000000012,-0.003213002331602262,-0.0023842465245226775,0.30503454461694474,1.9925936165220457,4.628222310338658,0.9043864357497107,0,
85,0.17200000000000013,-0.0032394113686524677,-0.0024099236908212054,0.3017101486139725,1.9950513094558795,4.574186631260562,0.9088096875128061,0,
86,0.17400000000000013,-0.0032662661740798407,-0.002434942491595408,0.2983453887708865,1.9974470850937085,4.495877285970225,0.9131420241030805,0,
87,0.17600000000000013,-0.003293552660489652,-0.0024589884586844082,0.29494032222727334,1.9997504042709147,4.398577936226858,0.9173820162742188,0,
88,0.17800000000000013,-0.003321254988566715,-0.0024817943367881567,0.2914950186940033,2.0017228976661197,3.901774399890971,0.9215282788100265,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
89,0.18000000000000013,-0.0033486745514775098,-0.0025006740230673363,0.28800769886069166,2.003317387889277,3.478887527737726,0.9255794697965571,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
90,0.18200000000000013,-0.0033758972661035174,-0.0025153722810464284,0.2844790287266197,2.004601214474801,3.1739783677731697,0.9295342899300484,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
91,0.18400000000000014,-0.0034029631126918825,-0.002526591386330937,0.28090941936086156,2.0056325991836492,2.964987611522085,0.9333914818592245,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
92,0.18600000000000014,-0.0034299091993566164,-0.0025349285806909073,0.2772992280244111,2.006459738016448,2.8301276687251575,0.9371498295605588,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
93,0.18800000000000014,-0.0034567695836668377,-0.002540888612350702,0.2736487564726609,2.007108587981354,2.747999120966309,0.9408081577451389,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
94,0.19000000000000014,-0.003483573840554932,-0.00254475840559437,0.2699582903024982,2.0075993589403787,2.7063094137513635,0.9443653312958299,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
95,0.19200000000000014,-0.0035103536715079924,-0.0025467560167378453,0.2662281076839373,2.0079499170293276,2.694965273585284,0.9478202547334752,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
96,0.19400000000000014,-0.003537140493880792,-0.0025470916058370975,0.26245844389694906,2.0081758701256587,2.7055280837191216,0.9511718717109273,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
97,0.19600000000000015,-0.003563965557440331,-0.002545966550010162,0.2586494940525684,2.0082907524575084,2.7313396215483396,0.9544191645337458,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
98,0.19800000000000015,-0.0035908597451144294,-0.0025435724120231352,0.25480141594795264,2.0083062336199107,2.76741042288025,0.9575611537064534,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
99,0.20000000000000015,-0.0036178532866681925,-0.0025400899524241453,0.2509143328790837,2.0082314011100597,2.8109069985959323,0.960596897503286,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
100,0.20200000000000015,-0.0036449720670847447,-0.0025356576100526345,0.24698836423244103,2.008069173292394,2.8608821927959003,0.9635254915624214,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
101,0.20400000000000015,-0.003672237593876279,-0.0025303499500598865,0.24302361205548823,2.0078167886808145,2.9166514604389717,0.9663460685027185,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
102,0.20600000000000016,-0.0036996736653259633,-0.002524228486922884,0.23902010608464527,2.0074731361693985,2.9764423301962046,0.9690577975620461,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
103,0.20800000000000016,-0.00372730917866866,-0.0025174063494591207,0.234977808803703,2.007037090929173,3.0403857606540825,0.9716598842563223,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
104,0.21000000000000016,-0.0037551787809500478,-0.0025100032175081888,0.23089662346407536,2.006502712473553,3.113039058585596,0.9741515700584348,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
105,0.21200000000000016,-0.0037833308448734716,-0.002501993452369645,0.22677647642142654,2.00586727098043,3.192200430337585,0.9765321320962507,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
106,0.21400000000000016,-0.0038118145697773158,-0.0024934309552640224,0.22261720760234663,2.005132150646038,3.276039709389544,0.9788008828689723,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
107,0.21600000000000016,-0.0038406746297402093,-0.0024844550755017338,0.21841866497435442,2.004301406147563,3.3648832587714934,0.9809571699811309,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
108,0.21800000000000017,-0.003869950650607597,-0.0024752338709136453,0.21418076978991424,2.003380763385831,3.46011197011465,0.9830003758935567,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
109,0.22000000000000017,-0.00389968113941577,-0.0024659349337830105,0.20990345567225765,2.0023780175809645,3.562931448175843,0.9849299176906963,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
110,0.22200000000000017,-0.003929901389284573,-0.0024567228544322504,0.20558667406536935,2.0013007776940306,3.6755123892498696,0.986745246863695,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
111,0.22400000000000017,-0.003960641075727531,-0.0024477410773910196,0.20123037674410368,2.0001593263406234,3.7969952022421585,0.9884458491086919,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
112,0.22600000000000017,-0.00399190891058709,-0.002439090130037295,0.19683451823765108,1.9989692373361054,3.9251822297198986,0.9900312441398147,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
113,0.22800000000000017,-0.004023722103327826,-0.0024309224637198254,0.19239913520130403,1.9977452509393898,4.060045667620003,0.9915009855163994,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
114,0.23000000000000018,-0.00405626357771838,-0.002423394462536737,0.1879243210916833,1.9965161125874331,4.197847455689205,0.9928546604839917,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
115,0.23200000000000018,-0.004089559133844198,-0.002416610056202844,0.18341013300591572,1.9953080032765744,4.335546259088654,0.9940918898287204,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
116,0.23400000000000018,-0.004123548143612117,-0.002410631874148927,0.178856628424958,1.9941444277635532,4.470212811839379,0.995212327744671,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
117,0.23600000000000018,-0.004158161465333214,-0.002405479783259258,0.17426385873613506,1.9930343737091307,4.593943512531009,0.9962156617139146,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
118,0.23800000000000018,-0.004193305673166609,-0.0024010129848103744,0.16963174284149543,1.9919876048919818,4.703200530888015,0.997101612398883,2,unnamed_17<->unnamed_28|unnamed_18<->unnamed_28
119,0.24000000000000019,-0.004228893728736795,-0.0023971108864713755,0.16496023123347212,1.9910111879152759,4.796085872114726,0.9978699335468115,1,unnamed_18<->unnamed_28
120,0.2420000000000002,-0.00426484903277113,-0.002393646620066865,0.1602492690791836,1.9901087971913671,4.8715106716591405,0.9985204119060007,1,unnamed_18<->unnamed_28
121,0.2440000000000002,-0.004301100282292611,-0.0023904839165953653,0.1554987878572972,1.9894081093996716,4.938556347877044,0.9990528671536796,0,
122,0.2460000000000002,-0.0043376340794825,-0.0023885996404212316,0.15071068441955587,1.9887629362610195,4.972592710010272,0.9994671518352819,1,unnamed_18<->unnamed_28
123,0.2480000000000002,-0.00437434034968355,-0.0023865453506703178,0.14588261029640903,1.9881748798388326,4.98953834978207,0.9997631513149785,1,unnamed_18<->unnamed_28
124,0.25000000000000017,-0.0044111632198400854,-0.002384238801122566,0.1410145545344395,1.987649339679694,4.991049773769037,0.9999407837373359,1,unnamed_18<->unnamed_28
125,0.25200000000000017,-0.004448046319936512,-0.0023815989051333675,0.13610648724502764,1.9871968523707242,4.979573546744474,1.0,1,unnamed_18<->unnamed_28
126,0.25400000000000017,-0.004484940456501878,-0.002378602870428183,0.13115840076446225,1.9868396287394396,4.936483077229819,0.9999407837373359,2,unnamed_18<->unnamed_28|FR<->unnamed_29
127,0.25600000000000017,-0.004521753205581411,-0.002375339490147014,0.12617038220313487,1.986624414129231,4.825995878995495,0.9997631513149784,2,unnamed_18<->unnamed_28|FR<->unnamed_29
128,0.2580000000000002,-0.004558054042356205,-0.0023719604676982753,0.12114264941445141,1.9866017520857269,4.627531919148357,0.9994671518352818,2,unnamed_18<->unnamed_28|FR<->unnamed_29
129,0.2600000000000002,-0.004593584095311734,-0.0023687353043014983,0.11607568907264483,1.9868908307076019,4.272596423893861,0.9990528671536795,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
130,0.2620000000000002,-0.004627800962677453,-0.0023660648585609565,0.11097033915673624,1.987462505094815,4.000952021018198,0.9985204119060005,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
131,0.2640000000000002,-0.004660890426427451,-0.0023639237289568176,0.10582664973875888,1.9882898324546883,3.8028164580253376,0.9978699335468113,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
132,0.2660000000000002,-0.004693012804639474,-0.00236225768296283,0.10064463753969678,1.989352206623169,3.669126707402574,0.9971016123988827,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
133,0.2680000000000002,-0.004724308409738744,-0.002360954022511947,0.09542431269571502,1.9906339912722528,3.58977444130437,0.9962156617139144,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
134,0.2700000000000002,-0.004754914779785898,-0.002359890067230588,0.09016565237200151,1.9921160631667638,3.5528477200453557,0.9952123277446709,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
135,0.2720000000000002,-0.004784959374183181,-0.002358924301102773,0.0848685837271605,1.993775138600763,3.547037167504443,0.9940918898287202,4,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29|FR<->FL
136,0.2740000000000002,-0.004814555233927598,-0.0023579216974473536,0.0795330202566809,1.9955850891083373,3.5624473977065674,0.9928546604839915,4,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29|FR<->FL
137,0.2760000000000002,-0.004843809160308418,-0.0023567938622547423,0.07415887087347597,1.997519403214767,3.590249951687824,0.9915009855163992,4,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29|FR<->FL
138,0.2780000000000002,-0.004872817808970105,-0.0023554945443159214,0.06874604297850087,1.9995526594880066,3.6233243799603114,0.9900312441398145,4,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29|FR<->FL
139,0.2800000000000002,-0.004901665400322575,-0.0023540132136701673,0.0632944440476488,2.0016612910031877,3.6563818439003803,0.9884458491086917,4,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29|FR<->FL
140,0.2820000000000002,-0.004930422545268534,-0.0023523683092682053,0.0578039823469815,2.0038239477530664,3.685833329366097,0.9867452468636948,4,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29|FR<->FL
141,0.2840000000000002,-0.004959145744203027,-0.0023506005204327247,0.05227456739299394,2.00602165541703,3.7095630422727477,0.9849299176906959,4,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29|FR<->FL
142,0.2860000000000002,-0.004987877284745564,-0.0023487662456604056,0.046706110574809674,2.008240820912417,3.728128933893124,0.9830003758935564,4,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29|FR<->FL
143,0.2880000000000002,-0.005016643536355211,-0.002346919296476244,0.04109853478253357,2.01047130551329,3.7420233749434386,0.9809571699811306,4,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29|FR<->FL
144,0.2900000000000002,-0.005045456785646113,-0.0023451124560913755,0.0354517711594149,2.0127043160404163,3.7516505646718703,0.9788008828689719,4,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29|FR<->FL
145,0.2920000000000002,-0.0050743170868809175,-0.0023433836620335665,0.029765740158022212,2.014932419839609,3.757590258315676,0.9765321320962503,4,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29|FR<->FL
146,0.2940000000000002,-0.005103214038162526,-0.002341757378654744,0.024040357264070087,2.017151227620952,3.760851388608118,0.9741515700584343,4,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29|FR<->FL
147,0.2960000000000002,-0.005132131001176778,-0.002340258083276851,0.018275549742582775,2.0193587010864764,3.7623990994802075,0.971659884256322,4,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29|FR<->FL
148,0.2980000000000002,-0.005161044152776438,-0.002338899826093824,0.012471269757518891,2.0215548413102593,3.7630173774128535,0.9690577975620457,4,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29|FR<->FL
149,0.3000000000000002,-0.005189925162300682,-0.0023376881380897923,0.006627488155261342,2.02374154674073,3.7632902143237255,0.9663460685027181,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
150,0.3020000000000002,-0.0052187453085816805,-0.002336626728619621,0.0007441808454202335,2.0259219421297567,3.7636048847422066,0.9635254915624208,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
151,0.3040000000000002,-0.005247476290663885,-0.0023357166531712058,-0.005178670430069211,2.0280999574548346,3.7642290349306826,0.9605968975032856,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
152,0.3060000000000002,-0.005276090998881727,-0.0023349554793924256,-0.011141077637031982,2.0302798896373586,3.765322592694074,0.957561153706453,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
153,0.3080000000000002,-0.005304564131631536,-0.0023343372361996854,-0.01714304628945071,2.032466055934363,3.7669712819591,0.9544191645337452,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
154,0.3100000000000002,-0.005332872675381955,-0.002333852716720933,-0.023184575670647672,2.034662546224282,3.7692139902932302,0.9511718717109268,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
155,0.3120000000000002,-0.005360996228763416,-0.0023334899492013198,-0.02926565934767221,2.0368730650111453,3.7720616738318498,0.9478202547334745,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
156,0.3140000000000002,-0.005388917169735096,-0.002333234718309168,-0.0353862858649616,2.039100845999987,3.775508969441422,0.9443653312958293,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
157,0.3160000000000002,-0.005416620683960911,-0.002333071079047883,-0.04154643952312031,2.0413486207685505,3.7795408743624543,0.9408081577451384,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
158,0.3180000000000002,-0.00544409468247677,-0.002332981840876545,-0.047746101178082936,2.0436186252252524,3.7841366126829468,0.9371498295605583,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
159,0.32000000000000023,-0.005471329638375453,-0.0023329490160428836,-0.05398524902058858,2.0459126308431723,3.7892720944688154,0.9333914818592239,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
160,0.32200000000000023,-0.005498318369240919,-0.002332954231911056,-0.060263859312620155,2.048231990889939,3.7949217090100857,0.9295342899300476,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
161,0.32400000000000023,-0.005525055787333674,-0.0023329791081841906,-0.06658190706788825,2.0505776945789664,3.8010597464988543,0.9255794697965565,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
162,0.32600000000000023,-0.005551538634625789,-0.0023330055994426465,-0.07293936666966913,2.0529504241686785,3.8076615047976876,0.9215282788100259,3,unnamed_18<->unnamed_28|unnamed_18<->unnamed_29|FR<->unnamed_29
