mode,target_scale,wbc_scale,kp,kd,num_knots,knot_hold_steps,total_steps,torque_limit,initial_z,final_z,min_z,max_z,delta_z,final_roll,final_pitch,max_abs_roll,roll_margin_to_0p15,max_abs_pitch,pitch_margin_to_0p15,z_margin_to_0p22,max_tau_pd_abs,max_tau_wbc_abs,max_tau_total_abs,saturation_steps,max_joint_error,max_swing_joint_error,max_stance_joint_error,min_swing_foot_z,max_swing_foot_z,pass,pass_margin
trot_FR_RL,0.5,0.2,60.0,2.0,9,80,720,23.7,0.284805846483,0.288895644852,0.279437151520,0.288953589678,0.004089798368,0.054326004708,-0.020215534254,0.175923723555,-0.025923723555,0.103292901331,0.046707098669,0.059437151520,11.540595487317,2.127663800548,11.540595487317,0,0.103385650901,0.103385650901,0.042607555913,0.011211481969,0.076034228901,False,False
trot_FR_RL,0.5,0.2,60.0,4.0,9,80,720,23.7,0.284805846483,0.276633569966,0.266546368623,0.284909354790,-0.008172276518,0.031346354893,-0.007189154647,0.148573286325,0.001426713675,0.100613218928,0.049386781072,0.046546368623,19.269478201021,2.127663800548,19.269478201021,0,0.149676712056,0.149676712056,0.048777579704,0.008941240174,0.053516105247,False,False
trot_FR_RL,0.5,0.2,60.0,6.0,9,80,720,23.7,0.284805846483,0.268521416325,0.259450810668,0.284909354790,-0.016284430158,0.002584685243,-0.019738163794,0.157982561136,-0.007982561136,0.093510372681,0.056489627319,0.039450810668,26.035076757317,2.127663800548,23.700000000000,90,0.143827264842,0.143827264842,0.084461649915,0.009719182997,0.046286117363,False,False
trot_FR_RL,0.5,0.2,80.0,2.0,9,80,720,23.7,0.284805846483,0.277935313108,0.276483944209,0.287338742649,-0.006870533376,-0.010117432830,0.017745739729,0.148886605460,0.001113394540,0.127495049462,0.022504950538,0.056483944209,11.362636732283,2.127663800548,11.362636732283,0,0.079755197674,0.079755197674,0.035241086568,0.010587395426,0.077036619672,True,False
trot_FR_RL,0.5,0.2,80.0,4.0,9,80,720,23.7,0.284805846483,0.277304459680,0.270846772751,0.284909301463,-0.007501386803,-0.013199815484,0.011476822477,0.152114599583,-0.002114599583,0.096300469717,0.053699530283,0.050846772751,20.759819839617,2.127663800548,20.759819839617,0,0.128631299721,0.128631299721,0.040370707876,0.010159266338,0.056064186938,False,False
trot_FR_RL,0.5,0.2,80.0,6.0,9,80,720,23.7,0.284805846483,0.272930786560,0.264026432494,0.284909301463,-0.011875059923,0.034159512826,-0.006204942950,0.163609982279,-0.013609982279,0.118154789357,0.031845210643,0.044026432494,26.136139411227,2.127663800548,23.700000000000,115,0.128467489214,0.128467489214,0.073449837634,0.008085940930,0.062464137205,False,False
trot_FR_RL,0.5,0.4,60.0,2.0,9,80,720,23.7,0.284805846483,0.285860399583,0.282838454265,0.295804633931,0.001054553100,0.084183932534,-0.028888101296,0.199597530929,-0.049597530929,0.138767693951,0.011232306049,0.062838454265,12.472292375366,4.255327601096,11.541206912716,0,0.107500350791,0.107500350791,0.072682242016,0.008413861320,0.086604001345,False,False
trot_FR_RL,0.5,0.4,60.0,4.0,9,80,720,23.7,0.284805846483,0.288071866636,0.276070956793,0.288071866636,0.003266020152,0.106264085796,-0.050966986394,0.184484139189,-0.034484139189,0.130911918237,0.019088081763,0.056070956793,20.120554148239,4.255327601096,20.120554148239,0,0.161727854251,0.161727854251,0.060726594409,0.009368243461,0.069129007968,False,False
trot_FR_RL,0.5,0.4,60.0,6.0,9,80,720,23.7,0.284805846483,0.278068812332,0.263252628416,0.284909354790,-0.006737034151,0.058183514711,-0.069544710847,0.223731382886,-0.073731382886,0.121690406462,0.028309593538,0.043252628416,27.108188164336,4.255327601096,23.700000000000,129,0.171106220268,0.171106220268,0.067811361142,0.007034750870,0.063503476971,False,False
trot_FR_RL,0.5,0.4,80.0,2.0,9,80,720,23.7,0.284805846483,0.287173057439,0.282240729919,0.291324461185,0.002367210956,0.022754286202,-0.033519807998,0.157953511590,-0.007953511590,0.096552700258,0.053447299742,0.062240729919,12.553596798615,4.255327601096,11.524661575638,0,0.082739364229,0.082739364229,0.059295016684,0.011788140771,0.078422666437,False,False
trot_FR_RL,0.5,0.4,80.0,4.0,9,80,720,23.7,0.284805846483,0.289532847199,0.272277253371,0.289819627615,0.004727000715,0.042607859535,-0.051633112725,0.170360789413,-0.020360789413,0.114276273469,0.035723726531,0.052277253371,20.950989575154,4.255327601096,20.950989575154,0,0.132701691603,0.132701691603,0.040852641081,0.005643395490,0.068547846319,False,False
trot_FR_RL,0.5,0.4,80.0,6.0,9,80,720,23.7,0.284805846483,0.275572823962,0.269910427354,0.284909301463,-0.009233022521,0.026544334945,-0.017411866141,0.182524772917,-0.032524772917,0.126459923830,0.023540076170,0.049910427354,30.072123943103,4.255327601096,23.700000000000,213,0.179231002086,0.179231002086,0.052655313610,0.009145160628,0.060993219692,False,False
trot_FR_RL,0.5,0.6,60.0,2.0,9,80,720,23.7,0.284805846483,0.301957040472,0.284805846483,0.303386579755,0.017151193989,0.092146749441,-0.041953182769,0.263112950861,-0.113112950861,0.130289905202,0.019710094798,0.064805846483,14.740124636824,6.382991401645,11.394743022879,0,0.110900598168,0.104654402729,0.110900598168,0.009456666656,0.108903224837,False,False
trot_FR_RL,0.5,0.6,60.0,4.0,9,80,720,23.7,0.284805846483,0.287809789671,0.279238163380,0.294578744195,0.003003943188,0.075232663244,-0.013705223489,0.276541535435,-0.126541535435,0.136481155616,0.013518844384,0.059238163380,21.894993083552,6.382991401645,21.125956955778,0,0.174283720326,0.174283720326,0.088636682143,0.006559428219,0.082479448264,False,False
